prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
09,007,01,010,0000,1,李忠堅,1,1,0590222,52,金馬地區,高中(職),Y,*, 
09,007,01,010,0000,2,曹爾淼,1,1,0650925,46,金馬地區,專科,Y,*, 
09,007,01,010,0000,3,陳錦泰,1,1,0591108,51,金馬地區,高中(職),Y,*, 
09,007,01,010,0000,4,李哲宇,16,1,0740602,37,臺灣省,專科,N, , 
09,007,01,010,0000,5,陳聖泓,999,2,0790523,32,新北市,大學,N,*, 
09,007,01,010,0000,6,陳彥錡,1,1,0770614,34,金馬地區,大學,N,*, 
09,007,01,010,0000,7,林紹馨,999,1,0620713,49,金馬地區,高中(職),Y,*, 
09,007,01,010,0000,8,陳則汎,1,1,0800311,31,金馬地區,大學,N,*, 
09,007,01,010,0000,9,楊水英,1,2,0500411,61,金馬地區,高中(職),Y, , 
09,007,01,020,0000,1,王冠予,1,1,0610403,50,金馬地區,大學,N,*, 
09,007,01,020,0000,2,鄭禮頤,999,2,0671106,43,臺北市,專科,N, , 
09,007,01,020,0000,3,林加友,1,1,0520225,59,金馬地區,高中(職)以下,Y,*, 
09,007,01,020,0000,4,詹庭語,16,1,0760209,35,臺灣省,專科,N,*, 
09,007,01,020,0000,5,王芳瑤,999,2,0720306,39,金馬地區,大學,N,*, 
09,007,01,020,0000,6,王長源,999,1,0710212,40,金馬地區,大學,N,*, 
09,007,01,030,0000,1,陳飛汎,999,1,0790217,32,臺北市,大學,N,*, 
09,007,01,030,0000,2,陳竑任,16,1,0501004,61,臺南市,高中(職),N, , 
09,007,01,030,0000,3,林宏豫,1,1,0610408,50,金馬地區,高中(職),Y, , 
09,007,01,030,0000,4,陳彥岑,999,2,0750118,36,金馬地區,大學,N,*, 
09,007,01,030,0000,5,史麗彬,1,2,0500301,61,高雄市,高中(職),N,*, 
09,007,01,030,0000,6,劉秋富,1,1,0460321,65,金馬地區,大學,N, , 
09,007,01,030,0000,7,曹端陽,1,1,0540603,57,金馬地區,高中(職)以下,Y, , 
09,007,01,030,0000,8,王秀金,1,2,0440921,67,金馬地區,高中(職)以下,Y,*, 
09,007,01,030,0000,9,劉玉應,999,1,0531227,57,金馬地區,高中(職)以下,Y,*, 
09,007,01,040,0000,1,王維德,1,1,0611123,49,金馬地區,高中(職),Y,*, 
09,007,01,040,0000,2,王禮翼,1,1,0590302,52,金馬地區,高中(職)以下,Y, , 
09,007,01,040,0000,3,陳子驎,999,1,0730518,38,臺北市,大學,Y,*, 
09,007,01,040,0000,4,張雪華,1,2,0500102,61,金馬地區,高中(職),Y,*, 
09,007,01,040,0000,5,劉家宏,1,1,0681013,43,金馬地區,高中(職),N,*, 
09,007,01,040,0000,6,劉淑娥,1,2,0490506,62,金馬地區,高中(職),Y, , 
09,007,01,040,0000,7,林宇超,999,1,0710218,40,金馬地區,專科,N,*, 
09,020,01,010,0000,1,郭永隆,1,1,0460415,65,金馬地區,專科,Y,*, 
09,020,01,010,0000,2,翁沂杰,999,2,0631010,48,金馬地區,碩士,Y, , 
09,020,01,010,0000,3,蔡云豪,999,1,0740316,37,高雄市,高中(職),N,*, 
09,020,01,010,0000,4,蘇碧浯,999,2,0451028,66,金馬地區,高中(職)以下,Y,*, 
09,020,01,010,0000,5,陳天成,1,1,0361111,74,金馬地區,大學,Y,*, 
09,020,01,010,0000,6,黃文麟,999,1,0620128,49,金馬地區,碩士,N, , 
09,020,01,010,0000,7,汪松威,1,1,0760108,35,新北市,碩士,N, , 
09,020,01,010,0000,8,許燕輝,1,1,0670928,44,金馬地區,碩士,N,*, 
09,020,01,010,0000,9,翁裕凱,999,1,0810906,30,新北市,高中(職),N,*, 
09,020,01,010,0000,10,陳子芸,1,2,0600808,51,臺中市,高中(職),Y,*, 
09,020,01,010,0000,11,林金英,1,2,0540605,57,金馬地區,高中(職)以下,Y,*, 
09,020,01,010,0000,12,莊嘉銘,1,1,0730926,38,金馬地區,高中(職),N, , 
09,020,01,010,0000,13,蔡宗儒,999,1,0710303,40,金馬地區,大學,N,*, 
09,020,01,010,0000,14,蔡培榮,16,1,0740426,37,金馬地區,高中(職),N, , 
09,020,01,010,0000,15,倪于媃,1,2,0510112,60,金馬地區,高中(職),Y,*, 
09,020,01,010,0000,16,李錫瑜,1,1,0530618,58,金馬地區,高中(職),Y,*, 
09,020,01,020,0000,1,蔡連進,1,1,0510816,60,金馬地區,專科,N,*, 
09,020,01,020,0000,2,蔡寶愛,1,2,0361102,74,金馬地區,高中(職),Y,*, 
09,020,01,020,0000,3,張成爵,999,1,0520503,59,金馬地區,高中(職),Y,*, 
09,020,01,020,0000,4,周水土,999,1,0400506,71,金馬地區,專科,Y,*, 
09,020,01,020,0000,5,黃聰成,999,1,0441204,66,金馬地區,高中(職),Y,*, 
09,020,01,020,0000,6,何開忠,999,1,0520802,59,金馬地區,大學,Y,*, 
09,020,01,020,0000,7,周欣怡,999,2,0700220,41,新北市,其他,N, , 
09,020,01,020,0000,8,黃奕焮,1,1,0480526,63,金馬地區,高中(職),Y,*, 
09,020,01,020,0000,9,黃秀花,999,2,0591006,52,高雄市,高中(職),N, , 
