prv_code,city_code,area_code,dept_code,li_code,tbox_no,valid_ticket,invalid_ticket,vote_ticket,votable_population,population,cand_male_num,cand_female_num,cand_num,elected_male_num,elected_female_num,elected_num,elect_to_population,vote_to_elect,elected_to_cand
09,020,01,010,0004,0015,484,21,505,1383,0,11,5,16,7,4,11,0.00,36.51,68.75
09,020,01,010,0008,0016,591,17,608,1575,0,11,5,16,7,4,11,0.00,38.60,68.75
09,020,01,010,0008,0017,581,24,605,1517,0,11,5,16,7,4,11,0.00,39.88,68.75
09,020,01,010,0008,0018,551,14,565,1593,0,11,5,16,7,4,11,0.00,35.47,68.75
09,020,01,010,0006,0019,842,60,902,2203,0,11,5,16,7,4,11,0.00,40.94,68.75
09,020,01,010,0002,0000,3517,143,3660,9207,0,11,5,16,7,4,11,0.00,39.75,68.75
09,020,01,010,0005,0020,493,19,512,1304,0,11,5,16,7,4,11,0.00,39.26,68.75
09,020,01,010,0005,0021,458,25,483,1205,0,11,5,16,7,4,11,0.00,40.08,68.75
09,020,01,010,0005,0022,504,12,516,1437,0,11,5,16,7,4,11,0.00,35.91,68.75
09,020,01,010,0007,0023,444,32,476,1570,0,11,5,16,7,4,11,0.00,30.32,68.75
09,020,01,010,0007,0024,507,26,533,1260,0,11,5,16,7,4,11,0.00,42.30,68.75
09,020,01,010,0003,0000,1971,72,2043,5184,0,11,5,16,7,4,11,0.00,39.41,68.75
09,020,01,010,0004,0000,1389,46,1435,3743,0,11,5,16,7,4,11,0.00,38.34,68.75
09,020,01,010,0005,0000,1455,56,1511,3946,0,11,5,16,7,4,11,0.00,38.29,68.75
09,020,01,010,0006,0000,842,60,902,2203,0,11,5,16,7,4,11,0.00,40.94,68.75
09,020,01,010,0007,0000,951,58,1009,2830,0,11,5,16,7,4,11,0.00,35.65,68.75
09,020,01,010,0008,0000,1723,55,1778,4685,0,11,5,16,7,4,11,0.00,37.95,68.75
09,020,01,020,0001,0000,1840,91,1931,4938,0,6,4,10,6,2,8,0.00,39.10,80.00
09,020,01,020,0002,0000,644,31,675,1891,0,6,4,10,6,2,8,0.00,35.70,80.00
09,020,01,020,0003,0000,501,34,535,1149,0,6,4,10,6,2,8,0.00,46.56,80.00
09,020,01,020,0004,0000,916,56,972,2330,0,6,4,10,6,2,8,0.00,41.72,80.00
09,020,01,020,0005,0000,801,43,844,2014,0,6,4,10,6,2,8,0.00,41.91,80.00
09,020,01,020,0006,0000,533,36,569,1570,0,6,4,10,6,2,8,0.00,36.24,80.00
09,020,01,020,0007,0000,723,29,752,2173,0,6,4,10,6,2,8,0.00,34.61,80.00
09,020,01,020,0001,0076,277,14,291,862,0,6,4,10,6,2,8,0.00,33.76,80.00
09,020,01,020,0001,0077,338,26,364,974,0,6,4,10,6,2,8,0.00,37.37,80.00
09,020,01,020,0001,0078,631,25,656,1495,0,6,4,10,6,2,8,0.00,43.88,80.00
09,020,01,020,0001,0079,594,26,620,1607,0,6,4,10,6,2,8,0.00,38.58,80.00
09,020,01,020,0008,0000,920,29,949,2288,0,6,4,10,6,2,8,0.00,41.48,80.00
09,020,01,020,0005,0080,404,14,418,957,0,6,4,10,6,2,8,0.00,43.68,80.00
09,020,01,020,0005,0081,397,29,426,1057,0,6,4,10,6,2,8,0.00,40.30,80.00
09,020,01,020,0008,0082,533,14,547,1202,0,6,4,10,6,2,8,0.00,45.51,80.00
09,020,01,020,0008,0083,387,15,402,1086,0,6,4,10,6,2,8,0.00,37.02,80.00
09,020,01,020,0006,0084,533,36,569,1570,0,6,4,10,6,2,8,0.00,36.24,80.00
09,020,01,020,0007,0085,410,22,432,1224,0,6,4,10,6,2,8,0.00,35.29,80.00
09,020,01,020,0007,0086,313,7,320,949,0,6,4,10,6,2,8,0.00,33.72,80.00
09,020,01,020,0002,0087,301,12,313,998,0,6,4,10,6,2,8,0.00,31.36,80.00
09,020,01,020,0002,0088,343,19,362,893,0,6,4,10,6,2,8,0.00,40.54,80.00
09,020,01,020,0003,0089,501,34,535,1149,0,6,4,10,6,2,8,0.00,46.56,80.00
09,020,01,020,0004,0090,471,33,504,1252,0,6,4,10,6,2,8,0.00,40.26,80.00
09,020,01,020,0004,0091,445,23,468,1078,0,6,4,10,6,2,8,0.00,43.41,80.00
09,020,01,030,0001,0000,1583,77,1660,3818,0,9,5,14,6,3,9,0.00,43.48,64.29
09,020,01,030,0002,0000,1261,59,1320,3303,0,9,5,14,6,3,9,0.00,39.96,64.29
09,020,01,030,0003,0000,1006,55,1061,2648,0,9,5,14,6,3,9,0.00,40.07,64.29
09,020,01,030,0004,0000,767,23,790,2136,0,9,5,14,6,3,9,0.00,36.99,64.29
09,020,01,030,0005,0000,1301,42,1343,3247,0,9,5,14,6,3,9,0.00,41.36,64.29
09,020,01,030,0001,0058,497,25,522,1187,0,9,5,14,6,3,9,0.00,43.98,64.29
09,020,01,030,0001,0059,541,25,566,1218,0,9,5,14,6,3,9,0.00,46.47,64.29
09,020,01,030,0006,0000,3245,120,3365,7969,0,9,5,14,6,3,9,0.00,42.23,64.29
09,020,01,030,0001,0060,545,27,572,1413,0,9,5,14,6,3,9,0.00,40.48,64.29
09,020,01,030,0002,0061,677,38,715,1899,0,9,5,14,6,3,9,0.00,37.65,64.29
09,020,01,030,0002,0062,584,21,605,1404,0,9,5,14,6,3,9,0.00,43.09,64.29
09,020,01,030,0007,0063,606,24,630,1534,0,9,5,14,6,3,9,0.00,41.07,64.29
09,020,01,030,0008,0064,649,24,673,1710,0,9,5,14,6,3,9,0.00,39.36,64.29
09,020,01,030,0004,0065,339,14,353,1042,0,9,5,14,6,3,9,0.00,33.88,64.29
09,020,01,030,0004,0066,428,9,437,1094,0,9,5,14,6,3,9,0.00,39.95,64.29
09,020,01,030,0006,0067,761,27,788,1837,0,9,5,14,6,3,9,0.00,42.90,64.29
09,020,01,030,0006,0068,566,22,588,1591,0,9,5,14,6,3,9,0.00,36.96,64.29
09,020,01,030,0006,0069,671,23,694,1674,0,9,5,14,6,3,9,0.00,41.46,64.29
09,020,01,030,0007,0000,606,24,630,1534,0,9,5,14,6,3,9,0.00,41.07,64.29
09,020,01,030,0006,0070,616,21,637,1477,0,9,5,14,6,3,9,0.00,43.13,64.29
09,020,01,030,0006,0071,631,27,658,1390,0,9,5,14,6,3,9,0.00,47.34,64.29
09,020,01,030,0003,0072,454,30,484,1256,0,9,5,14,6,3,9,0.00,38.54,64.29
09,020,01,030,0003,0073,552,25,577,1392,0,9,5,14,6,3,9,0.00,41.45,64.29
09,020,01,030,0005,0074,687,18,705,1650,0,9,5,14,6,3,9,0.00,42.73,64.29
09,020,01,030,0005,0075,614,24,638,1597,0,9,5,14,6,3,9,0.00,39.95,64.29
09,020,01,030,0008,0000,649,24,673,1710,0,9,5,14,6,3,9,0.00,39.36,64.29
09,020,01,040,0001,0000,1023,36,1059,3305,0,7,4,11,5,4,9,0.00,32.04,81.82
09,020,01,040,0002,0000,1964,92,2056,5098,0,7,4,11,5,4,9,0.00,40.33,81.82
09,020,01,040,0001,0025,537,17,554,1761,0,7,4,11,5,4,9,0.00,31.46,81.82
09,020,01,040,0001,0026,486,19,505,1544,0,7,4,11,5,4,9,0.00,32.71,81.82
09,020,01,040,0002,0027,432,18,450,1185,0,7,4,11,5,4,9,0.00,37.97,81.82
09,020,01,040,0002,0028,368,16,384,1004,0,7,4,11,5,4,9,0.00,38.25,81.82
09,020,01,040,0002,0029,390,11,401,971,0,7,4,11,5,4,9,0.00,41.30,81.82
09,020,01,040,0003,0000,608,28,636,1649,0,7,4,11,5,4,9,0.00,38.57,81.82
09,020,01,040,0002,0030,417,28,445,1052,0,7,4,11,5,4,9,0.00,42.30,81.82
09,020,01,040,0002,0031,357,19,376,886,0,7,4,11,5,4,9,0.00,42.44,81.82
09,020,01,040,0004,0032,509,31,540,1463,0,7,4,11,5,4,9,0.00,36.91,81.82
09,020,01,040,0004,0033,424,23,447,1114,0,7,4,11,5,4,9,0.00,40.13,81.82
09,020,01,040,0004,0034,518,29,547,1242,0,7,4,11,5,4,9,0.00,44.04,81.82
09,020,01,040,0004,0035,271,42,313,980,0,7,4,11,5,4,9,0.00,31.94,81.82
09,020,01,040,0004,0036,479,20,499,1180,0,7,4,11,5,4,9,0.00,42.29,81.82
09,020,01,040,0004,0037,564,39,603,1349,0,7,4,11,5,4,9,0.00,44.70,81.82
09,020,01,040,0005,0038,408,11,419,971,0,7,4,11,5,4,9,0.00,43.15,81.82
09,020,01,040,0005,0039,332,15,347,942,0,7,4,11,5,4,9,0.00,36.84,81.82
09,020,01,040,0004,0000,2765,184,2949,7328,0,7,4,11,5,4,9,0.00,40.24,81.82
09,020,01,040,0005,0040,565,31,596,1753,0,7,4,11,5,4,9,0.00,34.00,81.82
09,020,01,040,0005,0041,575,24,599,1528,0,7,4,11,5,4,9,0.00,39.20,81.82
09,020,01,040,0006,0042,595,21,616,1572,0,7,4,11,5,4,9,0.00,39.19,81.82
09,020,01,040,0006,0043,383,19,402,1001,0,7,4,11,5,4,9,0.00,40.16,81.82
09,020,01,040,0006,0044,485,22,507,1383,0,7,4,11,5,4,9,0.00,36.66,81.82
09,020,01,040,0006,0045,446,11,457,1225,0,7,4,11,5,4,9,0.00,37.31,81.82
09,020,01,040,0006,0046,392,34,426,1076,0,7,4,11,5,4,9,0.00,39.59,81.82
09,020,01,040,0003,0047,608,28,636,1649,0,7,4,11,5,4,9,0.00,38.57,81.82
09,020,01,040,0005,0000,1880,81,1961,5194,0,7,4,11,5,4,9,0.00,37.76,81.82
09,020,01,040,0006,0000,2301,107,2408,6257,0,7,4,11,5,4,9,0.00,38.48,81.82
09,020,01,050,0001,0000,1029,21,1050,2796,0,9,2,11,6,1,7,0.00,37.55,63.64
09,020,01,050,0002,0000,440,4,444,1404,0,9,2,11,6,1,7,0.00,31.62,63.64
09,020,01,050,0003,0000,719,21,740,2330,0,9,2,11,6,1,7,0.00,31.76,63.64
09,020,01,050,0004,0000,1305,16,1321,3246,0,9,2,11,6,1,7,0.00,40.70,63.64
09,020,01,050,0004,0048,673,12,685,1561,0,9,2,11,6,1,7,0.00,43.88,63.64
09,020,01,050,0004,0049,632,4,636,1685,0,9,2,11,6,1,7,0.00,37.74,63.64
09,020,01,050,0005,0000,664,14,678,1636,0,9,2,11,6,1,7,0.00,41.44,63.64
09,020,01,050,0005,0050,664,14,678,1636,0,9,2,11,6,1,7,0.00,41.44,63.64
09,020,01,050,0003,0051,395,12,407,1255,0,9,2,11,6,1,7,0.00,32.43,63.64
09,020,01,050,0003,0052,324,9,333,1075,0,9,2,11,6,1,7,0.00,30.98,63.64
09,020,01,050,0002,0053,440,4,444,1404,0,9,2,11,6,1,7,0.00,31.62,63.64
09,020,01,050,0001,0054,527,10,537,1390,0,9,2,11,6,1,7,0.00,38.63,63.64
09,020,01,050,0001,0055,502,11,513,1406,0,9,2,11,6,1,7,0.00,36.49,63.64
09,020,01,060,0001,0000,93,2,95,272,0,4,0,4,3,0,3,0.00,34.93,75.00
09,020,01,060,0002,0000,118,1,119,289,0,4,0,4,3,0,3,0.00,41.18,75.00
09,020,01,060,0001,0056,93,2,95,272,0,4,0,4,3,0,3,0.00,34.93,75.00
09,020,01,060,0002,0057,118,1,119,289,0,4,0,4,3,0,3,0.00,41.18,75.00
09,020,00,010,0000,0000,13861,554,14415,36490,42247,11,5,16,7,4,11,86.37,39.50,68.75
09,020,01,010,0000,0000,13861,554,14415,36490,42247,11,5,16,7,4,11,86.37,39.50,68.75
09,020,00,020,0000,0000,6878,349,7227,18353,20642,6,4,10,6,2,8,88.91,39.38,80.00
09,020,01,020,0000,0000,6878,349,7227,18353,20642,6,4,10,6,2,8,88.91,39.38,80.00
09,020,00,030,0000,0000,10418,424,10842,26365,30634,9,5,14,6,3,9,86.06,41.12,64.29
09,020,01,030,0000,0000,10418,424,10842,26365,30634,9,5,14,6,3,9,86.06,41.12,64.29
09,020,00,040,0000,0000,10541,528,11069,28831,34124,7,4,11,5,4,9,84.49,38.39,81.82
09,020,01,040,0000,0000,10541,528,11069,28831,34124,7,4,11,5,4,9,84.49,38.39,81.82
09,020,00,050,0000,0000,4157,76,4233,11412,12619,9,2,11,6,1,7,90.44,37.09,63.64
09,020,01,050,0000,0000,4157,76,4233,11412,12619,9,2,11,6,1,7,90.44,37.09,63.64
09,020,00,060,0000,0000,211,3,214,561,672,4,0,4,3,0,3,83.48,38.15,75.00
09,020,01,060,0000,0000,211,3,214,561,672,4,0,4,3,0,3,83.48,38.15,75.00
10,002,00,000,0000,0000,229612,10261,239873,372517,449012,185,42,227,108,23,131,82.96,64.39,57.71
10,002,00,010,0000,0000,44220,2558,46778,76148,94588,20,8,28,12,4,16,80.50,61.43,57.14
10,002,01,010,0000,0000,11441,504,11945,20198,25539,6,3,9,3,1,4,79.09,59.14,44.44
10,002,02,010,0000,0000,9717,999,10716,17572,21646,4,1,5,3,1,4,81.18,60.98,80.00
10,002,03,010,0000,0000,13867,651,14518,23605,29534,4,4,8,3,2,5,79.92,61.50,62.50
10,002,04,010,0000,0000,9195,404,9599,14773,17869,6,0,6,3,0,3,82.67,64.98,50.00
10,002,01,010,0036,0001,586,32,618,1028,0,6,3,9,3,1,4,0.00,60.12,44.44
10,002,01,010,0036,0002,592,30,622,989,0,6,3,9,3,1,4,0.00,62.89,44.44
10,002,01,010,0037,0003,435,16,451,792,0,6,3,9,3,1,4,0.00,56.94,44.44
10,002,01,010,0037,0004,417,12,429,694,0,6,3,9,3,1,4,0.00,61.82,44.44
10,002,01,010,0044,0005,510,17,527,984,0,6,3,9,3,1,4,0.00,53.56,44.44
10,002,01,010,0044,0006,457,20,477,879,0,6,3,9,3,1,4,0.00,54.27,44.44
10,002,01,010,0035,0007,466,17,483,882,0,6,3,9,3,1,4,0.00,54.76,44.44
10,002,01,010,0035,0008,530,21,551,974,0,6,3,9,3,1,4,0.00,56.57,44.44
10,002,01,010,0035,0009,525,30,555,944,0,6,3,9,3,1,4,0.00,58.79,44.44
10,002,01,010,0038,0010,592,28,620,1040,0,6,3,9,3,1,4,0.00,59.62,44.44
10,002,01,010,0038,0011,554,16,570,987,0,6,3,9,3,1,4,0.00,57.75,44.44
10,002,01,010,0038,0012,612,33,645,1035,0,6,3,9,3,1,4,0.00,62.32,44.44
10,002,01,010,0038,0013,634,18,652,1082,0,6,3,9,3,1,4,0.00,60.26,44.44
10,002,01,010,0043,0014,736,25,761,1289,0,6,3,9,3,1,4,0.00,59.04,44.44
10,002,01,010,0043,0015,712,38,750,1248,0,6,3,9,3,1,4,0.00,60.10,44.44
10,002,01,010,0039,0016,470,21,491,851,0,6,3,9,3,1,4,0.00,57.70,44.44
10,002,01,010,0039,0017,528,15,543,907,0,6,3,9,3,1,4,0.00,59.87,44.44
10,002,01,010,0039,0018,647,35,682,1092,0,6,3,9,3,1,4,0.00,62.45,44.44
10,002,01,010,0040,0019,502,18,520,837,0,6,3,9,3,1,4,0.00,62.13,44.44
10,002,01,010,0040,0020,432,27,459,753,0,6,3,9,3,1,4,0.00,60.96,44.44
10,002,01,010,0040,0021,504,35,539,911,0,6,3,9,3,1,4,0.00,59.17,44.44
10,002,01,010,0035,0000,1521,68,1589,2800,0,6,3,9,3,1,4,0.00,56.75,44.44
10,002,01,010,0036,0000,1178,62,1240,2017,0,6,3,9,3,1,4,0.00,61.48,44.44
10,002,01,010,0037,0000,852,28,880,1486,0,6,3,9,3,1,4,0.00,59.22,44.44
10,002,01,010,0038,0000,2392,95,2487,4144,0,6,3,9,3,1,4,0.00,60.01,44.44
10,002,01,010,0039,0000,1645,71,1716,2850,0,6,3,9,3,1,4,0.00,60.21,44.44
10,002,01,010,0040,0000,1438,80,1518,2501,0,6,3,9,3,1,4,0.00,60.70,44.44
10,002,01,010,0043,0000,1448,63,1511,2537,0,6,3,9,3,1,4,0.00,59.56,44.44
10,002,01,010,0044,0000,967,37,1004,1863,0,6,3,9,3,1,4,0.00,53.89,44.44
10,002,01,020,0004,0000,755,71,826,1486,0,2,1,3,1,1,2,0.00,55.59,66.67
10,002,01,020,0005,0000,1775,116,1891,3392,0,2,1,3,1,1,2,0.00,55.75,66.67
10,002,01,020,0006,0000,1512,113,1625,2626,0,2,1,3,1,1,2,0.00,61.88,66.67
10,002,01,020,0028,0082,385,24,409,620,0,2,1,3,1,1,2,0.00,65.97,66.67
10,002,01,020,0028,0083,341,24,365,652,0,2,1,3,1,1,2,0.00,55.98,66.67
10,002,01,020,0004,0084,755,71,826,1486,0,2,1,3,1,1,2,0.00,55.59,66.67
10,002,01,020,0005,0085,792,53,845,1438,0,2,1,3,1,1,2,0.00,58.76,66.67
10,002,01,020,0005,0086,538,30,568,1052,0,2,1,3,1,1,2,0.00,53.99,66.67
10,002,01,020,0005,0087,445,33,478,902,0,2,1,3,1,1,2,0.00,52.99,66.67
10,002,01,020,0006,0088,865,76,941,1485,0,2,1,3,1,1,2,0.00,63.37,66.67
10,002,01,020,0006,0089,647,37,684,1141,0,2,1,3,1,1,2,0.00,59.95,66.67
10,002,01,020,0028,0000,726,48,774,1272,0,2,1,3,1,1,2,0.00,60.85,66.67
10,002,01,030,0024,0176,264,8,272,312,0,2,0,2,1,0,1,0.00,87.18,50.00
10,002,01,030,0025,0177,446,8,454,673,0,2,0,2,1,0,1,0.00,67.46,50.00
10,002,01,030,0026,0178,217,4,221,347,0,2,0,2,1,0,1,0.00,63.69,50.00
10,002,01,030,0026,0179,117,3,120,205,0,2,0,2,1,0,1,0.00,58.54,50.00
10,002,01,030,0024,0000,264,8,272,312,0,2,0,2,1,0,1,0.00,87.18,50.00
10,002,01,030,0025,0000,446,8,454,673,0,2,0,2,1,0,1,0.00,67.46,50.00
10,002,01,030,0026,0000,334,7,341,552,0,2,0,2,1,0,1,0.00,61.78,50.00
10,002,01,040,0017,0000,673,32,705,906,0,3,5,8,2,2,4,0.00,77.81,50.00
10,002,01,040,0018,0000,1082,44,1126,1676,0,3,5,8,2,2,4,0.00,67.18,50.00
10,002,01,040,0019,0000,559,17,576,679,0,3,5,8,2,2,4,0.00,84.83,50.00
10,002,01,040,0020,0000,900,43,943,1254,0,3,5,8,2,2,4,0.00,75.20,50.00
10,002,01,040,0017,0203,673,32,705,906,0,3,5,8,2,2,4,0.00,77.81,50.00
10,002,01,040,0018,0204,652,24,676,1000,0,3,5,8,2,2,4,0.00,67.60,50.00
10,002,01,040,0018,0205,430,20,450,676,0,3,5,8,2,2,4,0.00,66.57,50.00
10,002,01,040,0019,0206,559,17,576,679,0,3,5,8,2,2,4,0.00,84.83,50.00
10,002,01,040,0020,0207,402,19,421,558,0,3,5,8,2,2,4,0.00,75.45,50.00
10,002,01,040,0020,0208,498,24,522,696,0,3,5,8,2,2,4,0.00,75.00,50.00
10,002,01,040,0021,0209,651,22,673,881,0,3,5,8,2,2,4,0.00,76.39,50.00
10,002,01,040,0021,0000,651,22,673,881,0,3,5,8,2,2,4,0.00,76.39,50.00
10,002,01,040,0022,0210,702,27,729,981,0,3,5,8,2,2,4,0.00,74.31,50.00
10,002,01,040,0023,0211,759,34,793,1058,0,3,5,8,2,2,4,0.00,74.95,50.00
10,002,01,040,0022,0000,702,27,729,981,0,3,5,8,2,2,4,0.00,74.31,50.00
10,002,01,040,0023,0000,759,34,793,1058,0,3,5,8,2,2,4,0.00,74.95,50.00
10,002,01,050,0001,0000,997,47,1044,1512,0,4,2,6,3,1,4,0.00,69.05,66.67
10,002,01,050,0002,0000,1086,32,1118,1885,0,4,2,6,3,1,4,0.00,59.31,66.67
10,002,01,050,0003,0000,2233,79,2312,3848,0,4,2,6,3,1,4,0.00,60.08,66.67
10,002,01,050,0004,0000,1352,70,1422,2425,0,4,2,6,3,1,4,0.00,58.64,66.67
10,002,01,050,0005,0000,468,22,490,590,0,4,2,6,3,1,4,0.00,83.05,66.67
10,002,01,050,0006,0000,864,16,880,1277,0,4,2,6,3,1,4,0.00,68.91,66.67
10,002,01,050,0001,0212,675,27,702,1022,0,4,2,6,3,1,4,0.00,68.69,66.67
10,002,01,050,0001,0213,322,20,342,490,0,4,2,6,3,1,4,0.00,69.80,66.67
10,002,01,050,0002,0214,547,16,563,935,0,4,2,6,3,1,4,0.00,60.21,66.67
10,002,01,050,0002,0215,539,16,555,950,0,4,2,6,3,1,4,0.00,58.42,66.67
10,002,01,050,0003,0216,538,16,554,911,0,4,2,6,3,1,4,0.00,60.81,66.67
10,002,01,050,0003,0217,450,27,477,921,0,4,2,6,3,1,4,0.00,51.79,66.67
10,002,01,050,0003,0218,518,18,536,960,0,4,2,6,3,1,4,0.00,55.83,66.67
10,002,01,050,0003,0219,727,18,745,1056,0,4,2,6,3,1,4,0.00,70.55,66.67
10,002,01,050,0004,0220,409,29,438,779,0,4,2,6,3,1,4,0.00,56.23,66.67
10,002,01,050,0004,0221,452,33,485,842,0,4,2,6,3,1,4,0.00,57.60,66.67
10,002,01,050,0004,0222,491,8,499,804,0,4,2,6,3,1,4,0.00,62.06,66.67
10,002,01,050,0005,0223,468,22,490,590,0,4,2,6,3,1,4,0.00,83.05,66.67
10,002,01,050,0006,0224,398,6,404,551,0,4,2,6,3,1,4,0.00,73.32,66.67
10,002,01,050,0006,0225,466,10,476,726,0,4,2,6,3,1,4,0.00,65.56,66.67
10,002,01,060,0001,0000,1598,59,1657,2580,0,3,3,6,3,1,4,0.00,64.22,66.67
10,002,01,060,0002,0000,1077,58,1135,1886,0,3,3,6,3,1,4,0.00,60.18,66.67
10,002,01,060,0003,0000,578,32,610,895,0,3,3,6,3,1,4,0.00,68.16,66.67
10,002,01,060,0014,0000,760,59,819,1093,0,3,3,6,3,1,4,0.00,74.93,66.67
10,002,01,060,0001,0247,559,27,586,910,0,3,3,6,3,1,4,0.00,64.40,66.67
10,002,01,060,0001,0248,467,14,481,765,0,3,3,6,3,1,4,0.00,62.88,66.67
10,002,01,060,0001,0249,572,18,590,905,0,3,3,6,3,1,4,0.00,65.19,66.67
10,002,01,060,0014,0250,760,59,819,1093,0,3,3,6,3,1,4,0.00,74.93,66.67
10,002,01,060,0002,0251,527,37,564,912,0,3,3,6,3,1,4,0.00,61.84,66.67
10,002,01,060,0002,0252,550,21,571,974,0,3,3,6,3,1,4,0.00,58.62,66.67
10,002,01,060,0003,0253,578,32,610,895,0,3,3,6,3,1,4,0.00,68.16,66.67
10,002,01,070,0001,0000,3345,116,3461,5709,0,5,2,7,3,1,4,0.00,60.62,57.14
10,002,01,070,0002,0000,1377,24,1401,2108,0,5,2,7,3,1,4,0.00,66.46,57.14
10,002,01,070,0003,0000,1128,36,1164,1637,0,5,2,7,3,1,4,0.00,71.11,57.14
10,002,01,070,0001,0271,807,39,846,1401,0,5,2,7,3,1,4,0.00,60.39,57.14
10,002,01,070,0001,0272,506,7,513,866,0,5,2,7,3,1,4,0.00,59.24,57.14
10,002,01,070,0001,0273,770,23,793,1251,0,5,2,7,3,1,4,0.00,63.39,57.14
10,002,01,070,0001,0274,648,19,667,1142,0,5,2,7,3,1,4,0.00,58.41,57.14
