prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor
63,000,00,000,0000,0000,1,2367,0.17, 
63,000,00,000,0000,0000,2,451,0.03, 
63,000,00,000,0000,0000,3,386,0.03, 
63,000,00,000,0000,0000,4,256,0.02, 
63,000,00,000,0000,0000,5,2425,0.18, 
63,000,00,000,0000,0000,6,575590,42.29,*
63,000,00,000,0000,0000,7,1851,0.14, 
63,000,00,000,0000,0000,8,342141,25.14, 
63,000,00,000,0000,0000,9,383,0.03, 
63,000,00,000,0000,0000,10,316,0.02, 
63,000,00,000,0000,0000,11,227,0.02, 
63,000,00,000,0000,0000,12,434558,31.93, 
63,000,00,010,0000,0000,1,158,0.15, 
63,000,00,010,0000,0000,2,48,0.05, 
63,000,00,010,0000,0000,3,18,0.02, 
63,000,00,010,0000,0000,4,9,0.01, 
63,000,00,010,0000,0000,5,151,0.15, 
63,000,00,010,0000,0000,6,47295,45.51,*
63,000,00,010,0000,0000,7,144,0.14, 
63,000,00,010,0000,0000,8,23938,23.04, 
63,000,00,010,0000,0000,9,25,0.02, 
63,000,00,010,0000,0000,10,16,0.02, 
63,000,00,010,0000,0000,11,19,0.02, 
63,000,00,010,0000,0000,12,32098,30.89, 
63,000,00,010,0002,0000,1,2,0.07, 
63,000,00,010,0002,0000,2,2,0.07, 
63,000,00,010,0002,0000,3,0,0.00, 
63,000,00,010,0002,0000,4,1,0.04, 
63,000,00,010,0002,0000,5,5,0.18, 
63,000,00,010,0002,0000,6,1345,48.14,*
63,000,00,010,0002,0000,7,4,0.14, 
63,000,00,010,0002,0000,8,617,22.08, 
63,000,00,010,0002,0000,9,1,0.04, 
63,000,00,010,0002,0000,10,1,0.04, 
63,000,00,010,0002,0000,11,0,0.00, 
63,000,00,010,0002,0000,12,816,29.21, 
63,000,00,010,0002,0596,1,1,0.14, 
63,000,00,010,0002,0596,2,0,0.00, 
63,000,00,010,0002,0596,3,0,0.00, 
63,000,00,010,0002,0596,4,0,0.00, 
63,000,00,010,0002,0596,5,1,0.14, 
63,000,00,010,0002,0596,6,335,47.99,*
63,000,00,010,0002,0596,7,1,0.14, 
63,000,00,010,0002,0596,8,147,21.06, 
63,000,00,010,0002,0596,9,0,0.00, 
63,000,00,010,0002,0596,10,0,0.00, 
63,000,00,010,0002,0596,11,0,0.00, 
63,000,00,010,0002,0596,12,213,30.52, 
63,000,00,010,0002,0597,1,0,0.00, 
63,000,00,010,0002,0597,2,1,0.14, 
63,000,00,010,0002,0597,3,0,0.00, 
63,000,00,010,0002,0597,4,0,0.00, 
63,000,00,010,0002,0597,5,0,0.00, 
63,000,00,010,0002,0597,6,334,47.11,*
63,000,00,010,0002,0597,7,0,0.00, 
63,000,00,010,0002,0597,8,168,23.70, 
63,000,00,010,0002,0597,9,1,0.14, 
63,000,00,010,0002,0597,10,0,0.00, 
63,000,00,010,0002,0597,11,0,0.00, 
63,000,00,010,0002,0597,12,205,28.91, 
63,000,00,010,0002,0598,1,0,0.00, 
63,000,00,010,0002,0598,2,1,0.13, 
63,000,00,010,0002,0598,3,0,0.00, 
63,000,00,010,0002,0598,4,0,0.00, 
63,000,00,010,0002,0598,5,4,0.53, 
63,000,00,010,0002,0598,6,353,46.88,*
63,000,00,010,0002,0598,7,1,0.13, 
63,000,00,010,0002,0598,8,162,21.51, 
63,000,00,010,0002,0598,9,0,0.00, 
63,000,00,010,0002,0598,10,0,0.00, 
63,000,00,010,0002,0598,11,0,0.00, 
63,000,00,010,0002,0598,12,232,30.81, 
63,000,00,010,0002,0599,1,1,0.16, 
63,000,00,010,0002,0599,2,0,0.00, 
63,000,00,010,0002,0599,3,0,0.00, 
63,000,00,010,0002,0599,4,1,0.16, 
63,000,00,010,0002,0599,5,0,0.00, 
63,000,00,010,0002,0599,6,323,50.95,*
63,000,00,010,0002,0599,7,2,0.32, 
63,000,00,010,0002,0599,8,140,22.08, 
63,000,00,010,0002,0599,9,0,0.00, 
63,000,00,010,0002,0599,10,1,0.16, 
63,000,00,010,0002,0599,11,0,0.00, 
63,000,00,010,0002,0599,12,166,26.18, 
63,000,00,010,0003,0000,1,8,0.19, 
63,000,00,010,0003,0000,2,2,0.05, 
63,000,00,010,0003,0000,3,0,0.00, 
63,000,00,010,0003,0000,4,0,0.00, 
63,000,00,010,0003,0000,5,6,0.14, 
63,000,00,010,0003,0000,6,1824,43.40,*
63,000,00,010,0003,0000,7,4,0.10, 
63,000,00,010,0003,0000,8,899,21.39, 
63,000,00,010,0003,0000,9,0,0.00, 
63,000,00,010,0003,0000,10,0,0.00, 
63,000,00,010,0003,0000,11,2,0.05, 
63,000,00,010,0003,0000,12,1458,34.69, 
63,000,00,010,0003,0600,1,2,0.24, 
63,000,00,010,0003,0600,2,0,0.00, 
63,000,00,010,0003,0600,3,0,0.00, 
63,000,00,010,0003,0600,4,0,0.00, 
63,000,00,010,0003,0600,5,3,0.36, 
63,000,00,010,0003,0600,6,366,43.62,*
63,000,00,010,0003,0600,7,0,0.00, 
63,000,00,010,0003,0600,8,175,20.86, 
63,000,00,010,0003,0600,9,0,0.00, 
63,000,00,010,0003,0600,10,0,0.00, 
63,000,00,010,0003,0600,11,1,0.12, 
63,000,00,010,0003,0600,12,292,34.80, 
63,000,00,010,0003,0601,1,2,0.24, 
63,000,00,010,0003,0601,2,1,0.12, 
63,000,00,010,0003,0601,3,0,0.00, 
63,000,00,010,0003,0601,4,0,0.00, 
63,000,00,010,0003,0601,5,1,0.12, 
63,000,00,010,0003,0601,6,412,48.76,*
63,000,00,010,0003,0601,7,1,0.12, 
63,000,00,010,0003,0601,8,183,21.66, 
63,000,00,010,0003,0601,9,0,0.00, 
63,000,00,010,0003,0601,10,0,0.00, 
63,000,00,010,0003,0601,11,1,0.12, 
63,000,00,010,0003,0601,12,244,28.88, 
63,000,00,010,0003,0602,1,3,0.37, 
63,000,00,010,0003,0602,2,0,0.00, 
63,000,00,010,0003,0602,3,0,0.00, 
63,000,00,010,0003,0602,4,0,0.00, 
63,000,00,010,0003,0602,5,1,0.12, 
63,000,00,010,0003,0602,6,329,40.17,*
63,000,00,010,0003,0602,7,1,0.12, 
63,000,00,010,0003,0602,8,180,21.98, 
63,000,00,010,0003,0602,9,0,0.00, 
63,000,00,010,0003,0602,10,0,0.00, 
63,000,00,010,0003,0602,11,0,0.00, 
63,000,00,010,0003,0602,12,305,37.24, 
63,000,00,010,0003,0603,1,0,0.00, 
63,000,00,010,0003,0603,2,0,0.00, 
63,000,00,010,0003,0603,3,0,0.00, 
63,000,00,010,0003,0603,4,0,0.00, 
63,000,00,010,0003,0603,5,0,0.00, 
63,000,00,010,0003,0603,6,360,42.91,*
63,000,00,010,0003,0603,7,2,0.24, 
63,000,00,010,0003,0603,8,189,22.53, 
63,000,00,010,0003,0603,9,0,0.00, 
63,000,00,010,0003,0603,10,0,0.00, 
63,000,00,010,0003,0603,11,0,0.00, 
63,000,00,010,0003,0603,12,288,34.33, 
63,000,00,010,0003,0604,1,1,0.12, 
63,000,00,010,0003,0604,2,1,0.12, 
63,000,00,010,0003,0604,3,0,0.00, 
63,000,00,010,0003,0604,4,0,0.00, 
63,000,00,010,0003,0604,5,1,0.12, 
63,000,00,010,0003,0604,6,357,41.46,*
63,000,00,010,0003,0604,7,0,0.00, 
63,000,00,010,0003,0604,8,172,19.98, 
63,000,00,010,0003,0604,9,0,0.00, 
63,000,00,010,0003,0604,10,0,0.00, 
63,000,00,010,0003,0604,11,0,0.00, 
63,000,00,010,0003,0604,12,329,38.21, 
63,000,00,010,0004,0000,1,3,0.08, 
63,000,00,010,0004,0000,2,2,0.06, 
63,000,00,010,0004,0000,3,1,0.03, 
63,000,00,010,0004,0000,4,0,0.00, 
63,000,00,010,0004,0000,5,3,0.08, 
63,000,00,010,0004,0000,6,1705,47.64,*
63,000,00,010,0004,0000,7,3,0.08, 
63,000,00,010,0004,0000,8,744,20.79, 
63,000,00,010,0004,0000,9,0,0.00, 
63,000,00,010,0004,0000,10,1,0.03, 
63,000,00,010,0004,0000,11,1,0.03, 
63,000,00,010,0004,0000,12,1116,31.18, 
63,000,00,010,0004,0605,1,2,0.28, 
63,000,00,010,0004,0605,2,1,0.14, 
63,000,00,010,0004,0605,3,0,0.00, 
63,000,00,010,0004,0605,4,0,0.00, 
63,000,00,010,0004,0605,5,0,0.00, 
63,000,00,010,0004,0605,6,277,38.53,*
63,000,00,010,0004,0605,7,2,0.28, 
63,000,00,010,0004,0605,8,170,23.64, 
63,000,00,010,0004,0605,9,0,0.00, 
63,000,00,010,0004,0605,10,0,0.00, 
63,000,00,010,0004,0605,11,0,0.00, 
63,000,00,010,0004,0605,12,267,37.13, 
63,000,00,010,0004,0606,1,0,0.00, 
63,000,00,010,0004,0606,2,1,0.14, 
63,000,00,010,0004,0606,3,1,0.14, 
63,000,00,010,0004,0606,4,0,0.00, 
63,000,00,010,0004,0606,5,1,0.14, 
63,000,00,010,0004,0606,6,379,53.46,*
63,000,00,010,0004,0606,7,0,0.00, 
63,000,00,010,0004,0606,8,123,17.35, 
63,000,00,010,0004,0606,9,0,0.00, 
63,000,00,010,0004,0606,10,0,0.00, 
63,000,00,010,0004,0606,11,0,0.00, 
63,000,00,010,0004,0606,12,204,28.77, 
63,000,00,010,0004,0607,1,0,0.00, 
63,000,00,010,0004,0607,2,0,0.00, 
63,000,00,010,0004,0607,3,0,0.00, 
63,000,00,010,0004,0607,4,0,0.00, 
63,000,00,010,0004,0607,5,0,0.00, 
63,000,00,010,0004,0607,6,391,49.43,*
63,000,00,010,0004,0607,7,0,0.00, 
63,000,00,010,0004,0607,8,192,24.27, 
63,000,00,010,0004,0607,9,0,0.00, 
63,000,00,010,0004,0607,10,0,0.00, 
63,000,00,010,0004,0607,11,0,0.00, 
63,000,00,010,0004,0607,12,208,26.30, 
63,000,00,010,0004,0608,1,1,0.15, 
63,000,00,010,0004,0608,2,0,0.00, 
63,000,00,010,0004,0608,3,0,0.00, 
63,000,00,010,0004,0608,4,0,0.00, 
63,000,00,010,0004,0608,5,0,0.00, 
63,000,00,010,0004,0608,6,323,47.57,*
63,000,00,010,0004,0608,7,0,0.00, 
63,000,00,010,0004,0608,8,134,19.73, 
63,000,00,010,0004,0608,9,0,0.00, 
63,000,00,010,0004,0608,10,1,0.15, 
63,000,00,010,0004,0608,11,1,0.15, 
63,000,00,010,0004,0608,12,219,32.25, 
63,000,00,010,0004,0609,1,0,0.00, 
63,000,00,010,0004,0609,2,0,0.00, 
63,000,00,010,0004,0609,3,0,0.00, 
63,000,00,010,0004,0609,4,0,0.00, 
