prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor
63,000,00,010,0004,0609,5,2,0.29, 
63,000,00,010,0004,0609,6,335,49.19,*
63,000,00,010,0004,0609,7,1,0.15, 
63,000,00,010,0004,0609,8,125,18.36, 
63,000,00,010,0004,0609,9,0,0.00, 
63,000,00,010,0004,0609,10,0,0.00, 
63,000,00,010,0004,0609,11,0,0.00, 
63,000,00,010,0004,0609,12,218,32.01, 
63,000,00,010,0005,0000,1,1,0.04, 
63,000,00,010,0005,0000,2,1,0.04, 
63,000,00,010,0005,0000,3,1,0.04, 
63,000,00,010,0005,0000,4,0,0.00, 
63,000,00,010,0005,0000,5,4,0.15, 
63,000,00,010,0005,0000,6,1166,44.08,*
63,000,00,010,0005,0000,7,0,0.00, 
63,000,00,010,0005,0000,8,615,23.25, 
63,000,00,010,0005,0000,9,0,0.00, 
63,000,00,010,0005,0000,10,0,0.00, 
63,000,00,010,0005,0000,11,0,0.00, 
63,000,00,010,0005,0000,12,857,32.40, 
63,000,00,010,0005,0610,1,1,0.11, 
63,000,00,010,0005,0610,2,0,0.00, 
63,000,00,010,0005,0610,3,0,0.00, 
63,000,00,010,0005,0610,4,0,0.00, 
63,000,00,010,0005,0610,5,1,0.11, 
63,000,00,010,0005,0610,6,418,46.09,*
63,000,00,010,0005,0610,7,0,0.00, 
63,000,00,010,0005,0610,8,218,24.04, 
63,000,00,010,0005,0610,9,0,0.00, 
63,000,00,010,0005,0610,10,0,0.00, 
63,000,00,010,0005,0610,11,0,0.00, 
63,000,00,010,0005,0610,12,269,29.66, 
63,000,00,010,0005,0611,1,0,0.00, 
63,000,00,010,0005,0611,2,1,0.11, 
63,000,00,010,0005,0611,3,1,0.11, 
63,000,00,010,0005,0611,4,0,0.00, 
63,000,00,010,0005,0611,5,1,0.11, 
63,000,00,010,0005,0611,6,383,42.79,*
63,000,00,010,0005,0611,7,0,0.00, 
63,000,00,010,0005,0611,8,205,22.91, 
63,000,00,010,0005,0611,9,0,0.00, 
63,000,00,010,0005,0611,10,0,0.00, 
63,000,00,010,0005,0611,11,0,0.00, 
63,000,00,010,0005,0611,12,304,33.97, 
63,000,00,010,0005,0612,1,0,0.00, 
63,000,00,010,0005,0612,2,0,0.00, 
63,000,00,010,0005,0612,3,0,0.00, 
63,000,00,010,0005,0612,4,0,0.00, 
63,000,00,010,0005,0612,5,2,0.24, 
63,000,00,010,0005,0612,6,365,43.30,*
63,000,00,010,0005,0612,7,0,0.00, 
63,000,00,010,0005,0612,8,192,22.78, 
63,000,00,010,0005,0612,9,0,0.00, 
63,000,00,010,0005,0612,10,0,0.00, 
63,000,00,010,0005,0612,11,0,0.00, 
63,000,00,010,0005,0612,12,284,33.69, 
63,000,00,010,0006,0000,1,5,0.18, 
63,000,00,010,0006,0000,2,2,0.07, 
63,000,00,010,0006,0000,3,1,0.04, 
63,000,00,010,0006,0000,4,0,0.00, 
63,000,00,010,0006,0000,5,2,0.07, 
63,000,00,010,0006,0000,6,1327,46.82,*
63,000,00,010,0006,0000,7,6,0.21, 
63,000,00,010,0006,0000,8,631,22.27, 
63,000,00,010,0006,0000,9,2,0.07, 
63,000,00,010,0006,0000,10,0,0.00, 
63,000,00,010,0006,0000,11,0,0.00, 
63,000,00,010,0006,0000,12,858,30.28, 
63,000,00,010,0006,0613,1,0,0.00, 
63,000,00,010,0006,0613,2,0,0.00, 
63,000,00,010,0006,0613,3,1,0.14, 
63,000,00,010,0006,0613,4,0,0.00, 
63,000,00,010,0006,0613,5,1,0.14, 
63,000,00,010,0006,0613,6,329,46.87,*
63,000,00,010,0006,0613,7,3,0.43, 
63,000,00,010,0006,0613,8,149,21.23, 
63,000,00,010,0006,0613,9,2,0.28, 
63,000,00,010,0006,0613,10,0,0.00, 
63,000,00,010,0006,0613,11,0,0.00, 
63,000,00,010,0006,0613,12,217,30.91, 
63,000,00,010,0006,0614,1,3,0.38, 
63,000,00,010,0006,0614,2,1,0.13, 
63,000,00,010,0006,0614,3,0,0.00, 
63,000,00,010,0006,0614,4,0,0.00, 
63,000,00,010,0006,0614,5,1,0.13, 
63,000,00,010,0006,0614,6,395,49.94,*
63,000,00,010,0006,0614,7,1,0.13, 
63,000,00,010,0006,0614,8,169,21.37, 
63,000,00,010,0006,0614,9,0,0.00, 
63,000,00,010,0006,0614,10,0,0.00, 
63,000,00,010,0006,0614,11,0,0.00, 
63,000,00,010,0006,0614,12,221,27.94, 
63,000,00,010,0006,0615,1,2,0.28, 
63,000,00,010,0006,0615,2,0,0.00, 
63,000,00,010,0006,0615,3,0,0.00, 
63,000,00,010,0006,0615,4,0,0.00, 
63,000,00,010,0006,0615,5,0,0.00, 
63,000,00,010,0006,0615,6,342,48.44,*
63,000,00,010,0006,0615,7,0,0.00, 
63,000,00,010,0006,0615,8,156,22.10, 
63,000,00,010,0006,0615,9,0,0.00, 
63,000,00,010,0006,0615,10,0,0.00, 
63,000,00,010,0006,0615,11,0,0.00, 
63,000,00,010,0006,0615,12,206,29.18, 
63,000,00,010,0006,0616,1,0,0.00, 
63,000,00,010,0006,0616,2,1,0.16, 
63,000,00,010,0006,0616,3,0,0.00, 
63,000,00,010,0006,0616,4,0,0.00, 
63,000,00,010,0006,0616,5,0,0.00, 
63,000,00,010,0006,0616,6,261,41.10,*
63,000,00,010,0006,0616,7,2,0.31, 
63,000,00,010,0006,0616,8,157,24.72, 
63,000,00,010,0006,0616,9,0,0.00, 
63,000,00,010,0006,0616,10,0,0.00, 
63,000,00,010,0006,0616,11,0,0.00, 
63,000,00,010,0006,0616,12,214,33.70, 
63,000,00,010,0007,0000,1,2,0.07, 
63,000,00,010,0007,0000,2,0,0.00, 
63,000,00,010,0007,0000,3,0,0.00, 
63,000,00,010,0007,0000,4,0,0.00, 
63,000,00,010,0007,0000,5,1,0.04, 
63,000,00,010,0007,0000,6,1235,45.54,*
63,000,00,010,0007,0000,7,3,0.11, 
63,000,00,010,0007,0000,8,617,22.75, 
63,000,00,010,0007,0000,9,0,0.00, 
63,000,00,010,0007,0000,10,0,0.00, 
63,000,00,010,0007,0000,11,1,0.04, 
63,000,00,010,0007,0000,12,853,31.45, 
63,000,00,010,0007,0617,1,0,0.00, 
63,000,00,010,0007,0617,2,0,0.00, 
63,000,00,010,0007,0617,3,0,0.00, 
63,000,00,010,0007,0617,4,0,0.00, 
63,000,00,010,0007,0617,5,1,0.14, 
63,000,00,010,0007,0617,6,314,44.92,*
63,000,00,010,0007,0617,7,0,0.00, 
63,000,00,010,0007,0617,8,169,24.18, 
63,000,00,010,0007,0617,9,0,0.00, 
63,000,00,010,0007,0617,10,0,0.00, 
63,000,00,010,0007,0617,11,0,0.00, 
63,000,00,010,0007,0617,12,215,30.76, 
63,000,00,010,0007,0618,1,2,0.29, 
63,000,00,010,0007,0618,2,0,0.00, 
63,000,00,010,0007,0618,3,0,0.00, 
63,000,00,010,0007,0618,4,0,0.00, 
63,000,00,010,0007,0618,5,0,0.00, 
63,000,00,010,0007,0618,6,339,49.27,*
63,000,00,010,0007,0618,7,1,0.15, 
63,000,00,010,0007,0618,8,151,21.95, 
63,000,00,010,0007,0618,9,0,0.00, 
63,000,00,010,0007,0618,10,0,0.00, 
63,000,00,010,0007,0618,11,0,0.00, 
63,000,00,010,0007,0618,12,195,28.34, 
63,000,00,010,0007,0619,1,0,0.00, 
63,000,00,010,0007,0619,2,0,0.00, 
63,000,00,010,0007,0619,3,0,0.00, 
63,000,00,010,0007,0619,4,0,0.00, 
63,000,00,010,0007,0619,5,0,0.00, 
63,000,00,010,0007,0619,6,299,43.97,*
63,000,00,010,0007,0619,7,2,0.29, 
63,000,00,010,0007,0619,8,156,22.94, 
63,000,00,010,0007,0619,9,0,0.00, 
63,000,00,010,0007,0619,10,0,0.00, 
63,000,00,010,0007,0619,11,0,0.00, 
63,000,00,010,0007,0619,12,223,32.79, 
63,000,00,010,0007,0620,1,0,0.00, 
63,000,00,010,0007,0620,2,0,0.00, 
63,000,00,010,0007,0620,3,0,0.00, 
63,000,00,010,0007,0620,4,0,0.00, 
63,000,00,010,0007,0620,5,0,0.00, 
63,000,00,010,0007,0620,6,283,43.88,*
63,000,00,010,0007,0620,7,0,0.00, 
63,000,00,010,0007,0620,8,141,21.86, 
63,000,00,010,0007,0620,9,0,0.00, 
63,000,00,010,0007,0620,10,0,0.00, 
63,000,00,010,0007,0620,11,1,0.16, 
63,000,00,010,0007,0620,12,220,34.11, 
63,000,00,010,0008,0000,1,3,0.12, 
63,000,00,010,0008,0000,2,1,0.04, 
63,000,00,010,0008,0000,3,3,0.12, 
63,000,00,010,0008,0000,4,0,0.00, 
63,000,00,010,0008,0000,5,4,0.16, 
63,000,00,010,0008,0000,6,1277,51.81,*
63,000,00,010,0008,0000,7,8,0.32, 
63,000,00,010,0008,0000,8,518,21.01, 
63,000,00,010,0008,0000,9,0,0.00, 
63,000,00,010,0008,0000,10,1,0.04, 
63,000,00,010,0008,0000,11,1,0.04, 
63,000,00,010,0008,0000,12,649,26.33, 
63,000,00,010,0008,0621,1,2,0.25, 
63,000,00,010,0008,0621,2,1,0.13, 
63,000,00,010,0008,0621,3,1,0.13, 
63,000,00,010,0008,0621,4,0,0.00, 
63,000,00,010,0008,0621,5,2,0.25, 
63,000,00,010,0008,0621,6,370,46.60,*
63,000,00,010,0008,0621,7,1,0.13, 
63,000,00,010,0008,0621,8,174,21.91, 
63,000,00,010,0008,0621,9,0,0.00, 
63,000,00,010,0008,0621,10,0,0.00, 
63,000,00,010,0008,0621,11,1,0.13, 
63,000,00,010,0008,0621,12,242,30.48, 
63,000,00,010,0008,0622,1,1,0.11, 
63,000,00,010,0008,0622,2,0,0.00, 
63,000,00,010,0008,0622,3,1,0.11, 
63,000,00,010,0008,0622,4,0,0.00, 
63,000,00,010,0008,0622,5,0,0.00, 
63,000,00,010,0008,0622,6,488,54.34,*
63,000,00,010,0008,0622,7,6,0.67, 
63,000,00,010,0008,0622,8,186,20.71, 
63,000,00,010,0008,0622,9,0,0.00, 
63,000,00,010,0008,0622,10,1,0.11, 
63,000,00,010,0008,0622,11,0,0.00, 
63,000,00,010,0008,0622,12,215,23.94, 
63,000,00,010,0008,0623,1,0,0.00, 
63,000,00,010,0008,0623,2,0,0.00, 
63,000,00,010,0008,0623,3,1,0.13, 
63,000,00,010,0008,0623,4,0,0.00, 
63,000,00,010,0008,0623,5,2,0.26, 
63,000,00,010,0008,0623,6,419,54.20,*
63,000,00,010,0008,0623,7,1,0.13, 
63,000,00,010,0008,0623,8,158,20.44, 
63,000,00,010,0008,0623,9,0,0.00, 
63,000,00,010,0008,0623,10,0,0.00, 
63,000,00,010,0008,0623,11,0,0.00, 
63,000,00,010,0008,0623,12,192,24.84, 
63,000,00,010,0009,0000,1,1,0.04, 
63,000,00,010,0009,0000,2,0,0.00, 
63,000,00,010,0009,0000,3,0,0.00, 
63,000,00,010,0009,0000,4,0,0.00, 
63,000,00,010,0009,0000,5,4,0.17, 
63,000,00,010,0009,0000,6,983,42.28,*
63,000,00,010,0009,0000,7,1,0.04, 
63,000,00,010,0009,0000,8,545,23.44, 
63,000,00,010,0009,0000,9,1,0.04, 
63,000,00,010,0009,0000,10,0,0.00, 
63,000,00,010,0009,0000,11,0,0.00, 
63,000,00,010,0009,0000,12,790,33.98, 
63,000,00,010,0009,0624,1,0,0.00, 
63,000,00,010,0009,0624,2,0,0.00, 
63,000,00,010,0009,0624,3,0,0.00, 
63,000,00,010,0009,0624,4,0,0.00, 
63,000,00,010,0009,0624,5,0,0.00, 
63,000,00,010,0009,0624,6,316,40.88,*
63,000,00,010,0009,0624,7,1,0.13, 
63,000,00,010,0009,0624,8,184,23.80, 
63,000,00,010,0009,0624,9,1,0.13, 
63,000,00,010,0009,0624,10,0,0.00, 
63,000,00,010,0009,0624,11,0,0.00, 
63,000,00,010,0009,0624,12,271,35.06, 
63,000,00,010,0009,0625,1,1,0.14, 
63,000,00,010,0009,0625,2,0,0.00, 
63,000,00,010,0009,0625,3,0,0.00, 
63,000,00,010,0009,0625,4,0,0.00, 
63,000,00,010,0009,0625,5,4,0.54, 
63,000,00,010,0009,0625,6,316,42.76,*
63,000,00,010,0009,0625,7,0,0.00, 
63,000,00,010,0009,0625,8,162,21.92, 
63,000,00,010,0009,0625,9,0,0.00, 
63,000,00,010,0009,0625,10,0,0.00, 
63,000,00,010,0009,0625,11,0,0.00, 
63,000,00,010,0009,0625,12,256,34.64, 
63,000,00,010,0009,0626,1,0,0.00, 
63,000,00,010,0009,0626,2,0,0.00, 
63,000,00,010,0009,0626,3,0,0.00, 
63,000,00,010,0009,0626,4,0,0.00, 
63,000,00,010,0009,0626,5,0,0.00, 
63,000,00,010,0009,0626,6,351,43.17,*
63,000,00,010,0009,0626,7,0,0.00, 
63,000,00,010,0009,0626,8,199,24.48, 
63,000,00,010,0009,0626,9,0,0.00, 
63,000,00,010,0009,0626,10,0,0.00, 
63,000,00,010,0009,0626,11,0,0.00, 
63,000,00,010,0009,0626,12,263,32.35, 
63,000,00,010,0010,0000,1,6,0.26, 
63,000,00,010,0010,0000,2,1,0.04, 
63,000,00,010,0010,0000,3,2,0.09, 
63,000,00,010,0010,0000,4,0,0.00, 
63,000,00,010,0010,0000,5,3,0.13, 
63,000,00,010,0010,0000,6,1045,45.61,*
63,000,00,010,0010,0000,7,5,0.22, 
63,000,00,010,0010,0000,8,524,22.87, 
63,000,00,010,0010,0000,9,1,0.04, 
63,000,00,010,0010,0000,10,0,0.00, 
63,000,00,010,0010,0000,11,0,0.00, 
63,000,00,010,0010,0000,12,704,30.73, 
63,000,00,010,0010,0627,1,2,0.27, 
63,000,00,010,0010,0627,2,1,0.13, 
63,000,00,010,0010,0627,3,1,0.13, 
63,000,00,010,0010,0627,4,0,0.00, 
63,000,00,010,0010,0627,5,3,0.40, 
63,000,00,010,0010,0627,6,356,47.91,*
63,000,00,010,0010,0627,7,1,0.13, 
63,000,00,010,0010,0627,8,156,21.00, 
63,000,00,010,0010,0627,9,0,0.00, 
63,000,00,010,0010,0627,10,0,0.00, 
63,000,00,010,0010,0627,11,0,0.00, 
63,000,00,010,0010,0627,12,223,30.01, 
63,000,00,010,0010,0628,1,2,0.24, 
63,000,00,010,0010,0628,2,0,0.00, 
63,000,00,010,0010,0628,3,0,0.00, 
63,000,00,010,0010,0628,4,0,0.00, 
63,000,00,010,0010,0628,5,0,0.00, 
63,000,00,010,0010,0628,6,365,44.62,*
63,000,00,010,0010,0628,7,3,0.37, 
63,000,00,010,0010,0628,8,192,23.47, 
63,000,00,010,0010,0628,9,1,0.12, 
63,000,00,010,0010,0628,10,0,0.00, 
63,000,00,010,0010,0628,11,0,0.00, 
63,000,00,010,0010,0628,12,255,31.17, 
63,000,00,010,0010,0629,1,2,0.27, 
63,000,00,010,0010,0629,2,0,0.00, 
63,000,00,010,0010,0629,3,1,0.14, 
63,000,00,010,0010,0629,4,0,0.00, 
63,000,00,010,0010,0629,5,0,0.00, 
63,000,00,010,0010,0629,6,324,44.38,*
63,000,00,010,0010,0629,7,1,0.14, 
63,000,00,010,0010,0629,8,176,24.11, 
63,000,00,010,0010,0629,9,0,0.00, 
63,000,00,010,0010,0629,10,0,0.00, 
63,000,00,010,0010,0629,11,0,0.00, 
63,000,00,010,0010,0629,12,226,30.96, 
63,000,00,010,0011,0000,1,7,0.18, 
63,000,00,010,0011,0000,2,1,0.03, 
63,000,00,010,0011,0000,3,1,0.03, 
63,000,00,010,0011,0000,4,1,0.03, 
63,000,00,010,0011,0000,5,4,0.10, 
63,000,00,010,0011,0000,6,1840,47.79,*
63,000,00,010,0011,0000,7,7,0.18, 
63,000,00,010,0011,0000,8,838,21.77, 
63,000,00,010,0011,0000,9,0,0.00, 
63,000,00,010,0011,0000,10,0,0.00, 
63,000,00,010,0011,0000,11,0,0.00, 
63,000,00,010,0011,0000,12,1151,29.90, 
63,000,00,010,0011,0630,1,1,0.16, 
63,000,00,010,0011,0630,2,0,0.00, 
63,000,00,010,0011,0630,3,0,0.00, 
63,000,00,010,0011,0630,4,0,0.00, 
63,000,00,010,0011,0630,5,1,0.16, 
63,000,00,010,0011,0630,6,303,46.98,*
63,000,00,010,0011,0630,7,2,0.31, 
63,000,00,010,0011,0630,8,139,21.55, 
63,000,00,010,0011,0630,9,0,0.00, 
63,000,00,010,0011,0630,10,0,0.00, 
63,000,00,010,0011,0630,11,0,0.00, 
63,000,00,010,0011,0630,12,199,30.85, 
63,000,00,010,0011,0631,1,0,0.00, 
63,000,00,010,0011,0631,2,0,0.00, 
63,000,00,010,0011,0631,3,1,0.15, 
63,000,00,010,0011,0631,4,1,0.15, 
63,000,00,010,0011,0631,5,1,0.15, 
63,000,00,010,0011,0631,6,293,44.80,*
63,000,00,010,0011,0631,7,2,0.31, 
63,000,00,010,0011,0631,8,134,20.49, 
63,000,00,010,0011,0631,9,0,0.00, 
63,000,00,010,0011,0631,10,0,0.00, 
63,000,00,010,0011,0631,11,0,0.00, 
63,000,00,010,0011,0631,12,222,33.94, 
63,000,00,010,0011,0632,1,2,0.31, 
63,000,00,010,0011,0632,2,1,0.15, 
