prv_code,city_code,area_code,dept_code,li_code,tbox_no,valid_ticket,invalid_ticket,vote_ticket,votable_population,population,cand_male_num,cand_female_num,cand_num,elected_male_num,elected_female_num,elected_num,elect_to_population,vote_to_elect,elected_to_cand
00,000,00,000,0000,0000,98639,4113,102752,140990,189943,28,22,50,12,12,24,74.23,72.88,48.00
10,002,00,000,0000,0000,7447,390,7837,10479,15198,3,0,3,2,0,2,68.95,74.79,66.67
10,002,12,000,0000,0000,3860,88,3948,5104,7185,2,0,2,1,0,1,71.04,77.35,50.00
10,002,12,010,0000,0000,267,13,280,580,934,2,0,2,1,0,1,62.10,48.28,50.00
10,002,12,010,0036,0001,4,0,4,10,0,2,0,2,1,0,1,0.00,40.00,50.00
10,002,12,010,0036,0002,1,0,1,7,0,2,0,2,1,0,1,0.00,14.29,50.00
10,002,12,010,0037,0003,5,0,5,12,0,2,0,2,1,0,1,0.00,41.67,50.00
10,002,12,010,0037,0004,9,1,10,17,0,2,0,2,1,0,1,0.00,58.82,50.00
10,002,12,010,0044,0005,11,0,11,30,0,2,0,2,1,0,1,0.00,36.67,50.00
10,002,12,010,0044,0006,9,0,9,24,0,2,0,2,1,0,1,0.00,37.50,50.00
10,002,12,010,0035,0007,5,0,5,9,0,2,0,2,1,0,1,0.00,55.56,50.00
10,002,12,010,0035,0008,3,0,3,9,0,2,0,2,1,0,1,0.00,33.33,50.00
10,002,12,010,0035,0009,3,0,3,8,0,2,0,2,1,0,1,0.00,37.50,50.00
10,002,12,010,0001,0000,12,0,12,24,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0038,0010,0,0,0,6,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0038,0011,5,0,5,12,0,2,0,2,1,0,1,0.00,41.67,50.00
10,002,12,010,0038,0012,1,0,1,7,0,2,0,2,1,0,1,0.00,14.29,50.00
10,002,12,010,0038,0013,10,0,10,20,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0043,0014,6,0,6,12,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0043,0015,5,0,5,10,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0039,0016,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0039,0017,4,0,4,9,0,2,0,2,1,0,1,0.00,44.44,50.00
10,002,12,010,0039,0018,5,0,5,13,0,2,0,2,1,0,1,0.00,38.46,50.00
10,002,12,010,0040,0019,2,0,2,5,0,2,0,2,1,0,1,0.00,40.00,50.00
10,002,12,010,0002,0000,2,2,4,11,0,2,0,2,1,0,1,0.00,36.36,50.00
10,002,12,010,0040,0020,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0040,0021,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0002,0022,2,2,4,11,0,2,0,2,1,0,1,0.00,36.36,50.00
10,002,12,010,0002,0023,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0001,0024,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0001,0025,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0001,0026,12,0,12,24,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0045,0027,0,0,0,1,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0018,0028,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0018,0029,1,0,1,2,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0008,0030,1,0,1,2,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0008,0031,6,0,6,8,0,2,0,2,1,0,1,0.00,75.00,50.00
10,002,12,010,0009,0032,1,0,1,4,0,2,0,2,1,0,1,0.00,25.00,50.00
10,002,12,010,0012,0033,9,0,9,18,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0011,0034,3,0,3,7,0,2,0,2,1,0,1,0.00,42.86,50.00
10,002,12,010,0011,0035,6,0,6,7,0,2,0,2,1,0,1,0.00,85.71,50.00
10,002,12,010,0010,0036,5,0,5,7,0,2,0,2,1,0,1,0.00,71.43,50.00
10,002,12,010,0010,0037,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0047,0038,3,0,3,4,0,2,0,2,1,0,1,0.00,75.00,50.00
10,002,12,010,0047,0039,8,0,8,16,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0047,0040,5,1,6,9,0,2,0,2,1,0,1,0.00,66.67,50.00
10,002,12,010,0015,0041,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0015,0042,6,0,6,19,0,2,0,2,1,0,1,0.00,31.58,50.00
10,002,12,010,0015,0043,4,0,4,5,0,2,0,2,1,0,1,0.00,80.00,50.00
10,002,12,010,0041,0044,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0041,0045,0,0,0,0,0,2,0,2,1,0,1,0.00,0.00,50.00
10,002,12,010,0041,0046,3,0,3,10,0,2,0,2,1,0,1,0.00,30.00,50.00
10,002,12,010,0014,0047,5,0,5,7,0,2,0,2,1,0,1,0.00,71.43,50.00
10,002,12,010,0014,0048,6,0,6,12,0,2,0,2,1,0,1,0.00,50.00,50.00
10,002,12,010,0042,0049,10,0,10,16,0,2,0,2,1,0,1,0.00,62.50,50.00
