prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
10,002,12,000,0000,1,沈志弘,1,1,0530209,58,臺灣省,高中(職),N,*, 
10,002,12,000,0000,2,陳傑麟,90,1,0541108,56,臺灣省,碩士,Y, , 
10,002,13,000,0000,1,游吉祥,1,1,0520528,59,臺灣省,大學,N,*, 
10,004,12,000,0000,1,林世偉,999,1,0560101,55,臺灣省,高中(職),N, , 
10,004,12,000,0000,2,劉建民,1,1,0651130,45,臺灣省,大學,Y,*, 
10,004,13,000,0000,1,張益生,1,1,0640610,47,臺灣省,大學,Y,*, 
10,004,13,000,0000,2,張雁萍,999,2,0620515,49,臺灣省,高中(職),N, , 
10,005,08,000,0000,1,劉美蘭 Iwan·Sigiy,1,2,0511023,60,臺灣省,專科,N,*, 
10,005,08,000,0000,2,黃月娥 Yuma’Baysu’,999,2,0460708,65,臺灣省,高中(職),Y, , 
10,008,07,000,0000,1,王榮儀,999,1,0630222,48,臺灣省,大學,N, , 
10,008,07,000,0000,2,全文才Balan．Soqluman,1,1,0520325,59,臺灣省,大學,Y,*, 
10,008,08,000,0000,1,廖崧皓,1,1,0661223,44,臺灣省,高中(職),N, , 
10,008,08,000,0000,2,林婷立Ali．Walis,1,2,0680813,43,臺灣省,碩士,N,*, 
10,010,07,000,0000,1,武清山,999,1,0510526,60,臺灣省,專科,Y,*, 
10,013,09,000,0000,1,江金妹,999,2,0521231,58,臺灣省,專科,Y, , 
10,013,09,000,0000,2,張利惠,1,2,0491017,62,臺灣省,專科,N,*, 
10,013,10,000,0000,1,高惠芬,1,2,0441108,66,臺灣省,大學,Y,*, 
10,013,10,000,0000,2,梁明輝,999,1,0450907,66,臺灣省,大學,N, , 
10,013,10,000,0000,3,陸宥熹,999,2,0711025,40,臺灣省,大學,N, , 
10,013,11,000,0000,1,何長成,999,1,0520917,59,臺灣省,大學,Y,*, 
10,013,12,000,0000,1,許蘭花,999,2,0580816,53,臺灣省,大學,N, , 
10,013,12,000,0000,2,越秋女,999,2,0610223,50,臺灣省,大學,N,*, 
10,013,12,000,0000,3,羅俊傑,1,1,0600104,51,臺灣省,專科,N, , 
10,013,13,000,0000,1,柯自強 Langalang．Palivulj,999,1,0580722,53,臺灣省,碩士,N, , 
10,013,13,000,0000,2,周陳曉玟,999,2,0760209,35,臺灣省,專科,N,*, 
10,013,14,000,0000,1,李振榮,999,1,0510207,60,臺灣省,專科,N, , 
10,013,14,000,0000,2,李紀財 Mulaneng Paliuliu,999,1,0450820,66,臺灣省,高中(職),Y,*, 
10,013,15,000,0000,1,林采穎,999,2,0491108,61,臺灣省,大學,Y,*, 
10,013,16,000,0000,1,賴天賜,999,1,0480322,63,臺灣省,專科,N, , 
10,013,16,000,0000,2,杜仁勇,999,1,0411227,69,臺灣省,大學,Y,*, 
10,013,16,000,0000,3,柯海燕,999,1,0481107,62,臺灣省,高中(職),N, , 
10,014,12,000,0000,1,古志成,1,1,0600302,51,臺灣省,高中(職),Y,*, 
10,014,13,000,0000,1,張全馨嵐,1,2,0740204,37,臺灣省,碩士,Y,*, 
10,014,13,000,0000,2,江金香,999,2,0580301,53,臺灣省,大學,N, , 
10,014,13,000,0000,3,余秀芳,999,2,0560208,55,臺灣省,大學,N, , 
10,014,14,000,0000,1,章正輝 Lemaljiz．Kusaza,1,1,0520904,59,臺灣省,大學,Y,*, 
10,014,14,000,0000,2,林本森,999,1,0621111,48,臺灣省,專科,N, , 
10,014,15,000,0000,1,林芳如,999,2,0730402,38,臺灣省,大學,N, , 
10,014,15,000,0000,2,葉巴格力亞斯振宇,999,1,0540917,57,臺灣省,大學,N, , 
10,014,15,000,0000,3,蔡玉玲,1,2,0581020,53,臺灣省,大學,Y,*, 
10,014,16,000,0000,1,黃碧妹,999,2,0511224,59,臺灣省,大學,N,*, 
10,014,16,000,0000,2,黃天德,999,1,0551005,56,臺灣省,高中(職),N, , 
10,014,16,000,0000,3,施森茂,999,1,0510120,60,臺灣省,高中(職),N, , 
10,015,08,000,0000,1,連一龍,999,1,0630320,48,臺灣省,大學,N, , 
10,015,08,000,0000,2,田韻馨,999,2,0650316,46,臺灣省,其他,Y, , 
10,015,08,000,0000,3,程美蓮,1,2,0571114,53,臺灣省,專科,N,*, 
10,015,09,000,0000,1,吳香蘭 Hisa‧Sakay,1,2,0381220,72,臺灣省,高中(職),N, , 
10,015,09,000,0000,2,簡智隆,999,1,0660225,45,臺灣省,專科,Y,*, 
10,015,10,000,0000,1,高小成 Haisul．Tanapima,1,1,0520405,59,臺灣省,大學,Y, , 
10,015,10,000,0000,2,金淑敏,1,2,0530207,58,臺灣省,碩士,N,*, 
