行政區別,村里別,投開票所別,號次1,號次2,號次3,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
大武鄉,南興村,0001,209,97,3,309,3,312,0,312,223,535,58.32%
大武鄉,尚武村,0002,396,157,20,573,6,579,0,579,684,1263,45.84%
大武鄉,大武村,0003,365,155,33,553,4,557,0,557,635,1192,46.73%
大武鄉,大鳥村,0004,256,262,6,524,2,526,0,526,498,1024,51.37%
大武鄉,大竹村,0005,88,121,5,214,1,215,0,215,128,343,62.68%
大武鄉,大竹村,0006,50,163,6,219,1,220,0,220,144,364,60.44%
