area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
新竹縣竹北市第01選區,1,林燕聰,無黨籍及未經政黨推薦,f,0630308,40,臺灣省,大學,N,Y,5478
新竹縣竹北市第01選區,2,陳榮燦,無黨籍及未經政黨推薦,m,0450828,58,臺灣省,專科,Y,Y,1768
新竹縣竹北市第01選區,3,羅源旺,中國國民黨,m,0370326,66,臺灣省,高中,Y,N,1098
新竹縣竹北市第01選區,4,范光禮,無黨籍及未經政黨推薦,m,0580219,45,臺灣省,專科,N,N,993
新竹縣竹北市第01選區,5,田耕豪,無黨籍及未經政黨推薦,m,0731031,30,臺灣省,大學,N,Y,2479
新竹縣竹北市第01選區,6,林祺烜,無黨籍及未經政黨推薦,m,0491220,53,臺灣省,專科,Y,Y,2217
新竹縣竹北市第01選區,7,張美珠,中華統一促進黨,f,0471101,56,臺灣省,高中,N,Y,1650
新竹縣竹北市第01選區,8,余政達,無黨籍及未經政黨推薦,m,0651226,37,臺灣省,碩士,N,Y,1926
新竹縣竹北市第01選區,9,林維洲,中國國民黨,m,0490410,54,臺灣省,專科,Y,Y,2316
新竹縣竹北市第01選區,10,徐鼎昌,中國國民黨,m,0370125,66,臺灣省,專科,N,N,910
新竹縣竹北市第01選區,11,高民晟,樹黨,m,0610603,42,台北市,碩士,N,N,1355
新竹縣竹東鎮第01選區,1,蕭雲浪,中國國民黨,m,0400731,63,臺灣省,高中,Y,N,1846
新竹縣竹東鎮第01選區,2,温瑞鵬,無黨籍及未經政黨推薦,m,0280115,75,臺灣省,其他,N,Y,2141
新竹縣竹東鎮第01選區,3,彭金賢,中國國民黨,m,0391002,64,臺灣省,高中,Y,Y,2060
新竹縣竹東鎮第01選區,4,梁鴻樓,中國國民黨,m,0401021,63,臺灣省,大學,Y,Y,2767
新竹縣竹東鎮第01選區,5,胡兆恩,無黨籍及未經政黨推薦,m,0500215,53,臺灣省,高中,N,N,893
新竹縣新埔鎮第01選區,1,詹前湧,無黨籍及未經政黨推薦,m,0581225,44,臺灣省,高中,N,N,501
新竹縣新埔鎮第01選區,2,張源勝,無黨籍及未經政黨推薦,m,0400731,63,臺灣省,其他,Y,Y,1725
新竹縣新埔鎮第01選區,3,林祺棠,無黨籍及未經政黨推薦,m,0590120,44,臺灣省,高中,N,N,916
新竹縣新埔鎮第01選區,4,謝羅常英,中國國民黨,f,0330511,70,臺灣省,大學,N,N,751
新竹縣新埔鎮第01選區,5,鄧永勝,無黨籍及未經政黨推薦,m,0450316,58,臺灣省,其他,Y,Y,1338
新竹縣新埔鎮第01選區,6,劉春輝,無黨籍及未經政黨推薦,m,0230415,80,臺灣省,其他,Y,Y,1212
新竹縣新埔鎮第01選區,7,陳賢榮,中國國民黨,m,0410916,62,臺灣省,高中,Y,Y,1816
新竹縣關西鎮第01選區,1,劉德樑,中國國民黨,m,0450902,58,臺灣省,專科,Y,Y,1250
新竹縣關西鎮第01選區,2,羅萬興,無黨籍及未經政黨推薦,m,0580423,45,臺灣省,高中,Y,Y,1330
新竹縣關西鎮第01選區,3,彭兆銘,無黨籍及未經政黨推薦,m,0510301,52,臺灣省,其他,N,Y,1373
新竹縣關西鎮第01選區,4,彭振雄,無黨籍及未經政黨推薦,m,0520704,51,臺灣省,專科,N,N,136
新竹縣關西鎮第01選區,5,詹玉珠,中國國民黨,f,0370121,66,臺灣省,其他,N,Y,1613
新竹縣關西鎮第01選區,6,張紹龍,無黨籍及未經政黨推薦,m,0650105,38,臺灣省,高中,N,N,149
新竹縣關西鎮第01選區,7,王玉蓮,中國國民黨,f,0290815,74,臺灣省,高中,Y,N,1163
新竹縣湖口鄉第01選區,1,范振龍,中國國民黨,m,0500308,53,臺灣省,大學,Y,Y,3259
新竹縣湖口鄉第01選區,2,陳德木,中國國民黨,m,0470329,56,臺灣省,高中,Y,Y,2709
新竹縣湖口鄉第01選區,3,張春香,中國國民黨,f,0450305,58,臺灣省,高中,Y,Y,2614
新竹縣湖口鄉第01選區,5,巫光生,中國國民黨,m,0590222,44,臺灣省,高中,Y,Y,2834
新竹縣新豐鄉第01選區,1,徐繼相,無黨籍及未經政黨推薦,m,0550901,48,臺灣省,專科,N,N,1499
新竹縣新豐鄉第01選區,2,羅時乾,無黨籍及未經政黨推薦,m,0630225,40,臺灣省,高中,Y,Y,1867
新竹縣新豐鄉第01選區,3,曾文忠,無黨籍及未經政黨推薦,m,0590127,44,臺灣省,高中,N,Y,1795
新竹縣芎林鄉第01選區,1,范揚桂,無黨籍及未經政黨推薦,m,0490512,54,臺灣省,高中,Y,Y,903
新竹縣芎林鄉第01選區,2,馮堯浪,中國國民黨,m,0491230,53,臺灣省,其他,Y,N,707
新竹縣橫山鄉第01選區,1,羅仙齡,無黨籍及未經政黨推薦,f,0390816,64,臺灣省,專科,N,N,53
新竹縣橫山鄉第01選區,2,黃誠杰,中國國民黨,m,0370108,66,臺灣省,其他,Y,N,407
新竹縣橫山鄉第01選區,3,李麗英,中國國民黨,f,0501222,52,臺灣省,大學,Y,Y,681
新竹縣橫山鄉第01選區,4,古鋓明,中國國民黨,m,0490428,54,臺灣省,高中,Y,Y,472
新竹縣橫山鄉第01選區,5,周思連,中國國民黨,f,0430721,60,臺灣省,專科,Y,Y,416
新竹縣橫山鄉第01選區,6,詹廷有,無黨籍及未經政黨推薦,m,0580729,45,臺灣省,專科,N,Y,624
新竹縣橫山鄉第01選區,7,羅榮泉,無黨籍及未經政黨推薦,m,0260505,77,臺灣省,高中,N,N,309
新竹縣橫山鄉第01選區,8,彭昌智,無黨籍及未經政黨推薦,m,0470301,56,臺灣省,高中,Y,Y,683
新竹縣北埔鄉第01選區,1,徐鏡明,中國國民黨,m,0480913,55,臺灣省,大學,Y,Y,612
新竹縣北埔鄉第01選區,2,彭月秋,中國國民黨,f,0490216,54,臺灣省,其他,Y,N,197
新竹縣北埔鄉第01選區,3,陳姜玉蘭,中國國民黨,f,0421102,61,臺灣省,其他,Y,Y,561
新竹縣北埔鄉第01選區,4,楊葵琇,無黨籍及未經政黨推薦,m,0540310,49,臺灣省,專科,N,N,412
新竹縣寶山鄉第01選區,1,葉秀桃,中國國民黨,f,0451023,58,臺灣省,其他,Y,Y,552
新竹縣寶山鄉第01選區,2,鍾金霖,無黨籍及未經政黨推薦,m,0480208,55,臺灣省,專科,Y,Y,542
新竹縣寶山鄉第01選區,3,陳秀霞,無黨籍及未經政黨推薦,f,0441208,58,臺灣省,高中,Y,Y,569
新竹縣寶山鄉第01選區,4,陳昌鈐,無黨籍及未經政黨推薦,m,0530505,50,臺灣省,其他,N,N,401
新竹縣寶山鄉第01選區,5,胡其正,無黨籍及未經政黨推薦,m,0580904,45,臺灣省,高中,N,N,275
新竹縣寶山鄉第01選區,6,陳賢裕,無黨籍及未經政黨推薦,m,0490907,54,臺灣省,高中,Y,Y,584
新竹縣寶山鄉第01選區,7,蔡武結,中國國民黨,m,0411128,62,臺灣省,其他,Y,Y,542
新竹縣寶山鄉第01選區,8,林順生,中國國民黨,m,0470706,56,臺灣省,其他,N,Y,463
新竹縣峨眉鄉第01選區,1,徐明憲,中國國民黨,m,0390201,64,臺灣省,專科,Y,Y,535
新竹縣峨眉鄉第01選區,2,黎侑昌,民主進步黨,m,0681203,34,臺灣省,大學,N,Y,426
新竹縣峨眉鄉第01選區,3,彭增男,無黨籍及未經政黨推薦,m,0340426,69,臺灣省,其他,Y,N,421
新竹縣峨眉鄉第01選區,4,彭添增,無黨籍及未經政黨推薦,m,0490816,54,臺灣省,其他,Y,Y,435
新竹縣尖石鄉第01選區,1,陳逢富,中國國民黨,m,0420405,61,臺灣省,高中,N,N,148
新竹縣尖石鄉第01選區,2,許清光,無黨籍及未經政黨推薦,m,0450909,58,臺灣省,高中,Y,Y,393
新竹縣尖石鄉第01選區,3,高忠正,無黨籍及未經政黨推薦,m,0581031,45,臺灣省,高中,N,N,247
新竹縣尖石鄉第01選區,4,陳沺宇,無黨籍及未經政黨推薦,m,0490701,54,臺灣省,專科,N,Y,421
新竹縣尖石鄉第01選區,5,徐世忠,中國國民黨,m,0350906,68,臺灣省,其他,Y,N,377
新竹縣五峰鄉第01選區,1,林福財,無黨籍及未經政黨推薦,m,0470604,56,臺灣省,其他,N,Y,264
新竹縣五峰鄉第01選區,2,萬盛雄,無黨籍及未經政黨推薦,m,0580509,45,臺灣省,高中,N,Y,326
新竹縣五峰鄉第01選區,3,趙金榮,中國國民黨,m,0480103,55,臺灣省,專科,N,N,255
新竹縣五峰鄉第01選區,4,林立峰,中國國民黨,m,0601108,43,臺灣省,專科,N,N,237
新竹縣竹北市第02選區,1,林啟賢,中國國民黨,m,0541222,48,臺灣省,大學,Y,Y,4360
新竹縣竹北市第02選區,2,蘇榮基,中國國民黨,m,0470210,56,臺灣省,大學,N,Y,1982
新竹縣竹北市第02選區,3,黃宜楨,中國國民黨,f,0560219,47,臺灣省,高中,N,Y,2941
新竹縣竹北市第02選區,4,許育綸,樹黨,m,0730503,30,臺灣省,大學,N,Y,2489
新竹縣竹北市第02選區,5,邊作樑,無黨籍及未經政黨推薦,m,0530518,50,臺灣省,其他,N,N,1466
新竹縣竹北市第02選區,6,黃華松,中國國民黨,m,0421001,61,臺灣省,大學,Y,N,1326
新竹縣竹北市第02選區,7,曾美琴,中國國民黨,f,0400228,63,臺灣省,大學,N,Y,1948
新竹縣竹北市第02選區,8,林增堂,中國國民黨,m,0521010,51,臺灣省,大學,Y,Y,3001
新竹縣竹北市第02選區,9,楊瑞蘭,無黨籍及未經政黨推薦,f,0551230,47,臺灣省,專科,Y,Y,2441
新竹縣竹北市第02選區,10,林保鷺,中國國民黨,m,0511030,52,臺灣省,專科,Y,N,1079
新竹縣竹北市第02選區,11,陳素珍,中國國民黨,f,0450503,58,臺灣省,專科,Y,Y,2402
新竹縣竹東鎮第02選區,1,范振港,無黨籍及未經政黨推薦,m,0401201,62,臺灣省,高中,Y,Y,2389
新竹縣竹東鎮第02選區,2,范國威,中國國民黨,m,0650307,38,臺灣省,碩士,Y,Y,1563
新竹縣竹東鎮第02選區,3,何寬能,無黨籍及未經政黨推薦,m,0571107,46,臺灣省,高中,N,N,1445
新竹縣竹東鎮第02選區,4,陳達琳,中國國民黨,m,0450220,58,臺灣省,專科,Y,Y,1875
新竹縣新埔鎮第02選區,1,馮天鍾,無黨籍及未經政黨推薦,m,0610520,42,臺灣省,高中,Y,N,963
新竹縣新埔鎮第02選區,2,陳新源,勞動黨,m,0490420,54,臺灣省,大學,N,Y,1249
新竹縣新埔鎮第02選區,3,范振葵,無黨籍及未經政黨推薦,m,0431225,59,臺灣省,專科,N,Y,1328
新竹縣關西鎮第02選區,1,羅吉強,中國國民黨,m,0410322,62,臺灣省,高中,N,Y,856
新竹縣關西鎮第02選區,2,陳光彩,中國國民黨,m,0580426,45,臺灣省,專科,Y,Y,1604
新竹縣關西鎮第02選區,3,葉來富,無黨籍及未經政黨推薦,m,0390219,64,臺灣省,其他,Y,Y,1463
新竹縣湖口鄉第02選區,1,戴貴香,中國國民黨,m,0580409,45,臺灣省,高中,N,Y,2191
新竹縣湖口鄉第02選區,2,羅瑞珠,中國國民黨,f,0410210,62,臺灣省,高中,Y,Y,1885
新竹縣湖口鄉第02選區,3,葉時優,中國國民黨,m,0520412,51,臺灣省,專科,N,Y,1459
新竹縣湖口鄉第02選區,4,陳永馨,民主進步黨,m,0500904,53,臺灣省,高中,N,N,902
新竹縣湖口鄉第02選區,5,黃乾海,中國國民黨,m,0391120,64,臺灣省,高中,Y,Y,1774
新竹縣湖口鄉第02選區,6,袁美雲,中國國民黨,f,0490227,54,臺灣省,專科,Y,Y,2646
新竹縣湖口鄉第02選區,7,萬正英,中國國民黨,m,0500429,53,臺灣省,高中,N,N,1399
新竹縣湖口鄉第02選區,8,湯文忠,中國國民黨,m,0651011,38,臺灣省,高中,N,N,1447
新竹縣新豐鄉第02選區,1,官進賢,無黨籍及未經政黨推薦,m,0441114,59,臺灣省,其他,N,Y,1783
新竹縣新豐鄉第02選區,2,許清溪,民主進步黨,m,0380803,65,臺灣省,高中,Y,N,1745
新竹縣新豐鄉第02選區,3,許秋澤,中國國民黨,m,0590103,44,臺灣省,高中,Y,Y,2017
新竹縣芎林鄉第02選區,1,鍾德勝,無黨籍及未經政黨推薦,m,0430510,60,臺灣省,高中,Y,N,533
新竹縣芎林鄉第02選區,2,陳星宏,中國國民黨,m,0641026,39,臺灣省,大學,N,Y,925
新竹縣芎林鄉第02選區,3,范振乾,無黨籍及未經政黨推薦,m,0511208,51,臺灣省,高中,N,Y,694
新竹縣橫山鄉第02選區,1,羅世達,無黨籍及未經政黨推薦,m,0640430,39,臺灣省,專科,N,N,386
新竹縣橫山鄉第02選區,2,陳文亮,無黨籍及未經政黨推薦,m,0500926,53,臺灣省,高中,Y,Y,654
新竹縣橫山鄉第02選區,3,甘必沐,中國國民黨,m,0300301,73,臺灣省,高中,Y,Y,632
新竹縣橫山鄉第02選區,4,羅朝洋,無黨籍及未經政黨推薦,m,0331029,70,臺灣省,高中,Y,Y,622
新竹縣橫山鄉第02選區,5,莊莊秀,中國國民黨,m,0470625,56,臺灣省,其他,N,N,281
新竹縣北埔鄉第02選區,1,李瑞玉,中國國民黨,f,0390926,64,臺灣省,其他,Y,Y,745
新竹縣北埔鄉第02選區,2,林六郎,無黨籍及未經政黨推薦,m,0340119,69,臺灣省,其他,Y,Y,532
新竹縣北埔鄉第02選區,3,陳彭春梅,中國國民黨,f,0351009,68,臺灣省,其他,Y,Y,1175
新竹縣北埔鄉第02選區,4,陳煥堃,中國國民黨,m,0501208,52,臺灣省,高中,Y,Y,436
新竹縣北埔鄉第02選區,5,彭紹銓,無黨籍及未經政黨推薦,m,0261220,76,臺灣省,其他,Y,N,289
新竹縣寶山鄉第02選區,1,朱國華,中國國民黨,m,0750117,28,新北市,大學,Y,Y,860
新竹縣寶山鄉第02選區,2,陳東平,中國國民黨,m,0340731,69,臺灣省,其他,Y,Y,614
新竹縣峨眉鄉第02選區,1,黃森昌,無黨籍及未經政黨推薦,m,0470201,56,臺灣省,高中,N,Y,565
新竹縣峨眉鄉第02選區,2,莊少雀,無黨籍及未經政黨推薦,f,0480204,55,臺灣省,高中,Y,N,384
新竹縣峨眉鄉第02選區,3,何秋香,中國國民黨,f,0431117,60,臺灣省,其他,Y,Y,437
新竹縣峨眉鄉第02選區,4,温修汝,中國國民黨,f,0591007,44,臺灣省,高中,Y,Y,459
