area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
新北市烏來區第01選區,1,余遠達,無黨籍及未經政黨推薦,m,0520520,51,新北市,高中,N,N,17,65,000,01,290,0000
新北市烏來區第01選區,2,林洋山,中國國民黨,m,0480201,55,新北市,專科,N,N,303,65,000,01,290,0000
新北市烏來區第01選區,3,吳真,無黨籍及未經政黨推薦,m,0490414,54,新北市,專科,N,Y,358,65,000,01,290,0000
新北市烏來區第01選區,4,楊勝豪,無黨籍及未經政黨推薦,m,0781220,24,台北市,高中,N,N,144,65,000,01,290,0000
新北市烏來區第01選區,5,高淑敏,無黨籍及未經政黨推薦,f,0401115,63,新北市,高中,N,Y,348,65,000,01,290,0000
新北市烏來區第02選區,1,簡建成,無黨籍及未經政黨推薦,m,0420715,61,新北市,其他,N,Y,240,65,000,02,290,0000
新北市烏來區第02選區,2,朱鴻益,無黨籍及未經政黨推薦,m,0430402,60,新北市,其他,N,Y,286,65,000,02,290,0000
新北市烏來區第02選區,3,尤勞‧尤幹,無黨籍及未經政黨推薦,m,0530104,50,新北市,專科,N,N,135,65,000,02,290,0000
新北市烏來區第02選區,4,傅龍源,無黨籍及未經政黨推薦,m,0450601,58,新北市,高中,N,N,163,65,000,02,290,0000
新北市烏來區第02選區,5,王文炳,中國國民黨,m,0411210,61,臺灣省,高中,N,Y,225,65,000,02,290,0000
新北市烏來區第02選區,6,"多烈 ．尤幹",無黨籍及未經政黨推薦,m,0380105,65,新北市,專科,N,N,185,65,000,02,290,0000
新北市烏來區第02選區,7,黃萬益,無黨籍及未經政黨推薦,m,0400614,63,新北市,其他,N,N,199,65,000,02,290,0000
新北市烏來區第02選區,8,吳承翰,無黨籍及未經政黨推薦,m,0480725,55,新北市,其他,N,N,207,65,000,02,290,0000
新北市烏來區第02選區,9,沈常福,無黨籍及未經政黨推薦,m,0560704,47,新北市,高中,N,N,223,65,000,02,290,0000
新北市烏來區第03選區,1,黃清波,無黨籍及未經政黨推薦,m,0400515,63,新北市,高中,N,Y,309,65,000,03,290,0000
新北市烏來區第04選區,1,張建堂,無黨籍及未經政黨推薦,m,0460907,57,新北市,高中,N,N,169,65,000,04,290,0000
新北市烏來區第04選區,2,蔡成德,無黨籍及未經政黨推薦,m,0460101,57,新北市,高中,N,Y,287,65,000,04,290,0000
桃園市復興區第01選區,1,鍾照光,無黨籍及未經政黨推薦,m,0570625,46,臺灣省,高中,N,N,273,68,000,01,130,0000
桃園市復興區第01選區,2,林沛筠,中國國民黨,m,0551025,48,臺灣省,專科,N,Y,396,68,000,01,130,0000
