area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
新竹縣第05選區,2,范曰富,中國國民黨,m,0491221,53,臺灣省,專科,N,Y,7417
新竹縣第05選區,3,賴江海,中國國民黨,m,0470818,56,臺灣省,專科,N,Y,4901
新竹縣第05選區,4,張玟源,無黨籍及未經政黨推薦,m,0510623,52,新北市,專科,N,N,3599
新竹縣第06選區,1,張志弘,中國國民黨,m,0481010,55,臺灣省,碩士,Y,Y,4735
新竹縣第06選區,2,温文結,無黨籍及未經政黨推薦,m,0371019,66,臺灣省,其他,N,N,3312
新竹縣第06選區,3,蔡維邦,無黨籍及未經政黨推薦,m,0291029,74,臺灣省,大學,N,N,1258
新竹縣第07選區,1,林政良,中國國民黨,m,0411018,62,臺灣省,專科,Y,Y,11049
新竹縣第08選區,1,林昭錡,民主進步黨,m,0490222,54,臺灣省,大學,N,N,4328
新竹縣第08選區,2,羅吉祥,中國國民黨,m,0460820,57,臺灣省,專科,Y,Y,7085
新竹縣第08選區,3,彭余美玲,無黨籍及未經政黨推薦,f,0520505,51,臺灣省,專科,N,Y,5608
新竹縣第08選區,4,周江杰,綠黨,m,0690715,34,臺灣省,碩士,N,Y,4402
新竹縣第08選區,5,黃秀龍,無黨籍及未經政黨推薦,m,0490602,54,臺灣省,高中,N,N,163
新竹縣第08選區,6,郭遠彰,中國國民黨,m,0481202,54,臺灣省,碩士,Y,Y,4398
新竹縣第08選區,7,彭怡君,無黨籍及未經政黨推薦,f,0780412,25,臺灣省,大學,N,N,253
新竹縣第08選區,8,上官秋燕,中國國民黨,f,0461028,57,新北市,高中,Y,N,4221
新竹縣第08選區,9,吳勝松,中國國民黨,m,0461022,57,臺灣省,高中,Y,Y,5710
新竹縣第08選區,10,林思銘,中國國民黨,m,0550316,48,臺灣省,大學,Y,Y,5667
新竹縣第08選區,11,劉珈愷,中國國民黨,m,0491201,53,臺灣省,專科,N,N,2326
新竹縣第09選區,1,邱振瑋,無黨籍及未經政黨推薦,m,0631226,39,臺灣省,碩士,Y,Y,7781
新竹縣第10選區,1,陳正順,中國國民黨,m,0431228,59,臺灣省,高中,Y,Y,5274
新竹縣第10選區,2,彭紹松,無黨籍及未經政黨推薦,m,0420212,61,臺灣省,高中,N,N,3932
新竹縣第10選區,3,彭進添,無黨籍及未經政黨推薦,m,0540227,49,臺灣省,專科,N,N,916
苗栗縣第01選區,1,禹耀東,中國國民黨,m,0471205,55,臺灣省,碩士,Y,Y,6103
苗栗縣第01選區,2,謝文禓,無黨籍及未經政黨推薦,m,0641120,39,臺灣省,大學,N,Y,5932
苗栗縣第01選區,3,涂月華,無黨籍及未經政黨推薦,f,0580124,45,臺灣省,專科,N,N,971
苗栗縣第01選區,4,傅學煥,無黨籍及未經政黨推薦,m,0460418,57,臺灣省,專科,Y,N,2194
苗栗縣第01選區,5,陳建成,無黨籍及未經政黨推薦,m,0660715,37,臺灣省,大學,N,N,447
苗栗縣第01選區,6,鄭碧玉,中國國民黨,f,0450315,58,臺灣省,高中,Y,Y,5927
苗栗縣第01選區,7,呂明亮,無黨籍及未經政黨推薦,m,0471029,56,臺灣省,高中,N,Y,5729
苗栗縣第01選區,8,謝雷,無黨籍及未經政黨推薦,m,0481125,55,臺灣省,高中,N,N,496
苗栗縣第01選區,9,張志宇,中國國民黨,m,0650824,38,臺灣省,碩士,N,Y,5500
苗栗縣第01選區,10,邱鎮軍,無黨籍及未經政黨推薦,m,0601207,42,臺灣省,高中,N,Y,9583
苗栗縣第01選區,11,湯維岳,無黨籍及未經政黨推薦,m,0370212,66,臺灣省,高中,N,Y,5378
苗栗縣第01選區,12,詹運喜,民主進步黨,m,0510910,52,臺灣省,大學,Y,N,4773
苗栗縣第01選區,13,許櫻萍,民主進步黨,f,0650911,38,高雄市,專科,N,Y,7145
苗栗縣第01選區,14,胡忠勇,無黨籍及未經政黨推薦,m,0321110,71,臺灣省,其他,Y,N,4943
苗栗縣第01選區,15,孫素娥,中國國民黨,f,0430718,60,臺灣省,高中,Y,Y,5827
苗栗縣第01選區,16,徐集明,中國國民黨,m,0591102,44,臺灣省,高中,N,N,4340
苗栗縣第02選區,1,羅貴星,民主進步黨,m,0501215,52,臺灣省,碩士,N,N,4465
苗栗縣第02選區,2,黎旭欽,中國國民黨,m,0320817,71,臺灣省,高中,Y,Y,5556
苗栗縣第02選區,3,謝文俊,無黨籍及未經政黨推薦,m,0450801,58,臺灣省,其他,N,N,3808
苗栗縣第02選區,4,張家靜,中國國民黨,f,0481225,54,臺灣省,高中,Y,Y,6911
苗栗縣第02選區,5,韓茂賢,中國國民黨,m,0420301,61,臺灣省,高中,Y,Y,6097
苗栗縣第03選區,1,李聰祥,無黨籍及未經政黨推薦,m,0481021,55,臺灣省,其他,Y,Y,6473
苗栗縣第03選區,2,邱紹俊,無黨籍及未經政黨推薦,m,0331216,69,臺灣省,高中,Y,Y,7046
苗栗縣第03選區,3,張太陽,無黨籍及未經政黨推薦,m,0421221,60,臺灣省,其他,Y,N,5647
苗栗縣第03選區,4,周玉滿,無黨籍及未經政黨推薦,f,0511020,52,臺灣省,專科,N,Y,7979
苗栗縣第03選區,5,劉秋東,中國國民黨,m,0530520,50,臺灣省,專科,Y,Y,6617
苗栗縣第03選區,6,呂木鈿,中國國民黨,m,0411112,62,臺灣省,高中,N,N,5694
苗栗縣第03選區,7,劉寶鈴,無黨籍及未經政黨推薦,f,0580102,45,臺灣省,高中,Y,Y,9662
苗栗縣第04選區,1,陳明朝,中國國民黨,m,0410413,62,臺灣省,專科,Y,Y,6720
苗栗縣第04選區,2,林寶珠,中國國民黨,f,0400214,63,臺灣省,高中,Y,Y,6905
苗栗縣第04選區,3,翁寶桂,無黨籍及未經政黨推薦,f,0541211,48,新北市,博士,N,N,1758
苗栗縣第04選區,4,劉順松,民主進步黨,m,0411201,61,臺灣省,專科,N,N,4105
苗栗縣第04選區,5,林一方,樹黨,m,0541112,49,臺灣省,其他,N,N,3819
苗栗縣第04選區,6,謝芳紋,民主進步黨,f,0640820,39,台北市,大學,Y,Y,4496
苗栗縣第04選區,7,黃聲全,無黨籍及未經政黨推薦,m,0410711,62,臺灣省,專科,N,Y,4956
苗栗縣第04選區,8,蕭國清,無黨籍及未經政黨推薦,m,0590913,44,臺灣省,專科,N,N,2324
苗栗縣第04選區,9,廖英利,中國國民黨,f,0420714,61,臺灣省,專科,N,Y,5904
苗栗縣第04選區,10,連森裕,無黨籍及未經政黨推薦,m,0570415,46,臺灣省,碩士,N,N,2623
苗栗縣第04選區,11,陳沅榜,無黨籍及未經政黨推薦,m,0780927,25,臺灣省,高中,N,N,1136
苗栗縣第04選區,12,謝端容,無黨籍及未經政黨推薦,f,0460710,57,臺灣省,碩士,Y,Y,6598
苗栗縣第04選區,13,林洧鋅,無黨籍及未經政黨推薦,m,0621215,40,臺灣省,專科,N,N,149
苗栗縣第04選區,14,鄭秋風,中國國民黨,m,0471118,56,臺灣省,大學,Y,Y,5850
苗栗縣第04選區,15,陳碧華,中國國民黨,f,0430518,60,臺灣省,碩士,Y,Y,6421
苗栗縣第04選區,16,李文斌,中國國民黨,m,0620216,41,臺灣省,專科,Y,Y,8951
苗栗縣第05選區,1,游忠鈿,中國國民黨,m,0431126,60,臺灣省,大學,Y,Y,7986
苗栗縣第05選區,2,陳永賢,中國國民黨,m,0450726,58,臺灣省,高中,Y,Y,8401
苗栗縣第05選區,3,羅雪珠,無黨籍及未經政黨推薦,f,0470208,56,臺灣省,專科,Y,Y,6654
苗栗縣第05選區,4,陳漢清,中國國民黨,m,0660417,37,臺灣省,大學,N,Y,5274
苗栗縣第05選區,5,陳光軒,民主進步黨,m,0741010,29,臺灣省,大學,N,Y,7417
苗栗縣第05選區,6,邱秋琴,無黨籍及未經政黨推薦,f,0470919,56,臺灣省,高中,Y,Y,4976
苗栗縣第05選區,7,張淑芬,無黨籍及未經政黨推薦,f,0601221,42,新北市,專科,N,N,1242
苗栗縣第05選區,8,鍾東錦,無黨籍及未經政黨推薦,m,0520102,51,臺灣省,高中,N,Y,7754
苗栗縣第05選區,9,彭宇綸,無黨籍及未經政黨推薦,m,0420316,61,臺灣省,大學,N,N,796
苗栗縣第05選區,10,李貴富,民主進步黨,m,0590617,44,臺灣省,大學,Y,N,4533
苗栗縣第05選區,11,鍾福貴,中國國民黨,m,0511006,52,台中市,碩士,Y,N,4602
苗栗縣第06選區,1,陳春暖,民主進步黨,f,0530309,50,臺灣省,其他,N,Y,6972
苗栗縣第06選區,2,楊慶汶,無黨籍及未經政黨推薦,m,0401125,63,臺灣省,其他,Y,N,5580
苗栗縣第06選區,3,楊恭林,無黨籍及未經政黨推薦,m,0500628,53,臺灣省,高中,Y,Y,6791
苗栗縣第06選區,4,徐欽鴻,無黨籍及未經政黨推薦,m,0450606,58,臺灣省,高中,Y,Y,6306
彰化縣第01選區,1,林世賢,民主進步黨,m,0480601,55,臺灣省,專科,N,Y,16483
彰化縣第01選區,2,許原龍,中國國民黨,m,0510328,52,臺灣省,其他,Y,Y,10848
彰化縣第01選區,3,唐鎮林,中國國民黨,m,0310811,72,臺灣省,專科,Y,N,5778
彰化縣第01選區,4,白玉如,中國國民黨,f,0570630,46,臺灣省,大學,N,Y,7567
彰化縣第01選區,5,黄育寬,民主進步黨,m,0450202,58,臺灣省,專科,Y,Y,6538
彰化縣第01選區,6,黃秀芳,民主進步黨,f,0601110,43,臺灣省,大學,Y,Y,15592
彰化縣第01選區,7,陳蔣秀美,中國國民黨,f,0500313,53,臺灣省,大學,N,Y,11484
彰化縣第01選區,8,吳俊緯,無黨籍及未經政黨推薦,m,0690626,34,臺灣省,專科,N,N,291
彰化縣第01選區,9,葉孟家,民主進步黨,m,0661124,37,臺灣省,碩士,N,N,4378
彰化縣第01選區,10,張東正,無黨籍及未經政黨推薦,m,0580513,45,臺灣省,碩士,Y,Y,8202
彰化縣第01選區,11,林茂明,無黨籍及未經政黨推薦,m,0470725,56,臺灣省,高中,Y,Y,7312
彰化縣第01選區,12,楊經國,無黨籍及未經政黨推薦,m,0501224,52,臺灣省,專科,N,N,561
彰化縣第01選區,13,張瀚天,無黨籍及未經政黨推薦,m,0570905,46,臺灣省,其他,N,Y,11265
彰化縣第01選區,14,林維浩,民主進步黨,m,0580718,45,臺灣省,碩士,Y,N,6166
彰化縣第01選區,15,黃千宴,中國國民黨,f,0611226,41,臺灣省,碩士,Y,N,5123
彰化縣第01選區,16,顧文東,無黨籍及未經政黨推薦,m,0531201,49,臺灣省,高中,N,N,645
彰化縣第01選區,17,陳俊佑,無黨籍及未經政黨推薦,m,0750228,28,臺灣省,大學,N,N,5144
彰化縣第01選區,18,黄玉芬,無黨籍及未經政黨推薦,f,0711110,32,臺灣省,碩士,N,Y,14637
彰化縣第01選區,19,賴岸璋,民主進步黨,m,0531127,50,臺灣省,碩士,Y,Y,8590
彰化縣第01選區,20,陳冠鴻,無黨籍及未經政黨推薦,m,0551107,48,臺灣省,專科,N,N,710
彰化縣第01選區,21,曾世勇,中國國民黨,m,0490318,54,臺灣省,碩士,Y,Y,6893
彰化縣第01選區,22,王文東,台灣團結聯盟,m,0471125,56,臺灣省,高中,N,N,865
彰化縣第01選區,23,顧黃水花,中國國民黨,f,0420120,61,臺灣省,其他,Y,Y,9380
彰化縣第02選區,1,楊竣程,中國國民黨,m,0641201,38,臺灣省,高中,Y,N,7908
彰化縣第02選區,2,粘勝傑,無黨籍及未經政黨推薦,m,0530126,50,臺灣省,碩士,N,N,4868
彰化縣第02選區,3,陳秀寳,民主進步黨,f,0611011,42,臺灣省,大學,Y,Y,11393
彰化縣第02選區,4,施性鍾,中國國民黨,m,0410717,62,臺灣省,其他,N,Y,12142
彰化縣第02選區,5,葉國雄,民主進步黨,m,0550604,48,臺灣省,高中,N,Y,9804
彰化縣第02選區,6,林士堅,民主進步黨,m,0590929,44,臺灣省,大學,N,Y,11877
彰化縣第02選區,7,鄭敬議,無黨籍及未經政黨推薦,m,0631119,40,臺灣省,專科,N,N,3403
彰化縣第02選區,8,林聖哲,中國國民黨,m,0420310,61,臺灣省,高中,Y,Y,10679
彰化縣第02選區,9,凃淑媚,中國國民黨,f,0530405,50,臺灣省,專科,Y,Y,11513
彰化縣第02選區,10,郭國賓,無黨籍及未經政黨推薦,m,0550809,48,臺灣省,其他,N,Y,14151
彰化縣第03選區,1,賴清美,民主進步黨,f,0501220,52,臺灣省,高中,Y,Y,12761
彰化縣第03選區,2,蕭文雄,中國國民黨,m,0470925,56,臺灣省,其他,N,Y,7204
彰化縣第03選區,3,林宗翰,無黨籍及未經政黨推薦,m,0580322,45,臺灣省,高中,N,Y,11104
彰化縣第03選區,4,王國忠,民主進步黨,m,0510606,52,台中市,高中,N,N,6625
彰化縣第03選區,5,尤瑞春,民主進步黨,f,0510505,52,臺灣省,大學,Y,Y,11203
彰化縣第03選區,6,黃寶隆,無黨籍及未經政黨推薦,m,0500626,53,臺灣省,其他,Y,N,5219
彰化縣第03選區,7,陳錦玉,中國國民黨,f,0420829,61,台中市,其他,Y,N,6571
彰化縣第03選區,8,柯振杯,中國國民黨,m,0490120,54,臺灣省,其他,Y,Y,8037
彰化縣第03選區,9,林庚壬,中國國民黨,m,0510613,52,臺灣省,高中,N,Y,9668
彰化縣第04選區,1,黃正盛,中國國民黨,m,0670919,36,臺灣省,高中,N,Y,7825
彰化縣第04選區,2,彭國成,民主進步黨,m,0450220,58,臺灣省,其他,N,N,4235
彰化縣第04選區,3,葉麗娟,中國國民黨,f,0431219,59,臺灣省,高中,Y,Y,7074
彰化縣第04選區,4,江瑞演,民主進步黨,m,0421017,61,臺灣省,高中,Y,N,6653
彰化縣第04選區,5,張仁城,中國國民黨,m,0500602,53,臺灣省,專科,N,N,4339
彰化縣第04選區,6,游振雄,中國國民黨,m,0510208,52,臺灣省,專科,Y,Y,7954
彰化縣第04選區,7,劉惠娟,中國國民黨,f,0610308,42,臺灣省,碩士,N,Y,9529
彰化縣第04選區,8,張素芬,無黨籍及未經政黨推薦,f,0480715,55,臺灣省,高中,N,N,5098
彰化縣第04選區,9,張雪如,無黨籍及未經政黨推薦,f,0550513,48,臺灣省,大學,Y,Y,8963
彰化縣第04選區,10,曹嘉豪,中國國民黨,m,0701105,33,臺灣省,專科,N,Y,9509
彰化縣第04選區,11,邱方銘,無黨籍及未經政黨推薦,m,0500110,53,臺灣省,高中,N,N,5909
彰化縣第04選區,12,陳秋蓉,民主進步黨,f,0550717,48,臺灣省,專科,N,Y,13011
彰化縣第04選區,13,凃俊任,中國國民黨,m,0670801,36,臺灣省,碩士,N,N,6212
彰化縣第04選區,14,賴澤民,民主進步黨,m,0731102,30,臺灣省,大學,N,Y,12208
彰化縣第05選區,1,蔡福祿,中國國民黨,m,0541114,49,臺灣省,大學,N,N,4605
彰化縣第05選區,2,張永泉,無黨籍及未經政黨推薦,m,0450325,58,臺灣省,其他,Y,Y,9194
彰化縣第05選區,3,李清木,民主進步黨,m,0610919,42,臺灣省,高中,N,Y,13339
彰化縣第05選區,4,楊淑鳯,中國國民黨,f,0470329,56,臺灣省,高中,N,N,6913
彰化縣第05選區,5,張春洋,無黨籍及未經政黨推薦,m,0490626,54,臺灣省,其他,N,N,7776
彰化縣第05選區,6,歐陽蓁珠,民主進步黨,f,0441210,58,臺灣省,高中,Y,Y,10074
彰化縣第05選區,7,陳文漢,中國國民黨,m,0501230,52,臺灣省,碩士,N,Y,8982
彰化縣第05選區,8,陳重嘉,無黨籍及未經政黨推薦,m,0700119,33,臺灣省,大學,Y,Y,8589
彰化縣第06選區,1,劉景滄,無黨籍及未經政黨推薦,m,0590225,44,臺灣省,高中,N,Y,10159
彰化縣第06選區,2,許書維,民主進步黨,m,0620326,41,臺灣省,專科,N,Y,11678
彰化縣第06選區,3,鄭俊雄,中國國民黨,m,0500122,53,臺灣省,碩士,N,N,9230
彰化縣第06選區,4,蕭淑芬,無黨籍及未經政黨推薦,f,0570515,46,臺灣省,專科,Y,N,5796
彰化縣第06選區,5,蕭如意,中國國民黨,m,0440610,59,臺灣省,高中,N,Y,11328
彰化縣第06選區,6,蕭智程,民主進步黨,m,0531014,50,臺灣省,碩士,N,N,7876
彰化縣第06選區,7,陳正忠,無黨籍及未經政黨推薦,m,0600902,43,臺灣省,高中,N,N,2265
彰化縣第07選區,1,謝典霖,中國國民黨,m,0680816,35,臺灣省,碩士,Y,Y,14663
彰化縣第07選區,2,劉淑芳,中國國民黨,f,0480802,55,臺灣省,碩士,Y,Y,10781
彰化縣第07選區,3,李俊諭,民主進步黨,m,0470523,56,臺灣省,專科,Y,Y,16331
彰化縣第07選區,4,洪見洲,無黨籍及未經政黨推薦,m,0220824,81,臺灣省,專科,N,N,2334
彰化縣第07選區,5,李浩誠,中國國民黨,m,0620925,41,臺灣省,大學,Y,Y,10188
彰化縣第07選區,6,江熊一楓,民主進步黨,f,0410611,62,臺灣省,大學,Y,Y,13369
彰化縣第08選區,1,吳淑娟,無黨籍及未經政黨推薦,f,0441110,59,臺灣省,高中,Y,Y,13390
彰化縣第08選區,2,洪遊江,台灣民族黨,m,0470315,56,臺灣省,專科,N,N,741
彰化縣第08選區,3,蔡金蓮,無黨籍及未經政黨推薦,f,0441026,59,台南市,高中,N,N,1735
彰化縣第08選區,4,謝彥慧,中國國民黨,f,0630325,40,臺灣省,碩士,N,Y,11488
彰化縣第08選區,5,陳光輝,無黨籍及未經政黨推薦,m,0440516,59,臺灣省,高中,N,Y,11328
彰化縣第08選區,6,林清彬,無黨籍及未經政黨推薦,m,0500106,53,臺灣省,高中,N,N,7878
彰化縣第08選區,7,洪宗熠,民主進步黨,m,0580127,45,臺灣省,碩士,Y,Y,12483
彰化縣第08選區,8,陳一惇,中國國民黨,m,0631130,39,臺灣省,大學,Y,Y,9672
南投縣第01選區,1,李添興,無黨籍及未經政黨推薦,m,0440320,59,臺灣省,其他,Y,N,4797
南投縣第01選區,2,劉宜成,中國國民黨,m,0510401,52,臺灣省,專科,N,N,2709
南投縣第01選區,3,洪明科,無黨籍及未經政黨推薦,m,0600827,43,臺灣省,專科,N,Y,6102
南投縣第01選區,4,莊文斌,中國國民黨,m,0450526,58,臺灣省,高中,Y,Y,5476
南投縣第01選區,5,林憶如,中國國民黨,f,0650220,38,臺灣省,碩士,Y,N,4242
南投縣第01選區,6,張維華,中國國民黨,m,0600717,43,臺灣省,碩士,N,Y,5994
南投縣第01選區,7,羅美玲,無黨籍及未經政黨推薦,f,0580501,45,其他,碩士,N,Y,6081
南投縣第01選區,8,于秀英,無黨籍及未經政黨推薦,f,0540717,49,臺灣省,其他,Y,Y,6888
南投縣第01選區,9,曾振炎,中國國民黨,m,0500401,53,臺灣省,高中,N,Y,6878
南投縣第01選區,10,洪志杰,無黨籍及未經政黨推薦,m,0611125,42,臺灣省,大學,N,N,2283
南投縣第01選區,11,王永慶,大道人民黨,m,0511024,52,臺灣省,高中,N,N,167
南投縣第01選區,12,賴燕雪,民主進步黨,f,0530418,50,臺灣省,碩士,Y,Y,8782
南投縣第01選區,13,陳翰立,民主進步黨,m,0680829,35,台中市,其他,Y,Y,6456
南投縣第01選區,14,張龍木,無黨籍及未經政黨推薦,m,0590325,44,臺灣省,高中,N,N,282
南投縣第01選區,15,游宏達,無黨籍及未經政黨推薦,m,0580623,45,臺灣省,高中,Y,Y,6252
南投縣第01選區,16,蕭文進,台灣團結聯盟,m,0520528,51,臺灣省,高中,N,N,1888
南投縣第01選區,17,蔡宗智,無黨籍及未經政黨推薦,m,0680823,35,臺灣省,專科,N,Y,6744
南投縣第02選區,1,陳國大,無黨籍及未經政黨推薦,m,0430103,60,臺灣省,碩士,N,N,3674
南投縣第02選區,2,洪盛雄,無黨籍及未經政黨推薦,m,0310804,72,臺灣省,高中,N,N,4278
南投縣第02選區,3,簡景賢,中國國民黨,m,0481223,54,臺灣省,高中,Y,Y,6612
南投縣第02選區,4,黃文君,無黨籍及未經政黨推薦,f,0560825,47,臺灣省,專科,N,N,1611
南投縣第02選區,5,侯嘉芳,無黨籍及未經政黨推薦,f,0710902,32,臺灣省,高中,N,N,1413
南投縣第02選區,6,莊清南,中國國民黨,m,0470108,56,臺灣省,大學,N,N,3259
南投縣第02選區,7,廖宜賢,中國國民黨,m,0390822,64,臺灣省,高中,Y,Y,5174
南投縣第02選區,8,賴忠政,無黨籍及未經政黨推薦,m,0510510,52,臺灣省,高中,N,N,1802
南投縣第02選區,9,林永鴻,民主進步黨,m,0590701,44,臺灣省,碩士,Y,Y,5927
南投縣第02選區,10,廖梓佑,民主進步黨,f,0471130,55,臺灣省,大學,Y,Y,7007
南投縣第02選區,11,簡峻庭,無黨籍及未經政黨推薦,m,0420201,61,臺灣省,專科,N,Y,7374
南投縣第02選區,12,簡賜勝,無黨籍及未經政黨推薦,m,0560301,47,臺灣省,高中,N,Y,6192
南投縣第02選區,13,李銀滄,無黨籍及未經政黨推薦,m,0450914,58,臺灣省,碩士,N,N,707
南投縣第02選區,14,李洲忠,中國國民黨,m,0511215,51,臺灣省,專科,N,Y,6881
南投縣第02選區,15,簡献清,無黨籍及未經政黨推薦,m,0390518,64,臺灣省,專科,N,N,301
南投縣第02選區,16,吳瑞耀,無黨籍及未經政黨推薦,m,0390826,64,臺灣省,碩士,N,N,2268
南投縣第03選區,1,蕭志全,中國國民黨,m,0520519,51,臺灣省,高中,N,Y,5720
南投縣第03選區,2,陳淑惠,中國國民黨,f,0461225,56,臺灣省,專科,Y,Y,5423
南投縣第03選區,3,謝明謀,中國國民黨,m,0390415,64,臺灣省,專科,Y,Y,6888
南投縣第03選區,4,楊孟學,無黨籍及未經政黨推薦,m,0741019,29,臺灣省,高中,N,N,3753
南投縣第03選區,5,陳昭煜,民主進步黨,m,0511114,52,臺灣省,碩士,Y,Y,9915
南投縣第04選區,1,許耿禎,無黨籍及未經政黨推薦,m,0680404,35,臺灣省,碩士,N,N,3996
南投縣第04選區,2,林育正,無黨籍及未經政黨推薦,m,0400318,63,臺灣省,高中,N,N,494
南投縣第04選區,3,林明輝,無黨籍及未經政黨推薦,m,0480718,55,臺灣省,專科,N,N,2754
南投縣第04選區,4,蔡宜助,中國國民黨,m,0680530,35,臺灣省,大學,Y,Y,6327
南投縣第04選區,5,許素霞,中國國民黨,f,0530310,50,臺灣省,專科,Y,Y,4898
南投縣第04選區,6,蔡孟娥,無黨籍及未經政黨推薦,f,0571029,46,臺灣省,高中,N,N,4336
南投縣第04選區,7,何勝豐,中國國民黨,m,0460312,57,臺灣省,其他,Y,Y,6625
南投縣第04選區,8,游顥,中國國民黨,m,0720911,31,臺灣省,碩士,N,N,3982
南投縣第04選區,9,張志銘,民主進步黨,m,0520415,51,臺灣省,大學,N,Y,4757
南投縣第04選區,10,吳瑞芳,無黨籍及未經政黨推薦,f,0460108,57,臺灣省,高中,Y,Y,6323
南投縣第05選區,1,林芳伃,中國國民黨,f,0510528,52,臺灣省,碩士,N,Y,5201
南投縣第05選區,2,黃志學,中國國民黨,m,0351130,67,臺灣省,專科,Y,N,4998
南投縣第05選區,3,陳永來,無黨籍及未經政黨推薦,m,0501115,53,臺灣省,高中,N,N,843
南投縣第05選區,4,吳國昌,無黨籍及未經政黨推薦,m,0440129,59,臺灣省,其他,Y,Y,6288
南投縣第05選區,5,潘淑玫,無黨籍及未經政黨推薦,f,0581219,44,臺灣省,高中,N,N,3785
南投縣第05選區,6,廖志城,民主進步黨,m,0511111,52,臺灣省,高中,Y,Y,8467
南投縣第05選區,7,邱美玲,中國國民黨,f,0600301,43,臺灣省,高中,N,Y,6683
南投縣第05選區,8,許阿甘,民主進步黨,f,0350201,68,臺灣省,高中,Y,Y,5497
南投縣第05選區,9,曾明雪,無黨籍及未經政黨推薦,f,0570220,46,新北市,其他,N,N,3893
南投縣第05選區,10,潘一全,中國國民黨,m,0591126,44,臺灣省,大學,Y,Y,6704
南投縣第05選區,11,王彩雲,中國國民黨,f,0510930,52,臺灣省,專科,Y,Y,5607
雲林縣第01選區,1,鍾明馨,無黨籍及未經政黨推薦,m,0550105,48,臺灣省,其他,N,Y,7781
