area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
新竹市,1,劉正幸,無黨籍及未經政黨推薦,m,0441126,59,臺灣省,大學,N,N,1914,10,018,01,000,0000
新竹市,2,許明財,中國國民黨,m,0420613,61,臺灣省,碩士,Y,N,75564,10,018,01,000,0000
新竹市,3,蔡仁堅,無黨籍及未經政黨推薦,m,0411027,62,臺灣省,碩士,N,N,40480,10,018,01,000,0000
新竹市,4,林智堅,民主進步黨,m,0640527,39,臺灣省,碩士,N,Y,76578,10,018,01,000,0000
新竹市,5,吳淑敏,無黨籍及未經政黨推薦,f,0540829,49,臺灣省,碩士,N,N,5101,10,018,01,000,0000
嘉義市,1,陳秀麗,無黨籍及未經政黨推薦,f,0371023,66,臺灣省,其他,N,N,633,10,020,01,000,0000
嘉義市,2,陳泰山,無黨籍及未經政黨推薦,m,0381005,65,臺灣省,碩士,N,N,786,10,020,01,000,0000
嘉義市,3,陳以真,中國國民黨,f,0660125,37,台北市,大學,N,N,66108,10,020,01,000,0000
嘉義市,4,涂醒哲,民主進步黨,m,0400617,63,臺灣省,博士,N,Y,74698,10,020,01,000,0000
嘉義市,5,許文建,無黨籍及未經政黨推薦,m,0490706,54,臺灣省,高中,N,N,330,10,020,01,000,0000
嘉義市,6,林詩涵,人民民主陣線,f,0701101,33,台中市,大學,N,N,2747,10,020,01,000,0000
金門縣,1,蘇龍科,無黨籍及未經政黨推薦,m,0490108,54,台中市,大學,N,N,470,09,020,01,000,0000
金門縣,2,雷由靖,無黨籍及未經政黨推薦,m,0500329,53,臺灣省,高中,N,N,132,09,020,01,000,0000
金門縣,3,陳福海,無黨籍及未經政黨推薦,m,0520603,51,金馬地區,碩士,N,Y,23965,09,020,01,000,0000
金門縣,4,李沃士,中國國民黨,m,0490401,54,金馬地區,碩士,Y,N,15146,09,020,01,000,0000
金門縣,5,汪成華,教科文預算保障e聯盟,f,0491007,54,新北市,碩士,N,N,403,09,020,01,000,0000
金門縣,6,洪志恒,無黨籍及未經政黨推薦,m,0571007,46,金馬地區,大學,N,N,636,09,020,01,000,0000
金門縣,7,莊育民,無黨籍及未經政黨推薦,m,0590625,44,金馬地區,高中,N,N,236,09,020,01,000,0000
金門縣,8,林水泉,無黨籍及未經政黨推薦,m,0370826,66,金馬地區,其他,N,N,240,09,020,01,000,0000
金門縣,9,許乃權,無黨籍及未經政黨推薦,m,0451215,57,金馬地區,大學,N,N,3834,09,020,01,000,0000
金門縣,10,楊榮祥,無黨籍及未經政黨推薦,m,0421008,61,金馬地區,高中,N,N,354,09,020,01,000,0000
連江縣,1,劉增應,中國國民黨,m,0470824,56,金馬地區,碩士,N,Y,4385,09,007,01,000,0000
連江縣,2,楊綏生,中國國民黨,m,0431110,60,金馬地區,大學,Y,N,2234,09,007,01,000,0000
