area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
苗栗縣後龍鎮,1,朱秋隆,中國國民黨,m,0490830,54,臺灣省,專科,N,Y,11523
苗栗縣後龍鎮,2,蔡坤松,無黨籍及未經政黨推薦,m,0520522,51,臺灣省,專科,N,N,10419
苗栗縣造橋鄉,1,黃純德,中國國民黨,m,0460930,57,臺灣省,高中,Y,Y,6862
苗栗縣竹南鎮,1,陳冠興,中國國民黨,m,0410805,62,臺灣省,高中,N,N,13377
苗栗縣竹南鎮,2,康世明,無黨籍及未經政黨推薦,m,0581126,45,臺灣省,大學,Y,Y,28454
苗栗縣頭份鎮,1,黃盛和,中國國民黨,m,0431115,60,臺灣省,碩士,N,N,23015
苗栗縣頭份鎮,2,徐定禎,無黨籍及未經政黨推薦,m,0500103,53,臺灣省,大學,Y,Y,26635
苗栗縣三灣鄉,1,溫志強,中國國民黨,m,0590602,44,臺灣省,專科,N,Y,2201
苗栗縣三灣鄉,2,梁召明,中國國民黨,m,0540107,49,臺灣省,大學,N,N,1370
苗栗縣三灣鄉,3,李聲生,中國國民黨,m,0510820,52,臺灣省,專科,N,N,1194
苗栗縣南庄鄉,1,賴盛為,中國國民黨,m,0370902,66,臺灣省,其他,Y,Y,3566
苗栗縣南庄鄉,2,李清枝,中國國民黨,m,0450513,58,臺灣省,其他,N,N,2927
苗栗縣大湖鄉,1,陳永福,中國國民黨,m,0410219,62,臺灣省,高中,Y,N,4368
苗栗縣大湖鄉,2,胡娘妹,中國國民黨,f,0450528,58,臺灣省,大學,N,Y,5524
苗栗縣獅潭鄉,1,賴癸章,中國國民黨,m,0341220,68,臺灣省,高中,Y,Y,1797
苗栗縣獅潭鄉,2,黃媋蘭,無黨籍及未經政黨推薦,f,0420605,61,臺灣省,高中,N,N,1484
苗栗縣卓蘭鎮,1,詹坤金,中國國民黨,m,0530516,50,臺灣省,高中,N,Y,6752
苗栗縣卓蘭鎮,2,詹明光,中國國民黨,m,0390907,64,臺灣省,其他,Y,N,4762
苗栗縣泰安鄉,1,劉美蘭,無黨籍及未經政黨推薦,f,0511023,52,臺灣省,專科,N,Y,1660
苗栗縣泰安鄉,2,陳吉基,中國國民黨,m,0591104,44,臺灣省,專科,N,N,1434
苗栗縣泰安鄉,3,楊政孝,中國國民黨,m,0600608,43,臺灣省,高中,N,N,1187
彰化縣彰化市,1,邱建富,民主進步黨,m,0491129,53,臺灣省,碩士,Y,Y,70703
彰化縣彰化市,2,林士聖,中國國民黨,m,0520710,51,臺灣省,碩士,N,N,53632
彰化縣花壇鄉,1,李成濟,民主進步黨,m,0580328,45,臺灣省,大學,Y,Y,18024
彰化縣花壇鄉,2,邱海,中國國民黨,m,0500220,53,臺灣省,專科,N,N,9003
彰化縣芬園鄉,1,洪慶章,無黨籍及未經政黨推薦,m,0480221,55,臺灣省,高中,Y,Y,7379
彰化縣芬園鄉,2,劉玉秋,民主進步黨,f,0470929,56,台中市,碩士,N,N,7362
彰化縣鹿港鎮,1,許明輝,中國國民黨,m,0471225,55,臺灣省,高中,N,N,16727
彰化縣鹿港鎮,2,黃振彥,民主進步黨,m,0541219,48,臺灣省,大學,Y,Y,30552
彰化縣福興鄉,1,陳進丁,民主進步黨,m,0350926,68,臺灣省,大學,N,N,12360
彰化縣福興鄉,2,粘禮淞,無黨籍及未經政黨推薦,m,0461112,57,臺灣省,專科,Y,Y,14963
彰化縣秀水鄉,1,丁金山,中國國民黨,m,0500410,53,臺灣省,專科,N,N,8590
彰化縣秀水鄉,2,王瑞雄,無黨籍及未經政黨推薦,m,0440905,59,臺灣省,其他,N,N,4156
彰化縣秀水鄉,3,梁禎祥,民主進步黨,m,0360106,67,臺灣省,高中,N,Y,9567
彰化縣和美鎮,1,林招膨,台灣團結聯盟,m,0480514,55,臺灣省,博士,N,N,2696
彰化縣和美鎮,2,阮厚爵,中國國民黨,m,0591106,44,臺灣省,專科,N,Y,22088
彰化縣和美鎮,3,郭德勝,無黨籍及未經政黨推薦,m,0370915,66,臺灣省,高中,N,N,13002
彰化縣和美鎮,4,謝火煉,無黨籍及未經政黨推薦,m,0390601,64,臺灣省,其他,N,N,11109
彰化縣伸港鄉,1,周富隆,無黨籍及未經政黨推薦,m,0490325,54,臺灣省,專科,N,N,6751
彰化縣伸港鄉,2,曾煥彰,中國國民黨,m,0450520,58,臺灣省,高中,N,Y,11251
彰化縣伸港鄉,3,柯金德,無黨籍及未經政黨推薦,m,0490329,54,臺灣省,大學,N,N,1994
彰化縣線西鄉,1,黃寶川,中國國民黨,m,0430715,60,臺灣省,專科,N,N,2593
彰化縣線西鄉,2,劉彩雲,中國國民黨,f,0470227,56,臺灣省,其他,N,N,3640
彰化縣線西鄉,3,蘇賜木,無黨籍及未經政黨推薦,m,0410212,62,臺灣省,其他,N,Y,3665
彰化縣員林鎮,1,陳素月,民主進步黨,f,0550118,48,臺灣省,碩士,N,N,31064
彰化縣員林鎮,2,張錦昆,中國國民黨,m,0540302,49,臺灣省,專科,Y,Y,34145
彰化縣大村鄉,1,游盛,中國國民黨,m,0540208,49,其他,高中,N,Y,10944
彰化縣大村鄉,2,賴錫卿,民主進步黨,m,0401029,63,其他,大學,N,N,4448
彰化縣大村鄉,3,張良烟,中國國民黨,m,0381001,65,其他,高中,Y,N,6381
彰化縣永靖鄉,1,賴玟諺,民主進步黨,m,0540114,49,臺灣省,高中,N,N,6472
彰化縣永靖鄉,2,李詩焱,中國國民黨,m,0420201,61,臺灣省,專科,Y,N,6633
彰化縣永靖鄉,3,江吉存,無黨籍及未經政黨推薦,m,0550810,48,臺灣省,碩士,N,Y,8408
彰化縣溪湖鎮,1,施興隆,中國國民黨,m,0431106,60,臺灣省,大學,N,N,7369
彰化縣溪湖鎮,2,黃瑞珠,無黨籍及未經政黨推薦,f,0530305,50,臺灣省,高中,N,N,8385
彰化縣溪湖鎮,3,陳玉姫,無黨籍及未經政黨推薦,f,0521210,50,臺灣省,碩士,N,N,3448
彰化縣溪湖鎮,4,楊福建,民主進步黨,m,0440404,59,臺灣省,其他,N,Y,11572
彰化縣埔鹽鄉,1,楊福地,中國國民黨,m,0450906,58,臺灣省,碩士,Y,Y,9894
彰化縣埔鹽鄉,2,粘錫勲,無黨籍及未經政黨推薦,m,0510615,52,臺灣省,大學,N,N,3332
彰化縣埔鹽鄉,3,林斯明,無黨籍及未經政黨推薦,m,0390420,64,臺灣省,大學,N,N,6010
彰化縣埔心鄉,1,張乘瑜,民主進步黨,m,0570327,46,臺灣省,碩士,N,Y,10859
彰化縣埔心鄉,2,謝采純,無黨籍及未經政黨推薦,f,0531110,50,臺灣省,碩士,N,N,9263
彰化縣田中鎮,1,謝文賢,無黨籍及未經政黨推薦,m,0410110,62,臺灣省,其他,N,Y,11757
彰化縣田中鎮,2,洪麗娜,中國國民黨,f,0441016,59,臺灣省,專科,N,N,11592
彰化縣社頭鄉,1,蕭延青,中國國民黨,m,0710213,32,臺灣省,高中,N,N,9165
彰化縣社頭鄉,2,劉錦昌,民主進步黨,m,0480412,55,臺灣省,高中,N,Y,15122
彰化縣社頭鄉,3,蕭國章,無黨籍及未經政黨推薦,m,0490130,54,臺灣省,其他,N,N,1005
彰化縣二水鄉,1,陳國祐,中國國民黨,m,0471006,56,臺灣省,其他,N,N,3110
彰化縣二水鄉,2,鄭蒼陽,無黨籍及未經政黨推薦,m,0470310,56,臺灣省,高中,N,Y,3822
彰化縣二水鄉,3,許景輝,無黨籍及未經政黨推薦,m,0480123,55,臺灣省,大學,N,N,3030
彰化縣北斗鎮,1,鄭俊宏,民主進步黨,m,0401213,62,臺灣省,高中,N,N,7041
彰化縣北斗鎮,2,楊麗香,中國國民黨,f,0530913,50,臺灣省,專科,Y,Y,9790
彰化縣田尾鄉,1,江昭儀,民主進步黨,m,0320802,71,臺灣省,碩士,N,N,5170
彰化縣田尾鄉,2,林文華,中國國民黨,m,0520506,51,臺灣省,專科,N,Y,5737
彰化縣田尾鄉,3,莊仁里,中國國民黨,m,0500102,53,臺灣省,其他,N,N,5569
彰化縣埤頭鄉,1,陳滄炅,無黨籍及未經政黨推薦,m,0510515,52,臺灣省,高中,N,N,6821
彰化縣埤頭鄉,2,吳錦潭,無黨籍及未經政黨推薦,m,0460706,57,臺灣省,高中,Y,Y,10129
彰化縣溪州鄉,1,黃盛祿,民主進步黨,m,0480219,55,臺灣省,專科,Y,Y,10651
彰化縣溪州鄉,2,黃敏男,無黨籍及未經政黨推薦,m,0520311,51,臺灣省,大學,N,N,7575
彰化縣二林鎮,1,曾萬火,無黨籍及未經政黨推薦,m,0390120,64,臺灣省,高中,N,N,9733
彰化縣二林鎮,2,洪文程,無黨籍及未經政黨推薦,m,0491002,54,臺灣省,高中,N,N,4699
彰化縣二林鎮,3,張國棟,中國國民黨,m,0471210,55,臺灣省,高中,Y,Y,14216
彰化縣大城鄉,1,吳明玉,無黨籍及未經政黨推薦,m,0440102,59,臺灣省,其他,Y,N,3948
彰化縣大城鄉,2,蔡慈賢,無黨籍及未經政黨推薦,m,0400406,63,臺灣省,高中,N,N,518
彰化縣大城鄉,3,蔡鴻喜,無黨籍及未經政黨推薦,m,0491017,54,臺灣省,其他,N,Y,5876
彰化縣芳苑鄉,1,林濟民,民主進步黨,m,0481110,55,臺灣省,高中,N,N,9948
彰化縣芳苑鄉,2,洪和炉,無黨籍及未經政黨推薦,m,0461101,57,臺灣省,其他,N,Y,10041
彰化縣竹塘鄉,1,莊宜洌,無黨籍及未經政黨推薦,m,0400922,63,臺灣省,專科,N,Y,5010
彰化縣竹塘鄉,2,羅信典,無黨籍及未經政黨推薦,m,0490208,54,臺灣省,高中,N,N,4667
南投縣南投市,1,張永興,民主進步黨,m,0481010,55,臺灣省,專科,N,N,20664
南投縣南投市,2,陳振盛,無黨籍及未經政黨推薦,m,0390125,64,臺灣省,博士,N,N,11119
南投縣南投市,3,宋懷琳,中國國民黨,f,0441104,59,台中市,碩士,N,Y,24761
南投縣埔里鎮,1,周義雄,中國國民黨,m,0461118,57,臺灣省,專科,Y,Y,25829
南投縣埔里鎮,2,蔡清輝,無黨籍及未經政黨推薦,m,0550815,48,臺灣省,博士,N,N,18488
南投縣草屯鎮,1,張經魁,中國國民黨,m,0300416,73,其他,大學,N,N,14804
南投縣草屯鎮,2,洪國浩,民主進步黨,m,0471124,56,臺灣省,專科,Y,Y,39291
南投縣竹山鎮,1,林本立,無黨籍及未經政黨推薦,m,0421113,61,臺灣省,高中,N,N,6775
南投縣竹山鎮,2,曾雅倫,無黨籍及未經政黨推薦,f,0641119,39,臺灣省,專科,N,N,11614
南投縣竹山鎮,3,黃丹怡,無黨籍及未經政黨推薦,f,0560911,47,臺灣省,其他,N,Y,12366
南投縣竹山鎮,4,王開遠,無黨籍及未經政黨推薦,m,0490902,54,臺灣省,大學,N,N,1702
南投縣集集鎮,1,陳紀衡,樹黨,m,0740913,29,臺灣省,大學,N,Y,4061
南投縣集集鎮,2,嚴鴻邦,中國國民黨,m,0461129,56,臺灣省,高中,Y,N,2877
南投縣名間鄉,1,陳聰鑑,無黨籍及未經政黨推薦,m,0521027,51,臺灣省,專科,Y,N,12148
南投縣名間鄉,2,陳文德,無黨籍及未經政黨推薦,m,0520201,51,臺灣省,專科,N,Y,12493
南投縣鹿谷鄉,1,黃東灝,中國國民黨,m,0490126,54,臺灣省,其他,Y,Y,5768
南投縣鹿谷鄉,2,康誌合,民主進步黨,m,0520110,51,臺灣省,高中,N,N,5381
南投縣中寮鄉,1,邱淑君,無黨籍及未經政黨推薦,f,0630807,40,台中市,高中,N,N,3341
南投縣中寮鄉,2,張永輝,無黨籍及未經政黨推薦,m,0510215,52,臺灣省,專科,Y,Y,6708
南投縣魚池鄉,1,陳錦倫,民主進步黨,m,0540430,49,臺灣省,碩士,Y,Y,9265
南投縣國姓鄉,1,丘埔生,無黨籍及未經政黨推薦,m,0490226,54,新北市,專科,N,Y,6726
南投縣國姓鄉,2,戴世詮,中國國民黨,m,0570523,46,臺灣省,專科,N,N,5479
南投縣水里鄉,1,陳癸佑,無黨籍及未經政黨推薦,m,0570915,46,臺灣省,大學,N,Y,6511
南投縣水里鄉,2,陳垂堂,無黨籍及未經政黨推薦,m,0390223,64,臺灣省,高中,N,N,4670
南投縣信義鄉,1,史強,中國國民黨,m,0530330,50,臺灣省,碩士,Y,Y,8621
南投縣仁愛鄉,1,江子信,中國國民黨,m,0570912,46,臺灣省,大學,N,N,3961
南投縣仁愛鄉,2,孔文博,無黨籍及未經政黨推薦,m,0490621,54,臺灣省,專科,N,Y,5292
雲林縣麥寮鄉,1,許忠富,民主進步黨,m,0571226,45,臺灣省,高中,N,Y,15784
雲林縣麥寮鄉,2,林松藤,無黨籍及未經政黨推薦,m,0381101,65,臺灣省,其他,N,N,7518
雲林縣麥寮鄉,3,陳錦城,無黨籍及未經政黨推薦,m,0400117,63,臺灣省,其他,N,N,230
雲林縣麥寮鄉,4,蔡依蓉,無黨籍及未經政黨推薦,f,0560428,47,臺灣省,高中,N,N,815
雲林縣臺西鄉,1,吳充裕,無黨籍及未經政黨推薦,m,0510407,52,臺灣省,高中,N,N,3965
雲林縣臺西鄉,2,丁睿昇,無黨籍及未經政黨推薦,m,0540311,49,臺灣省,高中,N,N,5176
雲林縣臺西鄉,3,趙瑞和,民主進步黨,m,0550206,48,臺灣省,其他,N,Y,6664
雲林縣東勢鄉,1,丁棟財,民主進步黨,m,0451028,58,臺灣省,其他,N,N,5124
雲林縣東勢鄉,2,林維戊,無黨籍及未經政黨推薦,m,0561101,47,臺灣省,其他,N,Y,5250
雲林縣褒忠鄉,1,陳建名,民主進步黨,m,0671005,36,臺灣省,專科,N,N,3969
雲林縣褒忠鄉,2,張政國,無黨籍及未經政黨推薦,m,0550123,48,臺灣省,大學,Y,Y,4682
雲林縣土庫鎮,1,張聰明,無黨籍及未經政黨推薦,m,0420603,61,臺灣省,碩士,N,N,5072
雲林縣土庫鎮,2,黃財福,民主進步黨,m,0490108,54,臺灣省,大學,N,N,5336
雲林縣土庫鎮,3,陳慶助,無黨籍及未經政黨推薦,m,0450115,58,臺灣省,高中,N,Y,5492
雲林縣土庫鎮,4,陳慶峰,無黨籍及未經政黨推薦,m,0480217,55,臺灣省,專科,N,N,1744
雲林縣虎尾鎮,1,林文彬,民主進步黨,m,0451214,57,臺灣省,碩士,Y,Y,23621
雲林縣虎尾鎮,2,陳威成,中國國民黨,m,0550208,48,臺灣省,碩士,N,N,15024
雲林縣四湖鄉,1,蘇國瓏,無黨籍及未經政黨推薦,m,0610812,42,臺灣省,專科,N,Y,7869
雲林縣四湖鄉,2,吳源程,無黨籍及未經政黨推薦,m,0550302,48,臺灣省,其他,N,N,1567
雲林縣四湖鄉,3,鄭國川,無黨籍及未經政黨推薦,m,0430214,60,臺灣省,大學,N,N,5416
雲林縣元長鄉,1,蔡明水,民主進步黨,m,0460908,57,臺灣省,高中,N,N,7971
雲林縣元長鄉,2,李泗濱,無黨籍及未經政黨推薦,m,0391005,64,臺灣省,專科,Y,Y,9096
雲林縣口湖鄉,1,蔡永常,無黨籍及未經政黨推薦,m,0390805,64,臺灣省,其他,Y,Y,12681
雲林縣水林鄉,1,洪丁仁,無黨籍及未經政黨推薦,m,0460926,57,臺灣省,專科,N,N,7594
雲林縣水林鄉,2,陳怡帆,民主進步黨,f,0720131,31,臺灣省,大學,Y,Y,9614
雲林縣北港鎮,1,蕭永義,無黨籍及未經政黨推薦,m,0520305,51,臺灣省,大學,Y,N,11345
雲林縣北港鎮,2,張勝智,民主進步黨,m,0551126,48,臺灣省,大學,N,Y,12390
雲林縣崙背鄉,1,李泓儀,民主進步黨,m,0570323,46,臺灣省,其他,N,N,7537
雲林縣崙背鄉,2,李永茂,無黨籍及未經政黨推薦,m,0371214,65,臺灣省,其他,Y,Y,7801
雲林縣二崙鄉,1,鍾福助,民主進步黨,m,0450702,58,臺灣省,高中,N,Y,7138
雲林縣二崙鄉,2,廖偉晴,無黨籍及未經政黨推薦,m,0640912,39,臺灣省,碩士,N,N,4834
雲林縣二崙鄉,3,鍾合郎,無黨籍及未經政黨推薦,m,0511212,51,臺灣省,專科,N,N,3657
雲林縣二崙鄉,4,廖長慶,無黨籍及未經政黨推薦,m,0521101,51,臺灣省,高中,N,N,970
雲林縣西螺鎮,1,鄭玲惠,民主進步黨,f,0501017,53,臺灣省,高中,N,Y,15786
雲林縣西螺鎮,2,詹捷凱,無黨籍及未經政黨推薦,m,0430920,60,臺灣省,高中,N,N,10669
雲林縣莿桐鄉,1,林琨富,無黨籍及未經政黨推薦,m,0670831,36,臺灣省,專科,N,N,8056
雲林縣莿桐鄉,2,廖秋蓉,民主進步黨,f,0540912,49,臺灣省,其他,N,Y,10135
雲林縣林內鄉,1,張維崢,民主進步黨,m,0570216,46,臺灣省,大學,N,Y,7075
雲林縣林內鄉,2,鄭嘉裕,無黨籍及未經政黨推薦,m,0460812,57,臺灣省,專科,N,N,4262
雲林縣斗六市,1,許百芳,民主進步黨,f,0490208,54,臺灣省,碩士,N,N,25762
雲林縣斗六市,2,謝淑亞,中國國民黨,f,0490628,54,臺灣省,碩士,Y,Y,31440
雲林縣大埤鄉,1,吳炎蓁,無黨籍及未經政黨推薦,m,0720822,31,臺灣省,高中,N,N,4365
雲林縣大埤鄉,2,謝明平,民主進步黨,m,0431028,60,臺灣省,高中,Y,Y,7557
雲林縣斗南鎮,1,張勝雄,民主進步黨,m,0320205,71,臺灣省,高中,Y,Y,12449
雲林縣斗南鎮,2,黃博擧,中國國民黨,m,0401106,63,臺灣省,專科,N,N,11336
雲林縣斗南鎮,3,張清泉,無黨籍及未經政黨推薦,m,0350806,68,臺灣省,大學,N,N,1355
雲林縣古坑鄉,1,沈勝騰,無黨籍及未經政黨推薦,m,0470715,56,臺灣省,其他,N,N,5344
雲林縣古坑鄉,2,蔡丞毅,無黨籍及未經政黨推薦,m,0550106,48,臺灣省,大學,N,N,1353
雲林縣古坑鄉,3,陳瑞斌,無黨籍及未經政黨推薦,m,0470312,56,臺灣省,專科,N,N,4801
雲林縣古坑鄉,4,黃意玲,民主進步黨,f,0601122,43,臺灣省,專科,N,Y,7635
嘉義縣太保市,1,李世淵,無黨籍及未經政黨推薦,m,0620319,41,臺灣省,碩士,N,N,592
嘉義縣太保市,2,黃榮利,民主進步黨,m,0440104,59,臺灣省,大學,N,Y,11700
嘉義縣太保市,3,賴瓊如,無黨籍及未經政黨推薦,f,0571114,46,臺灣省,其他,N,N,8811
嘉義縣鹿草鄉,1,林鳳凰,中國國民黨,m,0390909,64,臺灣省,大學,N,N,2505
嘉義縣鹿草鄉,2,楊秀玉,民主進步黨,f,0360410,67,臺灣省,大學,N,Y,7434
嘉義縣水上鄉,1,李俊昌,中國國民黨,m,0550804,48,臺灣省,大學,N,N,9451
嘉義縣水上鄉,2,劉敬祥,民主進步黨,m,0531001,50,臺灣省,其他,N,Y,19221
嘉義縣民雄鄉,1,何嘉恒,民主進步黨,m,0440816,59,臺灣省,高中,N,Y,24365
嘉義縣民雄鄉,2,涂文生,無黨籍及未經政黨推薦,m,0461226,56,臺灣省,大學,N,N,15627
嘉義縣新港鄉,1,林茂盛,民主進步黨,m,0460209,57,臺灣省,高中,N,Y,15198
嘉義縣大林鎮,1,黃貞瑜,民主進步黨,f,0710223,32,臺灣省,碩士,Y,Y,11972
嘉義縣大林鎮,2,簡志偉,中國國民黨,m,0671017,36,新北市,碩士,N,N,6020
嘉義縣溪口鄉,1,施春煌,無黨籍及未經政黨推薦,m,0500405,53,臺灣省,高中,N,N,1142
嘉義縣溪口鄉,2,劉純婷,民主進步黨,f,0710508,32,臺灣省,大學,Y,Y,8683
嘉義縣梅山鄉,1,劉宏文,民主進步黨,m,0411101,62,臺灣省,高中,Y,Y,11039
嘉義縣朴子市,1,王如經,民主進步黨,m,0490602,54,臺灣省,碩士,Y,Y,16163
嘉義縣朴子市,2,"郭灯村  ",中國國民黨,m,0371112,66,台南市,大學,N,N,5589
嘉義縣六腳鄉,1,郭西川,無黨籍及未經政黨推薦,m,0410406,62,臺灣省,其他,N,N,1741
嘉義縣六腳鄉,2,陳茂森,無黨籍及未經政黨推薦,m,0410626,62,臺灣省,高中,N,N,6873
嘉義縣六腳鄉,3,陳川崎,民主進步黨,m,0401010,63,臺灣省,大學,N,Y,7315
嘉義縣東石鄉,1,黃石吟,民主進步黨,m,0450303,58,臺灣省,其他,N,N,7112
嘉義縣東石鄉,2,林佳瑩,無黨籍及未經政黨推薦,f,0691216,33,台中市,專科,N,Y,10180
嘉義縣東石鄉,3,蔡敏男,無黨籍及未經政黨推薦,m,0340605,69,臺灣省,高中,N,N,192
嘉義縣布袋鎮,1,蔡坤彬,無黨籍及未經政黨推薦,m,0461213,56,臺灣省,其他,Y,N,6232
嘉義縣布袋鎮,2,陳鳯梅,民主進步黨,f,0500924,53,臺灣省,大學,N,Y,11839
嘉義縣義竹鄉,1,黃阿家,民主進步黨,f,0491003,54,臺灣省,高中,N,N,6993
嘉義縣義竹鄉,2,顏蔡淑惠,無黨籍及未經政黨推薦,f,0430326,60,臺灣省,其他,N,Y,7256
嘉義縣中埔鄉,1,李碧菁,民主進步黨,f,0610828,42,臺灣省,大學,N,Y,15316
嘉義縣中埔鄉,2,張聰成,中國國民黨,m,0401126,63,臺灣省,高中,N,N,8336
嘉義縣竹崎鄉,1,王焜弘,無黨籍及未經政黨推薦,m,0500425,53,臺灣省,大學,N,Y,12982
嘉義縣竹崎鄉,2,温良恭,無黨籍及未經政黨推薦,m,0470910,56,臺灣省,其他,Y,N,10303
嘉義縣番路鄉,1,林清根,民主進步黨,m,0550308,48,臺灣省,高中,N,Y,4743
嘉義縣番路鄉,2,邱川原,中國國民黨,m,0481130,54,臺灣省,高中,N,N,2862
嘉義縣大埔鄉,1,黃國明,無黨籍及未經政黨推薦,m,0431225,59,台南市,其他,Y,Y,2181
嘉義縣阿里山鄉,1,汪志敏,無黨籍及未經政黨推薦,m,0560216,47,臺灣省,碩士,N,N,1395
嘉義縣阿里山鄉,2,杜力泉,中國國民黨,m,0350823,68,臺灣省,專科,N,Y,1945
屏東縣屏東市,1,邱名璋,民主進步黨,m,0630225,40,臺灣省,碩士,N,N,46879
屏東縣屏東市,2,林亞蒓,中國國民黨,f,0570311,46,台北市,碩士,N,Y,56499
屏東縣潮州鎮,1,潘連周,無黨籍及未經政黨推薦,m,0530817,50,臺灣省,專科,N,N,12265
屏東縣潮州鎮,2,張云鎮,台灣團結聯盟,m,0431009,60,高雄市,高中,N,N,1275
