prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
63,000,01,000,0000,1,林延鳳,16,2,0710417,40,臺灣省,碩士,N,*, 
63,000,01,000,0000,2,陳賢蔚,16,1,0660712,45,高雄市,大學,Y,*, 
63,000,01,000,0000,3,李光輝,999,1,0511110,59,高雄市,博士,N, , 
63,000,01,000,0000,4,林杏兒,1,2,0700105,41,臺北市,碩士,N,*, 
63,000,01,000,0000,5,汪志冰,1,2,0460420,65,臺中市,碩士,Y,*, 
63,000,01,000,0000,6,林世宗,16,1,0480613,63,臺北市,碩士,Y,*, 
63,000,01,000,0000,7,陳重文,1,1,0660924,45,臺北市,博士,Y,*, 
63,000,01,000,0000,8,劉仕傑,267,1,0690209,42,臺灣省,碩士,N, , 
63,000,01,000,0000,9,陳慈慧,16,2,0721122,38,臺北市,大學,Y,*, 
63,000,01,000,0000,10,鍾佩玲,16,2,0680327,43,新北市,碩士,Y,*, 
63,000,01,000,0000,11,侯漢廷,74,1,0771030,34,臺北市,碩士,Y,*, 
63,000,01,000,0000,12,郝淑薏,999,2,0590410,52,臺北市,碩士,N, , 
63,000,01,000,0000,13,黃瀞瑩,350,2,0810610,30,臺北市,碩士,N,*, 
63,000,01,000,0000,14,林瑞圖,999,1,0450610,66,臺北市,大學,Y, , 
63,000,01,000,0000,15,陳思宇,350,2,0750904,36,新北市,碩士,N, , 
63,000,01,000,0000,16,張渝江,999,1,0610906,50,臺南市,碩士,N, , 
63,000,01,000,0000,17,林志穎,999,1,0700920,41,臺北市,大學,N, , 
63,000,01,000,0000,18,鄭穎隆,203,1,0620826,49,臺北市,高中(職),N, , 
63,000,01,000,0000,19,王郁揚,368,1,0750708,36,其他國家,大學,N, , 
63,000,01,000,0000,20,張斯綱,1,1,0600909,51,臺北市,碩士,Y,*, 
63,000,01,000,0000,21,蘇府庭,999,1,0471202,63,臺北市,大學,N, , 
63,000,01,000,0000,22,黃郁芬,999,2,0790317,32,臺北市,大學,Y, , 
63,000,01,000,0000,23,楊靜宇,999,1,0501002,61,臺北市,大學,Y, , 
63,000,01,000,0000,24,項豪,250,1,0700312,41,臺中市,大學,N, , 
63,000,01,000,0000,25,陳政忠,999,1,0440401,67,臺北市,碩士,Y,*, 
63,000,02,000,0000,1,陳志明,267,1,0650612,46,臺中市,大學,N, , 
63,000,02,000,0000,2,劉榮之,74,1,0661212,44,臺北市,專科,N, , 
63,000,02,000,0000,3,江志銘,16,1,0510810,60,臺北市,碩士,Y, , 
63,000,02,000,0000,4,李明賢,1,1,0620930,49,臺灣省,碩士,Y,*, 
63,000,02,000,0000,5,吳世正,1,1,0520411,59,臺灣省,碩士,Y,*, 
63,000,02,000,0000,6,王孝維,16,1,0500610,61,新北市,博士,N,*, 
63,000,02,000,0000,7,陳宥丞,350,1,0750430,36,臺北市,大學,N,*, 
63,000,02,000,0000,8,何孟樺,16,2,0780501,33,臺北市,碩士,N,*, 
63,000,02,000,0000,9,吳欣岱,303,2,0760701,35,桃園市,大學,N, , 
63,000,02,000,0000,10,李建昌,16,1,0510822,60,臺灣省,碩士,Y,*, 
63,000,02,000,0000,11,闕枚莎,1,2,0610405,50,臺北市,碩士,Y,*, 
63,000,02,000,0000,12,游淑慧,1,2,0650728,46,桃園市,大學,Y,*, 
63,000,02,000,0000,13,李彥秀,1,2,0601218,50,臺北市,大學,N,*, 
63,000,03,000,0000,1,郭榮先,74,1,0680225,43,新北市,大學,N, , 
63,000,03,000,0000,2,張文潔,16,2,0731008,38,臺北市,大學,N,*, 
63,000,03,000,0000,3,許家蓓,16,2,0660415,45,臺北市,大學,Y,*, 
63,000,03,000,0000,4,吳蕚洋,999,1,0490815,62,臺中市,大學,N, , 
63,000,03,000,0000,5,林柏勛,267,1,0721115,38,臺北市,碩士,N, , 
63,000,03,000,0000,6,楊寶楨,350,2,0781217,32,臺北市,大學,N, , 
63,000,03,000,0000,7,洪士奇,999,1,0510729,60,高雄市,碩士,N, , 
63,000,03,000,0000,8,秦慧珠,1,2,0440327,67,桃園市,博士,Y,*, 
63,000,03,000,0000,9,詹為元,1,1,0720729,39,臺北市,碩士,N,*, 
63,000,03,000,0000,10,高毓安,999,1,0820825,29,臺灣省,高中(職),N, , 
63,000,03,000,0000,11,徐巧芯,1,2,0781118,32,臺北市,大學,Y,*, 
63,000,03,000,0000,12,戴錫欽,1,1,0551028,56,臺北市,碩士,Y,*, 
63,000,03,000,0000,13,許淑華,16,2,0620522,49,臺灣省,博士,Y,*, 
63,000,03,000,0000,14,王鴻薇,1,2,0530710,58,臺灣省,大學,Y,*, 
63,000,03,000,0000,15,吳崢,999,1,0780703,33,其他國家,高中(職),N, , 
63,000,03,000,0000,16,洪健益,16,1,0591103,51,臺北市,碩士,Y,*, 
63,000,04,000,0000,1,陳怡君,16,2,0680504,43,臺北市,大學,Y,*, 
63,000,04,000,0000,2,高世俊,1,1,0750517,36,新北市,碩士,N, , 
63,000,04,000,0000,3,林婕麗,74,2,0550515,56,新北市,碩士,N, , 
63,000,04,000,0000,4,林亮君,999,2,0781225,32,臺北市,碩士,Y,*, 
63,000,04,000,0000,5,陳炳甫,1,1,0600401,51,臺北市,碩士,Y,*, 
63,000,04,000,0000,6,王世堅,16,1,0490101,62,臺北市,碩士,Y,*, 
63,000,04,000,0000,7,連紹傑,357,1,0740417,37,臺北市,碩士,N, , 
63,000,04,000,0000,8,柳采葳,1,2,0790907,32,高雄市,大學,N,*, 
63,000,04,000,0000,9,葉林傳,1,1,0580716,53,臺北市,專科,Y,*, 
63,000,04,000,0000,10,顏若芳,16,2,0741027,37,臺北市,大學,N,*, 
63,000,04,000,0000,11,徐千淳,267,2,0750727,36,臺北市,專科,N, , 
63,000,04,000,0000,12,梁文傑,16,1,0601126,50,新北市,碩士,Y, , 
63,000,04,000,0000,13,林珍羽,350,2,0760414,35,臺北市,大學,N,*, 
63,000,05,000,0000,1,劉耀仁,16,1,0571016,54,高雄市,碩士,Y,*, 
63,000,05,000,0000,2,郭智亭,999,1,0690819,42,臺北市,大學,N, , 
63,000,05,000,0000,3,鍾小平,1,1,0510827,60,新北市,碩士,Y,*, 
63,000,05,000,0000,4,吳沛憶,16,2,0760120,35,臺灣省,碩士,Y,*, 
63,000,05,000,0000,5,徐立信,999,1,0640403,47,臺中市,碩士,Y,*, 
63,000,05,000,0000,6,吳志剛,1,1,0600909,51,桃園市,碩士,Y,*, 
63,000,05,000,0000,7,曾琳詒,306,2,0800821,31,臺北市,大學,N, , 
