村里,總統票總數,柯文哲,賴清德,侯友宜
嘉義縣竹崎鄉龍山村,1151,287,579,285
屏東縣新埤鄉新埤村,1366,287,641,438
花蓮縣花蓮市國魂里,1214,287,376,551
基隆市安樂區干城里,1253,287,480,486
金門縣金湖鎮正義里,951,287,81,583
新北市汐止區保安里,1028,286,415,327
臺南市新營區興業里,1187,286,502,399
臺南市歸仁區武東里,1233,286,668,279
高雄市楠梓區秀昌里,1430,286,595,549
高雄市三民區豐裕里,1549,286,833,430
苗栗縣苗栗市恭敬里,932,286,233,413
苗栗縣苑裡鎮新復里,957,286,371,300
彰化縣線西鄉溝內村,807,286,248,273
花蓮縣秀林鄉和平村,1045,286,195,564
基隆市仁愛區林泉里,1067,286,392,389
新北市土城區祖田里,1039,285,463,291
桃園市蘆竹區坑子里,1130,285,647,198
臺中市太平區頭汴里,1181,285,486,410
高雄市燕巢區深水里,1530,285,801,444
宜蘭縣宜蘭市七張里,1029,285,489,255
花蓮縣壽豐鄉豐山村,1120,285,315,520
基隆市仁愛區虹橋里,972,285,332,355
新北市烏來區忠治里,1081,284,316,481
彰化縣花壇鄉崙雅村,1048,284,432,332
彰化縣大村鄉村上村,1048,284,402,362
彰化縣社頭鄉新厝村,970,284,376,310
彰化縣社頭鄉湳雅村,1020,284,461,275
彰化縣芳苑鄉王功村,1289,284,674,331
屏東縣屏東市公園里,1350,284,592,474
臺東縣臺東市豐樂里,1111,284,337,490
新北市三重區仁德里,1213,283,568,362
新北市三重區中央里,1188,283,566,339
新北市三重區錦安里,1148,283,495,370
新北市樹林區西園里,1074,283,543,248
高雄市三民區興德里,1351,283,665,403
彰化縣田尾鄉北曾村,1051,283,438,330
屏東縣九如鄉九明村,1237,283,718,236
金門縣烈嶼鄉林湖村,1093,283,66,744
臺南市新營區太北里,1206,282,666,258
高雄市路竹區竹園里,1247,282,704,261
彰化縣和美鎮大霞里,975,282,340,353
南投縣魚池鄉魚池村,1232,282,454,496
基隆市中正區社寮里,1100,282,465,353
桃園市桃園區北門里,1210,281,561,368
臺中市大甲區朝陽里,932,281,374,277
臺南市下營區營前里,1373,281,720,372
高雄市鼓山區雄峰里,1236,281,352,603
高雄市前鎮區信德里,1423,281,784,358
苗栗縣苗栗市上苗里,1071,281,290,500
彰化縣彰化市光南里,1004,281,399,324
彰化縣彰化市三村里,824,281,308,235
彰化縣秀水鄉陝西村,1000,281,357,362
彰化縣大村鄉田洋村,873,281,304,288
雲林縣二崙鄉崙東村,958,281,405,272
嘉義縣中埔鄉同仁村,1200,281,563,356
屏東縣屏東市一心里,1300,281,580,439
屏東縣佳冬鄉塭豐村,1495,281,685,529
桃園市觀音區廣興里,904,280,341,283
高雄市前鎮區竹東里,1356,280,693,383
嘉義縣朴子市安福里,1304,280,526,498
屏東縣屏東市楠樹里,1469,280,798,391
新北市三重區二重里,1025,279,479,267
新北市瑞芳區東和里,1012,279,378,355
臺中市清水區裕嘉里,987,279,443,265
高雄市鳳山區生明里,1390,279,516,595
高雄市林園區港埔里,1214,279,684,251
宜蘭縣壯圍鄉古亭村,1083,279,535,269
新竹縣竹北市新港里,897,279,434,184
彰化縣福興鄉三汴村,930,279,429,222
雲林縣土庫鎮南平里,1146,279,567,300
屏東縣內埔鄉竹圍村,1275,279,689,307
花蓮縣花蓮市民德里,1039,279,303,457
基隆市中山區協和里,976,279,362,335
臺中市北區新北里,1124,278,463,383
高雄市苓雅區日中里,1463,278,727,458
苗栗縣頭份市土牛里,749,278,198,273
南投縣名間鄉三崙村,1078,278,451,349
嘉義縣中埔鄉中埔村,1142,278,504,360
屏東縣里港鄉土庫村,1382,278,570,534
嘉義市西區書院里,1313,278,598,437
桃園市桃園區文明里,1087,277,430,380
臺南市善化區文正里,1115,277,593,245
臺南市中西區府前里,1314,277,709,328
高雄市三民區德智里,1502,277,791,434
高雄市苓雅區和煦里,1354,277,651,426
高雄市橋頭區仕隆里,1613,277,936,400
苗栗縣頭份市仁愛里,1031,277,264,490
苗栗縣後龍鎮大山里,943,277,341,325
彰化縣二林鎮西平里,1023,277,379,367
彰化縣溪州鄉成功村,1194,277,533,384
南投縣中寮鄉永平村,1134,277,409,448
屏東縣屏東市長春里,1137,277,486,374
臺南市安南區城北里,1073,276,558,239
屏東縣萬丹鄉崙頂村,1243,276,654,313
屏東縣萬丹鄉水泉村,1264,276,644,344
屏東縣長治鄉崙上村,1159,276,551,332
新北市三重區正義里,1121,275,500,346
桃園市桃園區武陵里,1063,275,422,366
桃園市蘆竹區外社里,1088,275,597,216
臺南市東區成大里,1288,275,554,459
宜蘭縣宜蘭市小東里,1099,275,464,360
新竹縣橫山鄉新興村,1030,275,214,541
彰化縣彰化市成功里,1059,275,424,360
彰化縣和美鎮雅溝里,913,275,346,292
彰化縣永靖鄉崙子村,981,275,408,298
南投縣國姓鄉石門村,1091,275,328,488
嘉義縣民雄鄉松山村,1074,275,491,308
嘉義縣中埔鄉金蘭村,983,275,459,249
新北市新店區仁愛里,1323,274,363,686
新北市瑞芳區吉慶里,1136,274,389,473
臺南市下營區茅營里,1450,274,863,313
高雄市路竹區社東里,1210,274,631,305
宜蘭縣礁溪鄉白雲村,1083,274,465,344
南投縣名間鄉東湖村,1063,274,481,308
雲林縣土庫鎮崙內里,953,274,435,244
屏東縣萬巒鄉萬金村,1304,274,762,268
嘉義市西區培元里,1191,274,417,500
連江縣南竿鄉介壽村,1152,274,123,755
新北市三芝區後厝里,1353,273,469,611
臺中市外埔區土城里,1129,273,492,364
臺南市善化區田寮里,1203,273,696,234
高雄市楠梓區福昌里,1505,273,821,411
苗栗縣公館鄉石墻村,911,273,198,440
屏東縣崁頂鄉園寮村,1377,273,718,386
臺中市清水區臨江里,1042,272,425,345
臺南市安南區城東里,1038,272,507,259
高雄市大寮區江山里,1296,272,703,321
宜蘭縣三星鄉大洲村,1185,272,657,256
彰化縣田中鎮三民里,1010,272,360,378
雲林縣西螺鎮安定里,1133,272,616,245
屏東縣東港鎮新勝里,1379,272,774,333
澎湖縣馬公市光華里,601,272,147,182
基隆市信義區禮東里,1056,272,317,467
新北市三重區奕壽里,1074,271,520,283
臺中市沙鹿區居仁里,948,271,378,299
臺南市柳營區重溪里,1131,271,624,236
臺南市將軍區西甲里,1545,271,904,370
高雄市鹽埕區府北里,1357,271,706,380
高雄市新興區興昌里,1256,271,582,403
高雄市前金區青山里,1308,271,647,390
宜蘭縣冬山鄉太和村,1110,271,562,277
彰化縣彰化市華北里,1019,271,400,348
屏東縣內埔鄉老埤村,1378,271,769,338
基隆市信義區孝岡里,920,271,309,340
嘉義市西區致遠里,1227,271,261,695
新北市石門區老梅里,1246,270,491,485
臺南市南區喜北里,1489,270,950,269
高雄市楠梓區宏毅里,1442,270,701,471
高雄市三民區十美里,1341,270,706,365
高雄市永安區永華里,1301,270,663,368
宜蘭縣員山鄉頭分村,925,270,407,248
彰化縣員林市仁愛里,980,270,377,333
彰化縣田中鎮復興里,1013,270,352,391
屏東縣萬丹鄉社上村,1143,270,620,253
新北市板橋區留侯里,1027,269,369,389
新北市金山區五湖里,1128,269,471,388
臺中市東勢區北興里,943,269,268,406
臺南市學甲區新達里,1290,269,698,323
臺南市西港區港東里,1166,269,636,261
高雄市苓雅區城東里,1241,269,587,385
苗栗縣苑裡鎮山脚里,919,269,386,264
南投縣埔里鎮合成里,1052,269,427,356
嘉義縣民雄鄉三興村,1000,269,457,274
新北市新莊區營盤里,1114,268,463,383
新北市淡水區文化里,1070,268,377,425
高雄市苓雅區林貴里,1265,268,602,395
高雄市前鎮區鎮昌里,1336,268,774,294
高雄市美濃區獅山里,1585,268,737,580
彰化縣埔心鄉仁里村,871,268,308,295
彰化縣社頭鄉東興村,1007,268,419,320
南投縣國姓鄉國姓村,1064,268,373,423
嘉義縣民雄鄉福權村,1124,268,613,243
屏東縣屏東市大湖里,1196,268,619,309
嘉義市東區中山里,1313,268,540,505
臺中市霧峰區南勢里,937,267,362,308
臺中市太平區聖和里,1049,267,436,346
臺南市麻豆區中興里,1334,267,759,308
臺南市安南區四草里,1280,267,700,313
苗栗縣卓蘭鎮坪林里,1113,267,355,491
彰化縣彰化市東興里,1058,267,434,357
彰化縣埔鹽鄉廍子村,894,267,280,347
南投縣水里鄉南光村,1070,267,395,408
雲林縣斗南鎮小東里,995,267,511,217
雲林縣西螺鎮大新里,1014,267,501,246
屏東縣東港鎮盛漁里,1316,267,793,256
新竹市北區興南里,965,267,419,279
金門縣金湖鎮料羅里,847,267,97,483
新北市瑞芳區龍川里,1025,266,383,376
桃園市中壢區石頭里,1106,266,445,395
臺中市中區柳川里,1144,266,469,409
臺中市和平區博愛里,1068,266,235,567
臺南市七股區義合里,1294,266,742,286
新竹縣尖石鄉秀巒村,801,266,177,358
苗栗縣頭份市尖山里,867,266,186,415
雲林縣斗六市忠孝里,1006,266,375,365
雲林縣虎尾鎮新興里,1075,266,423,386
新北市汐止區長安里,1041,265,438,338
桃園市大溪區義和里,1215,265,648,302
桃園市八德區大慶里,953,265,372,316
高雄市旗津區慈愛里,1320,265,789,266
高雄市大樹區水寮里,1550,265,947,338
高雄市岡山區本洲里,1138,265,619,254
高雄市梓官區禮蚵里,1376,265,826,285
彰化縣和美鎮湖內里,860,265,406,189
彰化縣線西鄉頂庄村,824,265,223,336
彰化縣埔鹽鄉新水村,981,265,226,490
雲林縣褒忠鄉埔姜村,946,265,405,276
嘉義縣新港鄉大潭村,1110,265,624,221
新北市三重區長福里,1009,264,439,306
臺中市大肚區山陽里,942,264,390,288
高雄市三民區安生里,1184,264,645,275
高雄市林園區中汕里,1388,264,923,201
高雄市橋頭區德松里,1111,264,585,262
苗栗縣後龍鎮校椅里,892,264,228,400
南投縣南投市康壽里,1010,264,390,356
雲林縣斗南鎮新崙里,986,264,454,268
雲林縣西螺鎮福田里,987,264,545,178
雲林縣土庫鎮興新里,914,264,409,241
嘉義縣中埔鄉隆興村,1174,264,531,379
屏東縣東港鎮福德里,1275,264,673,338
臺東縣臺東市成功里,1190,264,411,515
嘉義市東區華南里,1279,264,608,407
臺中市潭子區潭秀里,922,263,429,230
臺南市七股區樹林里,1251,263,747,241
高雄市岡山區石潭里,1381,263,747,371
彰化縣伸港鄉泉厝村,889,263,321,305
彰化縣芬園鄉大埔村,928,263,343,322
彰化縣溪湖鎮大庭里,935,263,329,343
嘉義市東區東川里,1218,263,470,485
新北市八里區長坑里,1024,262,418,344
苗栗縣後龍鎮南龍里,923,262,313,348
彰化縣埔鹽鄉南新村,900,262,257,381
彰化縣永靖鄉浮圳村,829,262,293,274
南投縣埔里鎮愛蘭里,925,262,267,396
南投縣國姓鄉北港村,1148,262,429,457
雲林縣斗南鎮將軍里,1102,262,516,324
雲林縣土庫鎮宮北里,999,262,402,335
臺南市歸仁區媽廟里,1393,261,849,283
宜蘭縣冬山鄉武淵村,968,261,485,222
苗栗縣公館鄉尖山村,956,261,250,445
南投縣集集鎮八張里,952,261,340,351
雲林縣斗南鎮北銘里,1007,261,396,350
雲林縣虎尾鎮三合里,967,261,380,326
嘉義縣民雄鄉頂崙村,989,261,455,273
臺東縣成功鎮三民里,1361,261,260,840
澎湖縣西嶼鄉外垵村,957,261,221,475
新北市樹林區圳生里,1010,260,496,254
臺南市永康區復興里,1169,260,317,592
臺南市東區路東里,1115,260,453,402
高雄市茄萣區白雲里,1255,260,647,348
苗栗縣卓蘭鎮老庄里,1253,260,488,505
彰化縣福興鄉番社村,1056,260,562,234
彰化縣北斗鎮七星里,994,260,435,299
雲林縣古坑鄉荷苞村,938,260,391,287
嘉義縣民雄鄉菁埔村,1161,260,707,194
屏東縣屏東市大埔里,1180,260,609,311
屏東縣新園鄉興龍村,1461,260,895,306
新北市永和區上溪里,1182,259,404,519
桃園市大溪區中新里,1119,259,585,275
桃園市新屋區赤欄里,935,259,365,311
高雄市苓雅區林泉里,1298,259,548,491
高雄市鳳山區曹公里,1329,259,605,465
彰化縣田尾鄉北鎮村,788,259,293,236
彰化縣田尾鄉新生村,927,259,374,294
屏東縣屏東市公館里,1036,259,536,241
臺南市麻豆區井東里,1238,258,778,202
高雄市旗津區南汕里,1240,258,765,217
高雄市旗山區瑞吉里,1302,258,670,374
宜蘭縣壯圍鄉古結村,822,258,352,212
彰化縣彰化市中正里,979,258,379,342
彰化縣溪湖鎮忠覺里,866,258,299,309
彰化縣埔鹽鄉太平村,1014,258,346,410
彰化縣社頭鄉清水村,837,258,278,301
屏東縣恆春鎮大光里,1185,258,449,478
嘉義市東區朝陽里,1278,258,629,391
桃園市大園區沙崙里,972,257,364,351
臺南市仁德區仁和里,1053,257,159,637
高雄市楠梓區玉屏里,1463,257,964,242
高雄市苓雅區林安里,1066,257,461,348
高雄市苓雅區衛武里,1283,257,574,452
高雄市前鎮區忠誠里,1306,257,213,836
新竹縣新豐鄉鳳坑村,729,257,206,266
彰化縣溪州鄉圳寮村,993,257,438,298
南投縣名間鄉松山村,1047,257,484,306
南投縣國姓鄉福龜村,1157,257,396,504
嘉義縣新港鄉月眉村,1136,257,657,222
嘉義縣水上鄉大堀村,1208,257,686,265
臺東縣臺東市新園里,1027,257,264,506
基隆市七堵區八德里,945,257,356,332
新北市樹林區東園里,1053,256,547,250
桃園市龍潭區三坑里,1038,256,450,332
臺中市北區五常里,871,256,375,240
臺中市東勢區詒福里,1119,256,433,430
臺中市新社區中正里,966,256,360,350
臺南市新化區北勢里,1035,256,508,271
高雄市鳳山區富甲里,1228,256,659,313
宜蘭縣羅東鎮成功里,1083,256,509,318
臺北市中正區建國里,941,255,321,365
彰化縣彰化市民生里,935,255,355,325
雲林縣崙背鄉西榮村,938,255,427,256
屏東縣萬丹鄉社中村,1193,255,682,256
嘉義市西區新富里,1129,255,573,301
桃園市八德區大同里,1068,254,467,347
臺中市清水區高美里,887,254,333,300
臺南市新營區太南里,1090,254,623,213
高雄市仁武區中華里,1070,254,529,287
高雄市岡山區嘉峰里,1214,254,688,272
宜蘭縣壯圍鄉大福村,1065,254,514,297
彰化縣花壇鄉岩竹村,926,254,384,288
彰化縣埤頭鄉芙朝村,947,254,366,327
屏東縣枋寮鄉人和村,1339,254,649,436
臺東縣東河鄉都蘭村,1248,254,373,621
臺中市豐原區圳寮里,933,253,404,276
臺中市沙鹿區犁分里,811,253,332,226
臺中市大安區東安里,894,253,363,278
臺南市官田區隆田里,1317,253,684,380
高雄市三民區德仁里,1256,253,664,339
高雄市苓雅區福康里,1206,253,660,293
高雄市美濃區瀰濃里,1404,253,595,556
彰化縣芳苑鄉新寶村,976,253,441,282
屏東縣里港鄉鐵店村,1053,253,558,242
花蓮縣秀林鄉銅門村,825,253,100,472
新北市三重區重新里,1029,252,514,263
新北市淡水區賢孝里,990,252,357,381
臺中市清水區楊厝里,767,252,331,184
高雄市三民區千秋里,1289,252,686,351
高雄市彌陀區彌靖里,1272,252,657,363
高雄市美濃區合和里,1466,252,570,644
苗栗縣通霄鎮白東里,906,252,335,319
苗栗縣頭份市蘆竹里,882,252,289,341
彰化縣社頭鄉美雅村,882,252,328,302
彰化縣二林鎮趙甲里,976,252,355,369
雲林縣東勢鄉同安村,1100,252,492,356
基隆市中山區通明里,1113,252,431,430
基隆市信義區禮儀里,1049,252,315,482
嘉義市西區紅瓦里,1070,252,535,283
臺南市後壁區新東里,1030,251,549,230
臺南市山上區明和里,1096,251,575,270
臺南市東區圍下里,1273,251,625,397
臺南市南區松安里,1270,251,784,235
高雄市鼓山區正德里,1337,251,767,319
高雄市三民區灣興里,1283,251,687,345
宜蘭縣礁溪鄉時潮村,991,251,519,221
苗栗縣後龍鎮北龍里,896,251,335,310
雲林縣東勢鄉東南村,966,251,372,343
嘉義縣水上鄉中庄村,1144,251,534,359
嘉義縣竹崎鄉昇平村,1072,251,490,331
臺東縣成功鎮忠智里,1089,251,266,572
花蓮縣秀林鄉水源村,848,251,108,489
高雄市苓雅區城北里,1102,250,498,354
高雄市美濃區泰安里,1029,250,390,389
彰化縣北斗鎮中和里,885,250,342,293
雲林縣古坑鄉西平村,1108,250,499,359
嘉義縣布袋鎮東港里,1200,250,600,350
嘉義縣竹崎鄉復金村,1180,250,578,352
臺東縣臺東市文化里,946,250,307,389
花蓮縣秀林鄉崇德村,844,250,79,515
金門縣金沙鎮光前里,843,250,75,518
新北市三重區平和里,1001,249,440,312
臺南市麻豆區清水里,1035,249,597,189
高雄市茄萣區嘉樂里,1373,249,742,382
高雄市美濃區中壇里,1248,249,441,558
南投縣竹山鎮中崎里,943,249,342,352
雲林縣褒忠鄉中勝村,980,249,434,297
雲林縣臺西鄉富琦村,930,249,349,332
屏東縣東港鎮東光里,1135,249,567,319
臺南市六甲區中社里,1062,248,573,241
臺南市北區振興里,1295,248,640,407
高雄市大寮區新厝里,1099,248,631,220
高雄市湖內區海埔里,1183,248,698,237
宜蘭縣頭城鎮頂埔里,929,248,365,316
新竹縣新豐鄉福興村,762,248,229,285
雲林縣虎尾鎮西屯里,985,248,422,315
嘉義縣水上鄉粗溪村,1018,248,447,323
屏東縣九如鄉三塊村,1031,248,622,161
屏東縣高樹鄉高樹村,1429,248,868,313
屏東縣琉球鄉大福村,967,248,278,441
臺東縣臺東市建國里,1103,248,377,478
花蓮縣瑞穗鄉瑞美村,1157,248,281,628
新北市新店區新店里,1139,247,454,438
臺南市學甲區明宜里,1270,247,761,262
臺南市將軍區苓仔寮里,1273,247,769,257
高雄市鹽埕區教仁里,1388,247,726,415
高雄市楠梓區和昌里,1354,247,597,510
高雄市苓雅區福人里,1292,247,617,428
高雄市永安區永安里,1112,247,532,333
宜蘭縣員山鄉內城村,942,247,374,321
彰化縣線西鄉塭仔村,861,247,317,297
彰化縣田中鎮三安里,1028,247,464,317
彰化縣埤頭鄉中和村,966,247,430,289
雲林縣麥寮鄉新吉村,737,247,274,216
雲林縣口湖鄉下崙村,1028,247,523,258
花蓮縣花蓮市民意里,1244,247,210,787
