"prv_code","city_code","area_code","dept_code","li_code","area_name"
"10","018","00","000","0000","新竹市"
"10","018","00","010","0000","東區"
"10","018","00","010","0001","南門里"
"10","018","00","010","0002","福德里"
"10","018","00","010","0003","南市里"
"10","018","00","010","0004","關帝里"
"10","018","00","010","0005","東門里"
"10","018","00","010","0007","成功里"
"10","018","00","010","0010","寺前里"
"10","018","00","010","0011","育賢里"
"10","018","00","010","0012","中正里"
"10","018","00","010","0013","公園里"
"10","018","00","010","0014","頂竹里"
"10","018","00","010","0015","南大里"
"10","018","00","010","0016","振興里"
"10","018","00","010","0017","親仁里"
"10","018","00","010","0018","文華里"
"10","018","00","010","0019","復中里"
"10","018","00","010","0020","三民里"
"10","018","00","010","0021","東園里"
"10","018","00","010","0022","東勢里"
"10","018","00","010","0023","光復里"
"10","018","00","010","0024","豐功里"
"10","018","00","010","0025","武功里"
"10","018","00","010","0026","綠水里"
"10","018","00","010","0027","東山里"
"10","018","00","010","0028","光鎮里"
"10","018","00","010","0029","新興里"
"10","018","00","010","0030","柴橋里"
"10","018","00","010","0031","高峰里"
"10","018","00","010","0032","仙宮里"
"10","018","00","010","0033","光明里"
"10","018","00","010","0035","立功里"
"10","018","00","010","0036","軍功里"
"10","018","00","010","0037","建功里"
"10","018","00","010","0038","前溪里"
"10","018","00","010","0039","水源里"
"10","018","00","010","0040","千甲里"
"10","018","00","010","0041","埔頂里"
"10","018","00","010","0042","龍山里"
"10","018","00","010","0043","新莊里"
"10","018","00","010","0044","仙水里"
"10","018","00","010","0045","金山里"
"10","018","00","010","0046","關東里"
"10","018","00","010","0047","科園里"
"10","018","00","010","0048","建華里"
"10","018","00","010","0049","新光里"
"10","018","00","010","0050","復興里"
"10","018","00","010","0051","錦華里"
"10","018","00","010","0052","湖濱里"
"10","018","00","010","0053","明湖里"
"10","018","00","010","0054","關新里"
"10","018","00","010","0055","榮光里、親仁里"
"10","018","00","010","0056","下竹里、竹蓮里"
"10","018","00","020","0000","北區"
"10","018","00","020","0001","西門里"
"10","018","00","020","0002","仁德里"
"10","018","00","020","0003","潛園里"
"10","018","00","020","0004","中央里"
"10","018","00","020","0005","崇禮里"
"10","018","00","020","0007","興南里"
"10","018","00","020","0008","北門里"
"10","018","00","020","0009","中興里"
"10","018","00","020","0010","大同里"
"10","018","00","020","0011","中山里"
"10","018","00","020","0012","長和里"
"10","018","00","020","0013","新民里"
"10","018","00","020","0014","民富里"
"10","018","00","020","0015","水田里"
"10","018","00","020","0016","文雅里"
"10","018","00","020","0017","光田里"
"10","018","00","020","0018","士林里"
"10","018","00","020","0019","福林里"
"10","018","00","020","0020","古賢里"
"10","018","00","020","0021","湳雅里"
"10","018","00","020","0022","舊社里"
"10","018","00","020","0023","武陵里"
"10","018","00","020","0024","南寮里"
"10","018","00","020","0025","舊港里"
"10","018","00","020","0026","康樂里"
"10","018","00","020","0027","港北里"
"10","018","00","020","0028","中寮里"
"10","018","00","020","0029","海濱里"
"10","018","00","020","0030","客雅里"
"10","018","00","020","0031","育英里"
"10","018","00","020","0032","曲溪里"
"10","018","00","020","0033","西雅里"
"10","018","00","020","0034","南勢里"
"10","018","00","020","0036","境福里"
"10","018","00","020","0037","磐石里"
"10","018","00","020","0038","新雅里"
"10","018","00","020","0039","光華里"
"10","018","00","020","0040","金華里"
"10","018","00","020","0041","金竹里"
"10","018","00","020","0042","湳中里"
"10","018","00","020","0043","金雅里"
"10","018","00","020","0044","台溪里"
"10","018","00","020","0045","中雅里"
"10","018","00","020","0046","石坊里、興南里"
"10","018","00","020","0047","南勢里、大鵬里"
"10","018","00","030","0000","香山區"
"10","018","00","030","0001","港南里"
"10","018","00","030","0002","虎山里"
"10","018","00","030","0003","虎林里"
"10","018","00","030","0004","浸水里"
"10","018","00","030","0005","樹下里"
"10","018","00","030","0006","埔前里"
"10","018","00","030","0007","中埔里"
"10","018","00","030","0008","牛埔里"
"10","018","00","030","0009","頂埔里"
"10","018","00","030","0010","東香里"
"10","018","00","030","0011","香村里"
"10","018","00","030","0012","香山里"
"10","018","00","030","0013","大庄里"
"10","018","00","030","0014","美山里"
"10","018","00","030","0015","朝山里"
"10","018","00","030","0016","海山里"
"10","018","00","030","0017","茄苳里"
"10","018","00","030","0018","大湖里"
"10","018","00","030","0019","南隘里"
"10","018","00","030","0020","中隘里"
"10","018","00","030","0021","內湖里"
"10","018","00","030","0022","鹽水里"
"10","018","00","030","0023","南港里"
"10","018","00","030","0024","頂福里"
