"prv_code","city_code","area_code","dept_code","li_code","tbox_no","votable_population","agree_ticket","agree_ticket_percent","disagree_ticket","disagree_ticket_percent","agree_to_votable","vote_result"
"10","018","00","010","0018","0000","4419","1749","88.42","229","11.58","39.58","Y"
"10","018","00","010","0018","0009","636","268","89.33","32","10.67","42.14","Y"
"10","018","00","010","0018","0010","1252","489","87.32","71","12.68","39.06","Y"
"10","018","00","010","0018","0011","1328","499","88.48","65","11.52","37.58","Y"
"10","018","00","010","0018","0012","1203","493","88.99","61","11.01","40.98","Y"
"10","018","00","010","0019","0000","4085","1659","88.95","206","11.05","40.61","Y"
"10","018","00","010","0019","0013","949","405","91.01","40","8.99","42.68","Y"
"10","018","00","010","0019","0014","972","428","91.26","41","8.74","44.03","Y"
"10","018","00","010","0019","0015","1169","473","89.58","55","10.42","40.46","Y"
"10","018","00","010","0019","0016","995","353","83.45","70","16.55","35.48","Y"
"10","018","00","010","0020","0000","4543","1776","87.44","255","12.56","39.09","Y"
"10","018","00","010","0020","0021","1013","374","87.59","53","12.41","36.92","Y"
"10","018","00","010","0020","0022","1215","439","85.24","76","14.76","36.13","Y"
"10","018","00","010","0020","0023","1079","461","89.51","54","10.49","42.72","Y"
"10","018","00","010","0020","0024","1236","502","87.46","72","12.54","40.61","Y"
"10","018","00","010","0021","0000","5750","2357","90.69","242","9.31","40.99","Y"
"10","018","00","010","0021","0025","1126","441","90.18","48","9.82","39.17","Y"
"10","018","00","010","0021","0026","1237","525","91.78","47","8.22","42.44","Y"
"10","018","00","010","0021","0027","1110","405","93.75","27","6.25","36.49","Y"
"10","018","00","010","0021","0028","1168","483","89.61","56","10.39","41.35","Y"
"10","018","00","010","0021","0029","1109","503","88.71","64","11.29","45.36","Y"
"10","018","00","010","0022","0000","2921","1203","89.31","144","10.69","41.18","Y"
"10","018","00","010","0022","0044","1481","581","87.37","84","12.63","39.23","Y"
"10","018","00","010","0022","0045","1440","622","91.20","60","8.80","43.19","Y"
"10","018","00","010","0023","0000","2749","1100","86.21","176","13.79","40.01","Y"
"10","018","00","010","0023","0046","946","327","79.18","86","20.82","34.57","Y"
"10","018","00","010","0023","0047","850","352","88.22","47","11.78","41.41","Y"
"10","018","00","010","0023","0048","953","421","90.73","43","9.27","44.18","Y"
"10","018","00","010","0024","0000","4364","2060","92.63","164","7.37","47.20","Y"
"10","018","00","010","0024","0057","1188","553","89.63","64","10.37","46.55","Y"
"10","018","00","010","0024","0058","934","351","92.13","30","7.87","37.58","Y"
"10","018","00","010","0024","0059","1096","545","94.29","33","5.71","49.73","Y"
"10","018","00","010","0024","0060","1146","611","94.29","37","5.71","53.32","Y"
"10","018","00","010","0025","0000","3929","1934","96.08","79","3.92","49.22","Y"
"10","018","00","010","0025","0061","1307","638","95.51","30","4.49","48.81","Y"
"10","018","00","010","0025","0062","1342","660","96.49","24","3.51","49.18","Y"
"10","018","00","010","0025","0063","1280","636","96.22","25","3.78","49.69","Y"
"10","018","00","010","0026","0000","6131","2563","91.11","250","8.89","41.80","Y"
"10","018","00","010","0026","0039","1298","511","88.72","65","11.28","39.37","Y"
"10","018","00","010","0026","0040","1206","474","90.80","48","9.20","39.30","Y"
"10","018","00","010","0026","0041","1210","525","91.78","47","8.22","43.39","Y"
"10","018","00","010","0026","0042","1288","550","91.21","53","8.79","42.70","Y"
"10","018","00","010","0026","0043","1129","503","93.15","37","6.85","44.55","Y"
"10","018","00","010","0027","0000","3048","1347","89.21","163","10.79","44.19","Y"
"10","018","00","010","0027","0036","912","404","91.40","38","8.60","44.30","Y"
"10","018","00","010","0027","0037","1051","474","92.22","40","7.78","45.10","Y"
"10","018","00","010","0027","0038","1085","469","84.66","85","15.34","43.23","Y"
"10","018","00","010","0028","0000","3486","1241","85.29","214","14.71","35.60","Y"
"10","018","00","010","0028","0140","1028","345","85.61","58","14.39","33.56","Y"
"10","018","00","010","0028","0141","1038","409","83.13","83","16.87","39.40","Y"
"10","018","00","010","0028","0142","1420","487","86.96","73","13.04","34.30","Y"
"10","018","00","010","0029","0000","2975","1083","83.50","214","16.50","36.40","Y"
"10","018","00","010","0029","0127","860","330","83.12","67","16.88","38.37","Y"
"10","018","00","010","0029","0128","1048","377","86.67","58","13.33","35.97","Y"
"10","018","00","010","0029","0129","1067","376","80.86","89","19.14","35.24","Y"
"10","018","00","010","0030","0000","5124","1987","88.00","271","12.00","38.78","Y"
"10","018","00","010","0030","0151","980","310","89.08","38","10.92","31.63","Y"
"10","018","00","010","0030","0152","859","286","78.79","77","21.21","33.29","Y"
"10","018","00","010","0030","0153","888","418","91.27","40","8.73","47.07","Y"
"10","018","00","010","0030","0154","1067","353","86.73","54","13.27","33.08","Y"
"10","018","00","010","0030","0155","1330","620","90.91","62","9.09","46.62","Y"
"10","018","00","010","0031","0000","5556","2031","84.24","380","15.76","36.56","Y"
"10","018","00","010","0031","0143","1270","464","82.56","98","17.44","36.54","Y"
"10","018","00","010","0031","0144","1069","425","86.21","68","13.79","39.76","Y"
"10","018","00","010","0031","0145","1094","355","85.13","62","14.87","32.45","Y"
"10","018","00","010","0031","0146","1090","376","80.86","89","19.14","34.50","Y"
"10","018","00","010","0031","0147","1033","411","86.71","63","13.29","39.79","Y"
"10","018","00","010","0032","0000","1225","502","88.85","63","11.15","40.98","Y"
"10","018","00","010","0032","0116","1225","502","88.85","63","11.15","40.98","Y"
"10","018","00","010","0033","0000","2893","1303","92.35","108","7.65","45.04","Y"
"10","018","00","010","0033","0072","1051","428","90.49","45","9.51","40.72","Y"
"10","018","00","010","0033","0073","759","347","92.53","28","7.47","45.72","Y"
"10","018","00","010","0033","0074","1083","528","93.78","35","6.22","48.75","Y"
"10","018","00","010","0035","0000","881","372","92.08","32","7.92","42.22","Y"
"10","018","00","010","0035","0067","881","372","92.08","32","7.92","42.22","Y"
"10","018","00","010","0036","0000","2646","1137","92.51","92","7.49","42.97","Y"
"10","018","00","010","0036","0064","961","364","90.55","38","9.45","37.88","Y"
"10","018","00","010","0036","0065","807","383","94.10","24","5.90","47.46","Y"
"10","018","00","010","0036","0066","878","390","92.86","30","7.14","44.42","Y"
"10","018","00","010","0037","0000","3712","1826","95.05","95","4.95","49.19","Y"
"10","018","00","010","0037","0068","1143","588","96.71","20","3.29","51.44","Y"
"10","018","00","010","0037","0069","793","354","92.43","29","7.57","44.64","Y"
"10","018","00","010","0037","0070","655","368","97.61","9","2.39","56.18","Y"
"10","018","00","010","0037","0071","1121","516","93.31","37","6.69","46.03","Y"
"10","018","00","010","0038","0000","2718","932","83.89","179","16.11","34.29","Y"
"10","018","00","010","0038","0049","935","331","84.44","61","15.56","35.40","Y"
"10","018","00","010","0038","0050","940","321","84.25","60","15.75","34.15","Y"
"10","018","00","010","0038","0051","843","280","82.84","58","17.16","33.21","Y"
"10","018","00","010","0039","0000","3244","1145","81.21","265","18.79","35.30","Y"
"10","018","00","010","0039","0052","1268","427","82.43","91","17.57","33.68","Y"
"10","018","00","010","0039","0053","1051","386","80.92","91","19.08","36.73","Y"
"10","018","00","010","0039","0054","925","332","80.00","83","20.00","35.89","Y"
"10","018","00","010","0040","0000","2101","726","84.71","131","15.29","34.55","Y"
"10","018","00","010","0040","0055","1101","356","80.36","87","19.64","32.33","Y"
"10","018","00","010","0040","0056","1000","370","89.37","44","10.63","37.00","Y"
"10","018","00","010","0041","0000","5719","2157","89.73","247","10.27","37.72","Y"
"10","018","00","010","0041","0079","689","280","95.24","14","4.76","40.64","Y"
"10","018","00","010","0041","0090","1201","425","86.03","69","13.97","35.39","Y"
"10","018","00","010","0041","0091","1327","462","86.52","72","13.48","34.82","Y"
"10","018","00","010","0041","0092","1237","485","89.15","59","10.85","39.21","Y"
"10","018","00","010","0041","0093","1265","505","93.87","33","6.13","39.92","Y"
"10","018","00","010","0042","0000","9131","3891","93.40","275","6.60","42.61","Y"
"10","018","00","010","0042","0075","1024","409","91.09","40","8.91","39.94","Y"
"10","018","00","010","0042","0076","1164","506","93.70","34","6.30","43.47","Y"
"10","018","00","010","0042","0077","1180","500","91.74","45","8.26","42.37","Y"
"10","018","00","010","0042","0078","1632","706","95.28","35","4.72","43.26","Y"
"10","018","00","010","0042","0080","849","338","94.41","20","5.59","39.81","Y"
"10","018","00","010","0042","0081","952","382","89.67","44","10.33","40.13","Y"
"10","018","00","010","0042","0082","1365","568","94.04","36","5.96","41.61","Y"
"10","018","00","010","0042","0083","965","482","95.83","21","4.17","49.95","Y"
"10","018","00","010","0043","0000","5230","2010","89.29","241","10.71","38.43","Y"
"10","018","00","010","0043","0094","1049","383","83.62","75","16.38","36.51","Y"
"10","018","00","010","0043","0095","991","395","92.29","33","7.71","39.86","Y"
"10","018","00","010","0043","0096","1100","431","89.05","53","10.95","39.18","Y"
"10","018","00","010","0043","0097","1106","417","91.05","41","8.95","37.70","Y"
"10","018","00","010","0043","0098","984","384","90.78","39","9.22","39.02","Y"
"10","018","00","010","0044","0000","4297","1762","90.92","176","9.08","41.01","Y"
"10","018","00","010","0044","0112","1146","402","93.71","27","6.29","35.08","Y"
"10","018","00","010","0044","0113","1066","474","89.60","55","10.40","44.47","Y"
"10","018","00","010","0044","0114","940","385","88.71","49","11.29","40.96","Y"
"10","018","00","010","0044","0115","1145","501","91.76","45","8.24","43.76","Y"
"10","018","00","010","0045","0000","5070","1855","90.62","192","9.38","36.59","Y"
"10","018","00","010","0045","0107","1086","371","91.83","33","8.17","34.16","Y"
"10","018","00","010","0045","0108","1115","386","87.13","57","12.87","34.62","Y"
"10","018","00","010","0045","0109","1022","368","90.20","40","9.80","36.01","Y"
"10","018","00","010","0045","0110","922","307","90.83","31","9.17","33.30","Y"
"10","018","00","010","0045","0111","925","423","93.17","31","6.83","45.73","Y"
"10","018","00","010","0046","0000","4753","1692","89.10","207","10.90","35.60","Y"
"10","018","00","010","0046","0103","1107","339","87.37","49","12.63","30.62","Y"
"10","018","00","010","0046","0104","1257","451","89.31","54","10.69","35.88","Y"
"10","018","00","010","0046","0105","1160","412","88.98","51","11.02","35.52","Y"
"10","018","00","010","0046","0106","1229","490","90.24","53","9.76","39.87","Y"
"10","018","00","010","0047","0000","6240","2827","89.86","319","10.14","45.30","Y"
"10","018","00","010","0047","0084","1046","452","90.04","50","9.96","43.21","Y"
"10","018","00","010","0047","0085","995","425","91.20","41","8.80","42.71","Y"
"10","018","00","010","0047","0086","1035","467","88.28","62","11.72","45.12","Y"
"10","018","00","010","0047","0087","1128","527","90.24","57","9.76","46.72","Y"
"10","018","00","010","0047","0088","882","393","87.72","55","12.28","44.56","Y"
"10","018","00","010","0047","0089","1154","563","91.25","54","8.75","48.79","Y"
"10","018","00","010","0048","0000","2334","908","88.07","123","11.93","38.90","Y"
"10","018","00","010","0048","0033","755","288","86.75","44","13.25","38.15","Y"
"10","018","00","010","0048","0034","785","318","92.71","25","7.29","40.51","Y"
"10","018","00","010","0048","0035","794","302","84.83","54","15.17","38.04","Y"
"10","018","00","010","0049","0000","3373","1214","85.19","211","14.81","35.99","Y"
"10","018","00","010","0049","0137","1068","406","86.57","63","13.43","38.01","Y"
"10","018","00","010","0049","0138","1090","373","83.82","72","16.18","34.22","Y"
"10","018","00","010","0049","0139","1215","435","85.13","76","14.87","35.80","Y"
"10","018","00","010","0050","0000","4909","1876","89.85","212","10.15","38.22","Y"
"10","018","00","010","0050","0017","1242","428","86.64","66","13.36","34.46","Y"
"10","018","00","010","0050","0018","1233","442","89.84","50","10.16","35.85","Y"
"10","018","00","010","0050","0019","1280","501","89.78","57","10.22","39.14","Y"
"10","018","00","010","0050","0020","1154","505","92.83","39","7.17","43.76","Y"
"10","018","00","010","0051","0000","1865","745","89.44","88","10.56","39.95","Y"
"10","018","00","010","0051","0007","750","284","91.32","27","8.68","37.87","Y"
"10","018","00","010","0051","0008","1115","461","88.31","61","11.69","41.35","Y"
"10","018","00","010","0052","0000","3453","1415","87.72","198","12.28","40.98","Y"
"10","018","00","010","0052","0148","1192","485","89.65","56","10.35","40.69","Y"
"10","018","00","010","0052","0149","1275","491","87.99","67","12.01","38.51","Y"
"10","018","00","010","0052","0150","986","439","85.41","75","14.59","44.52","Y"
"10","018","00","010","0053","0000","4874","1530","88.13","206","11.87","31.39","Y"
"10","018","00","010","0053","0156","985","334","86.08","54","13.92","33.91","Y"
"10","018","00","010","0053","0157","918","247","89.49","29","10.51","26.91","Y"
"10","018","00","010","0053","0158","940","323","92.29","27","7.71","34.36","Y"
"10","018","00","010","0053","0159","1149","335","85.24","58","14.76","29.16","Y"
"10","018","00","010","0053","0160","882","291","88.45","38","11.55","32.99","Y"
"10","018","00","010","0054","0000","3896","1764","93.83","116","6.17","45.28","Y"
"10","018","00","010","0054","0099","984","427","93.64","29","6.36","43.39","Y"
"10","018","00","010","0054","0100","875","424","95.50","20","4.50","48.46","Y"
"10","018","00","010","0054","0101","1024","476","94.26","29","5.74","46.48","Y"
"10","018","00","010","0054","0102","1013","437","92.00","38","8.00","43.14","Y"
"10","018","00","010","0055","0000","952","383","90.76","39","9.24","40.23","Y"
"10","018","00","010","0055","0003","952","383","90.76","39","9.24","40.23","Y"
"10","018","00","010","0056","0000","1169","431","84.18","81","15.82","36.87","Y"
"10","018","00","010","0056","0131","1169","431","84.18","81","15.82","36.87","Y"
"10","018","00","020","0000","0000","124291","44765","86.25","7136","13.75","36.02","Y"
"10","018","00","020","0001","0000","548","211","84.74","38","15.26","38.50","Y"
"10","018","00","020","0001","0161","548","211","84.74","38","15.26","38.50","Y"
"10","018","00","020","0002","0000","722","259","83.01","53","16.99","35.87","Y"
"10","018","00","020","0002","0165","722","259","83.01","53","16.99","35.87","Y"
"10","018","00","020","0003","0000","740","266","82.10","58","17.90","35.95","Y"
"10","018","00","020","0003","0163","740","266","82.10","58","17.90","35.95","Y"
"10","018","00","020","0004","0000","460","151","80.75","36","19.25","32.83","Y"
"10","018","00","020","0004","0162","460","151","80.75","36","19.25","32.83","Y"
"10","018","00","020","0005","0000","1059","392","83.94","75","16.06","37.02","Y"
"10","018","00","020","0005","0166","1059","392","83.94","75","16.06","37.02","Y"
"10","018","00","020","0007","0000","1157","431","84.18","81","15.82","37.25","Y"
"10","018","00","020","0007","0167","1157","431","84.18","81","15.82","37.25","Y"
"10","018","00","020","0008","0000","965","351","82.39","75","17.61","36.37","Y"
"10","018","00","020","0008","0197","965","351","82.39","75","17.61","36.37","Y"
"10","018","00","020","0009","0000","849","355","91.26","34","8.74","41.81","Y"
"10","018","00","020","0009","0192","849","355","91.26","34","8.74","41.81","Y"
"10","018","00","020","0010","0000","769","340","90.67","35","9.33","44.21","Y"
"10","018","00","020","0010","0190","769","340","90.67","35","9.33","44.21","Y"
"10","018","00","020","0011","0000","808","299","81.47","68","18.53","37.00","Y"
"10","018","00","020","0011","0191","808","299","81.47","68","18.53","37.00","Y"
"10","018","00","020","0012","0000","1345","492","83.67","96","16.33","36.58","Y"
"10","018","00","020","0012","0195","783","302","85.07","53","14.93","38.57","Y"
"10","018","00","020","0012","0196","562","190","81.55","43","18.45","33.81","Y"
"10","018","00","020","0013","0000","1580","561","84.74","101","15.26","35.51","Y"
"10","018","00","020","0013","0193","922","350","85.57","59","14.43","37.96","Y"
"10","018","00","020","0013","0194","658","211","83.40","42","16.60","32.07","Y"
"10","018","00","020","0014","0000","4790","1622","87.06","241","12.94","33.86","Y"
"10","018","00","020","0014","0198","1226","414","85.19","72","14.81","33.77","Y"
"10","018","00","020","0014","0199","1249","475","88.13","64","11.87","38.03","Y"
"10","018","00","020","0014","0200","1173","346","88.04","47","11.96","29.50","Y"
"10","018","00","020","0014","0201","1142","387","86.97","58","13.03","33.89","Y"
"10","018","00","020","0015","0000","2958","1107","85.61","186","14.39","37.42","Y"
"10","018","00","020","0015","0215","967","389","88.41","51","11.59","40.23","Y"
"10","018","00","020","0015","0216","997","346","81.80","77","18.20","34.70","Y"
"10","018","00","020","0015","0217","994","372","86.51","58","13.49","37.42","Y"
"10","018","00","020","0016","0000","3988","1472","84.36","273","15.64","36.91","Y"
"10","018","00","020","0016","0211","1107","359","78.04","101","21.96","32.43","Y"
"10","018","00","020","0016","0212","1030","389","86.64","60","13.36","37.77","Y"
"10","018","00","020","0016","0213","944","381","86.00","62","14.00","40.36","Y"
"10","018","00","020","0016","0214","907","343","87.28","50","12.72","37.82","Y"
"10","018","00","020","0017","0000","2065","829","88.10","112","11.90","40.15","Y"
"10","018","00","020","0017","0218","1122","458","86.74","70","13.26","40.82","Y"
"10","018","00","020","0017","0219","943","371","89.83","42","10.17","39.34","Y"
"10","018","00","020","0018","0000","1833","650","83.12","132","16.88","35.46","Y"
"10","018","00","020","0018","0262","1209","425","83.50","84","16.50","35.15","Y"
"10","018","00","020","0018","0263","624","225","82.42","48","17.58","36.06","Y"
"10","018","00","020","0019","0000","3758","1478","87.77","206","12.23","39.33","Y"
"10","018","00","020","0019","0254","1148","445","87.08","66","12.92","38.76","Y"
"10","018","00","020","0019","0255","1173","493","90.63","51","9.38","42.03","Y"
"10","018","00","020","0019","0256","720","284","88.47","37","11.53","39.44","Y"
"10","018","00","020","0019","0257","717","256","83.12","52","16.88","35.70","Y"
"10","018","00","020","0020","0000","833","268","77.46","78","22.54","32.17","Y"
"10","018","00","020","0020","0264","833","268","77.46","78","22.54","32.17","Y"
"10","018","00","020","0021","0000","2718","1125","89.50","132","10.50","41.39","Y"
"10","018","00","020","0021","0228","835","353","93.63","24","6.37","42.28","Y"
"10","018","00","020","0021","0229","879","386","88.53","50","11.47","43.91","Y"
"10","018","00","020","0021","0230","1004","386","86.94","58","13.06","38.45","Y"
"10","018","00","020","0022","0000","5902","2276","88.15","306","11.85","38.56","Y"
"10","018","00","020","0022","0239","860","353","88.03","48","11.97","41.05","Y"
"10","018","00","020","0022","0240","841","310","90.38","33","9.62","36.86","Y"
"10","018","00","020","0022","0241","853","356","91.05","35","8.95","41.74","Y"
"10","018","00","020","0022","0242","957","323","86.36","51","13.64","33.75","Y"
"10","018","00","020","0022","0243","1159","422","86.65","65","13.35","36.41","Y"
"10","018","00","020","0022","0244","1232","512","87.37","74","12.63","41.56","Y"
"10","018","00","020","0023","0000","4462","1990","94.72","111","5.28","44.60","Y"
"10","018","00","020","0023","0250","1072","468","94.55","27","5.45","43.66","Y"
"10","018","00","020","0023","0251","1109","481","96.20","19","3.80","43.37","Y"
"10","018","00","020","0023","0252","1194","532","93.01","40","6.99","44.56","Y"
"10","018","00","020","0023","0253","1087","509","95.32","25","4.68","46.83","Y"
"10","018","00","020","0024","0000","5720","1578","81.21","365","18.79","27.59","Y"
"10","018","00","020","0024","0265","1301","412","85.30","71","14.70","31.67","Y"
"10","018","00","020","0024","0266","1208","348","81.12","81","18.88","28.81","Y"
"10","018","00","020","0024","0267","1149","303","79.32","79","20.68","26.37","Y"
"10","018","00","020","0024","0268","949","234","76.97","70","23.03","24.66","Y"
"10","018","00","020","0024","0269","1113","281","81.45","64","18.55","25.25","Y"
"10","018","00","020","0025","0000","569","176","80.37","43","19.63","30.93","Y"
"10","018","00","020","0025","0282","569","176","80.37","43","19.63","30.93","Y"
"10","018","00","020","0026","0000","2919","996","85.64","167","14.36","34.12","Y"
"10","018","00","020","0026","0270","744","282","91.86","25","8.14","37.90","Y"
"10","018","00","020","0026","0271","1271","416","84.90","74","15.10","32.73","Y"
"10","018","00","020","0026","0272","904","298","81.42","68","18.58","32.96","Y"
"10","018","00","020","0027","0000","1935","562","77.52","163","22.48","29.04","Y"
"10","018","00","020","0027","0280","839","217","70.68","90","29.32","25.86","Y"
"10","018","00","020","0027","0281","1096","345","82.54","73","17.46","31.48","Y"
"10","018","00","020","0028","0000","3639","1131","84.59","206","15.41","31.08","Y"
"10","018","00","020","0028","0273","1087","359","87.78","50","12.22","33.03","Y"
"10","018","00","020","0028","0274","1393","392","79.51","101","20.49","28.14","Y"
"10","018","00","020","0028","0275","1159","380","87.36","55","12.64","32.79","Y"
"10","018","00","020","0029","0000","4134","1171","84.06","222","15.94","28.33","Y"
"10","018","00","020","0029","0276","1054","287","83.67","56","16.33","27.23","Y"
"10","018","00","020","0029","0277","869","271","82.87","56","17.13","31.19","Y"
"10","018","00","020","0029","0278","1067","314","85.79","52","14.21","29.43","Y"
"10","018","00","020","0029","0279","1144","299","83.75","58","16.25","26.14","Y"
"10","018","00","020","0030","0000","1585","567","83.02","116","16.98","35.77","Y"
"10","018","00","020","0030","0181","971","339","78.84","91","21.16","34.91","Y"
"10","018","00","020","0030","0182","614","228","90.12","25","9.88","37.13","Y"
"10","018","00","020","0031","0000","3394","1287","87.31","187","12.69","37.92","Y"
"10","018","00","020","0031","0168","1140","396","87.80","55","12.20","34.74","Y"
"10","018","00","020","0031","0169","1098","432","84.38","80","15.63","39.34","Y"
"10","018","00","020","0031","0170","1156","459","89.82","52","10.18","39.71","Y"
"10","018","00","020","0032","0000","5070","1608","83.06","328","16.94","31.72","Y"
"10","018","00","020","0032","0173","930","283","87.35","41","12.65","30.43","Y"
"10","018","00","020","0032","0174","1158","436","86.51","68","13.49","37.65","Y"
"10","018","00","020","0032","0175","1080","296","85.06","52","14.94","27.41","Y"
"10","018","00","020","0032","0176","729","203","81.20","47","18.80","27.85","Y"
"10","018","00","020","0032","0177","1173","390","76.47","120","23.53","33.25","Y"
"10","018","00","020","0033","0000","2812","976","82.85","202","17.15","34.71","Y"
"10","018","00","020","0033","0178","981","335","85.24","58","14.76","34.15","Y"
"10","018","00","020","0033","0179","898","293","79.19","77","20.81","32.63","Y"
"10","018","00","020","0033","0180","933","348","83.86","67","16.14","37.30","Y"
"10","018","00","020","0034","0000","3383","1193","81.49","271","18.51","35.26","Y"
"10","018","00","020","0034","0186","1079","390","82.11","85","17.89","36.14","Y"
"10","018","00","020","0034","0187","1092","367","83.98","70","16.02","33.61","Y"
"10","018","00","020","0034","0188","1212","436","78.99","116","21.01","35.97","Y"
"10","018","00","020","0036","0000","4618","1763","85.42","301","14.58","38.18","Y"
"10","018","00","020","0036","0258","1048","431","87.78","60","12.22","41.13","Y"
"10","018","00","020","0036","0259","1124","405","81.98","89","18.02","36.03","Y"
"10","018","00","020","0036","0260","1188","485","87.23","71","12.77","40.82","Y"
"10","018","00","020","0036","0261","1258","442","84.51","81","15.49","35.14","Y"
"10","018","00","020","0037","0000","5345","1971","86.15","317","13.85","36.88","Y"
"10","018","00","020","0037","0202","1038","382","87.82","53","12.18","36.80","Y"
"10","018","00","020","0037","0203","1010","385","85.94","63","14.06","38.12","Y"
"10","018","00","020","0037","0204","1103","416","87.76","58","12.24","37.72","Y"
"10","018","00","020","0037","0205","1180","430","87.22","63","12.78","36.44","Y"
"10","018","00","020","0037","0206","1014","358","81.74","80","18.26","35.31","Y"
"10","018","00","020","0038","0000","4402","1343","82.24","290","17.76","30.51","Y"
"10","018","00","020","0038","0207","1137","327","78.42","90","21.58","28.76","Y"
"10","018","00","020","0038","0208","1071","321","81.47","73","18.53","29.97","Y"
"10","018","00","020","0038","0209","1137","335","81.71","75","18.29","29.46","Y"
"10","018","00","020","0038","0210","1057","360","87.38","52","12.62","34.06","Y"
"10","018","00","020","0039","0000","4143","1278","87.65","180","12.35","30.85","Y"
"10","018","00","020","0039","0220","1259","207","88.84","26","11.16","16.44","Y"
"10","018","00","020","0039","0221","881","362","88.73","46","11.27","41.09","Y"
"10","018","00","020","0039","0222","1024","349","87.69","49","12.31","34.08","Y"
"10","018","00","020","0039","0223","979","360","85.92","59","14.08","36.77","Y"
"10","018","00","020","0040","0000","4755","1886","88.84","237","11.16","39.66","Y"
"10","018","00","020","0040","0224","1159","403","87.04","60","12.96","34.77","Y"
"10","018","00","020","0040","0225","1210","479","87.89","66","12.11","39.59","Y"
"10","018","00","020","0040","0226","1113","484","88.32","64","11.68","43.49","Y"
"10","018","00","020","0040","0227","1273","520","91.71","47","8.29","40.85","Y"
"10","018","00","020","0041","0000","5681","2122","89.35","253","10.65","37.35","Y"
"10","018","00","020","0041","0245","1167","388","84.53","71","15.47","33.25","Y"
"10","018","00","020","0041","0246","1153","407","87.90","56","12.10","35.30","Y"
"10","018","00","020","0041","0247","1115","438","90.87","44","9.13","39.28","Y"
"10","018","00","020","0041","0248","1167","474","92.40","39","7.60","40.62","Y"
"10","018","00","020","0041","0249","1079","415","90.61","43","9.39","38.46","Y"
"10","018","00","020","0042","0000","6524","2644","90.80","268","9.20","40.53","Y"
"10","018","00","020","0042","0233","1160","417","85.63","70","14.37","35.95","Y"
"10","018","00","020","0042","0234","1036","361","86.57","56","13.43","34.85","Y"
"10","018","00","020","0042","0235","1078","456","90.66","47","9.34","42.30","Y"
