行政區別,村里別,投開票所別,號次1,號次2,號次3,號次4,號次5,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
沙鹿區,竹林里,0029,0,1,1,325,300,627,2,629,0,629,417,1046,60.13%
沙鹿區,竹林里,0030,1,3,8,315,260,587,7,594,0,594,461,1055,56.30%
沙鹿區,竹林里,0031,1,4,3,354,218,580,2,582,0,582,503,1085,53.64%
沙鹿區,竹林里,0032,1,6,2,314,327,650,7,657,0,657,450,1107,59.35%
沙鹿區,竹林里,0033,0,3,1,299,305,608,5,613,0,613,438,1051,58.33%
沙鹿區,犁分里,0034,3,5,3,356,272,639,5,644,0,644,422,1066,60.41%
沙鹿區,福興里,0035,1,2,2,424,456,885,8,893,0,893,479,1372,65.09%
沙鹿區,福興里,0036,2,4,1,277,390,674,11,685,0,685,397,1082,63.31%
沙鹿區,福興里,0037,3,3,3,390,343,742,6,748,0,748,515,1263,59.22%
沙鹿區,北勢里,0038,0,1,2,271,268,542,3,545,0,545,390,935,58.29%
沙鹿區,北勢里,0039,0,2,1,257,270,530,4,534,0,534,355,889,60.07%
沙鹿區,北勢里,0040,3,5,2,329,275,614,6,620,0,620,390,1010,61.39%
沙鹿區,北勢里,0041,1,1,1,253,250,506,10,516,0,516,467,983,52.49%
沙鹿區,北勢里,0042,1,1,0,244,251,497,1,498,0,498,393,891,55.89%
沙鹿區,晉江里,0043,1,2,3,216,212,434,5,439,0,439,226,665,66.02%
沙鹿區,晉江里,0044,1,1,2,286,336,626,6,632,0,632,397,1029,61.42%
沙鹿區,六路里,0045,0,2,2,429,358,791,3,794,0,794,607,1401,56.67%
沙鹿區,六路里,0046,0,1,5,331,282,619,3,622,0,622,522,1144,54.37%
沙鹿區,六路里,0047,1,1,4,363,315,684,4,688,0,688,548,1236,55.66%
沙鹿區,六路里,0048,1,5,2,396,421,825,5,830,0,830,583,1413,58.74%
沙鹿區,南勢里,0049,2,1,6,202,214,425,5,430,0,430,262,692,62.14%
沙鹿區,南勢里,0050,1,0,2,250,263,516,4,520,0,520,297,817,63.65%
沙鹿區,南勢里,0051,2,4,2,282,307,597,3,600,0,600,404,1004,59.76%
沙鹿區,南勢里,0052,1,1,2,212,247,463,3,466,0,466,275,741,62.89%
沙鹿區,埔子里,0053,1,4,1,311,472,789,7,796,0,796,465,1261,63.12%
沙鹿區,埔子里,0054,1,2,4,228,328,563,2,565,0,565,386,951,59.41%
沙鹿區,埔子里,0055,1,1,3,216,401,622,8,630,0,630,366,996,63.25%
沙鹿區,埔子里,0056,3,1,2,343,343,692,8,700,0,700,381,1081,64.75%
沙鹿區,埔子里,0057,2,5,1,299,451,758,6,764,0,764,456,1220,62.62%
沙鹿區,三鹿里,0058,0,5,7,370,411,793,6,799,0,799,490,1289,61.99%
沙鹿區,三鹿里,0059,4,0,2,337,384,727,5,732,0,732,539,1271,57.59%
沙鹿區,三鹿里,0060,0,2,2,238,475,717,9,726,0,726,375,1101,65.94%
沙鹿區,三鹿里,0061,3,3,0,240,282,528,0,528,0,528,415,943,55.99%
沙鹿區,三鹿里,0062,0,1,1,183,277,462,4,466,0,466,391,857,54.38%
沙鹿區,三鹿里,0063,1,1,2,367,465,836,2,838,0,838,728,1566,53.51%
沙鹿區,公明里,0064,2,1,1,341,378,723,10,733,0,733,571,1304,56.21%
沙鹿區,公明里,0065,2,6,0,82,306,396,4,400,0,400,397,797,50.19%
沙鹿區,公明里,0066,1,1,0,213,270,485,6,491,0,491,417,908,54.07%
沙鹿區,公明里,0067,1,1,4,276,297,579,3,582,0,582,508,1090,53.39%
沙鹿區,清泉里,0068,0,1,4,334,356,695,5,700,0,700,528,1228,57.00%
沙鹿區,清泉里,0069,0,1,5,200,341,547,7,554,0,554,424,978,56.65%
沙鹿區,西勢里,0070,3,1,1,340,306,651,5,656,0,656,403,1059,61.95%
沙鹿區,西勢里,0071,2,4,2,236,336,580,2,582,0,582,374,956,60.88%
龍井區,竹坑里,0072,0,3,3,265,294,565,2,567,0,567,344,911,62.24%
龍井區,竹坑里,0073,3,1,0,225,211,440,4,444,0,444,356,800,55.50%
龍井區,竹坑里,0074,1,4,3,339,400,747,10,757,0,757,431,1188,63.72%
龍井區,龍東里,0075,1,3,3,393,427,827,0,827,0,827,521,1348,61.35%
龍井區,龍東里,0076,2,1,1,371,413,788,4,792,0,792,598,1390,56.98%
龍井區,龍西里,0077,0,2,2,285,248,537,7,544,0,544,326,870,62.53%
龍井區,龍西里,0078,1,6,3,228,303,541,4,545,0,545,311,856,63.67%
龍井區,田中里,0079,0,0,2,423,390,815,10,825,0,825,452,1277,64.60%
龍井區,田中里,0080,0,2,2,435,360,799,4,803,0,803,417,1220,65.82%
龍井區,田中里,0081,0,0,2,282,336,620,8,628,0,628,383,1011,62.12%
龍井區,福田里,0082,1,0,3,274,342,620,4,624,0,624,388,1012,61.66%
龍井區,麗水里,0083,4,1,5,301,507,818,8,826,0,826,507,1333,61.97%
龍井區,麗水里,0084,0,0,1,218,290,509,2,511,0,511,321,832,61.42%
龍井區,龍津里,0085,0,3,3,419,394,819,8,827,0,827,587,1414,58.49%
龍井區,龍津里,0086,1,2,2,370,419,794,3,797,0,797,541,1338,59.57%
龍井區,龍津里,0087,1,9,2,341,376,729,3,732,0,732,559,1291,56.70%
龍井區,龍津里,0088,0,3,1,368,135,507,3,510,0,510,311,821,62.12%
龍井區,三德里,0089,0,0,2,454,396,852,10,862,0,862,592,1454,59.28%
龍井區,三德里,0090,2,0,4,457,342,805,7,812,0,812,564,1376,59.01%
龍井區,忠和里,0091,2,1,1,408,287,699,2,701,0,701,428,1129,62.09%
龍井區,忠和里,0092,2,0,3,404,260,669,10,679,0,679,565,1244,54.58%
龍井區,忠和里,0093,1,5,6,390,338,740,3,743,0,743,484,1227,60.55%
龍井區,忠和里,0094,0,4,2,419,249,674,3,677,0,677,444,1121,60.39%
龍井區,山腳里,0095,1,2,2,392,419,816,9,825,0,825,614,1439,57.33%
龍井區,山腳里,0096,3,1,4,380,341,729,10,739,0,739,630,1369,53.98%
龍井區,山腳里,0097,1,3,2,377,330,713,6,719,0,719,674,1393,51.62%
龍井區,山腳里,0098,2,1,1,414,397,815,1,816,0,816,480,1296,62.96%
龍井區,龍泉里,0099,3,2,2,367,448,822,8,830,0,830,559,1389,59.76%
龍井區,龍泉里,0100,5,4,1,437,345,792,7,799,0,799,714,1513,52.81%
龍井區,龍泉里,0101,1,4,2,409,505,921,5,926,0,926,461,1387,66.76%
龍井區,龍泉里,0102,4,1,3,268,269,545,1,546,0,546,353,899,60.73%
龍井區,龍泉里,0103,1,4,0,261,235,501,3,504,0,504,389,893,56.44%
龍井區,龍泉里,0104,1,6,1,324,346,678,7,685,0,685,574,1259,54.41%
龍井區,龍崗里,0105,5,8,1,367,467,848,3,851,0,851,559,1410,60.35%
龍井區,龍崗里,0106,0,1,4,365,346,716,6,722,0,722,388,1110,65.05%
龍井區,新庄里,0107,0,1,3,414,354,772,5,777,0,777,635,1412,55.03%
龍井區,新庄里,0108,1,1,1,324,296,623,2,625,0,625,496,1121,55.75%
龍井區,新庄里,0109,1,1,3,286,309,600,6,606,0,606,472,1078,56.22%
龍井區,新庄里,0110,0,1,1,336,292,630,5,635,0,635,478,1113,57.05%
龍井區,新庄里,0111,1,3,3,410,332,749,4,753,0,753,569,1322,56.96%
龍井區,南寮里,0112,0,2,3,511,471,987,14,1001,0,1001,481,1482,67.54%
龍井區,新東里,0113,2,1,3,314,233,553,9,562,0,562,498,1060,53.02%
龍井區,新東里,0114,2,1,2,313,239,557,3,560,0,560,411,971,57.67%
龍井區,新東里,0115,1,7,1,339,391,739,2,741,0,741,608,1349,54.93%
龍井區,新東里,0116,1,2,5,327,294,629,1,630,0,630,578,1208,52.15%
龍井區,東海里,0117,1,6,2,324,332,665,4,669,0,669,665,1334,50.15%
龍井區,東海里,0118,4,4,3,328,392,731,6,737,0,737,720,1457,50.58%
龍井區,東海里,0119,2,3,1,437,323,766,4,770,0,770,686,1456,52.88%
龍井區,東海里,0120,0,7,2,323,302,634,4,638,0,638,734,1372,46.50%
龍井區,東海里,0121,1,2,3,334,320,660,2,662,0,662,645,1307,50.65%
龍井區,東海里,0122,0,1,2,291,372,666,3,669,0,669,665,1334,50.15%
大肚區,王田里,0123,1,2,3,498,365,869,6,875,0,875,579,1454,60.18%
大肚區,王田里,0124,2,1,2,359,349,713,11,724,0,724,582,1306,55.44%
大肚區,王田里,0125,2,2,3,469,383,859,6,865,0,865,558,1423,60.79%
大肚區,中和里,0126,1,3,6,244,262,516,4,520,0,520,317,837,62.13%
大肚區,福山里,0127,0,1,0,360,381,742,1,743,0,743,414,1157,64.22%
大肚區,福山里,0128,1,1,2,378,304,686,2,688,0,688,515,1203,57.19%
大肚區,福山里,0129,0,2,4,310,291,607,2,609,0,609,366,975,62.46%
大肚區,營埔里,0130,4,3,3,427,446,883,6,889,0,889,540,1429,62.21%
大肚區,社腳里,0131,1,4,5,326,401,737,6,743,0,743,403,1146,64.83%
大肚區,社腳里,0132,1,3,3,347,365,719,5,724,0,724,457,1181,61.30%
大肚區,新興里,0133,2,1,4,379,418,804,4,808,0,808,472,1280,63.13%
大肚區,新興里,0134,0,0,4,319,346,669,5,674,0,674,496,1170,57.61%
大肚區,大東里,0135,1,0,4,245,265,515,1,516,0,516,360,876,58.90%
大肚區,大東里,0136,1,7,3,237,251,499,3,502,0,502,311,813,61.75%
大肚區,大東里,0137,0,2,1,339,376,718,2,720,0,720,460,1180,61.02%
大肚區,大肚里,0138,1,5,2,237,262,507,3,510,0,510,301,811,62.89%
大肚區,大肚里,0139,3,2,6,398,437,846,8,854,0,854,445,1299,65.74%
大肚區,永和里,0140,1,2,2,234,259,498,5,503,0,503,280,783,64.24%
大肚區,磺溪里,0141,3,4,4,449,528,988,3,991,0,991,626,1617,61.29%
大肚區,永順里,0142,4,3,1,552,516,1076,6,1082,0,1082,549,1631,66.34%
大肚區,成功里,0143,3,1,3,265,366,638,9,647,0,647,270,917,70.56%
大肚區,山陽里,0144,0,4,2,417,370,793,5,798,0,798,484,1282,62.25%
大肚區,頂街里,0145,2,5,2,392,357,758,7,765,0,765,509,1274,60.05%
大肚區,頂街里,0146,0,3,5,360,316,684,5,689,0,689,505,1194,57.71%
大肚區,頂街里,0147,1,3,2,345,401,752,6,758,0,758,520,1278,59.31%
大肚區,頂街里,0148,1,1,1,330,332,665,3,668,0,668,387,1055,63.32%
大肚區,頂街里,0149,3,5,7,314,309,638,12,650,0,650,507,1157,56.18%
大肚區,頂街里,0150,0,7,2,322,334,665,2,667,0,667,431,1098,60.75%
大肚區,瑞井里,0151,2,2,0,387,306,697,5,702,0,702,443,1145,61.31%
大肚區,瑞井里,0152,0,0,4,403,322,729,3,732,0,732,552,1284,57.01%
大肚區,瑞井里,0153,2,4,2,300,325,633,2,635,0,635,445,1080,58.80%
大肚區,瑞井里,0154,1,3,2,291,265,562,3,565,0,565,573,1138,49.65%
大肚區,蔗?里,0155,2,2,2,411,245,662,9,671,0,671,554,1225,54.78%
大肚區,蔗?里,0156,2,0,4,389,268,663,1,664,0,664,477,1141,58.19%
大肚區,蔗?里,0157,0,2,2,343,230,577,4,581,0,581,508,1089,53.35%
大肚區,蔗?里,0158,1,2,1,356,262,622,3,625,0,625,566,1191,52.48%
大肚區,自強里,0159,0,0,3,371,242,616,5,621,0,621,503,1124,55.25%
大肚區,自強里,0160,2,2,3,274,378,659,6,665,0,665,480,1145,58.08%
大肚區,自強里,0161,3,2,1,241,303,550,4,554,0,554,452,1006,55.07%
烏日區,烏日里,0162,3,3,2,485,336,829,1,830,0,830,571,1401,59.24%
烏日區,烏日里,0163,1,4,1,445,286,737,4,741,0,741,605,1346,55.05%
烏日區,烏日里,0164,0,2,2,466,238,708,8,716,0,716,516,1232,58.12%
烏日區,烏日里,0165,1,1,4,457,332,795,2,797,0,797,647,1444,55.19%
烏日區,烏日里,0166,2,4,1,470,300,777,3,780,0,780,587,1367,57.06%
烏日區,烏日里,0167,1,2,1,483,389,876,4,880,0,880,685,1565,56.23%
烏日區,湖日里,0168,3,2,1,424,272,702,4,706,0,706,471,1177,59.98%
烏日區,湖日里,0169,0,6,1,357,288,652,6,658,0,658,596,1254,52.47%
烏日區,三和里,0170,3,5,5,642,369,1024,8,1032,0,1032,801,1833,56.30%
烏日區,三和里,0171,1,6,1,467,358,833,3,836,0,836,920,1756,47.61%
烏日區,三和里,0172,3,0,0,151,259,413,7,420,0,420,448,868,48.39%
烏日區,三和里,0173,2,6,2,301,332,643,4,647,0,647,467,1114,58.08%
烏日區,榮泉里,0174,0,2,5,401,424,832,5,837,0,837,764,1601,52.28%
烏日區,榮泉里,0175,0,2,3,322,301,628,1,629,0,629,728,1357,46.35%
烏日區,榮泉里,0176,0,4,1,362,390,757,3,760,0,760,597,1357,56.01%
烏日區,榮泉里,0177,0,4,0,396,311,711,3,714,0,714,661,1375,51.93%
烏日區,學田里,0178,4,4,4,376,365,753,6,759,0,759,566,1325,57.28%
烏日區,學田里,0179,1,3,2,317,278,601,5,606,0,606,546,1152,52.60%
烏日區,九德里,0180,5,3,3,483,355,849,3,852,0,852,636,1488,57.26%
烏日區,九德里,0181,2,0,2,392,274,670,4,674,0,674,541,1215,55.47%
烏日區,九德里,0182,1,2,1,418,286,708,9,717,0,717,454,1171,61.23%
烏日區,九德里,0183,0,6,3,390,332,731,3,734,0,734,701,1435,51.15%
烏日區,九德里,0184,0,1,4,418,175,598,4,602,0,602,427,1029,58.50%
烏日區,九德里,0185,1,3,3,229,173,409,0,409,0,409,344,753,54.32%
烏日區,九德里,0186,0,4,1,386,265,656,5,661,0,661,684,1345,49.14%
烏日區,九德里,0187,0,2,5,410,267,684,3,687,0,687,582,1269,54.14%
烏日區,九德里,0188,2,6,3,430,330,771,7,778,0,778,579,1357,57.33%
烏日區,九德里,0189,1,2,2,345,251,601,3,604,0,604,576,1180,51.19%
烏日區,仁德里,0190,2,1,0,504,298,805,4,809,0,809,528,1337,60.51%
烏日區,仁德里,0191,1,0,0,364,333,698,4,702,0,702,570,1272,55.19%
烏日區,仁德里,0192,1,2,3,387,370,763,6,769,0,769,557,1326,57.99%
烏日區,仁德里,0193,4,0,6,329,220,559,7,566,0,566,465,1031,54.90%
烏日區,仁德里,0194,1,4,4,362,322,693,4,697,0,697,420,1117,62.40%
烏日區,仁德里,0195,2,0,2,373,251,628,1,629,0,629,593,1222,51.47%
烏日區,前竹里,0196,1,14,3,235,134,387,3,390,0,390,230,620,62.90%
烏日區,前竹里,0197,0,2,0,356,213,571,8,579,0,579,352,931,62.19%
烏日區,五光里,0198,1,2,3,524,370,900,10,910,0,910,725,1635,55.66%
烏日區,光明里,0199,0,3,2,310,202,517,7,524,0,524,317,841,62.31%
烏日區,光明里,0200,0,4,3,376,311,694,4,698,0,698,471,1169,59.71%
烏日區,東園里,0201,0,2,1,355,355,713,3,716,0,716,468,1184,60.47%
烏日區,東園里,0202,1,3,2,309,257,572,4,576,0,576,365,941,61.21%
烏日區,溪埧里,0203,0,4,8,422,387,821,9,830,0,830,511,1341,61.89%
烏日區,溪埧里,0204,0,3,2,515,396,916,6,922,0,922,661,1583,58.24%
烏日區,溪埧里,0205,0,4,4,426,324,758,4,762,0,762,501,1263,60.33%
烏日區,螺潭里,0206,0,0,4,340,267,611,5,616,0,616,393,1009,61.05%
烏日區,螺潭里,0207,1,4,3,352,335,695,5,700,0,700,381,1081,64.75%
烏日區,北里里,0208,3,4,5,507,458,977,5,982,0,982,629,1611,60.96%
烏日區,南里里,0209,4,2,2,344,478,830,3,833,0,833,477,1310,63.59%
烏日區,溪尾里,0210,3,1,4,165,316,489,5,494,0,494,311,805,61.37%
霧峰區,桐林里,0211,3,1,4,359,374,741,3,744,0,744,408,1152,64.58%
霧峰區,吉峰里,0212,0,0,0,304,235,539,1,540,0,540,575,1115,48.43%
霧峰區,吉峰里,0213,2,1,2,348,244,597,3,600,0,600,507,1107,54.20%
霧峰區,吉峰里,0214,3,3,3,300,283,592,4,596,1,597,592,1189,50.13%
霧峰區,吉峰里,0215,0,0,0,303,259,562,4,566,0,566,502,1068,53.00%
霧峰區,吉峰里,0216,0,2,2,318,192,514,4,518,0,518,476,994,52.11%
霧峰區,吉峰里,0217,1,2,1,282,262,548,5,553,0,553,467,1020,54.22%
霧峰區,吉峰里,0218,0,1,3,369,304,677,3,680,0,680,532,1212,56.11%
霧峰區,吉峰里,0219,4,0,2,308,371,685,4,689,0,689,552,1241,55.52%
霧峰區,甲寅里,0220,0,3,3,308,266,580,4,584,0,584,494,1078,54.17%
霧峰區,甲寅里,0221,1,5,4,310,333,653,1,654,0,654,563,1217,53.74%
霧峰區,甲寅里,0222,2,4,2,299,299,606,4,610,0,610,553,1163,52.45%
霧峰區,甲寅里,0223,0,3,0,336,230,569,2,571,0,571,500,1071,53.31%
霧峰區,本鄉里,0224,1,1,2,347,275,626,7,633,0,633,400,1033,61.28%
霧峰區,本鄉里,0225,1,1,0,341,307,650,2,652,0,652,544,1196,54.52%
霧峰區,中正里,0226,3,1,4,294,316,618,3,621,0,621,483,1104,56.25%
霧峰區,中正里,0227,1,4,2,276,220,503,1,504,0,504,330,834,60.43%
霧峰區,錦榮里,0228,1,0,2,339,331,673,1,674,0,674,531,1205,55.93%
霧峰區,萊園里,0229,0,2,2,313,275,592,6,598,0,598,426,1024,58.40%
霧峰區,本堂里,0230,0,2,2,287,268,559,3,562,0,562,430,992,56.65%
霧峰區,本堂里,0231,4,3,0,330,355,692,2,694,0,694,515,1209,57.40%
霧峰區,本堂里,0232,0,0,2,304,354,660,3,663,0,663,474,1137,58.31%
霧峰區,本堂里,0233,2,5,0,323,316,646,2,648,0,648,574,1222,53.03%
霧峰區,本堂里,0234,2,2,1,269,283,557,2,559,0,559,456,1015,55.07%
霧峰區,北柳里,0235,2,5,3,356,321,687,2,689,0,689,559,1248,55.21%
霧峰區,北柳里,0236,2,0,1,428,281,712,2,714,0,714,532,1246,57.30%
霧峰區,北柳里,0237,3,1,2,483,319,808,6,814,0,814,529,1343,60.61%
霧峰區,南柳里,0238,0,0,0,315,284,599,2,601,0,601,355,956,62.87%
霧峰區,南柳里,0239,1,3,1,273,204,482,2,484,0,484,331,815,59.39%
霧峰區,四德里,0240,1,1,4,390,323,719,3,722,0,722,589,1311,55.07%
霧峰區,四德里,0241,3,1,2,343,242,591,6,597,0,597,474,1071,55.74%
霧峰區,五福里,0242,2,7,2,385,374,770,6,776,0,776,533,1309,59.28%
霧峰區,五福里,0243,1,2,2,407,337,749,3,752,0,752,512,1264,59.49%
霧峰區,丁台里,0244,2,5,3,364,344,718,7,725,0,725,376,1101,65.85%
霧峰區,丁台里,0245,0,1,3,438,237,679,7,686,0,686,425,1111,61.75%
霧峰區,北勢里,0246,3,1,1,277,329,611,5,616,0,616,370,986,62.47%
霧峰區,北勢里,0247,2,1,3,269,374,649,2,651,0,651,358,1009,64.52%
霧峰區,南勢里,0248,1,1,1,368,356,727,3,730,0,730,514,1244,58.68%
霧峰區,萬豐里,0249,1,3,3,413,261,681,4,685,0,685,558,1243,55.11%
霧峰區,萬豐里,0250,0,3,3,401,314,721,8,729,0,729,512,1241,58.74%
霧峰區,舊正里,0251,0,1,1,320,206,528,2,530,0,530,409,939,56.44%
霧峰區,舊正里,0252,1,4,0,293,318,616,3,619,0,619,434,1053,58.78%
霧峰區,坑口里,0253,2,2,1,260,342,607,4,611,0,611,423,1034,59.09%
霧峰區,坑口里,0254,2,4,2,284,209,501,4,505,0,505,458,963,52.44%
霧峰區,坑口里,0255,2,3,3,224,227,459,1,460,0,460,367,827,55.62%
霧峰區,峰谷里,0256,2,1,3,351,267,624,8,632,0,632,437,1069,59.12%
霧峰區,六股里,0257,1,2,1,401,290,695,9,704,0,704,412,1116,63.08%
霧峰區,六股里,0258,3,5,5,380,321,714,4,718,0,718,438,1156,62.11%
,,,,,,,,,,,,,,,
