prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
10,002,11,000,0000,1,孫湯玉惠 aly saku,999,2,0560522,55,臺灣省,碩士,Y,*, 
10,004,11,000,0000,1,法隆伊佑,16,1,0610128,50,臺灣省,專科,N, , 
10,004,11,000,0000,2,林秉君 kaying．kuying．kalang,1,2,0730326,38,臺灣省,碩士,Y,*, 
10,005,07,000,0000,1,朱仲一 Kalih·Tahes·Didiyun,999,1,0780927,33,臺中市,大學,N, , 
10,005,07,000,0000,2,楊文昌 Baiho·Watan,999,1,0490515,62,臺灣省,大學,Y,*, 
10,007,09,000,0000,1,陳榮妹,1,2,0520210,59,臺灣省,高中(職),Y,*, 
10,007,09,000,0000,2,張新男,999,1,0500315,61,臺灣省,高中(職),N, , 
10,008,06,000,0000,1,石慶龍Rungquan．Lhkatafatu,999,1,0441215,66,臺灣省,碩士,Y,*, 
10,008,06,000,0000,2,江秉翰,16,1,0620521,49,高雄市,大學,N, , 
10,013,08,000,0000,1,潘世杰,999,1,0520419,59,臺灣省,專科,N, , 
10,013,08,000,0000,2,潘翠雲,1,2,0571209,53,臺灣省,大學,N,*, 
10,013,08,000,0000,3,潘坤福,1,1,0460604,65,臺灣省,專科,Y, , 
10,014,07,000,0000,1,陽昇宏,1,1,0550918,56,臺灣省,碩士,N, , 
10,014,07,000,0000,2,張信一,999,1,0560222,55,臺灣省,大學,N, , 
10,014,07,000,0000,3,林秀信,999,1,0351027,76,臺灣省,專科,N, , 
10,014,07,000,0000,4,方賢仁,1,1,0450903,66,臺灣省,大學,Y,*, 
10,014,07,000,0000,5,陳政宗,999,1,0620226,49,臺灣省,大學,Y,*, 
10,014,07,000,0000,6,林琮翰,1,1,0580719,53,臺灣省,碩士,N,*, 
10,014,08,000,0000,1,鄭崗山,1,1,0590507,52,臺灣省,大學,Y,*, 
10,014,08,000,0000,2,江堅壽,999,1,0480418,63,臺灣省,高中(職),N, , 
10,014,09,000,0000,1,尤忠正,1,1,0450903,66,臺灣省,專科,Y,*, 
10,014,10,000,0000,1,楊清順 Cinsun Pawtawan,1,1,0581128,52,臺灣省,高中(職),Y,*, 
10,014,11,000,0000,1,嚴惠美 Simoy．Sapod,999,2,0541102,56,臺灣省,大學,N,*, 
10,014,11,000,0000,2,楊秋珍,1,2,0521008,59,臺灣省,高中(職),Y,*, 
10,014,11,000,0000,3,高美珠,1,2,0590108,52,臺灣省,大學,Y, , 
10,014,11,000,0000,4,武雪恩,999,2,0571126,53,臺灣省,大學,N, , 
10,015,05,000,0000,1,笛布斯．顗賚,999,2,0610313,50,臺灣省,碩士,Y,*, 
10,015,05,000,0000,2,葉志豪,999,1,0700923,41,臺灣省,高中(職),N, , 
10,015,05,000,0000,3,督固．撒耘,1,1,0540823,57,臺灣省,碩士,N, , 
10,015,05,000,0000,4,周駿宥,1,1,0711020,40,臺灣省,碩士,Y,*, 
10,015,05,000,0000,5,李正文,999,1,0540408,57,臺灣省,大學,Y,*, 
10,015,05,000,0000,6,陳進德,1,1,0550928,56,臺灣省,大學,N, , 
10,015,05,000,0000,7,林資斌,16,1,0770724,34,臺灣省,大學,N, , 
10,015,06,000,0000,1,何進雄 Kin Cian．Ri Pun,1,1,0581104,52,臺灣省,專科,N, , 
10,015,06,000,0000,2,林正福,1,1,0540302,57,臺灣省,專科,N,*, 
10,015,06,000,0000,3,賴國祥 O‧Seng‧Ka'ti,999,1,0600808,51,臺灣省,專科,Y, , 
10,015,06,000,0000,4,蔡依靜 Lamen．Panay,999,2,0720816,39,臺北市,碩士,Y,*, 
10,015,07,000,0000,1,林玉芬,1,2,0550112,56,臺灣省,碩士,N,*, 
10,015,07,000,0000,2,陳德仁,999,1,0600414,51,臺灣省,專科,N, , 
10,015,07,000,0000,3,陳建忠,1,1,0480920,63,臺灣省,大學,Y, , 
10,015,07,000,0000,4,葉微琪,999,2,0590823,52,臺灣省,專科,N, , 
10,015,07,000,0000,5,哈尼．噶照 Hani Kacaw,999,1,0691017,42,臺灣省,專科,Y,*, 
10,017,08,000,0000,1,拔耐．茹妮老王,999,2,0601229,50,臺灣省,大學,N, , 
10,017,08,000,0000,2,王尚潔,1,2,0770429,34,臺灣省,大學,N, , 
10,017,08,000,0000,3,陳明建,999,1,0510312,60,臺灣省,碩士,Y,*, 
10,018,06,000,0000,1,林慈愛,1,2,0610824,50,臺灣省,碩士,Y,*, 
