zone,city,area,village,village_code
10015010-04,花蓮縣,花蓮市,國慶里,10015010032
10008030-04,南投縣,草屯鎮,北勢里,10008030017
10015010-01,花蓮縣,花蓮市,民享里,10015010033
10015010-04,花蓮縣,花蓮市,國華里,10015010038
10015010-04,花蓮縣,花蓮市,國防里,10015010039
10015010-02,花蓮縣,花蓮市,民有里,10015010034
10015010-02,花蓮縣,花蓮市,民權里,10015010035
10015010-03,花蓮縣,花蓮市,主計里,10015010036
10015010-03,花蓮縣,花蓮市,主權里,10015010037
10015010-03,花蓮縣,花蓮市,主商里,10015010020
10015010-03,花蓮縣,花蓮市,主學里,10015010021
10015010-04,花蓮縣,花蓮市,國光里,10015010022
10009080-01,雲林縣,大埤鄉,北和村,10009080001
10009080-02,雲林縣,大埤鄉,南和村,10009080002
10015010-02,花蓮縣,花蓮市,民主里,10015010027
10009080-02,雲林縣,大埤鄉,大德村,10009080003
10015010-03,花蓮縣,花蓮市,主勤里,10015010028
10009080-02,雲林縣,大埤鄉,松竹村,10009080004
10015010-03,花蓮縣,花蓮市,主力里,10015010029
10010030-03,嘉義縣,布袋鎮,復興里,10010030011
10015010-04,花蓮縣,花蓮市,國聯里,10015010023
10010030-03,嘉義縣,布袋鎮,好美里,10010030012
10015010-04,花蓮縣,花蓮市,國強里,10015010024
10010030-03,嘉義縣,布袋鎮,永安里,10010030013
10015010-01,花蓮縣,花蓮市,民心里,10015010025
10010030-03,嘉義縣,布袋鎮,東港里,10010030014
10015010-01,花蓮縣,花蓮市,民樂里,10015010026
10010030-03,嘉義縣,布袋鎮,新民里,10010030010
10010030-02,嘉義縣,布袋鎮,西安里,10010030019
10010030-03,嘉義縣,布袋鎮,江山里,10010030015
10010030-03,嘉義縣,布袋鎮,菜舖里,10010030016
10010030-03,嘉義縣,布袋鎮,考試里,10010030017
10009040-01,雲林縣,西螺鎮,永安里,10009040005
10010030-01,嘉義縣,布袋鎮,振寮里,10010030018
64000370-01,高雄市,桃源區,勤和里,64000370005
10009040-01,雲林縣,西螺鎮,中和里,10009040006
64000370-01,高雄市,桃源區,復興里,64000370006
10009040-01,雲林縣,西螺鎮,福興里,10009040007
64000370-01,高雄市,桃源區,拉芙蘭里,64000370007
10009040-01,雲林縣,西螺鎮,光華里,10009040008
64000370-01,高雄市,桃源區,梅山里,64000370008
10009040-01,雲林縣,西螺鎮,振興里,10009040001
64000370-01,高雄市,桃源區,桃源里,64000370001
10009040-01,雲林縣,西螺鎮,大園里,10009040002
64000370-02,高雄市,桃源區,寶山里,64000370002
10009040-01,雲林縣,西螺鎮,廣福里,10009040003
64000370-02,高雄市,桃源區,建山里,64000370003
10009040-01,雲林縣,西螺鎮,正興里,10009040004
64000370-01,高雄市,桃源區,高中里,64000370004
10010030-01,嘉義縣,布袋鎮,岱江里,10010030001
10010070-01,嘉義縣,新港鄉,南崙村,10010070010
10010030-01,嘉義縣,布袋鎮,九龍里,10010030002
10010030-01,嘉義縣,布袋鎮,岑海里,10010030003
10010070-02,嘉義縣,新港鄉,溪北村,10010070015
10010070-02,嘉義縣,新港鄉,三間村,10010070016
10010030-01,嘉義縣,布袋鎮,龍江里,10010030008
10010070-02,嘉義縣,新港鄉,中洋村,10010070017
10010030-03,嘉義縣,布袋鎮,新岑里,10010030009
10010070-02,嘉義縣,新港鄉,菜公村,10010070018
10010070-01,嘉義縣,新港鄉,北崙村,10010070011
10010070-01,嘉義縣,新港鄉,海瀛村,10010070012
10010030-01,嘉義縣,布袋鎮,興中里,10010030004
10010070-02,嘉義縣,新港鄉,月眉村,10010070013
10010030-01,嘉義縣,布袋鎮,光復里,10010030005
10010070-02,嘉義縣,新港鄉,月潭村,10010070014
10010030-01,嘉義縣,布袋鎮,見龍里,10010030006
10010030-01,嘉義縣,布袋鎮,新厝里,10010030007
10013170-01,屏東縣,新園鄉,仙吉村,10013170002
10013170-01,屏東縣,新園鄉,田洋村,10013170003
10010070-02,嘉義縣,新港鄉,安和村,10010070019
10013170-01,屏東縣,新園鄉,港墘村,10013170004
10013170-02,屏東縣,新園鄉,內庄村,10013170005
10015010-04,花蓮縣,花蓮市,國裕里,10015010041
10015010-03,花蓮縣,花蓮市,主安里,10015010042
10015010-04,花蓮縣,花蓮市,國盛里,10015010043
10013170-01,屏東縣,新園鄉,瓦[磘]村,10013170001
10015010-04,花蓮縣,花蓮市,國興里,10015010044
10015010-04,花蓮縣,花蓮市,國福里,10015010040
10013170-02,屏東縣,新園鄉,新東村,10013170006
10013170-02,屏東縣,新園鄉,新園村,10013170007
10013170-03,屏東縣,新園鄉,烏龍村,10013170008
10013170-03,屏東縣,新園鄉,興龍村,10013170009
10015010-01,花蓮縣,花蓮市,民孝里,10015010045
10010070-01,嘉義縣,新港鄉,福德村,10010070004
10010070-01,嘉義縣,新港鄉,古民村,10010070005
10010070-01,嘉義縣,新港鄉,中庄村,10010070006
10010070-01,嘉義縣,新港鄉,大潭村,10010070007
10010070-01,嘉義縣,新港鄉,宮前村,10010070001
10010070-01,嘉義縣,新港鄉,宮後村,10010070002
10010070-01,嘉義縣,新港鄉,大興村,10010070003
10010070-01,嘉義縣,新港鄉,西庄村,10010070008
10010070-01,嘉義縣,新港鄉,埤子村,10010070009
10010030-02,嘉義縣,布袋鎮,樹林里,10010030022
10005090-01,苗栗縣,公館鄉,大坑村,10005090004
10010030-02,嘉義縣,布袋鎮,貴舍里,10010030023
10005090-01,苗栗縣,公館鄉,中義村,10005090005
10005090-01,苗栗縣,公館鄉,玉泉村,10005090006
10005090-02,苗栗縣,公館鄉,石墻村,10005090007
10005090-01,苗栗縣,公館鄉,館中村,10005090001
10010030-02,嘉義縣,布袋鎮,東安里,10010030020
10005090-01,苗栗縣,公館鄉,館東村,10005090002
10010030-02,嘉義縣,布袋鎮,中安里,10010030021
10005090-01,苗栗縣,公館鄉,館南村,10005090003
10014010-04,臺東縣,臺東市,建和里,10014010042
10014010-04,臺東縣,臺東市,建興里,10014010043
09007030-01,連江縣,莒光鄉,田沃村,09007030002
10014010-04,臺東縣,臺東市,知本里,10014010045
09007030-01,連江縣,莒光鄉,西坵村,09007030003
09007030-01,連江縣,莒光鄉,福正村,09007030004
09007030-01,連江縣,莒光鄉,大坪村,09007030005
10014010-03,臺東縣,臺東市,豐里里,10014010040
10014010-03,臺東縣,臺東市,豐原里,10014010041
09007030-01,連江縣,莒光鄉,青帆村,09007030001
10014010-04,臺東縣,臺東市,建農里,10014010046
10014010-02,臺東縣,臺東市,仁和里,10014010047
10014010-03,臺東縣,臺東市,豐安里,10014010048
10014010-03,臺東縣,臺東市,豐盛里,10014010049
10007050-03,彰化縣,伸港鄉,曾家村,10007050001
10007050-03,彰化縣,伸港鄉,泉厝村,10007050006
10010070-02,嘉義縣,新港鄉,潭大村,10010070020
10007050-01,彰化縣,伸港鄉,海尾村,10007050007
10010070-02,嘉義縣,新港鄉,南港村,10010070021
10007050-01,彰化縣,伸港鄉,全興村,10007050008
10007050-02,彰化縣,伸港鄉,定興村,10007050009
10007050-03,彰化縣,伸港鄉,蚵寮村,10007050002
10007050-04,彰化縣,伸港鄉,埤墘村,10007050003
10007050-02,彰化縣,伸港鄉,溪底村,10007050004
10007050-03,彰化縣,伸港鄉,泉州村,10007050005
10010070-02,嘉義縣,新港鄉,板頭村,10010070022
10010070-02,嘉義縣,新港鄉,共和村,10010070023
10015010-01,花蓮縣,花蓮市,民意里,10015010010
10015010-04,花蓮縣,花蓮市,國富里,10015010016
10015010-01,花蓮縣,花蓮市,民政里,10015010017
10007090-01,彰化縣,芬園鄉,大埔村,10007090002
10015010-01,花蓮縣,花蓮市,民勤里,10015010018
10007090-01,彰化縣,芬園鄉,竹林村,10007090003
10015010-02,花蓮縣,花蓮市,民生里,10015010019
10007090-02,彰化縣,芬園鄉,社口村,10007090004
10015010-03,花蓮縣,花蓮市,主義里,10015010012
10007090-02,彰化縣,芬園鄉,茄荖村,10007090005
10015010-03,花蓮縣,花蓮市,主工里,10015010013
10015010-03,花蓮縣,花蓮市,主農里,10015010014
10015010-04,花蓮縣,花蓮市,國治里,10015010015
10007090-01,彰化縣,芬園鄉,舊社村,10007090001
10015050-01,花蓮縣,吉安鄉,南昌村,10015050012
10015050-01,花蓮縣,吉安鄉,宜昌村,10015050013
10015050-03,花蓮縣,吉安鄉,仁里村,10015050014
10015010-03,花蓮縣,花蓮市,主睦里,10015010005
10015050-03,花蓮縣,吉安鄉,東昌村,10015050015
10015010-03,花蓮縣,花蓮市,主和里,10015010006
10015010-04,花蓮縣,花蓮市,國威里,10015010007
10015010-04,花蓮縣,花蓮市,國風里,10015010008
10015050-03,花蓮縣,吉安鄉,永興村,10015050010
10015010-01,花蓮縣,花蓮市,民立里,10015010001
10015050-03,花蓮縣,吉安鄉,稻香村,10015050011
10015010-01,花蓮縣,花蓮市,民運里,10015010002
10015010-02,花蓮縣,花蓮市,民族里,10015010003
10015010-03,花蓮縣,花蓮市,主信里,10015010004
10015050-03,花蓮縣,吉安鄉,仁安村,10015050016
10015050-03,花蓮縣,吉安鄉,仁和村,10015050017
10015050-03,花蓮縣,吉安鄉,光華村,10015050018
10015010-01,花蓮縣,花蓮市,民德里,10015010009
10014010-02,臺東縣,臺東市,馬蘭里,10014010010
10014010-02,臺東縣,臺東市,中心里,10014010011
10014010-02,臺東縣,臺東市,自強里,10014010012
10014010-01,臺東縣,臺東市,建國里,10014010017
10005040-02,苗栗縣,竹南鎮,佳興里,10005040023
10005040-02,苗栗縣,竹南鎮,天文里,10005040024
10005040-02,苗栗縣,竹南鎮,龍山里,10005040025
10014010-02,臺東縣,臺東市,民族里,10014010013
10005040-04,苗栗縣,竹南鎮,頂埔里,10005040020
10014010-01,臺東縣,臺東市,中華里,10014010015
10005040-04,苗栗縣,竹南鎮,崎頂里,10005040021
10005040-04,苗栗縣,竹南鎮,公義里,10005040022
10015050-01,花蓮縣,吉安鄉,北昌村,10015050001
10015050-01,花蓮縣,吉安鄉,勝安村,10015050002
10015050-01,花蓮縣,吉安鄉,太昌村,10015050003
10015050-01,花蓮縣,吉安鄉,永安村,10015050004
10015050-02,花蓮縣,吉安鄉,干城村,10015050009
10015050-02,花蓮縣,吉安鄉,慶豐村,10015050005
10015050-02,花蓮縣,吉安鄉,吉安村,10015050006
10015050-02,花蓮縣,吉安鄉,福興村,10015050007
10015050-02,花蓮縣,吉安鄉,南華村,10015050008
10014010-02,臺東縣,臺東市,富岡里,10014010001
10014010-02,臺東縣,臺東市,南榮里,10014010006
10005040-03,苗栗縣,竹南鎮,中華里,10005040012
10014010-02,臺東縣,臺東市,新生里,10014010007
10005040-03,苗栗縣,竹南鎮,中英里,10005040013
10014010-02,臺東縣,臺東市,民生里,10014010008
10005040-03,苗栗縣,竹南鎮,中美里,10005040014
10014010-02,臺東縣,臺東市,寶桑里,10014010009
10005040-03,苗栗縣,竹南鎮,開元里,10005040015
10014010-02,臺東縣,臺東市,岩灣里,10014010003
10014010-02,臺東縣,臺東市,南王里,10014010004
10005040-02,苗栗縣,竹南鎮,山佳里,10005040010
10014010-02,臺東縣,臺東市,卑南里,10014010005
10005040-03,苗栗縣,竹南鎮,中港里,10005040011
10014090-01,臺東縣,太麻里鄉,美和村,10014090001
10005040-03,苗栗縣,竹南鎮,海口里,10005040016
10005040-03,苗栗縣,竹南鎮,港墘里,10005040017
10005040-03,苗栗縣,竹南鎮,公舘里,10005040018
10005040-04,苗栗縣,竹南鎮,大埔里,10005040019
10014090-02,臺東縣,太麻里鄉,大王村,10014090006
10010160-01,嘉義縣,番路鄉,江西村,10010160001
10014090-02,臺東縣,太麻里鄉,香蘭村,10014090007
10014090-02,臺東縣,太麻里鄉,金崙村,10014090008
10014090-02,臺東縣,太麻里鄉,多良村,10014090009
10014090-01,臺東縣,太麻里鄉,三和村,10014090002
10014090-01,臺東縣,太麻里鄉,華源村,10014090003
10010160-01,嘉義縣,番路鄉,民和村,10010160006
10014090-01,臺東縣,太麻里鄉,北里村,10014090004
10010160-02,嘉義縣,番路鄉,觸口村,10010160007
10014090-02,臺東縣,太麻里鄉,泰和村,10014090005
10014010-03,臺東縣,臺東市,豐年里,10014010031
10010160-02,嘉義縣,番路鄉,大湖村,10010160008
10014010-03,臺東縣,臺東市,光明里,10014010032
10010160-02,嘉義縣,番路鄉,公田村,10010160009
10014010-03,臺東縣,臺東市,豐樂里,10014010033
10010160-01,嘉義縣,番路鄉,內甕村,10010160002
10014010-03,臺東縣,臺東市,永樂里,10014010034
10010160-01,嘉義縣,番路鄉,新福村,10010160003
10010160-01,嘉義縣,番路鄉,下坑村,10010160004
10010160-01,嘉義縣,番路鄉,番路村,10010160005
10014010-04,臺東縣,臺東市,豐田里,10014010030
10014010-03,臺東縣,臺東市,豐谷里,10014010039
10014010-03,臺東縣,臺東市,康樂里,10014010035
10014010-03,臺東縣,臺東市,東海里,10014010036
10014010-03,臺東縣,臺東市,新興里,10014010037
10014010-03,臺東縣,臺東市,豐榮里,10014010038
10014010-01,臺東縣,臺東市,中正里,10014010020
10014010-01,臺東縣,臺東市,成功里,10014010022
10014010-01,臺東縣,臺東市,文化里,10014010023
10014010-04,臺東縣,臺東市,新園里,10014010029
10014010-01,臺東縣,臺東市,中山里,10014010024
10009040-02,雲林縣,西螺鎮,廣興里,10009040020
10009040-02,雲林縣,西螺鎮,鹿場里,10009040021
10009040-02,雲林縣,西螺鎮,頂湳里,10009040022
10009040-03,雲林縣,西螺鎮,公舘里,10009040027
10009040-03,雲林縣,西螺鎮,下湳里,10009040023
10009040-03,雲林縣,西螺鎮,九隆里,10009040024
10009040-03,雲林縣,西螺鎮,吳厝里,10009040025
10009040-03,雲林縣,西螺鎮,七座里,10009040026
10009040-01,雲林縣,西螺鎮,中興里,10009040009
10010160-02,嘉義縣,番路鄉,公興村,10010160010
10010160-02,嘉義縣,番路鄉,草山村,10010160011
10009040-01,雲林縣,西螺鎮,漢光里,10009040010
10009040-01,雲林縣,西螺鎮,新安里,10009040011
10009040-04,雲林縣,西螺鎮,福田里,10009040016
10009040-02,雲林縣,西螺鎮,大新里,10009040017
10009040-02,雲林縣,西螺鎮,埤頭里,10009040018
10009040-02,雲林縣,西螺鎮,東興里,10009040019
10009040-01,雲林縣,西螺鎮,新豐里,10009040012
10009040-04,雲林縣,西螺鎮,詔安里,10009040013
10009040-04,雲林縣,西螺鎮,河南里,10009040014
10009040-04,雲林縣,西螺鎮,安定里,10009040015
10013210-04,屏東縣,佳冬鄉,塭豐村,10013210012
10013210-03,屏東縣,佳冬鄉,羌園村,10013210010
10013210-04,屏東縣,佳冬鄉,燄溫村,10013210011
09020040-01,金門縣,金寧鄉,安美村,09020040002
09020040-01,金門縣,金寧鄉,后盤村,09020040003
09020040-01,金門縣,金寧鄉,湖埔村,09020040004
09020040-01,金門縣,金寧鄉,榜林村,09020040005
09020040-01,金門縣,金寧鄉,古寧村,09020040001
09020040-01,金門縣,金寧鄉,盤山村,09020040006
10013210-01,屏東縣,佳冬鄉,佳冬村,10013210001
10013210-01,屏東縣,佳冬鄉,六根村,10013210002
10013210-01,屏東縣,佳冬鄉,賴家村,10013210003
10013210-01,屏東縣,佳冬鄉,萬建村,10013210004
10013210-03,屏東縣,佳冬鄉,大同村,10013210009
10013210-02,屏東縣,佳冬鄉,石光村,10013210005
10013210-02,屏東縣,佳冬鄉,玉光村,10013210006
10013210-03,屏東縣,佳冬鄉,昌隆村,10013210007
10013210-03,屏東縣,佳冬鄉,豐隆村,10013210008
10013250-01,屏東縣,枋山鄉,枋山村,10013250001
10013250-02,屏東縣,枋山鄉,加祿村,10013250002
10013250-03,屏東縣,枋山鄉,楓港村,10013250003
10013250-03,屏東縣,枋山鄉,善餘村,10013250004
10007050-04,彰化縣,伸港鄉,新港村,10007050010
10007050-03,彰化縣,伸港鄉,什股村,10007050011
10007050-01,彰化縣,伸港鄉,大同村,10007050012
10007130-01,彰化縣,大村鄉,大橋村,10007130012
10007130-02,彰化縣,大村鄉,大崙村,10007130013
10007130-03,彰化縣,大村鄉,擺塘村,10007130014
10007130-04,彰化縣,大村鄉,黃厝村,10007130015
10007130-02,彰化縣,大村鄉,加錫村,10007130010
10007050-04,彰化縣,伸港鄉,七嘉村,10007050013
10007130-03,彰化縣,大村鄉,村上村,10007130011
10007050-04,彰化縣,伸港鄉,汴頭村,10007050014
10007130-04,彰化縣,大村鄉,福興村,10007130016
10007090-02,彰化縣,芬園鄉,嘉興村,10007090006
10007090-02,彰化縣,芬園鄉,芬園村,10007090007
10007090-03,彰化縣,芬園鄉,縣庄村,10007090008
10007090-03,彰化縣,芬園鄉,圳墘村,10007090009
10005170-01,苗栗縣,獅潭鄉,百壽村,10005170001
10005170-01,苗栗縣,獅潭鄉,永興村,10005170002
10005170-03,苗栗縣,獅潭鄉,竹木村,10005170007
10005170-01,苗栗縣,獅潭鄉,新店村,10005170003
10005170-02,苗栗縣,獅潭鄉,和興村,10005170004
10007130-01,彰化縣,大村鄉,大村村,10007130001
10007090-04,彰化縣,芬園鄉,中崙村,10007090013
10005170-02,苗栗縣,獅潭鄉,豐林村,10005170005
10007130-01,彰化縣,大村鄉,茄苳村,10007130002
10007090-04,彰化縣,芬園鄉,大竹村,10007090014
10005170-03,苗栗縣,獅潭鄉,新豐村,10005170006
10007130-01,彰化縣,大村鄉,南勢村,10007130003
10007090-02,彰化縣,芬園鄉,楓坑村,10007090015
10007130-01,彰化縣,大村鄉,田洋村,10007130004
10007090-03,彰化縣,芬園鄉,溪頭村,10007090010
10007090-04,彰化縣,芬園鄉,進芬村,10007090011
10007090-04,彰化縣,芬園鄉,同安村,10007090012
10007130-01,彰化縣,大村鄉,貢旗村,10007130009
10007130-02,彰化縣,大村鄉,新興村,10007130005
10007130-03,彰化縣,大村鄉,過溝村,10007130006
10007130-04,彰化縣,大村鄉,美港村,10007130007
10007130-04,彰化縣,大村鄉,平和村,10007130008
10004030-03,新竹縣,新埔鎮,文山里,10004030003
10004030-01,新竹縣,新埔鎮,五埔里,10004030004
10004030-01,新竹縣,新埔鎮,四座里,10004030005
10016050-01,澎湖縣,望安鄉,東安村,10016050001
10004030-01,新竹縣,新埔鎮,旱坑里,10004030006
10016050-01,澎湖縣,望安鄉,西安村,10016050002
10016050-01,澎湖縣,望安鄉,中社村,10016050003
10004030-03,新竹縣,新埔鎮,內立里,10004030001
10004030-03,新竹縣,新埔鎮,寶石里,10004030002
10016050-03,澎湖縣,望安鄉,東吉村,10016050008
10016050-03,澎湖縣,望安鄉,花嶼村,10016050009
10004030-01,新竹縣,新埔鎮,田新里,10004030007
10004030-01,新竹縣,新埔鎮,新埔里,10004030008
10016050-01,澎湖縣,望安鄉,水垵村,10016050004
10004030-01,新竹縣,新埔鎮,新生里,10004030009
10016050-02,澎湖縣,望安鄉,將軍村,10016050005
10016050-03,澎湖縣,望安鄉,東坪村,10016050006
10016050-03,澎湖縣,望安鄉,西坪村,10016050007
10007240-01,彰化縣,大城鄉,潭墘村,10007240001
10007240-02,彰化縣,大城鄉,上山村,10007240002
10007240-02,彰化縣,大城鄉,東城村,10007240003
10007240-02,彰化縣,大城鄉,西城村,10007240004
10007240-04,彰化縣,大城鄉,頂庄村,10007240009
10007240-02,彰化縣,大城鄉,大城村,10007240005
10007240-03,彰化縣,大城鄉,菜寮村,10007240006
10007240-01,彰化縣,大城鄉,山腳村,10007240007
10007240-02,彰化縣,大城鄉,永和村,10007240008
10007180-02,彰化縣,二水鄉,聖化村,10007180008
10007180-02,彰化縣,二水鄉,裕民村,10007180009
10007180-02,彰化縣,二水鄉,惠民村,10007180010
10007180-03,彰化縣,二水鄉,倡和村,10007180015
10007180-01,彰化縣,二水鄉,復興村,10007180016
10007180-01,彰化縣,二水鄉,十五村,10007180017
10007180-03,彰化縣,二水鄉,大園村,10007180011
10007180-03,彰化縣,二水鄉,修仁村,10007180012
10007180-03,彰化縣,二水鄉,合興村,10007180013
10007180-03,彰化縣,二水鄉,源泉村,10007180014
10004030-04,新竹縣,新埔鎮,北平里,10004030014
10004030-02,新竹縣,新埔鎮,巨埔里,10004030015
10004030-02,新竹縣,新埔鎮,照門里,10004030016
10004030-02,新竹縣,新埔鎮,清水里,10004030017
10004030-01,新竹縣,新埔鎮,新民里,10004030010
10004030-04,新竹縣,新埔鎮,上寮里,10004030011
10004030-04,新竹縣,新埔鎮,下寮里,10004030012
10004030-04,新竹縣,新埔鎮,南平里,10004030013
10007180-02,彰化縣,二水鄉,五伯村,10007180004
10007180-02,彰化縣,二水鄉,光化村,10007180005
10007180-02,彰化縣,二水鄉,文化村,10007180006
10007180-02,彰化縣,二水鄉,二水村,10007180007
10004030-02,新竹縣,新埔鎮,鹿鳴里,10004030018
10004030-02,新竹縣,新埔鎮,新北里,10004030019
10007180-01,彰化縣,二水鄉,合和村,10007180001
10007180-01,彰化縣,二水鄉,上豊村,10007180002
10007180-02,彰化縣,二水鄉,過圳村,10007180003
10007240-04,彰化縣,大城鄉,東港村,10007240012
10007240-04,彰化縣,大城鄉,西港村,10007240013
10007240-03,彰化縣,大城鄉,豐美村,10007240014
10007240-03,彰化縣,大城鄉,三豐村,10007240015
10007240-02,彰化縣,大城鄉,公館村,10007240010
10007240-04,彰化縣,大城鄉,臺西村,10007240011
10005060-01,苗栗縣,後龍鎮,南龍里,10005060001
10005060-01,苗栗縣,後龍鎮,中龍里,10005060002
10005060-02,苗栗縣,後龍鎮,校椅里,10005060007
10005060-02,苗栗縣,後龍鎮,埔頂里,10005060008
10005060-02,苗栗縣,後龍鎮,新民里,10005060009
10005060-01,苗栗縣,後龍鎮,北龍里,10005060003
10005060-01,苗栗縣,後龍鎮,大庄里,10005060004
10005060-03,苗栗縣,後龍鎮,溪洲里,10005060005
10005060-02,苗栗縣,後龍鎮,豐富里,10005060006
10013100-03,屏東縣,鹽埔鄉,新圍村,10013100001
10013100-01,屏東縣,鹽埔鄉,高朗村,10013100002
10013100-01,屏東縣,鹽埔鄉,鹽北村,10013100003
10013100-01,屏東縣,鹽埔鄉,鹽中村,10013100004
10013100-02,屏東縣,鹽埔鄉,久愛村,10013100009
10013100-01,屏東縣,鹽埔鄉,鹽南村,10013100005
10013100-01,屏東縣,鹽埔鄉,仕絨村,10013100006
10013100-02,屏東縣,鹽埔鄉,振興村,10013100007
10013100-04,屏東縣,鹽埔鄉,永隆村,10013100008
10009060-01,雲林縣,北港鎮,東華里,10009060003
10009060-01,雲林縣,北港鎮,南安里,10009060004
10009060-01,雲林縣,北港鎮,中和里,10009060005
10009060-01,雲林縣,北港鎮,義民里,10009060006
10014110-03,臺東縣,綠島鄉,公舘村,10014110001
10014110-02,臺東縣,綠島鄉,中寮村,10014110002
10009060-01,雲林縣,北港鎮,東陽里,10009060001
10009060-01,雲林縣,北港鎮,光民里,10009060002
10014040-01,臺東縣,卑南鄉,太平村,10014040010
10014040-01,臺東縣,卑南鄉,利嘉村,10014040011
10014040-01,臺東縣,卑南鄉,東興村,10014040012
10014040-01,臺東縣,卑南鄉,溫泉村,10014040013
10014110-01,臺東縣,綠島鄉,南寮村,10014110003
10014040-01,臺東縣,卑南鄉,富山村,10014040003
10014040-01,臺東縣,卑南鄉,富源村,10014040004
10014040-02,臺東縣,卑南鄉,明峰村,10014040005
10014040-02,臺東縣,卑南鄉,初鹿村,10014040006
10014040-02,臺東縣,卑南鄉,嘉豐村,10014040001
10014040-01,臺東縣,卑南鄉,利吉村,10014040002
10014040-02,臺東縣,卑南鄉,美農村,10014040007
10014040-01,臺東縣,卑南鄉,賓朗村,10014040008
10014040-01,臺東縣,卑南鄉,泰安村,10014040009
10013190-03,屏東縣,林邊鄉,鎮安村,10013190010
10002050-01,宜蘭縣,礁溪鄉,德陽村,10002050003
10002050-01,宜蘭縣,礁溪鄉,大忠村,10002050004
10002050-01,宜蘭縣,礁溪鄉,大義村,10002050005
10002050-01,宜蘭縣,礁溪鄉,六結村,10002050006
10002050-01,宜蘭縣,礁溪鄉,白雲村,10002050001
10002050-01,宜蘭縣,礁溪鄉,玉石村,10002050002
10010010-03,嘉義縣,太保市,過溝里,10010010013
10002050-02,宜蘭縣,礁溪鄉,二龍村,10002050007
10010010-03,嘉義縣,太保市,麻寮里,10010010014
10002050-02,宜蘭縣,礁溪鄉,時潮村,10002050008
10010010-03,嘉義縣,太保市,南新里,10010010015
10002050-02,宜蘭縣,礁溪鄉,玉田村,10002050009
10010010-03,嘉義縣,太保市,北新里,10010010016
10010010-02,嘉義縣,太保市,舊埤里,10010010010
10010010-02,嘉義縣,太保市,田尾里,10010010011
10010010-02,嘉義縣,太保市,港尾里,10010010012
10010010-03,嘉義縣,太保市,埤鄉里,10010010017
10010010-01,嘉義縣,太保市,安仁里,10010010018
10002090-01,宜蘭縣,五結鄉,三興村,10002090001
10002090-01,宜蘭縣,五結鄉,二結村,10002090002
10002090-03,宜蘭縣,五結鄉,福興村,10002090007
10002090-03,宜蘭縣,五結鄉,五結村,10002090008
10002090-04,宜蘭縣,五結鄉,大吉村,10002090009
10002090-01,宜蘭縣,五結鄉,鎮安村,10002090003
10010050-01,嘉義縣,民雄鄉,平和村,10010050010
10002090-02,宜蘭縣,五結鄉,上四村,10002090004
10010010-01,嘉義縣,太保市,後庄里,10010010002
10010050-01,嘉義縣,民雄鄉,西昌村,10010050011
10002090-02,宜蘭縣,五結鄉,中興村,10002090005
10010010-01,嘉義縣,太保市,前潭里,10010010003
10010050-02,嘉義縣,民雄鄉,豊收村,10010050012
10002090-02,宜蘭縣,五結鄉,四結村,10002090006
10010010-01,嘉義縣,太保市,後潭里,10010010004
10010010-01,嘉義縣,太保市,梅埔里,10010010005
10010050-03,嘉義縣,民雄鄉,興南村,10010050017
10010010-01,嘉義縣,太保市,太保里,10010010001
10010050-03,嘉義縣,民雄鄉,福興村,10010050018
10010050-03,嘉義縣,民雄鄉,文隆村,10010050019
10010050-02,嘉義縣,民雄鄉,三興村,10010050013
10014150-02,臺東縣,達仁鄉,新化村,10014150003
10010050-02,嘉義縣,民雄鄉,東興村,10010050014
10014150-02,臺東縣,達仁鄉,安朔村,10014150004
10010010-01,嘉義縣,太保市,春珠里,10010010006
10010050-02,嘉義縣,民雄鄉,鎮北村,10010050015
10014150-01,臺東縣,達仁鄉,森永村,10014150005
10010010-01,嘉義縣,太保市,崙頂里,10010010007
10010050-03,嘉義縣,民雄鄉,興中村,10010050016
10014150-01,臺東縣,達仁鄉,南田村,10014150006
10010010-01,嘉義縣,太保市,東勢里,10010010008
10010010-02,嘉義縣,太保市,新埤里,10010010009
10013150-01,屏東縣,新埤鄉,南豐村,10013150004
10014150-03,臺東縣,達仁鄉,台坂村,10014150001
10013150-02,屏東縣,新埤鄉,萬隆村,10013150005
10014150-03,臺東縣,達仁鄉,土坂村,10014150002
10013150-02,屏東縣,新埤鄉,箕湖村,10013150006
10013150-02,屏東縣,新埤鄉,餉潭村,10013150007
10013150-01,屏東縣,新埤鄉,新埤村,10013150001
10013150-01,屏東縣,新埤鄉,建功村,10013150002
10013150-01,屏東縣,新埤鄉,打鐵村,10013150003
10010050-01,嘉義縣,民雄鄉,東榮村,10010050001
10010050-01,嘉義縣,民雄鄉,東湖村,10010050006
10010050-01,嘉義縣,民雄鄉,頂崙村,10010050007
10010050-01,嘉義縣,民雄鄉,菁埔村,10010050008
10010050-01,嘉義縣,民雄鄉,中和村,10010050009
10010050-01,嘉義縣,民雄鄉,中樂村,10010050002
10015110-01,花蓮縣,秀林鄉,崇德村,10015110001
10010050-01,嘉義縣,民雄鄉,西安村,10010050003
10010050-01,嘉義縣,民雄鄉,寮頂村,10010050004
10010050-01,嘉義縣,民雄鄉,福權村,10010050005
10005100-05,苗栗縣,銅鑼鄉,新隆村,10005100010
10015110-03,花蓮縣,秀林鄉,文蘭村,10015110006
