行政區別,村里別,投開票所別,號次1,號次2,號次3,號次4,有效票數A（A＝1＋2＋…＋N）,無效票數B,投票數C（C＝A＋B）,已領未投票數D（D＝E－C）,發出票數E（E＝C＋D）,用餘票數F,選舉人數(原領票數)G（G＝E＋F）,投票率H（H＝C÷G）
蘭嶼鄉,椰油村,0001,37,33,212,131,413,5,418,0,418,537,955,43.77%
蘭嶼鄉,紅頭村,0002,126,63,132,95,416,9,425,0,425,822,1247,34.08%
蘭嶼鄉,東清村,0003,60,155,139,99,453,8,461,0,461,841,1302,35.41%
蘭嶼鄉,朗島村,0004,26,35,140,74,275,8,283,0,283,496,779,36.33%
