area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
新竹縣,1,楊文科,中國國民黨,m,0400322,67,臺灣省,碩士,N,Y,107877,10,004,00,000,0000
新竹縣,2,葉芳棟,無黨籍及未經政黨推薦,m,0581101,49,臺北市,專科,N,N,5168,10,004,00,000,0000
新竹縣,3,鄭朝方,民主進步黨,m,0690219,38,臺灣省,大學,N,N,78170,10,004,00,000,0000
新竹縣,4,徐欣瑩,民國黨,f,0610423,46,臺灣省,博士,N,N,91190,10,004,00,000,0000
苗栗縣,1,朱泰平,無黨籍及未經政黨推薦,m,0440616,63,臺灣省,高中,N,N,6880,10,005,00,000,0000
苗栗縣,2,徐定禎,無黨籍及未經政黨推薦,m,0500103,57,臺灣省,大學,N,N,112704,10,005,00,000,0000
苗栗縣,3,黃玉燕,無黨籍及未經政黨推薦,f,0500107,57,桃園市,高中,N,N,9030,10,005,00,000,0000
苗栗縣,4,徐耀昌,中國國民黨,m,0440630,63,臺灣省,碩士,Y,Y,175756,10,005,00,000,0000
彰化縣,1,魏明谷,民主進步黨,m,0520318,55,臺灣省,碩士,Y,N,283269,10,007,00,000,0000
彰化縣,2,王惠美,中國國民黨,f,0571122,50,臺灣省,碩士,N,Y,377795,10,007,00,000,0000
彰化縣,3,白雅燦,無黨籍及未經政黨推薦,m,0340108,73,臺灣省,大學,N,N,7402,10,007,00,000,0000
彰化縣,4,黃文玲,無黨籍及未經政黨推薦,f,0580811,49,臺北市,碩士,N,N,34690,10,007,00,000,0000
彰化縣,5,洪敏雄,無黨籍及未經政黨推薦,m,0501019,57,臺灣省,碩士,N,N,7263,10,007,00,000,0000
南投縣,1,林明溱,中國國民黨,m,0400213,67,臺灣省,碩士,Y,Y,195385,10,008,00,000,0000
南投縣,2,洪國浩,民主進步黨,m,0471124,60,臺灣省,專科,N,N,97460,10,008,00,000,0000
雲林縣,1,林佳瑜,無黨籍及未經政黨推薦,m,0480406,59,臺灣省,大學,N,N,6163,10,009,00,000,0000
雲林縣,2,李進勇,民主進步黨,m,0400801,67,臺灣省,碩士,Y,N,163325,10,009,00,000,0000
雲林縣,3,王麗萍,無黨籍及未經政黨推薦,f,0510806,56,臺灣省,大學,N,N,11261,10,009,00,000,0000
雲林縣,4,張麗善,中國國民黨,f,0530101,54,臺灣省,碩士,N,Y,210770,10,009,00,000,0000
嘉義縣,1,翁章梁,民主進步黨,m,0540528,53,臺灣省,碩士,N,Y,145288,10,010,00,000,0000
嘉義縣,2,吳芳銘,無黨籍及未經政黨推薦,m,0600314,47,臺灣省,博士,N,N,51020,10,010,00,000,0000
嘉義縣,3,林國龍,無黨籍及未經政黨推薦,m,0390925,68,臺南市,高中,N,N,4596,10,010,00,000,0000
嘉義縣,4,吳育仁,中國國民黨,m,0580205,49,臺灣省,博士,N,N,84243,10,010,00,000,0000
屏東縣,1,李鎔任,無黨籍及未經政黨推薦,m,0411222,65,臺南市,高中,N,N,9819,10,013,00,000,0000
屏東縣,2,蘇清泉,中國國民黨,m,0460805,61,臺灣省,博士,N,N,197518,10,013,00,000,0000
屏東縣,3,潘孟安,民主進步黨,m,0520815,55,臺灣省,碩士,Y,Y,262809,10,013,00,000,0000
宜蘭縣,1,林信華,無黨籍及未經政黨推薦,m,0560708,51,臺灣省,博士,N,N,27399,10,002,00,000,0000
宜蘭縣,2,林姿妙,中國國民黨,f,0410128,66,臺灣省,專科,N,Y,123767,10,002,00,000,0000
宜蘭縣,3,陳歐珀,民主進步黨,m,0511012,56,臺灣省,碩士,N,N,95609,10,002,00,000,0000
宜蘭縣,4,林錦坤,無黨籍及未經政黨推薦,m,0531206,53,臺灣省,高中,N,N,1922,10,002,00,000,0000
宜蘭縣,5,陳秋境,無黨籍及未經政黨推薦,m,0520108,55,臺灣省,專科,N,N,1424,10,002,00,000,0000
花蓮縣,1,徐榛蔚,中國國民黨,f,0571012,50,桃園市,大學,N,Y,121297,10,015,00,000,0000
花蓮縣,2,劉曉玫,民主進步黨,f,0621215,44,臺灣省,大學,N,N,43879,10,015,00,000,0000
花蓮縣,3,黄師鵬,無黨籍及未經政黨推薦,m,0460718,61,臺灣省,碩士,N,N,4420,10,015,00,000,0000
臺東縣,1,鄺麗貞,無黨籍及未經政黨推薦,f,0520312,55,臺北市,碩士,N,N,3049,10,014,00,000,0000
