area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
新竹縣竹北市第01選區,1,戴佩如,中國國民黨,f,0710920,36,臺灣省,大學,N,Y,5354
新竹縣竹北市第01選區,2,宋品毅,親民黨,m,0680612,39,臺灣省,高中,N,N,269
新竹縣竹北市第01選區,3,林宇洋,中國國民黨,m,0600419,47,臺灣省,大學,N,Y,1448
新竹縣竹北市第01選區,4,周文程,無黨籍及未經政黨推薦,m,0680925,39,臺北市,高中,N,N,204
新竹縣竹北市第01選區,5,蔡家邦,無黨籍及未經政黨推薦,m,0641030,43,臺灣省,大學,N,N,921
新竹縣竹北市第01選區,6,林碩彥,無黨籍及未經政黨推薦,m,0650123,42,高雄市,碩士,N,Y,4003
新竹縣竹北市第01選區,7,范明忠,無黨籍及未經政黨推薦,m,0561228,50,臺灣省,專科,N,N,1318
新竹縣竹北市第01選區,8,張美珠,無黨籍及未經政黨推薦,f,0471101,60,臺灣省,大學,Y,Y,2202
新竹縣竹北市第01選區,9,林維洲,中國國民黨,m,0490410,58,臺灣省,專科,Y,Y,2641
新竹縣竹北市第01選區,10,田耕豪,中國國民黨,m,0731031,34,臺灣省,大學,Y,Y,3016
新竹縣竹北市第01選區,11,陳秀玲,無黨籍及未經政黨推薦,f,0660417,41,臺中市,大學,N,Y,2195
新竹縣竹北市第01選區,12,鍾萬良,無黨籍及未經政黨推薦,m,0580226,49,臺灣省,高中,N,N,449
新竹縣竹北市第01選區,13,高民晟,樹黨,m,0610603,46,臺北市,碩士,N,N,939
新竹縣竹北市第01選區,14,林祺烜,無黨籍及未經政黨推薦,m,0491220,57,臺灣省,專科,Y,Y,1960
新竹縣竹北市第01選區,15,蔡蕥鍹,民主進步黨,f,0670109,40,臺中市,碩士,N,Y,2292
新竹縣竹北市第01選區,16,林俊智,無黨籍及未經政黨推薦,m,0710914,36,臺灣省,碩士,N,N,185
新竹縣竹北市第01選區,17,陳昭志,無黨籍及未經政黨推薦,m,0650721,42,臺中市,大學,N,N,558
新竹縣竹東鎮第01選區,1,蕭雲浪,中國國民黨,m,0400731,67,臺灣省,高中,N,Y,1902
新竹縣竹東鎮第01選區,2,彭金賢,中國國民黨,m,0391002,68,臺灣省,高中,Y,Y,1956
新竹縣竹東鎮第01選區,3,梁鐘銘,無黨籍及未經政黨推薦,m,0540706,53,臺灣省,專科,N,Y,2842
新竹縣竹東鎮第01選區,4,羅明諒,無黨籍及未經政黨推薦,m,0561013,51,臺灣省,高中,N,N,1626
新竹縣竹東鎮第01選區,5,梁鴻樓,無黨籍及未經政黨推薦,m,0401021,67,臺灣省,大學,Y,N,1849
新竹縣新埔鎮第01選區,1,張源勝,無黨籍及未經政黨推薦,m,0400731,67,臺灣省,高中(職)以下,Y,Y,1102
新竹縣新埔鎮第01選區,2,劉明營,無黨籍及未經政黨推薦,m,0480102,59,臺灣省,專科,N,N,410
新竹縣新埔鎮第01選區,3,謝羅常英,中國國民黨,f,0330511,74,臺灣省,大學,Y,Y,936
新竹縣新埔鎮第01選區,4,鄧永勝,無黨籍及未經政黨推薦,m,0450316,62,臺灣省,高中(職)以下,Y,Y,1001
新竹縣新埔鎮第01選區,5,姜鳳秋,中國國民黨,f,0500520,57,臺灣省,高中,N,Y,805
新竹縣新埔鎮第01選區,6,林月琴,無黨籍及未經政黨推薦,f,0620529,45,臺灣省,專科,N,N,595
新竹縣新埔鎮第01選區,7,張秀桃,無黨籍及未經政黨推薦,f,0460203,61,臺灣省,高中,N,N,804
新竹縣新埔鎮第01選區,8,林祺棠,無黨籍及未經政黨推薦,m,0590120,48,臺灣省,高中,N,N,694
新竹縣新埔鎮第01選區,9,陳賢榮,中國國民黨,m,0410916,66,臺灣省,高中,Y,Y,1321
新竹縣新埔鎮第01選區,10,鍾淑琴,無黨籍及未經政黨推薦,f,0450706,62,臺灣省,高中,N,N,440
新竹縣關西鎮第01選區,1,林東旺,無黨籍及未經政黨推薦,m,0631130,43,臺灣省,大學,N,Y,1407
新竹縣關西鎮第01選區,2,彭兆銘,無黨籍及未經政黨推薦,m,0510301,56,臺灣省,高中(職)以下,Y,Y,1603
新竹縣關西鎮第01選區,3,羅萬興,無黨籍及未經政黨推薦,m,0580423,49,臺灣省,高中(職)以下,Y,Y,1201
新竹縣關西鎮第01選區,4,邱霈語,無黨籍及未經政黨推薦,f,0611017,46,臺灣省,專科,N,N,754
新竹縣關西鎮第01選區,5,詹玉珠,中國國民黨,f,0370121,70,臺灣省,高中(職)以下,Y,Y,1273
新竹縣湖口鄉第01選區,1,鄭宏釗,無黨籍及未經政黨推薦,m,0551002,52,臺灣省,高中,N,Y,1833
新竹縣湖口鄉第01選區,2,羅國湧,勞動黨,m,0640823,43,桃園市,高中,N,N,1662
新竹縣湖口鄉第01選區,3,鄭光浩,無黨籍及未經政黨推薦,m,0360514,71,臺灣省,專科,N,N,764
新竹縣湖口鄉第01選區,4,張春香,中國國民黨,f,0450305,62,臺灣省,高中,Y,Y,2131
新竹縣湖口鄉第01選區,5,巫光生,無黨籍及未經政黨推薦,m,0590222,48,臺灣省,高中,Y,Y,2141
新竹縣湖口鄉第01選區,6,吳貞儀,無黨籍及未經政黨推薦,f,0460506,61,臺灣省,高中,N,N,1465
新竹縣湖口鄉第01選區,7,田耀祖,無黨籍及未經政黨推薦,m,0701110,37,臺灣省,高中(職)以下,N,N,610
新竹縣湖口鄉第01選區,8,詹益祿,無黨籍及未經政黨推薦,m,0530906,54,桃園市,高中,N,Y,2150
新竹縣新豐鄉第01選區,1,范朝生,無黨籍及未經政黨推薦,m,0380308,69,臺灣省,高中(職)以下,N,N,153
新竹縣新豐鄉第01選區,2,羅時乾,無黨籍及未經政黨推薦,m,0630225,44,臺灣省,高中,Y,Y,2164
新竹縣新豐鄉第01選區,3,余冠宏,無黨籍及未經政黨推薦,m,0660827,41,臺灣省,大學,N,Y,1759
新竹縣新豐鄉第01選區,4,徐繼相,無黨籍及未經政黨推薦,m,0550901,52,臺灣省,專科,N,N,831
新竹縣芎林鄉第01選區,1,彭友明,中國國民黨,m,0450507,62,臺灣省,專科,N,N,440
新竹縣芎林鄉第01選區,2,朱乾松,中國國民黨,m,0490920,58,臺灣省,高中,Y,Y,1088
新竹縣橫山鄉第01選區,1,徐文娟,無黨籍及未經政黨推薦,f,0530114,54,臺灣省,專科,N,Y,382
新竹縣橫山鄉第01選區,2,彭昌智,無黨籍及未經政黨推薦,m,0470301,60,臺灣省,高中,Y,Y,698
新竹縣橫山鄉第01選區,3,彭薇,無黨籍及未經政黨推薦,f,0530902,54,臺灣省,專科,N,N,115
新竹縣橫山鄉第01選區,4,李麗英,中國國民黨,f,0501222,56,臺灣省,大學,Y,Y,583
新竹縣橫山鄉第01選區,5,古鋓明,中國國民黨,m,0490428,58,臺灣省,高中,Y,Y,525
新竹縣橫山鄉第01選區,6,曾家福,無黨籍及未經政黨推薦,m,0390415,68,臺灣省,高中(職)以下,N,Y,456
新竹縣橫山鄉第01選區,7,黃誠杰,中國國民黨,m,0370108,70,臺灣省,高中(職)以下,N,N,335
新竹縣橫山鄉第01選區,8,黃維漢,無黨籍及未經政黨推薦,m,0490318,58,臺灣省,高中(職)以下,N,N,272
新竹縣北埔鄉第01選區,1,范秉強,無黨籍及未經政黨推薦,m,0440116,63,臺灣省,高中,N,N,243
新竹縣北埔鄉第01選區,2,陳姜玉蘭,無黨籍及未經政黨推薦,f,0421102,65,臺灣省,高中(職)以下,Y,N,453
新竹縣北埔鄉第01選區,3,溫庭枋,無黨籍及未經政黨推薦,f,0580612,49,臺灣省,高中,N,Y,506
新竹縣北埔鄉第01選區,4,吳聲煒,無黨籍及未經政黨推薦,m,0520923,55,臺灣省,高中,N,Y,525
新竹縣寶山鄉第01選區,1,蔡武結,中國國民黨,m,0411128,65,臺灣省,高中(職)以下,Y,Y,699
新竹縣寶山鄉第01選區,2,陳昌鈐,無黨籍及未經政黨推薦,m,0530505,54,臺灣省,高中(職)以下,Y,Y,543
新竹縣寶山鄉第01選區,3,林寶全,無黨籍及未經政黨推薦,m,0560328,51,臺灣省,高中(職)以下,N,N,282
新竹縣寶山鄉第01選區,4,葉秀桃,中國國民黨,f,0451023,62,臺灣省,高中(職)以下,N,Y,576
新竹縣寶山鄉第01選區,5,陳秀霞,無黨籍及未經政黨推薦,f,0441208,62,臺灣省,高中,Y,Y,600
新竹縣寶山鄉第01選區,6,陳賢裕,無黨籍及未經政黨推薦,m,0490907,58,臺灣省,高中,Y,Y,506
新竹縣寶山鄉第01選區,7,鄧吉倫,無黨籍及未經政黨推薦,m,0711127,35,臺灣省,高中,N,N,310
新竹縣寶山鄉第01選區,8,何時名,無黨籍及未經政黨推薦,m,0750126,32,臺灣省,高中,N,N,402
新竹縣寶山鄉第01選區,9,林順生,中國國民黨,m,0470706,60,臺灣省,高中(職)以下,Y,Y,585
新竹縣峨眉鄉第01選區,1,王子壎,無黨籍及未經政黨推薦,m,0411225,65,臺灣省,專科,N,N,70
新竹縣峨眉鄉第01選區,2,徐明憲,中國國民黨,m,0390201,68,臺灣省,專科,Y,Y,411
新竹縣峨眉鄉第01選區,3,鍾正隆,無黨籍及未經政黨推薦,m,0450825,62,臺灣省,高中,N,Y,461
新竹縣峨眉鄉第01選區,4,彭添增,無黨籍及未經政黨推薦,m,0490816,58,臺灣省,高中(職)以下,Y,Y,317
新竹縣峨眉鄉第01選區,5,黎侑昌,民主進步黨,m,0681203,38,臺灣省,大學,Y,N,267
新竹縣峨眉鄉第01選區,6,王詩樊,無黨籍及未經政黨推薦,f,0800206,27,臺灣省,大學,N,N,233
新竹縣尖石鄉第01選區,1,游星明,無黨籍及未經政黨推薦,m,0620319,45,臺灣省,專科,N,N,306
新竹縣尖石鄉第01選區,2,高忠正,無黨籍及未經政黨推薦,m,0581031,49,臺灣省,高中,N,Y,563
新竹縣尖石鄉第01選區,3,許清光,無黨籍及未經政黨推薦,m,0450909,62,臺灣省,高中,Y,N,338
新竹縣尖石鄉第01選區,4,陳沺宇,無黨籍及未經政黨推薦,m,0490701,58,臺灣省,專科,Y,Y,381
新竹縣五峰鄉第01選區,1,林福財,無黨籍及未經政黨推薦,m,0470604,60,臺灣省,高中,Y,N,147
新竹縣五峰鄉第01選區,2,林立峰,無黨籍及未經政黨推薦,m,0601108,47,臺灣省,碩士,N,Y,273
新竹縣五峰鄉第01選區,3,夏文健,無黨籍及未經政黨推薦,m,0580404,49,臺灣省,專科,N,N,147
新竹縣五峰鄉第01選區,4,趙立君,無黨籍及未經政黨推薦,m,0641116,43,臺灣省,高中,N,N,116
新竹縣五峰鄉第01選區,5,朱富強,無黨籍及未經政黨推薦,m,0540706,53,臺灣省,專科,N,N,80
新竹縣五峰鄉第01選區,6,陳健明,無黨籍及未經政黨推薦,m,0601014,47,臺灣省,專科,N,N,31
新竹縣五峰鄉第01選區,7,萬盛雄,無黨籍及未經政黨推薦,m,0580509,49,臺灣省,高中,Y,Y,301
新竹縣竹北市第02選區,1,柯文榮,民主進步黨,m,0601102,47,臺灣省,專科,N,N,887
新竹縣竹北市第02選區,2,朱健銘,中國國民黨,m,0690601,38,臺灣省,高中,N,Y,6978
新竹縣竹北市第02選區,3,楊瑞蘭,無黨籍及未經政黨推薦,f,0551230,51,臺灣省,專科,Y,N,1837
新竹縣竹北市第02選區,4,邊作樑,中國國民黨,m,0530518,54,臺灣省,高中(職)以下,Y,N,1318
新竹縣竹北市第02選區,5,林啟賢,中國國民黨,m,0541222,52,臺灣省,碩士,Y,Y,3545
新竹縣竹北市第02選區,6,張玉娟,無黨籍及未經政黨推薦,f,0530125,54,臺灣省,高中,N,N,1401
新竹縣竹北市第02選區,7,鄭建村,無黨籍及未經政黨推薦,m,0501113,57,臺灣省,高中,N,Y,2983
新竹縣竹北市第02選區,8,陳素珍,中國國民黨,f,0450503,62,臺灣省,高中,Y,Y,1975
新竹縣竹北市第02選區,9,陳冠宇,綠黨,m,0791119,28,臺灣省,大學,N,Y,1927
新竹縣竹北市第02選區,10,曾美琴,中國國民黨,f,0400228,67,臺灣省,碩士,Y,Y,2072
新竹縣竹北市第02選區,11,黃華松,無黨籍及未經政黨推薦,m,0421001,65,桃園市,大學,Y,N,1225
新竹縣竹北市第02選區,12,何宜芯,無黨籍及未經政黨推薦,f,0760410,31,臺北市,大學,N,Y,2304
新竹縣竹北市第02選區,13,羅源旺,無黨籍及未經政黨推薦,m,0370326,70,臺灣省,高中,N,N,717
新竹縣竹東鎮第02選區,1,葉日嘉,無黨籍及未經政黨推薦,m,0690101,38,臺灣省,碩士,N,N,1331
新竹縣竹東鎮第02選區,2,范國威,無黨籍及未經政黨推薦,m,0650307,42,臺灣省,碩士,Y,Y,1834
新竹縣竹東鎮第02選區,3,孔維新,無黨籍及未經政黨推薦,m,0650814,42,臺灣省,專科,N,N,1350
新竹縣竹東鎮第02選區,4,黃俊銘,無黨籍及未經政黨推薦,m,0440616,63,臺灣省,高中,N,N,802
新竹縣竹東鎮第02選區,5,陳達琳,無黨籍及未經政黨推薦,m,0450220,62,臺灣省,專科,Y,Y,1436
新竹縣竹東鎮第02選區,6,陳役州,中國國民黨,m,0370514,70,臺灣省,高中,N,Y,1600
新竹縣新埔鎮第02選區,1,馮天鍾,無黨籍及未經政黨推薦,m,0610520,46,臺灣省,高中,N,Y,1064
新竹縣新埔鎮第02選區,2,范振葵,無黨籍及未經政黨推薦,m,0431225,63,臺灣省,專科,Y,Y,1914
新竹縣關西鎮第02選區,1,羅吉強,中國國民黨,m,0410322,66,臺灣省,高中,Y,Y,819
新竹縣關西鎮第02選區,2,蔡睿騰,無黨籍及未經政黨推薦,m,0750820,32,桃園市,高中(職)以下,N,N,444
新竹縣關西鎮第02選區,3,葉來富,無黨籍及未經政黨推薦,m,0390219,68,臺灣省,高中(職)以下,Y,Y,952
新竹縣關西鎮第02選區,4,羅吉添,無黨籍及未經政黨推薦,m,0500322,57,臺灣省,高中,N,N,294
新竹縣關西鎮第02選區,5,邱昭君,無黨籍及未經政黨推薦,m,0410912,66,臺灣省,高中,N,N,159
新竹縣關西鎮第02選區,6,陳光彩,無黨籍及未經政黨推薦,m,0580426,49,臺灣省,專科,Y,Y,1187
新竹縣湖口鄉第02選區,1,陳在州,中國國民黨,m,0650514,42,臺灣省,大學,N,N,1422
