area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
新北市烏來區,1,周守信,無黨籍及未經政黨推薦,m,0460922,61,新北市,專科,N,Y,1460
新北市烏來區,2,張仁傑,無黨籍及未經政黨推薦,m,0670622,40,新北市,專科,N,N,410
新北市烏來區,3,蔡馬新,無黨籍及未經政黨推薦,m,0401120,67,新北市,專科,N,N,1441
新北市烏來區,4,陳勝財,無黨籍及未經政黨推薦,m,0490208,58,新北市,高中,N,N,635
桃園市復興區,1,曾志湘,無黨籍及未經政黨推薦,m,0460415,61,桃園市,專科,Y,N,2261
桃園市復興區,2,游正英,中國國民黨,m,0450914,62,桃園市,大學,N,Y,2825
桃園市復興區,3,林誠榮,無黨籍及未經政黨推薦,m,0421010,65,桃園市,碩士,N,N,1905
臺中市和平區,1,黃志雄,無黨籍及未經政黨推薦,m,0610406,46,臺中市,專科,N,N,719
臺中市和平區,2,張瑞紘,中國國民黨,m,0400426,67,臺中市,大學,N,N,2717
臺中市和平區,3,林建堂,無黨籍及未經政黨推薦,m,0430922,64,臺中市,高中,Y,Y,3506
高雄市茂林區,1,駱韋志,無黨籍及未經政黨推薦,m,0531001,54,高雄市,專科,N,N,618
高雄市茂林區,2,"宋能正 Angopaw‧Komola",中國國民黨,m,0461019,61,高雄市,專科,Y,Y,766
高雄市桃源區,1,顏裕華,無黨籍及未經政黨推薦,m,0500316,57,高雄市,高中,N,N,1281
高雄市桃源區,2,謝英雄,中國國民黨,m,0470827,60,高雄市,大學,Y,Y,1552
高雄市那瑪夏區,1,林民傑,無黨籍及未經政黨推薦,m,0460517,61,高雄市,高中,Y,N,367
高雄市那瑪夏區,2,朱莎葳,無黨籍及未經政黨推薦,f,0590422,48,高雄市,大學,N,N,225
高雄市那瑪夏區,3,孔賢傑,無黨籍及未經政黨推薦,m,0620710,45,高雄市,碩士,N,N,519
高雄市那瑪夏區,4,李秀花,無黨籍及未經政黨推薦,f,0510910,56,臺灣省,專科,N,N,286
高雄市那瑪夏區,5,"白樣‧伊斯理鍛 Payan‧Islituan",無黨籍及未經政黨推薦,m,0501105,57,高雄市,碩士,N,Y,673
