area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
新竹縣第01選區,1,葉芬英,無黨籍及未經政黨推薦,f,0520730,55,臺灣省,高中,Y,N,2734,10,004,01,000,0000
新竹縣第01選區,2,陳凱榮,中國國民黨,m,0511224,55,臺灣省,碩士,Y,Y,5887,10,004,01,000,0000
新竹縣第01選區,3,林賢正,無黨籍及未經政黨推薦,m,0500101,57,臺灣省,碩士,N,N,2823,10,004,01,000,0000
新竹縣第01選區,4,林祺軒,無黨籍及未經政黨推薦,m,0720209,35,臺灣省,碩士,N,N,1652,10,004,01,000,0000
新竹縣第01選區,5,張珈源,民主進步黨,m,0651123,42,臺灣省,碩士,N,Y,3757,10,004,01,000,0000
新竹縣第01選區,6,范光禮,無黨籍及未經政黨推薦,m,0580219,49,臺灣省,專科,N,N,925,10,004,01,000,0000
新竹縣第01選區,7,劉炎添,無黨籍及未經政黨推薦,m,0460825,61,臺灣省,專科,N,N,855,10,004,01,000,0000
新竹縣第01選區,8,許育綸,樹黨,m,0730503,34,臺灣省,大學,N,N,1624,10,004,01,000,0000
新竹縣第01選區,9,王誠緯,民主進步黨,m,0660928,41,臺灣省,大學,N,N,2003,10,004,01,000,0000
新竹縣第01選區,10,林燕聰,無黨籍及未經政黨推薦,f,0630308,44,臺灣省,大學,N,N,2740,10,004,01,000,0000
新竹縣第01選區,11,連郁婷,時代力量,f,0761110,31,臺灣省,大學,N,Y,4766,10,004,01,000,0000
新竹縣第01選區,12,蔡志環,中國國民黨,f,0480801,59,臺灣省,碩士,N,Y,5071,10,004,01,000,0000
新竹縣第01選區,13,王炳漢,中國國民黨,m,0570924,50,臺灣省,高中(職)以下,N,Y,7125,10,004,01,000,0000
新竹縣第01選區,14,陳文得,無黨籍及未經政黨推薦,m,0550321,52,臺灣省,碩士,N,N,707,10,004,01,000,0000
新竹縣第01選區,15,高芸婷,無黨籍及未經政黨推薦,f,0650711,42,臺灣省,碩士,N,N,2042,10,004,01,000,0000
新竹縣第01選區,16,吳旭智,民國黨,m,0650101,42,臺灣省,博士,N,Y,3987,10,004,01,000,0000
新竹縣第01選區,17,杜文中,中國國民黨,m,0560505,51,臺灣省,碩士,N,Y,3081,10,004,01,000,0000
新竹縣第01選區,18,邱靖雅,民國黨,f,0611212,45,新北市,碩士,Y,Y,10072,10,004,01,000,0000
新竹縣第01選區,19,林禹佑,無黨籍及未經政黨推薦,m,0790727,28,臺灣省,大學,N,Y,4745,10,004,01,000,0000
新竹縣第01選區,20,林增堂,中國國民黨,m,0521010,55,桃園市,碩士,N,Y,2840,10,004,01,000,0000
新竹縣第01選區,21,范綱淼,無黨籍及未經政黨推薦,m,0560630,51,臺灣省,專科,N,N,967,10,004,01,000,0000
新竹縣第01選區,22,陳信溢,無黨籍及未經政黨推薦,m,0600525,47,臺灣省,高中,N,N,2365,10,004,01,000,0000
新竹縣第01選區,23,陳榮昌,無黨籍及未經政黨推薦,m,0481023,59,臺灣省,專科,N,N,1005,10,004,01,000,0000
新竹縣第01選區,24,鄭美琴,無黨籍及未經政黨推薦,f,0430401,64,臺灣省,高中,Y,Y,6253,10,004,01,000,0000
新竹縣第01選區,25,余政達,無黨籍及未經政黨推薦,m,0651226,41,臺灣省,碩士,N,N,1198,10,004,01,000,0000
新竹縣第02選區,1,吳菊花,中國國民黨,f,0491011,58,臺灣省,專科,N,Y,4463,10,004,02,000,0000
新竹縣第02選區,2,甄克堅,中國國民黨,m,0591018,48,臺灣省,碩士,Y,Y,6934,10,004,02,000,0000
新竹縣第02選區,3,羅美文,勞動黨,m,0400905,67,臺灣省,高中,N,Y,6764,10,004,02,000,0000
