area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
新竹縣竹北市,1,何淦銘,無黨籍及未經政黨推薦,m,0480711,59,臺灣省,碩士,Y,Y,47284,10,004,00,010,0000
新竹縣竹北市,2,陳榮燦,無黨籍及未經政黨推薦,m,0450828,62,臺灣省,專科,N,N,5630,10,004,00,010,0000
新竹縣竹北市,3,楊敬賜,中國國民黨,m,0420525,65,臺灣省,碩士,N,N,27957,10,004,00,010,0000
新竹縣竹東鎮,1,吳勝松,中國國民黨,m,0461022,61,臺灣省,高中,N,N,19893,10,004,00,020,0000
新竹縣竹東鎮,2,羅吉祥,中國國民黨,m,0460820,61,臺灣省,專科,N,Y,23930,10,004,00,020,0000
新竹縣新埔鎮,1,林保祿,無黨籍及未經政黨推薦,m,0460302,61,臺灣省,大學,Y,Y,17437,10,004,00,030,0000
新竹縣關西鎮,1,黃源慶,無黨籍及未經政黨推薦,m,0421016,65,臺灣省,高中,N,N,6930,10,004,00,040,0000
新竹縣關西鎮,2,劉德樑,中國國民黨,m,0450902,62,臺灣省,專科,N,Y,8782,10,004,00,040,0000
新竹縣關西鎮,3,邱春桃,無黨籍及未經政黨推薦,f,0380812,69,臺灣省,大學,N,N,883,10,004,00,040,0000
新竹縣湖口鄉,1,林志華,中國國民黨,m,0540317,53,新北市,碩士,Y,Y,25362,10,004,00,050,0000
新竹縣湖口鄉,2,張春鳳,無黨籍及未經政黨推薦,f,0430223,64,高雄市,高中,N,N,13924,10,004,00,050,0000
新竹縣新豐鄉,1,徐煒傑,無黨籍及未經政黨推薦,m,0500329,57,臺灣省,專科,N,N,3766,10,004,00,060,0000
新竹縣新豐鄉,2,黃金樓,無黨籍及未經政黨推薦,m,0540831,53,臺灣省,大學,N,N,3705,10,004,00,060,0000
新竹縣新豐鄉,3,何寬森,無黨籍及未經政黨推薦,m,0500606,57,臺灣省,高中,N,N,2468,10,004,00,060,0000
新竹縣新豐鄉,4,羅春蘭,無黨籍及未經政黨推薦,f,0510201,56,臺灣省,高中,N,N,3501,10,004,00,060,0000
