prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
09,007,00,000,0000,1,李問,16,1,0780304,33,臺灣省,碩士,N, , 
09,007,00,000,0000,2,曹爾元,1,1,0470626,64,金馬地區,大學,N, , 
09,007,00,000,0000,3,王忠銘,1,1,0470227,64,金馬地區,碩士,N,*, 
09,020,00,000,0000,1,李應文,999,1,0680412,43,金馬地區,碩士,N, , 
09,020,00,000,0000,2,朱紀瑋,320,1,0500218,61,金馬地區,其他,N, , 
09,020,00,000,0000,3,林志錦,999,1,0610507,50,金馬地區,大學,N, , 
09,020,00,000,0000,4,楊鎮浯,1,1,0610626,50,金馬地區,碩士,Y, , 
09,020,00,000,0000,5,陳福海,999,1,0520603,59,金馬地區,碩士,N,*, 
09,020,00,000,0000,6,洪志恒,999,1,0571007,54,金馬地區,大學,N, , 
10,002,00,000,0000,1,林姿妙,1,2,0410128,70,臺灣省,專科,Y,*, 
10,002,00,000,0000,2,朱振東,343,1,0420812,69,臺灣省,大學,N, , 
10,002,00,000,0000,3,許鋐哲,999,1,0381130,72,臺灣省,高中(職),N, , 
10,002,00,000,0000,4,陳秋境,999,1,0520108,59,臺灣省,專科,N, , 
10,002,00,000,0000,5,江淵,16,1,0581023,53,臺灣省,碩士,N, , 
10,002,00,000,0000,6,陳琬惠,350,2,0630911,48,臺南市,碩士,N, , 
10,004,00,000,0000,1,黃秀龍,999,1,0490602,62,臺灣省,高中(職),N, , 
10,004,00,000,0000,2,范振揆,999,1,0600224,51,臺灣省,其他,N, , 
10,004,00,000,0000,3,周江杰,16,1,0690715,42,臺灣省,碩士,N, , 
10,004,00,000,0000,4,楊文科,1,1,0400322,71,臺灣省,碩士,Y,*, 
10,004,00,000,0000,5,劉復嵐,999,1,0630509,48,臺灣省,大學,N, , 
10,005,00,000,0000,1,鍾東錦,999,1,0520102,59,臺灣省,大學,N,*, 
10,005,00,000,0000,2,謝福弘,1,1,0450910,66,臺灣省,碩士,N, , 
10,005,00,000,0000,3,吳盛聖,999,1,0680802,43,臺灣省,大學,N, , 
10,005,00,000,0000,4,徐定禎,16,1,0500103,61,臺灣省,大學,N, , 
10,005,00,000,0000,5,宋國鼎,267,1,0700122,41,臺灣省,碩士,N, , 
10,007,00,000,0000,1,王惠美,1,2,0571122,53,臺灣省,碩士,Y,*, 
10,007,00,000,0000,2,黃秀芳,16,2,0601110,50,臺灣省,大學,N, , 
10,007,00,000,0000,3,蕭仁正,999,1,0420603,69,臺灣省,高中(職)以下,N, , 
10,008,00,000,0000,1,蔡培慧,16,2,0600902,51,臺灣省,博士,N, , 
10,008,00,000,0000,2,許淑華,1,2,0641015,47,臺灣省,碩士,N,*, 
10,008,00,000,0000,3,王永慶,999,1,0511024,60,臺灣省,高中(職),N, , 
10,009,00,000,0000,1,張麗善,1,2,0530101,58,臺灣省,碩士,Y,*, 
10,009,00,000,0000,2,劉建國,16,1,0580309,53,臺灣省,碩士,N, , 
10,009,00,000,0000,3,林佳瑜,999,1,0480406,63,臺灣省,大學,N, , 
10,010,00,000,0000,1,王育敏,1,2,0600411,51,臺灣省,碩士,N, , 
10,010,00,000,0000,2,翁章梁,16,1,0540528,57,臺灣省,碩士,Y,*, 
10,013,00,000,0000,1,詹智鈞,267,1,0650901,46,新北市,大學,N, , 
10,013,00,000,0000,2,蘇清泉,1,1,0460805,65,臺灣省,博士,N, , 
10,013,00,000,0000,3,周春米,16,2,0551101,55,臺灣省,大學,N,*, 
10,014,00,000,0000,1,陳長宏,999,1,0540825,57,臺北市,專科,N, , 
10,014,00,000,0000,2,饒慶鈴,1,2,0581123,52,臺灣省,博士,Y,*, 
10,014,00,000,0000,3,劉櫂豪,16,1,0560202,55,臺灣省,大學,N, , 
10,015,00,000,0000,1,徐榛蔚,1,2,0571012,54,桃園市,大學,Y,*, 
10,015,00,000,0000,2,黄師鵬,999,1,0460718,65,臺灣省,碩士,N, , 
10,015,00,000,0000,3,谷辣斯．尤達卡 Kolas Yotaka,16,2,0630317,48,臺灣省,碩士,N, , 
10,016,00,000,0000,1,陳光復,16,1,0441025,67,臺灣省,高中(職),N,*, 
10,016,00,000,0000,2,賴峰偉,1,1,0420920,69,臺灣省,博士,Y, , 
10,016,00,000,0000,3,葉竹林,999,1,0510106,60,臺灣省,碩士,N, , 
10,017,00,000,0000,1,謝國樑,1,1,0641005,47,臺灣省,碩士,N,*, 
10,017,00,000,0000,2,陳薇仲,267,2,0791007,32,臺灣省,大學,N, , 
10,017,00,000,0000,3,蔡適應,16,1,0620614,49,臺北市,博士,N, , 
10,017,00,000,0000,4,曾國民,999,1,0510127,60,臺灣省,大學,N, , 
10,017,00,000,0000,5,黃希賢,999,1,0541007,57,臺灣省,碩士,N, , 
10,018,00,000,0000,1,黃源甫,999,1,0430526,68,臺灣省,博士,N, , 
10,018,00,000,0000,2,龔偉綸,999,1,0710526,40,臺北市,其他,N, , 
10,018,00,000,0000,3,林耕仁,1,1,0491130,61,臺灣省,碩士,N, , 
10,018,00,000,0000,4,李驥羣,999,1,0450215,66,臺灣省,高中(職)以下,N, , 
10,018,00,000,0000,5,沈慧虹,16,2,0560303,55,臺灣省,碩士,N, , 
10,018,00,000,0000,6,高虹安,350,2,0730125,38,臺北市,博士,N,*, 
