"prv_code","city_code","area_code","dept_code","li_code","cand_no","cand_name","party_code","cand_sex","cand_birthday","cand_age","cand_bornplace","cand_edu","is_current","is_victor","is_vice"
"10","005","01","000","0000","1","康世明","16","1","0581126","54","臺灣省","大學","N"," "," "
"10","004","02","000","0000","1","王婉諭","267","2","0680426","44","臺灣省","碩士","Y"," "," "
"64","000","02","000","0000","1","曹桓榮","1","1","0651111","47","高雄市","碩士","N"," "," "
"10","008","01","000","0000","1","馬文君","1","2","0541201","58","臺灣省","碩士","Y","*"," "
"68","000","05","000","0000","1","劉仁照","16","1","0700126","42","桃園市","大學","N"," "," "
"66","000","01","000","0000","1","蔡壁如","350","2","0530311","59","臺灣省","專科","Y"," "," "
"67","000","02","000","0000","1","陳昆和","999","1","0500326","62","臺南市","碩士","N"," "," "
"65","000","08","000","0000","1","吳崢","16","1","0780703","34","其他國家","高中(職)","N"," "," "
"10","020","01","000","0000","1","王美惠","16","2","0540415","58","臺灣省","碩士","Y","*"," "
"65","000","07","000","0000","1","葉元之","1","1","0631228","49","臺北市","博士","N","*"," "
"65","000","03","000","0000","1","蔡明堂","1","1","0470427","65","新北市","大學","N"," "," "
"68","000","04","000","0000","1","范綱祥","16","1","0550417","57","桃園市","碩士","N"," "," "
"66","000","08","000","0000","1","江啟臣","1","1","0610302","51","臺中市","博士","Y","*"," "
"10","005","02","000","0000","1","邱鎮軍","1","1","0601207","52","臺灣省","碩士","N","*"," "
"67","000","06","000","0000","1","王定宇","16","1","0580305","54","高雄市","博士","Y","*"," "
"10","007","02","000","0000","1","黃秀芳","16","2","0601110","52","臺灣省","大學","Y","*"," "
"63","000","01","000","0000","1","吳思瑤","16","2","0630528","49","新北市","碩士","Y","*"," "
"66","000","07","000","0000","1","林家興","1","1","0790608","33","臺北市","碩士","N"," "," "
"65","000","09","000","0000","1","林德福","1","1","0421023","70","新北市","專科","Y","*"," "
"10","007","01","000","0000","1","陳秀寳","16","2","0611011","51","臺灣省","大學","Y","*"," "
"65","000","05","000","0000","1","蘇巧慧","16","2","0650405","47","臺北市","碩士","Y","*"," "
"68","000","02","000","0000","1","黃世杰","16","1","0680105","44","臺北市","碩士","Y"," "," "
"66","000","06","000","0000","1","羅廷瑋","1","1","0781122","34","臺北市","碩士","N","*"," "
"10","002","01","000","0000","1","陳俊宇","16","1","0640314","48","臺灣省","碩士","N","*"," "
"63","000","04","000","0000","1","李彥秀","1","2","0601218","52","臺北市","大學","N","*"," "
"66","000","04","000","0000","1","張廖萬堅","16","1","0540209","58","臺中市","碩士","Y"," "," "
"10","009","02","000","0000","1","劉建國","16","1","0580309","54","臺灣省","碩士","Y","*"," "
"65","000","02","000","0000","1","林淑芬","16","2","0620117","50","臺灣省","碩士","Y","*"," "
"66","000","02","000","0000","1","顏寬恒","1","1","0660914","46","臺中市","碩士","N","*"," "
"64","000","04","000","0000","1","林岱樺","16","2","0610804","51","高雄市","碩士","Y","*"," "
"65","000","11","000","0000","1","羅明才","1","1","0560115","56","臺灣省","碩士","Y","*"," "
"63","000","05","000","0000","2","陳燕玉","999","2","0460731","66","臺北市","高中(職)","N"," "," "
"10","018","01","000","0000","2","楊清華","382","1","0660505","46","臺灣省","碩士","N"," "," "
"65","000","12","000","0000","2","楊木火","999","1","0500620","62","新北市","大學","N"," "," "
"64","000","07","000","0000","2","王和平統一","382","1","0421112","70","高雄市","專科","N"," "," "
"10","020","01","000","0000","2","簡明廉","999","1","0500912","62","臺灣省","高中(職)","N"," "," "
"10","017","01","000","0000","2","黃傑陽","999","1","0711208","41","臺北市","大學","N"," "," "
"09","007","01","000","0000","2","曹爾凱","350","1","0661106","46","金馬地區","大學","N"," "," "
"10","014","01","000","0000","2","黃婉茹","357","2","0701117","42","高雄市","大學","N"," "," "
"10","009","01","000","0000","2","吳炳輝","999","1","0561201","56","臺灣省","大學","N"," "," "
"66","000","06","000","0000","2","紀文清","999","1","0410917","71","臺中市","大學","N"," "," "
"67","000","01","000","0000","2","林芳竹","113","2","0810929","31","臺南市","大學","N"," "," "
"63","000","02","000","0000","2","何梅娟","153","2","0600427","52","桃園市","專科","N"," "," "
"10","002","01","000","0000","2","林錦坤","999","1","0531206","59","臺灣省","高中(職)","N"," "," "
"63","000","03","000","0000","2","陳源發","999","1","0420916","70","臺灣省","大學","N"," "," "
"68","000","02","000","0000","2","陳志豪","113","1","0670516","45","臺灣省","高中(職)","N"," "," "
"65","000","11","000","0000","2","鄭添泉","999","1","0390423","73","臺灣省","高中(職)以下","N"," "," "
"10","010","02","000","0000","2","簡銘傑","195","1","0780723","34","臺北市","大學","N"," "," "
"64","000","03","000","0000","2","陳銓霖","999","1","0420912","70","高雄市","碩士","N"," "," "
"65","000","10","000","0000","2","袁興","384","1","0521025","60","臺北市","大學","N"," "," "
"68","000","04","000","0000","2","甘乃迪","127","1","0440905","68","桃園市","高中(職)以下","N"," "," "
"10","008","01","000","0000","2","許文忠","15","1","0640113","48","臺灣省","博士","N"," "," "
"66","000","01","000","0000","2","賴信全","999","1","0630304","49","臺中市","碩士","N"," "," "
"65","000","03","000","0000","2","蘇卿彥","999","1","0280313","84","新北市","博士","N"," "," "
"65","000","02","000","0000","2","何淯笙","113","1","0631227","49","臺灣省","高中(職)","N"," "," "
"10","007","01","000","0000","2","蘇群傑","999","1","0690710","43","臺灣省","大學","N"," "," "
"68","000","03","000","0000","2","游智彬","74","1","0721223","40","其他省市","碩士","N"," "," "
"10","013","02","000","0000","2","何秋葺","153","2","0590114","53","臺灣省","高中(職)","N"," "," "
"66","000","05","000","0000","2","蔡善雯","357","2","0650802","47","臺中市","碩士","N"," "," "
"10","016","01","000","0000","2","吳政杰","1","1","0561129","56","臺灣省","碩士","N"," "," "
"64","000","01","000","0000","2","曾尹儷","350","2","0521031","60","高雄市","博士","N"," "," "
"63","000","04","000","0000","2","吳欣岱","303","2","0760701","36","桃園市","大學","N"," "," "
"09","020","01","000","0000","2","陳玉珍","1","2","0621029","50","金馬地區","碩士","Y","*"," "
"10","004","02","000","0000","2","曾聖凱","16","1","0731026","39","臺北市","碩士","N"," "," "
"67","000","06","000","0000","2","陳永和","999","1","0490216","63","臺南市","高中(職)","N"," "," "
"65","000","08","000","0000","2","邱臣遠","350","1","0701211","42","臺北市","碩士","Y"," "," "
"65","000","09","000","0000","2","莊銘淵","16","1","0620625","50","臺北市","專科","N"," "," "
"10","015","01","000","0000","2","張美慧","16","2","0591203","53","臺中市","碩士","N"," "," "
"64","000","04","000","0000","2","陳若翠","1","2","0580429","54","臺灣省","碩士","N"," "," "
"66","000","08","000","0000","2","謝志忠","16","1","0580406","54","臺南市","碩士","N"," "," "
"10","008","02","000","0000","2","蔡培慧","16","2","0600902","52","臺灣省","博士","Y"," "," "
"63","000","01","000","0000","2","張斯綱","1","1","0600909","52","臺北市","碩士","N"," "," "
"10","005","02","000","0000","2","曾玟學","999","1","0761219","36","臺北市","碩士","N"," "," "
"63","000","06","000","0000","2","苗博雅","269","2","0761002","36","臺北市","大學","N"," "," "
"65","000","06","000","0000","2","林國春","1","1","0570108","55","金馬地區","碩士","N"," "," "
"65","000","07","000","0000","2","羅致政","16","1","0531117","59","臺灣省","博士","Y"," "," "
"68","000","06","000","0000","2","趙正宇","999","1","0550329","57","桃園市","碩士","Y"," "," "
"10","010","01","000","0000","2","蔡易餘","16","1","0700314","42","臺灣省","大學","Y","*"," "
"10","009","02","000","0000","2","邱良閱","1","1","0710507","41","高雄市","碩士","N"," "," "
"10","005","01","000","0000","2","陳超明","999","1","0401217","72","臺灣省","大學","Y","*"," "
"66","000","03","000","0000","2","謝子涵","16","2","0801029","32","臺中市","碩士","N"," "," "
"10","007","02","000","0000","2","楊曜聰","1","1","0610913","51","臺灣省","博士","N"," "," "
"64","000","08","000","0000","2","李明璇","1","2","0820330","30","高雄市","大學","N"," "," "
"10","007","04","000","0000","2","鄭俊雄","1","1","0500122","62","臺灣省","碩士","N"," "," "
"65","000","05","000","0000","2","洪佳君","1","2","0660628","46","新北市","博士","N"," "," "
"10","004","01","000","0000","2","徐欣瑩","1","2","0610423","51","臺灣省","博士","N","*"," "
"63","000","08","000","0000","2","賴士葆","1","1","0400620","72","臺中市","博士","Y","*"," "
"68","000","05","000","0000","2","呂玉玲","1","2","0500619","62","桃園市","碩士","Y","*"," "
"63","000","07","000","0000","2","徐巧芯","1","2","0781118","34","臺北市","大學","N","*"," "
"66","000","02","000","0000","2","林靜儀","16","2","0630212","49","臺灣省","博士","Y"," "," "
"10","007","03","000","0000","2","謝衣鳯","1","2","0660712","46","臺灣省","博士","Y","*"," "
"67","000","02","000","0000","2","郭國文","16","1","0560311","56","臺南市","博士","Y","*"," "
"68","000","01","000","0000","2","鄭運鵬","16","1","0620602","50","臺北市","大學","Y"," "," "
"67","000","04","000","0000","2","林宜瑾","16","2","0580825","54","臺南市","碩士","Y","*"," "
"65","000","01","000","0000","2","何博文","16","1","0620627","50","臺中市","大學","N"," "," "
"65","000","04","000","0000","2","吳秉叡","16","1","0551007","57","臺灣省","碩士","Y","*"," "
"10","013","01","000","0000","2","鍾佳濱","16","1","0540223","58","高雄市","碩士","Y","*"," "
"64","000","05","000","0000","2","李昆澤","16","1","0530429","59","臺灣省","碩士","Y","*"," "
"64","000","06","000","0000","2","黃捷","16","2","0820119","30","高雄市","大學","N","*"," "
"64","000","02","000","0000","2","邱志偉","16","1","0610724","51","臺灣省","博士","Y","*"," "
"66","000","04","000","0000","2","廖偉翔","1","1","0790706","33","臺中市","大學","N","*"," "
"67","000","05","000","0000","2","林俊憲","16","1","0540307","58","臺南市","碩士","Y","*"," "
"66","000","07","000","0000","2","何欣純","16","2","0621218","50","臺中市","碩士","Y","*"," "
"67","000","03","000","0000","2","陳亭妃","16","2","0630719","49","臺南市","博士","Y","*"," "
"63","000","05","000","0000","3","許敬民","342","1","0381118","74","臺灣省","大學","N"," "," "
"10","002","01","000","0000","3","邱介勲","195","1","0430428","69","臺灣省","高中(職)","N"," "," "
"63","000","01","000","0000","3","賴宗育","199","1","0670607","45","臺灣省","大學","N"," "," "
"65","000","11","000","0000","3","魏趨安","195","1","0621024","50","新北市","大學","N"," "," "
"63","000","07","000","0000","3","羅丹","356","1","0811111","31","臺北市","大學","N"," "," "
"64","000","01","000","0000","3","劉承智","153","1","0600814","52","高雄市","高中(職)以下","N"," "," "
"66","000","04","000","0000","3","林中翊","366","1","0680412","44","臺灣省","其他","N"," "," "
"65","000","01","000","0000","3","游清池","195","1","0570224","55","臺南市","專科","N"," "," "
"65","000","04","000","0000","3","蘇輝湟","999","1","0651110","47","臺灣省","大學","N"," "," "
"63","000","06","000","0000","3","崔建章","366","1","0680617","44","臺北市","碩士","N"," "," "
"66","000","06","000","0000","3","賀姿華","999","2","0561221","56","臺中市","其他","N"," "," "
"09","007","01","000","0000","3","陳雪生","1","1","0410101","71","金馬地區","高中(職)","Y","*"," "
"65","000","12","000","0000","3","李佳蒨","366","2","0671130","45","臺北市","大學","N"," "," "
"10","016","01","000","0000","3","陳慧娟","999","2","0520104","60","臺灣省","大學","N"," "," "
"67","000","02","000","0000","3","詹秋嫻","153","2","0501001","62","臺南市","博士","N"," "," "
"66","000","05","000","0000","3","陳維新","999","2","0870719","25","臺中市","高中(職)以下","N"," "," "
"10","014","01","000","0000","3","許瑞貴","999","1","0441207","68","臺灣省","碩士","N"," "," "
"10","004","01","000","0000","3","劉台穠","357","2","0700624","42","臺灣省","大學","N"," "," "
"66","000","01","000","0000","3","劉燈鐘","999","1","0550204","57","臺中市","博士","N"," "," "
"66","000","07","000","0000","3","林振東","382","1","0490219","63","臺灣省","博士","N"," "," "
"10","020","01","000","0000","3","陳玥妗","357","2","0711108","41","臺灣省","碩士","N"," "," "
"66","000","02","000","0000","3","洪麗華","240","2","0501123","62","臺中市","高中(職)","N"," "," "
"68","000","02","000","0000","3","王思玟","999","1","0840127","28","其他國家","大學","N"," "," "
"10","017","01","000","0000","3","謝海菁","357","2","0850531","27","新北市","大學","N"," "," "
"64","000","05","000","0000","3","張芳愉","357","2","0710412","41","高雄市","大學","N"," "," "
"09","020","01","000","0000","3","尚文凱","350","2","0660509","46","臺灣省","碩士","N"," "," "
"65","000","07","000","0000","3","劉書婷","357","2","0790513","33","新北市","大學","N"," "," "
"65","000","09","000","0000","3","陳愷寧","356","2","0840202","28","臺北市","高中(職)","N"," "," "
"10","013","01","000","0000","3","蔣月惠","999","2","0480412","64","臺灣省","專科","N"," "," "
"68","000","06","000","0000","3","李慕妍","350","2","0851111","27","臺北市","專科","N"," "," "
"68","000","05","000","0000","3","賴香伶","350","2","0570105","55","臺灣省","碩士","Y"," "," "
"10","008","01","000","0000","3","蔡銘軒","16","1","0730827","39","臺灣省","碩士","N"," "," "
"10","018","01","000","0000","3","柯美蘭","999","2","0510812","61","臺灣省","博士","N"," "," "
"63","000","08","000","0000","3","王閔生","16","1","0640915","48","臺北市","大學","N"," "," "
"67","000","06","000","0000","3","陳以信","1","1","0611031","51","臺灣省","博士","N"," "," "
"10","010","02","000","0000","3","林國慶","999","1","0541102","58","臺灣省","高中(職)","N"," "," "
"67","000","04","000","0000","3","李全教","999","1","0490225","63","臺南市","博士","N"," "," "
"10","015","01","000","0000","3","傅崐萁","1","1","0510508","61","臺中市","碩士","Y","*"," "
"10","008","02","000","0000","3","游顥","1","1","0720911","40","臺灣省","碩士","N","*"," "
"10","007","01","000","0000","3","阮厚爵","1","1","0591106","53","臺灣省","碩士","N"," "," "
"10","004","02","000","0000","3","林思銘","1","1","0550316","57","臺灣省","大學","Y","*"," "
"10","007","03","000","0000","3","吳音寧","16","2","0610627","51","臺灣省","大學","N"," "," "
"65","000","06","000","0000","3","張宏陸","16","1","0610110","51","臺中市","碩士","Y","*"," "
"10","009","01","000","0000","3","蘇治芬","16","2","0420710","70","臺灣省","碩士","Y"," "," "
"65","000","02","000","0000","3","李有宜","350","2","0790508","33","臺北市","碩士","N"," "," "
"64","000","07","000","0000","3","鍾易仲","1","1","0710928","41","高雄市","碩士","N"," "," "
"65","000","08","000","0000","3","張智倫","1","1","0721124","40","臺北市","碩士","N","*"," "
"63","000","03","000","0000","3","謝佩芬","16","2","0760226","36","臺北市","碩士","N"," "," "
"64","000","06","000","0000","3","陳美雅","1","2","0591112","53","高雄市","博士","N"," "," "
"63","000","04","000","0000","3","高嘉瑜","16","2","0691017","43","臺灣省","碩士","Y"," "," "
"67","000","01","000","0000","3","賴惠員","16","2","0500605","62","臺灣省","碩士","Y","*"," "
"10","007","04","000","0000","3","陳素月","16","2","0550118","57","臺灣省","碩士","Y","*"," "
"65","000","03","000","0000","3","李坤城","16","1","0620503","50","新北市","碩士","N","*"," "
"64","000","03","000","0000","3","李眉蓁","1","2","0680321","44","高雄市","專科","N"," "," "
"68","000","03","000","0000","3","魯明哲","1","1","0521204","60","臺北市","碩士","Y","*"," "
"65","000","10","000","0000","3","吳琪銘","16","1","0520224","60","臺灣省","碩士","Y","*"," "
"66","000","03","000","0000","3","楊瓊瓔","1","2","0531019","59","臺中市","博士","Y","*"," "
"10","013","02","000","0000","3","徐富癸","16","1","0591029","53","臺灣省","碩士","N","*"," "
"63","000","02","000","0000","3","王世堅","16","1","0490101","63","臺北市","碩士","N","*"," "
"68","000","01","000","0000","3","牛煦庭","1","1","0791017","33","臺北市","碩士","N","*"," "
"68","000","04","000","0000","3","萬美玲","1","2","0580925","54","臺北市","碩士","Y","*"," "
"64","000","08","000","0000","3","賴瑞隆","16","1","0621115","50","臺灣省","碩士","Y","*"," "
"63","000","05","000","0000","4","林志成","999","1","0540528","58","臺灣省","碩士","N"," "," "
"63","000","03","000","0000","4","高士恩","195","1","0700311","42","臺灣省","大學","N"," "," "
"10","014","01","000","0000","4","陳長宏","999","1","0540825","58","臺北市","專科","N"," "," "
"63","000","02","000","0000","4","郭啟源","113","1","0621014","50","新北市","高中(職)以下","N"," "," "
"10","018","01","000","0000","4","王榮德","999","1","0420815","70","臺灣省","專科","N"," "," "
"63","000","04","000","0000","4","黃啟彬","195","1","0620211","50","臺灣省","專科","N"," "," "
"10","013","01","000","0000","4","張庭源","356","1","0841108","28","臺灣省","其他","N"," "," "
"10","007","03","000","0000","4","桂麗娜","113","2","0631013","49","其他省市","高中(職)","N"," "," "
"10","015","01","000","0000","4","周玉梅","195","2","0650306","47","臺灣省","高中(職)","N"," "," "
"65","000","12","000","0000","4","陳長志","356","1","0650118","47","新北市","高中(職)","N"," "," "
"10","020","01","000","0000","4","林智勲","366","1","0690118","43","臺灣省","大學","N"," "," "
"10","010","02","000","0000","4","黃一哲","356","1","0521113","60","臺灣省","高中(職)","N"," "," "
"68","000","05","000","0000","4","易乃文","382","1","0510826","61","桃園市","博士","N"," "," "
"66","000","02","000","0000","4","紀銘修","999","1","0570713","55","臺中市","高中(職)","N"," "," "
"10","007","04","000","0000","4","蔡念諶","374","1","0841113","28","臺灣省","高中(職)","N"," "," "
"64","000","08","000","0000","4","湛秀英","15","2","0651116","47","其他省市","碩士","N"," "," "
"10","008","01","000","0000","4","李圓恩","357","2","0690723","43","臺灣省","碩士","N"," "," "
"10","009","01","000","0000","4","李昭儀","211","2","0740829","38","臺北市","大學","N"," "," "
"65","000","03","000","0000","4","陳東雲","999","1","0471120","65","臺灣省","高中(職)以下","N"," "," "
"63","000","07","000","0000","4","陳韋安","999","1","0790531","33","新北市","大學","N"," "," "
"66","000","04","000","0000","4","陳志彬","999","1","0670723","45","臺中市","碩士","N"," "," "
"65","000","11","000","0000","4","張家榛","153","2","0640311","48","臺中市","高中(職)","N"," "," "
"63","000","08","000","0000","4","賴宣任","357","2","0750717","37","臺北市","碩士","N"," "," "
"68","000","04","000","0000","4","黃明莉","999","2","0591110","53","臺灣省","博士","N"," "," "
"68","000","03","000","0000","4","徐鶯慈","357","2","0600927","52","臺灣省","大學","N"," "," "
"10","004","01","000","0000","4","余筱菁","79","2","0691202","43","臺灣省","碩士","N"," "," "
"63","000","01","000","0000","4","侯漢廷","999","1","0771030","35","臺北市","碩士","N"," "," "
"10","017","01","000","0000","4","王醒之","999","1","0610216","51","新北市","博士","N"," "," "
"67","000","01","000","0000","4","周宏昌","1","1","0660323","46","高雄市","大學","N"," "," "
"10","002","01","000","0000","4","陳琬惠","350","2","0630911","49","臺南市","碩士","Y"," "," "
"64","000","01","000","0000","4","邱議瑩","16","2","0600601","52","臺灣省","碩士","Y","*"," "
"66","000","01","000","0000","4","蔡其昌","16","1","0580416","54","臺中市","碩士","Y","*"," "
"68","000","06","000","0000","4","邱若華","1","2","0770725","35","桃園市","碩士","N","*"," "
"10","013","02","000","0000","4","蘇孟淳","999","1","0811211","31","臺灣省","碩士","N"," "," "
"63","000","06","000","0000","4","羅智強","1","1","0590326","53","臺灣省","碩士","N","*"," "
"66","000","06","000","0000","4","江肇國","16","1","0661101","46","臺中市","碩士","N"," "," "
"65","000","04","000","0000","4","蔣欣璋","1","1","0761105","36","新北市","碩士","N"," "," "
"64","000","05","000","0000","4","黃柏霖","1","1","0561031","56","高雄市","博士","N"," "," "
"65","000","10","000","0000","4","林金結","1","1","0570721","55","臺灣省","碩士","N"," "," "
"68","000","02","000","0000","4","涂權吉","1","1","0590804","53","桃園市","碩士","N","*"," "
"64","000","03","000","0000","4","李柏毅","16","1","0660408","46","高雄市","碩士","N","*"," "
"64","000","07","000","0000","4","許智傑","16","1","0550105","57","臺灣省","碩士","Y","*"," "
"66","000","05","000","0000","4","黃健豪","1","1","0770613","35","臺中市","碩士","N","*"," "
"65","000","01","000","0000","4","洪孟楷","1","1","0720101","40","臺北市","碩士","Y","*"," "
"63","000","01","000","0000","5","張臺勝","153","1","0450831","67","臺北市","大學","N"," "," "
"10","013","01","000","0000","5","李孟翰","113","1","0790126","33","臺灣省","高中(職)","N"," "," "
"65","000","01","000","0000","5","翁藤原","113","1","0600801","52","臺北市","高中(職)","N"," "," "
"63","000","06","000","0000","5","朱翊銘","356","1","0811108","31","臺北市","大學","N"," "," "
"66","000","05","000","0000","5","苗豐隆","999","1","0510723","61","臺灣省","碩士","N"," "," "
"63","000","08","000","0000","5","夏萬浪","999","1","0410731","71","高雄市","碩士","N"," "," "
"66","000","04","000","0000","5","李海碩","366","1","0710722","41","臺灣省","碩士","N"," "," "
"68","000","06","000","0000","5","翁紹庭","153","2","0570120","55","新北市","專科","N"," "," "
"65","000","04","000","0000","5","邱吉均","195","1","0471208","65","臺灣省","大學","N"," "," "
"65","000","11","000","0000","5","陳聖","151","1","0500721","62","新北市","大學","N"," "," "
"64","000","03","000","0000","5","張正達","999","1","0600619","52","高雄市","專科","N"," "," "
"67","000","01","000","0000","5","蔡承攸","384","1","0760707","36","臺北市","高中(職)","N"," "," "
"63","000","04","000","0000","5","林秋彤","224","2","0440325","68","臺南市","碩士","N"," "," "
"66","000","06","000","0000","5","黃千庭","113","2","0730720","39","臺灣省","專科","N"," "," "
"10","008","01","000","0000","5","林金潭","999","1","0460728","66","臺灣省","大學","N"," "," "
"10","002","01","000","0000","5","林意評","303","1","0780304","34","臺灣省","碩士","N"," "," "
"10","014","01","000","0000","5","黃建賓","1","1","0671225","45","臺灣省","碩士","N","*"," "
"63","000","05","000","0000","5","于美人","999","2","0540302","58","新北市","大學","N"," "," "
"10","004","01","000","0000","5","詹紀緹","16","2","0790207","33","桃園市","大學","N"," "," "
"10","020","01","000","0000","5","張秀華","1","2","0460926","66","臺灣省","碩士","N"," "," "
"63","000","02","000","0000","5","游淑慧","1","2","0650728","47","桃園市","大學","N"," "," "
"10","010","02","000","0000","5","陳冠廷","16","1","0750405","37","臺灣省","碩士","N","*"," "
"63","000","07","000","0000","5","許淑華","16","2","0620522","50","臺灣省","博士","N"," "," "
"65","000","12","000","0000","5","賴品妤","16","2","0810302","31","臺北市","大學","Y"," "," "
"10","018","01","000","0000","5","林志潔","16","2","0621019","50","臺灣省","博士","N"," "," "
"10","009","01","000","0000","5","丁學忠","1","1","0590628","53","臺灣省","碩士","N","*"," "
"10","017","01","000","0000","5","林沛祥","1","1","0660514","46","臺灣省","博士","N","*"," "
"68","000","03","000","0000","5","彭俊豪","16","1","0710815","41","桃園市","碩士","N"," "," "
"63","000","03","000","0000","5","王鴻薇","1","2","0530710","59","臺灣省","大學","Y","*"," "
"63","000","01","000","0000","6","胡金城","153","1","0420607","70","新北市","大學","N"," "," "
"63","000","05","000","0000","6","蘇諍","264","1","0480503","64","臺中市","大學","N"," "," "
"10","020","01","000","0000","6","蔡松益","384","1","0630228","49","臺中市","博士","N"," "," "
"63","000","03","000","0000","6","楊時睿","356","1","0770422","35","臺灣省","大學","N"," "," "
"66","000","05","000","0000","6","謝旻汎","366","1","0750208","37","臺灣省","大學","N"," "," "
"68","000","06","000","0000","6","劉睿宸","384","1","0430506","69","臺北市","高中(職)","N"," "," "
"67","000","01","000","0000","6","侯陸太","999","1","0500503","62","臺南市","其他","N"," "," "
"10","009","01","000","0000","6","陳俊龍","999","1","0580704","54","臺灣省","碩士","N"," "," "
"10","014","01","000","0000","6","劉櫂豪","999","1","0560202","56","臺灣省","大學","Y"," "," "
"63","000","08","000","0000","6","張其祿","350","1","0570328","55","桃園市","博士","Y"," "," "
"10","018","01","000","0000","6","邱顯智","267","1","0650429","47","臺灣省","碩士","Y"," "," "
"10","017","01","000","0000","6","鄭文婷","16","2","0570928","55","臺北市","碩士","N"," "," "
"65","000","11","000","0000","6","曾柏瑜","16","2","0801108","32","臺北市","大學","N"," "," "
"10","002","01","000","0000","6","黃琤婷","1","2","0671220","45","臺灣省","大學","N"," "," "
"10","013","01","000","0000","6","黃明賢","1","1","0720525","40","臺灣省","碩士","N"," "," "
"65","000","12","000","0000","6","廖先翔","1","1","0770612","35","臺灣省","碩士","N","*"," "
