prv_code,city_code,area_code,dept_code,li_code,tbox_no,cand_no,ticket_num,ticket_percent,is_victor
09,007,00,010,0001,0000,1,508,37.97, 
09,007,00,010,0001,0000,2,830,62.03,*
09,007,00,010,0001,0001,1,245,35.30, 
09,007,00,010,0001,0001,2,449,64.70,*
09,007,00,010,0001,0002,1,263,40.84, 
09,007,00,010,0001,0002,2,381,59.16,*
09,007,00,010,0002,0000,1,528,100.00,*
09,007,00,010,0002,0003,1,528,100.00,*
09,007,00,010,0003,0000,1,266,49.35, 
09,007,00,010,0003,0000,2,273,50.65,*
09,007,00,010,0003,0003,1,266,49.35, 
09,007,00,010,0003,0003,2,273,50.65,*
09,007,00,010,0004,0000,1,543,74.49,*
09,007,00,010,0004,0000,2,186,25.51, 
09,007,00,010,0004,0004,1,543,74.49,*
09,007,00,010,0004,0004,2,186,25.51, 
09,007,00,010,0005,0000,1,321,100.00,*
09,007,00,010,0005,0005,1,321,100.00,*
09,007,00,010,0006,0000,1,258,100.00,*
09,007,00,010,0006,0005,1,258,100.00,*
09,007,00,010,0007,0000,1,290,100.00,*
09,007,00,010,0007,0005,1,290,100.00,*
09,007,00,010,0008,0000,1,152,100.00,*
09,007,00,010,0008,0004,1,152,100.00,*
09,007,00,010,0009,0000,1,100,100.00,*
09,007,00,010,0009,0005,1,100,100.00,*
09,007,00,020,0001,0000,1,782,100.00,*
09,007,00,020,0001,0006,1,782,100.00,*
09,007,00,020,0002,0000,1,147,100.00,*
09,007,00,020,0002,0006,1,147,100.00,*
09,007,00,020,0003,0000,1,174,48.88,*
09,007,00,020,0003,0000,2,81,22.75, 
09,007,00,020,0003,0000,3,101,28.37, 
09,007,00,020,0003,0007,1,174,48.88,*
09,007,00,020,0003,0007,2,81,22.75, 
09,007,00,020,0003,0007,3,101,28.37, 
09,007,00,020,0004,0000,1,144,58.78,*
09,007,00,020,0004,0000,2,101,41.22, 
09,007,00,020,0004,0007,1,144,58.78,*
09,007,00,020,0004,0007,2,101,41.22, 
09,007,00,020,0005,0000,1,258,100.00,*
09,007,00,020,0005,0007,1,258,100.00,*
09,007,00,020,0006,0000,1,59,46.09,*
09,007,00,020,0006,0000,2,54,42.19, 
09,007,00,020,0006,0000,3,15,11.72, 
09,007,00,020,0006,0007,1,59,46.09,*
09,007,00,020,0006,0007,2,54,42.19, 
09,007,00,020,0006,0007,3,15,11.72, 
09,007,00,030,0001,0000,1,209,100.00,*
09,007,00,030,0001,0008,1,209,100.00,*
09,007,00,030,0002,0000,1,116,100.00,*
09,007,00,030,0002,0008,1,116,100.00,*
09,007,00,030,0003,0000,1,51,100.00,*
09,007,00,030,0003,0008,1,51,100.00,*
09,007,00,030,0004,0000,1,122,100.00,*
09,007,00,030,0004,0009,1,122,100.00,*
09,007,00,030,0005,0000,1,222,60.99,*
09,007,00,030,0005,0000,2,142,39.01, 
09,007,00,030,0005,0009,1,222,60.99,*
09,007,00,030,0005,0009,2,142,39.01, 
09,007,00,040,0001,0000,1,197,45.08, 
09,007,00,040,0001,0000,2,240,54.92,*
09,007,00,040,0001,0010,1,197,45.08, 
09,007,00,040,0001,0010,2,240,54.92,*
09,007,00,040,0002,0000,1,314,61.81,*
09,007,00,040,0002,0000,2,194,38.19, 
09,007,00,040,0002,0010,1,314,61.81,*
09,007,00,040,0002,0010,2,194,38.19, 
09,020,00,010,0001,0000,1,882,43.66, 
09,020,00,010,0001,0000,2,1138,56.34,*
09,020,00,010,0001,0001,1,212,37.79, 
09,020,00,010,0001,0001,2,349,62.21,*
09,020,00,010,0001,0002,1,332,44.93, 
09,020,00,010,0001,0002,2,407,55.07,*
09,020,00,010,0001,0003,1,338,46.94, 
09,020,00,010,0001,0003,2,382,53.06,*
09,020,00,010,0002,0000,1,1614,45.75, 
09,020,00,010,0002,0000,2,1914,54.25,*
09,020,00,010,0002,0007,1,255,42.86, 
09,020,00,010,0002,0007,2,340,57.14,*
09,020,00,010,0002,0008,1,250,44.80, 
09,020,00,010,0002,0008,2,308,55.20,*
09,020,00,010,0002,0009,1,234,42.39, 
09,020,00,010,0002,0009,2,318,57.61,*
09,020,00,010,0002,0010,1,279,49.03, 
09,020,00,010,0002,0010,2,290,50.97,*
09,020,00,010,0002,0011,1,316,45.53, 
09,020,00,010,0002,0011,2,378,54.47,*
09,020,00,010,0002,0012,1,280,50.00, 
09,020,00,010,0002,0012,2,280,50.00,*
09,020,00,010,0003,0000,1,894,45.06,*
09,020,00,010,0003,0000,2,738,37.20, 
09,020,00,010,0003,0000,3,352,17.74, 
09,020,00,010,0003,0004,1,326,48.66,*
09,020,00,010,0003,0004,2,209,31.19, 
09,020,00,010,0003,0004,3,135,20.15, 
09,020,00,010,0003,0005,1,283,50.81,*
09,020,00,010,0003,0005,2,170,30.52, 
09,020,00,010,0003,0005,3,104,18.67, 
09,020,00,010,0003,0006,1,285,37.65,*
09,020,00,010,0003,0006,2,359,47.42, 
09,020,00,010,0003,0006,3,113,14.93, 
09,020,00,010,0004,0000,1,1339,100.00,*
09,020,00,010,0004,0013,1,456,100.00,*
09,020,00,010,0004,0014,1,411,100.00,*
09,020,00,010,0004,0015,1,472,100.00,*
09,020,00,010,0005,0000,1,208,14.21, 
09,020,00,010,0005,0000,2,350,23.91, 
09,020,00,010,0005,0000,3,906,61.89,*
09,020,00,010,0005,0020,1,73,14.66, 
09,020,00,010,0005,0020,2,27,5.42, 
09,020,00,010,0005,0020,3,398,79.92,*
09,020,00,010,0005,0021,1,98,21.35, 
09,020,00,010,0005,0021,2,41,8.93, 
09,020,00,010,0005,0021,3,320,69.72,*
09,020,00,010,0005,0022,1,37,7.30, 
09,020,00,010,0005,0022,2,282,55.62, 
09,020,00,010,0005,0022,3,188,37.08,*
09,020,00,010,0006,0000,1,130,15.01, 
09,020,00,010,0006,0000,2,346,39.95,*
09,020,00,010,0006,0000,3,248,28.64, 
09,020,00,010,0006,0000,4,142,16.40, 
09,020,00,010,0006,0019,1,130,15.01, 
09,020,00,010,0006,0019,2,346,39.95,*
09,020,00,010,0006,0019,3,248,28.64, 
09,020,00,010,0006,0019,4,142,16.40, 
09,020,00,010,0007,0000,1,854,100.00,*
09,020,00,010,0007,0023,1,410,100.00,*
09,020,00,010,0007,0024,1,444,100.00,*
09,020,00,010,0008,0000,1,1456,83.97,*
09,020,00,010,0008,0000,2,278,16.03, 
09,020,00,010,0008,0016,1,497,83.11,*
09,020,00,010,0008,0016,2,101,16.89, 
09,020,00,010,0008,0017,1,491,84.22,*
09,020,00,010,0008,0017,2,92,15.78, 
09,020,00,010,0008,0018,1,468,84.63,*
09,020,00,010,0008,0018,2,85,15.37, 
09,020,00,020,0001,0000,1,1775,100.00,*
09,020,00,020,0001,0076,1,256,100.00,*
09,020,00,020,0001,0077,1,337,100.00,*
09,020,00,020,0001,0078,1,605,100.00,*
