prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
09,007,00,010,0001,1,陳春開,16,1,0440621,67,金馬地區,高中(職)以下,N, , 
09,007,00,010,0001,2,陳美貴,1,1,0520630,59,金馬地區,高中(職)以下,Y,*, 
09,007,00,010,0002,1,曹爾嵐,1,1,0450325,66,金馬地區,高中(職)以下,Y,*, 
09,007,00,010,0003,1,陳泰英,1,1,0460909,65,金馬地區,高中(職)以下,Y, , 
09,007,00,010,0003,2,陳震森,1,1,0671106,43,金馬地區,高中(職),N,*, 
09,007,00,010,0004,1,陳善安,1,1,0530917,58,金馬地區,高中(職),Y,*, 
09,007,00,010,0004,2,周治孝,999,1,0750412,36,桃園市,大學,N, , 
09,007,00,010,0005,1,黃寶清,1,1,0550530,56,金馬地區,高中(職)以下,Y,*, 
09,007,00,010,0006,1,劉用順,999,1,0510304,60,金馬地區,高中(職)以下,Y,*, 
09,007,00,010,0007,1,陳智偉,1,1,0681108,42,金馬地區,大學,Y,*, 
09,007,00,010,0008,1,陳常玉,1,1,0491218,61,其他省市,高中(職)以下,Y,*, 
09,007,00,010,0009,1,侯全寶,1,1,0440515,67,金馬地區,大學,N,*, 
09,007,00,020,0001,1,林建中,1,1,0681029,43,金馬地區,專科,Y,*, 
09,007,00,020,0002,1,陳鈺麟,1,1,0670301,44,金馬地區,大學,Y,*, 
09,007,00,020,0003,1,陳麗君,1,2,0520403,59,金馬地區,大學,Y,*, 
09,007,00,020,0003,2,邱德貴,16,1,0520501,59,金馬地區,高中(職),N, , 
09,007,00,020,0003,3,姜博耀,999,1,0871013,24,新北市,大學,N, , 
09,007,00,020,0004,1,陳世朝,1,1,0520201,59,金馬地區,高中(職)以下,N,*, 
09,007,00,020,0004,2,陳世飛,1,1,0480325,63,金馬地區,高中(職),Y, , 
09,007,00,020,0005,1,王禮好,1,1,0420410,69,金馬地區,高中(職)以下,Y,*, 
09,007,00,020,0006,1,王若蓉,1,2,0490201,62,金馬地區,高中(職)以下,Y,*, 
09,007,00,020,0006,2,王傳文,999,1,0541015,57,金馬地區,高中(職),N, , 
09,007,00,020,0006,3,林百光,999,1,0470324,64,金馬地區,高中(職)以下,N, , 
09,007,00,030,0001,1,陳秉傑,1,1,0690517,42,金馬地區,高中(職)以下,Y,*, 
09,007,00,030,0002,1,陳道勳,1,1,0451124,65,金馬地區,高中(職)以下,Y,*, 
09,007,00,030,0003,1,陳家信,999,1,0590505,52,金馬地區,大學,Y,*, 
09,007,00,030,0004,1,鄭光武,1,1,0520917,59,金馬地區,高中(職),Y,*, 
09,007,00,030,0005,1,鄭智新,1,1,0560715,55,金馬地區,高中(職),Y,*, 
09,007,00,030,0005,2,林文福,16,1,0740730,37,金馬地區,專科,N, , 
09,007,00,040,0001,1,陳彥誠,16,1,0830316,28,臺中市,高中(職),N, , 
09,007,00,040,0001,2,陳昌龍,1,1,0541120,56,金馬地區,高中(職),N,*, 
09,007,00,040,0002,1,陳志忠,999,1,0720926,39,金馬地區,高中(職),N,*, 
09,007,00,040,0002,2,林泓宇,999,1,0731019,38,金馬地區,高中(職)以下,N, , 
09,020,00,010,0001,1,蔡祥坤,1,1,0450506,66,金馬地區,高中(職),Y, , 
09,020,00,010,0001,2,周偉義,999,1,0530918,58,金馬地區,大學,N,*, 
09,020,00,010,0002,1,許程勛,999,1,0740716,37,金馬地區,大學,N, , 
09,020,00,010,0002,2,楊雨川,1,1,0520727,59,金馬地區,高中(職)以下,Y,*, 
09,020,00,010,0003,1,鄭易岳,999,1,0591105,51,金馬地區,專科,Y,*, 
09,020,00,010,0003,2,楊耀芸,999,1,0280405,83,金馬地區,其他,N, , 
09,020,00,010,0003,3,許丕肯,999,1,0540612,57,金馬地區,大學,N, , 
09,020,00,010,0004,1,許績才,1,1,0610406,50,金馬地區,高中(職),Y,*, 
09,020,00,010,0005,1,倪振國,999,1,0450828,66,金馬地區,高中(職)以下,N, , 
09,020,00,010,0005,2,董倫智,999,1,0691017,42,金馬地區,高中(職),N, , 
09,020,00,010,0005,3,辛文進,1,1,0460220,65,金馬地區,高中(職),Y,*, 
09,020,00,010,0006,1,黃乃善,999,1,0511210,59,金馬地區,高中(職)以下,N, , 
09,020,00,010,0006,2,黃延良,1,1,0450211,66,金馬地區,高中(職),Y,*, 
09,020,00,010,0006,3,陳海發,1,1,0661025,45,金馬地區,高中(職),N, , 
09,020,00,010,0006,4,洪篤全,999,1,0470420,64,金馬地區,大學,N, , 
09,020,00,010,0007,1,戴德強,1,1,0420301,69,金馬地區,專科,Y,*, 
09,020,00,010,0008,1,顏士強,999,1,0660703,45,金馬地區,高中(職),Y,*, 
