villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
67000210009,臺南市,安定區,港南里,174,1955,8.9,38,1590,2.39,洪岳銘,,414,1911,21.66,533,1934,27.56,12.76
67000210002,臺南市,安定區,蘇厝里,135,1441,9.37,31,1177,2.63,洪岳銘,,305,1391,21.93,366,1414,25.88,12.56
67000210007,臺南市,安定區,中榮里,151,1227,12.31,49,1166,4.2,洪岳銘,,297,1228,24.19,323,1246,25.92,11.88
67000210001,臺南市,安定區,蘇林里,131,1569,8.35,26,1418,1.83,洪岳銘,,291,1549,18.79,348,1568,22.19,10.44
67000210003,臺南市,安定區,安定里,93,1008,9.23,21,901,2.33,洪岳銘,,189,961,19.67,238,974,24.44,10.44
67000210013,臺南市,安定區,新吉里,164,1792,9.15,31,1487,2.08,洪岳銘,,335,1734,19.32,471,1764,26.7,10.17
67000210008,臺南市,安定區,港口里,201,2085,9.64,44,1748,2.52,洪岳銘,,404,2050,19.71,583,2079,28.04,10.07
67000210014,臺南市,安定區,海寮里,142,1847,7.69,27,1406,1.92,洪岳銘,,307,1739,17.65,390,1774,21.98,9.96
67000210017,臺南市,安定區,文科里,87,1174,7.41,24,894,2.68,洪岳銘,,193,1129,17.09,235,1140,20.61,9.68
67000210006,臺南市,安定區,港尾里,81,1075,7.53,15,872,1.72,洪岳銘,,177,1036,17.08,244,1054,23.15,9.55
67000210018,臺南市,安定區,嘉同里,133,1714,7.76,30,1421,2.11,洪岳銘,,266,1593,16.7,364,1622,22.44,8.94
67000210012,臺南市,安定區,中沙里,54,549,9.84,10,449,2.23,洪岳銘,,92,525,17.52,117,535,21.87,7.68
67000210004,臺南市,安定區,安加里,128,1483,8.63,19,1435,1.32,洪岳銘,,240,1477,16.25,313,1504,20.81,7.62
