villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10002090003,宜蘭縣,五結鄉,鎮安村,205,1862,11.01,0,1586,0,,,483,1925,25.09,562,1954,28.76,14.08
10002090014,宜蘭縣,五結鄉,成興村,278,2214,12.56,0,1802,0,,,596,2262,26.35,717,2305,31.11,13.79
10002090001,宜蘭縣,五結鄉,三興村,164,1450,11.31,0,1279,0,,,370,1505,24.58,409,1525,26.82,13.27
10002090004,宜蘭縣,五結鄉,上四村,138,1196,11.54,0,919,0,,,283,1142,24.78,310,1157,26.79,13.24
10002090005,宜蘭縣,五結鄉,中興村,94,919,10.23,0,753,0,,,209,902,23.17,239,907,26.35,12.94
10002090002,宜蘭縣,五結鄉,二結村,149,1296,11.5,0,1088,0,,,336,1387,24.22,393,1409,27.89,12.72
10002090007,宜蘭縣,五結鄉,福興村,130,1302,9.98,0,1025,0,,,281,1260,22.3,314,1269,24.74,12.32
10002090010,宜蘭縣,五結鄉,協和村,270,2312,11.68,0,1747,0,,,536,2241,23.92,619,2276,27.2,12.24
10002090011,宜蘭縣,五結鄉,孝威村,109,1072,10.17,0,962,0,,,256,1145,22.36,307,1160,26.47,12.19
10002090009,宜蘭縣,五結鄉,大吉村,289,2590,11.16,0,1900,0,,,609,2636,23.1,777,2672,29.08,11.94
10002090008,宜蘭縣,五結鄉,五結村,309,2597,11.9,0,2004,0,,,594,2538,23.4,699,2560,27.3,11.5
10002090015,宜蘭縣,五結鄉,季新村,196,1911,10.26,0,1596,0,,,375,1795,20.89,475,1834,25.9,10.63
10002090013,宜蘭縣,五結鄉,利澤村,153,1339,11.43,0,1053,0,,,263,1217,21.61,304,1250,24.32,10.18
10002090012,宜蘭縣,五結鄉,錦眾村,73,968,7.54,0,943,0,,,166,967,17.17,227,979,23.19,9.63
10002090006,宜蘭縣,五結鄉,四結村,254,1836,13.83,0,1419,0,,,418,1853,22.56,479,1872,25.59,8.73
