villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
67000090008,臺南市,六甲區,中社里,92,1115,8.25,0,1014,0,,,210,1043,20.13,248,1062,23.35,11.88
67000090001,臺南市,六甲區,六甲里,195,2117,9.21,0,1612,0,,,401,1903,21.07,460,1934,23.78,11.86
67000090006,臺南市,六甲區,二甲里,195,2316,8.42,0,1815,0,,,440,2206,19.95,547,2241,24.41,11.53
67000090009,臺南市,六甲區,龜港里,67,848,7.9,0,876,0,,,175,907,19.29,209,920,22.72,11.39
67000090005,臺南市,六甲區,七甲里,115,1277,9.01,0,1035,0,,,235,1219,19.28,311,1242,25.04,10.27
67000090003,臺南市,六甲區,甲南里,71,942,7.54,0,754,0,,,156,897,17.39,194,906,21.41,9.85
67000090002,臺南市,六甲區,甲東里,145,1816,7.98,0,1677,0,,,296,1688,17.54,402,1724,23.32,9.56
67000090007,臺南市,六甲區,水林里,138,1439,9.59,0,1148,0,,,216,1325,16.3,290,1356,21.39,6.71
67000090010,臺南市,六甲區,菁埔里,37,415,8.92,0,486,0,,,61,402,15.17,77,407,18.92,6.25
67000090012,臺南市,六甲區,大丘里,16,353,4.53,0,394,0,,,32,318,10.06,47,331,14.2,5.53
67000090011,臺南市,六甲區,王爺里,16,442,3.62,0,480,0,,,33,372,8.87,52,393,13.23,5.25
