villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10009030014,雲林縣,虎尾鎮,北溪里,89,593,15.01,214,510,41.96,陳乙辰,Y,178,575,30.96,219,594,36.87,15.95
10009030017,雲林縣,虎尾鎮,芳草里,46,547,8.41,37,539,6.86,陳乙辰,Y,128,562,22.78,163,583,27.96,14.37
10009030015,雲林縣,虎尾鎮,墾地里,186,1093,17.02,187,1074,17.41,陳乙辰,Y,463,1530,30.26,604,1562,38.67,13.24
10009030022,雲林縣,虎尾鎮,廉使里,272,2246,12.11,265,2185,12.13,陳乙辰,Y,655,2623,24.97,848,2678,31.67,12.86
10009030019,雲林縣,虎尾鎮,堀頭里,65,575,11.3,41,546,7.51,陳乙辰,Y,143,611,23.4,207,627,33.01,12.1
10009030013,雲林縣,虎尾鎮,三合里,91,888,10.25,58,854,6.79,陳乙辰,Y,206,937,21.99,261,967,26.99,11.74
10009030012,雲林縣,虎尾鎮,延平里,110,812,13.55,56,727,7.7,陳乙辰,Y,194,782,24.81,243,803,30.26,11.26
10009030020,雲林縣,虎尾鎮,安溪里,142,1238,11.47,74,1030,7.18,陳乙辰,Y,265,1175,22.55,328,1203,27.27,11.08
10009030011,雲林縣,虎尾鎮,穎川里,191,1424,13.41,130,1307,9.95,陳乙辰,Y,348,1441,24.15,440,1463,30.08,10.74
10009030008,雲林縣,虎尾鎮,平和里,532,3220,16.52,480,2748,17.47,陳乙辰,Y,929,3413,27.22,1111,3438,32.32,10.7
10009030027,雲林縣,虎尾鎮,建國里,40,321,12.46,44,293,15.02,陳乙辰,Y,70,309,22.65,81,314,25.8,10.19
10009030006,雲林縣,虎尾鎮,西安里,277,2292,12.09,223,1799,12.4,陳乙辰,Y,461,2109,21.86,576,2150,26.79,9.77
10009030016,雲林縣,虎尾鎮,西屯里,109,945,11.53,64,993,6.45,陳乙辰,Y,200,941,21.25,248,985,25.18,9.72
10009030001,雲林縣,虎尾鎮,中山里,75,673,11.14,49,575,8.52,陳乙辰,Y,123,592,20.78,152,602,25.25,9.64
10009030024,雲林縣,虎尾鎮,頂溪里,203,1804,11.25,217,1684,12.89,陳乙辰,Y,366,1754,20.87,480,1811,26.5,9.62
10009030002,雲林縣,虎尾鎮,新興里,135,1117,12.09,110,891,12.35,陳乙辰,Y,230,1068,21.54,266,1075,24.74,9.45
10009030005,雲林縣,虎尾鎮,德興里,237,1763,13.44,168,1389,12.1,陳乙辰,Y,384,1708,22.48,513,1733,29.6,9.04
10009030004,雲林縣,虎尾鎮,公安里,263,2087,12.6,200,1630,12.27,陳乙辰,Y,418,1951,21.42,500,1971,25.37,8.82
10009030010,雲林縣,虎尾鎮,新吉里,410,2681,15.29,274,2191,12.51,陳乙辰,Y,644,2691,23.93,746,2722,27.41,8.64
10009030018,雲林縣,虎尾鎮,埒內里,244,1899,12.85,138,1731,7.97,陳乙辰,Y,389,1810,21.49,503,1855,27.12,8.64
10009030009,雲林縣,虎尾鎮,興南里,258,1627,15.86,147,1388,10.59,陳乙辰,Y,369,1524,24.21,469,1560,30.06,8.35
10009030028,雲林縣,虎尾鎮,立仁里,377,2633,14.32,288,2136,13.48,陳乙辰,Y,587,2594,22.63,678,2611,25.97,8.31
10009030021,雲林縣,虎尾鎮,興中里,132,1093,12.08,110,1121,9.81,陳乙辰,Y,226,1115,20.27,325,1143,28.43,8.19
10009030023,雲林縣,虎尾鎮,惠來里,181,1595,11.35,104,1493,6.97,陳乙辰,Y,300,1539,19.49,406,1571,25.84,8.14
10009030029,雲林縣,虎尾鎮,東屯里,98,798,12.28,56,810,6.91,陳乙辰,Y,162,794,20.4,231,820,28.17,8.12
10009030003,雲林縣,虎尾鎮,東仁里,224,1886,11.88,163,1479,11.02,陳乙辰,Y,362,1811,19.99,470,1826,25.74,8.11
10009030007,雲林縣,虎尾鎮,安慶里,110,1040,10.58,70,797,8.78,陳乙辰,Y,171,917,18.65,229,926,24.73,8.07
10009030026,雲林縣,虎尾鎮,下溪里,156,1064,14.66,76,1119,6.79,陳乙辰,Y,240,1063,22.58,309,1096,28.19,7.92
10009030025,雲林縣,虎尾鎮,中溪里,110,936,11.75,67,903,7.42,陳乙辰,Y,173,940,18.4,236,953,24.76,6.65
