villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
67000160001,臺南市,將軍區,長榮里,58,797,7.28,0,736,0,,,139,752,18.48,154,770,20,11.2
67000160021,臺南市,將軍區,忠嘉里,123,1675,7.34,0,1604,0,,,263,1522,17.28,311,1553,20.03,9.94
67000160020,臺南市,將軍區,西甲里,98,1683,5.82,0,1490,0,,,219,1522,14.39,271,1545,17.54,8.57
67000160022,臺南市,將軍區,苓仔寮里,107,1379,7.76,0,1369,0,,,198,1243,15.93,247,1273,19.4,8.17
67000160014,臺南市,將軍區,廣山里,16,376,4.26,0,319,0,,,37,313,11.82,49,316,15.51,7.56
67000160016,臺南市,將軍區,平沙里,43,740,5.81,0,572,0,,,87,659,13.2,105,668,15.72,7.39
67000160017,臺南市,將軍區,鯤鯓里,57,1251,4.56,0,1119,0,,,133,1134,11.73,178,1157,15.38,7.17
67000160023,臺南市,將軍區,將軍里,58,1064,5.45,0,880,0,,,113,934,12.1,143,951,15.04,6.65
67000160013,臺南市,將軍區,玉山里,21,518,4.05,0,542,0,,,48,474,10.13,66,484,13.64,6.08
67000160018,臺南市,將軍區,鯤溟里,35,590,5.93,0,689,0,,,65,548,11.86,80,550,14.55,5.93
67000160019,臺南市,將軍區,巷埔里,40,802,4.99,0,663,0,,,74,701,10.56,90,711,12.66,5.57
67000160015,臺南市,將軍區,長沙里,45,853,5.28,0,629,0,,,73,739,9.88,111,753,14.74,4.6
