villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10007060005,彰化縣,福興鄉,外中村,87,843,10.32,28,824,3.4,鄭敬議,,198,833,23.77,239,831,28.76,13.45
10007060003,彰化縣,福興鄉,大崙村,97,851,11.4,16,792,2.02,鄭敬議,,215,866,24.83,293,882,33.22,13.43
10007060004,彰化縣,福興鄉,外埔村,113,1015,11.13,36,859,4.19,鄭敬議,,241,1004,24,317,1023,30.99,12.87
10007060018,彰化縣,福興鄉,二港村,74,872,8.49,58,898,6.46,鄭敬議,,180,871,20.67,221,889,24.86,12.18
10007060021,彰化縣,福興鄉,同安村,161,1613,9.98,112,1460,7.67,鄭敬議,,330,1525,21.64,456,1556,29.31,11.66
10007060012,彰化縣,福興鄉,鎮平村,77,755,10.2,45,801,5.62,鄭敬議,,159,737,21.57,217,759,28.59,11.37
10007060020,彰化縣,福興鄉,福南村,211,1653,12.76,120,1477,8.12,鄭敬議,,399,1656,24.09,486,1696,28.66,11.33
10007060014,彰化縣,福興鄉,麥厝村,157,1412,11.12,73,1365,5.35,鄭敬議,,295,1323,22.3,395,1345,29.37,11.18
10007060007,彰化縣,福興鄉,三汴村,133,1004,13.25,32,870,3.68,鄭敬議,,224,921,24.32,279,930,30,11.07
10007060008,彰化縣,福興鄉,萬豐村,54,593,9.11,21,532,3.95,鄭敬議,,115,572,20.1,149,592,25.17,10.99
10007060016,彰化縣,福興鄉,頂粘村,180,1547,11.64,105,1420,7.39,鄭敬議,,337,1491,22.6,477,1539,30.99,10.96
10007060019,彰化縣,福興鄉,福興村,348,2551,13.64,208,2231,9.32,鄭敬議,,611,2499,24.45,729,2543,28.67,10.81
10007060015,彰化縣,福興鄉,廈粘村,150,1257,11.93,84,1213,6.92,鄭敬議,,280,1239,22.6,372,1276,29.15,10.67
10007060010,彰化縣,福興鄉,橋頭村,244,1844,13.23,122,1588,7.68,鄭敬議,,422,1785,23.64,534,1815,29.42,10.41
10007060001,彰化縣,福興鄉,番社村,97,1042,9.31,38,931,4.08,鄭敬議,,205,1047,19.58,260,1056,24.62,10.27
10007060017,彰化縣,福興鄉,福寶村,94,785,11.97,39,763,5.11,鄭敬議,,169,766,22.06,239,788,30.33,10.09
10007060011,彰化縣,福興鄉,秀厝村,260,1731,15.02,120,1781,6.74,鄭敬議,,440,1782,24.69,578,1845,31.33,9.67
10007060006,彰化縣,福興鄉,元中村,114,871,13.09,30,735,4.08,鄭敬議,,189,834,22.66,234,845,27.69,9.57
10007060002,彰化縣,福興鄉,社尾村,134,1019,13.15,55,910,6.04,鄭敬議,,209,960,21.77,287,986,29.11,8.62
10007060009,彰化縣,福興鄉,番婆村,226,1608,14.05,82,1397,5.87,鄭敬議,,345,1545,22.33,430,1562,27.53,8.28
10007060022,彰化縣,福興鄉,西勢村,153,1373,11.14,122,1188,10.27,鄭敬議,,238,1326,17.95,378,1330,28.42,6.81
10007060013,彰化縣,福興鄉,三和村,89,760,11.71,31,706,4.39,鄭敬議,,129,710,18.17,174,724,24.03,6.46
