villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
65000250001,新北市,雙溪區,雙溪里,26,303,8.58,0,249,0,,,51,280,18.21,63,287,21.95,9.63
65000250012,新北市,雙溪區,泰平里,68,699,9.73,0,767,0,,,134,707,18.95,158,727,21.73,9.22
65000250011,新北市,雙溪區,長源里,11,210,5.24,0,181,0,,,26,188,13.83,33,196,16.84,8.59
65000250007,新北市,雙溪區,三貂里,16,203,7.88,0,286,0,,,35,214,16.36,35,216,16.2,8.48
65000250004,新北市,雙溪區,魚行里,31,443,7,0,371,0,,,63,414,15.22,73,423,17.26,8.22
65000250009,新北市,雙溪區,上林里,23,429,5.36,0,313,0,,,51,378,13.49,56,385,14.55,8.13
65000250003,新北市,雙溪區,新基里,36,514,7,0,449,0,,,67,446,15.02,93,458,20.31,8.02
65000250006,新北市,雙溪區,牡丹里,62,941,6.59,0,775,0,,,117,802,14.59,153,820,18.66,8
65000250010,新北市,雙溪區,外柑里,21,272,7.72,0,298,0,,,35,224,15.63,47,232,20.26,7.91
65000250008,新北市,雙溪區,平林里,44,592,7.43,0,428,0,,,81,538,15.06,110,543,20.26,7.63
65000250002,新北市,雙溪區,共和里,15,234,6.41,0,244,0,,,26,204,12.75,34,214,15.89,6.34
65000250005,新北市,雙溪區,三港里,15,224,6.7,0,225,0,,,25,201,12.44,31,208,14.9,5.74
