villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10010160004,嘉義縣,番路鄉,下坑村,120,1228,9.77,0,1272,0,,,278,1256,22.13,337,1290,26.12,12.36
10010160001,嘉義縣,番路鄉,江西村,73,830,8.8,0,810,0,,,154,770,20,198,782,25.32,11.2
10010160003,嘉義縣,番路鄉,新福村,69,837,8.24,0,869,0,,,151,798,18.92,166,823,20.17,10.68
10010160005,嘉義縣,番路鄉,番路村,41,599,6.84,0,591,0,,,93,539,17.25,124,556,22.3,10.41
10010160006,嘉義縣,番路鄉,民和村,49,585,8.38,0,681,0,,,111,597,18.59,151,614,24.59,10.21
10010160009,嘉義縣,番路鄉,公田村,68,630,10.79,0,572,0,,,122,586,20.82,156,614,25.41,10.03
10010160007,嘉義縣,番路鄉,觸口村,62,827,7.5,0,640,0,,,127,750,16.93,169,771,21.92,9.43
10010160002,嘉義縣,番路鄉,內甕村,40,328,12.2,0,319,0,,,61,291,20.96,72,293,24.57,8.76
10010160011,嘉義縣,番路鄉,草山村,22,225,9.78,0,278,0,,,35,217,16.13,49,227,21.59,6.35
10010160008,嘉義縣,番路鄉,大湖村,32,363,8.82,0,474,0,,,50,349,14.33,62,358,17.32,5.51
10010160010,嘉義縣,番路鄉,公興村,16,300,5.33,0,297,0,,,28,288,9.72,40,294,13.61,4.39
