villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
64000030035,高雄市,左營區,自助里,24,270,8.89,33,671,4.92,莊貽量,,411,1336,30.76,492,1339,36.74,21.87
64000030013,高雄市,左營區,永清里,46,388,11.86,19,203,9.36,莊貽量,,159,484,32.85,203,487,41.68,20.99
64000030012,高雄市,左營區,祥和里,19,452,4.2,6,253,2.37,莊貽量,,86,438,19.63,129,442,29.19,15.43
64000030023,高雄市,左營區,聖西里,21,491,4.28,4,217,1.84,莊貽量,,79,438,18.04,102,443,23.02,13.76
64000030019,高雄市,左營區,明建里,64,477,13.42,21,354,5.93,莊貽量,,144,560,25.71,177,560,31.61,12.29
64000030044,高雄市,左營區,福山里,2766,25217,10.97,716,16823,4.26,莊貽量,,5417,24692,21.94,6609,24790,26.66,10.97
64000030034,高雄市,左營區,崇實里,255,2343,10.88,62,1698,3.65,莊貽量,,488,2300,21.22,594,2309,25.73,10.34
64000030043,高雄市,左營區,菜公里,2139,20786,10.29,628,13778,4.56,莊貽量,,3956,19881,19.9,4794,19961,24.02,9.61
64000030040,高雄市,左營區,新上里,1709,19003,8.99,401,12355,3.25,莊貽量,,3268,17780,18.38,3884,17856,21.75,9.39
64000030039,高雄市,左營區,新下里,1018,10081,10.1,211,6851,3.08,莊貽量,,1879,9734,19.3,2258,9794,23.05,9.2
64000030042,高雄市,左營區,新光里,958,9926,9.65,219,6799,3.22,莊貽量,,1767,9449,18.7,2157,9485,22.74,9.05
64000030009,高雄市,左營區,尾北里,203,2447,8.3,72,1773,4.06,莊貽量,,368,2168,16.97,432,2185,19.77,8.67
64000030025,高雄市,左營區,城南里,14,373,3.75,4,266,1.5,莊貽量,,37,306,12.09,48,307,15.64,8.34
64000030038,高雄市,左營區,果峰里,51,1157,4.41,19,752,2.53,莊貽量,,122,964,12.66,174,980,17.76,8.25
64000030016,高雄市,左營區,光輝里,150,1838,8.16,48,1347,3.56,莊貽量,,266,1629,16.33,324,1646,19.68,8.17
64000030030,高雄市,左營區,埤北里,46,918,5.01,24,724,3.31,莊貽量,,102,778,13.11,132,789,16.73,8.1
64000030041,高雄市,左營區,新中里,313,3826,8.18,75,2502,3,莊貽量,,555,3429,16.19,667,3450,19.33,8.01
64000030017,高雄市,左營區,合群里,116,1946,5.96,23,1449,1.59,莊貽量,,239,1717,13.92,323,1743,18.53,7.96
64000030027,高雄市,左營區,廍北里,20,302,6.62,7,251,2.79,莊貽量,,41,286,14.34,55,291,18.9,7.72
64000030036,高雄市,左營區,果貿里,137,1986,6.9,52,1458,3.57,莊貽量,,262,1796,14.59,340,1806,18.83,7.69
64000030037,高雄市,左營區,果惠里,62,1102,5.63,15,815,1.84,莊貽量,,126,959,13.14,171,966,17.7,7.51
64000030002,高雄市,左營區,尾西里,49,768,6.38,21,533,3.94,莊貽量,,95,688,13.81,127,690,18.41,7.43
64000030032,高雄市,左營區,海勝里,275,4277,6.43,53,2995,1.77,莊貽量,,516,3786,13.63,731,3827,19.1,7.2
64000030008,高雄市,左營區,尾南里,37,542,6.83,14,389,3.6,莊貽量,,63,455,13.85,72,458,15.72,7.02
64000030022,高雄市,左營區,聖后里,39,586,6.66,12,413,2.91,莊貽量,,70,517,13.54,81,524,15.46,6.88
64000030028,高雄市,左營區,廍南里,20,450,4.44,3,317,0.95,莊貽量,,42,383,10.97,50,383,13.05,6.53
64000030004,高雄市,左營區,中北里,19,485,3.92,12,369,3.25,莊貽量,,40,396,10.1,46,401,11.47,6.18
64000030001,高雄市,左營區,進學里,77,1250,6.16,25,854,2.93,莊貽量,,129,1050,12.29,182,1057,17.22,6.13
64000030015,高雄市,左營區,莒光里,87,1264,6.88,24,865,2.77,莊貽量,,137,1056,12.97,174,1064,16.35,6.09
64000030024,高雄市,左營區,聖南里,34,390,8.72,7,332,2.11,莊貽量,,50,342,14.62,67,345,19.42,5.9
64000030031,高雄市,左營區,埤東里,38,701,5.42,11,597,1.84,莊貽量,,68,603,11.28,83,613,13.54,5.86
64000030029,高雄市,左營區,埤西里,45,667,6.75,8,469,1.71,莊貽量,,69,558,12.37,93,574,16.2,5.62
64000030007,高雄市,左營區,廟北里,37,635,5.83,14,523,2.68,莊貽量,,63,558,11.29,78,563,13.85,5.46
64000030011,高雄市,左營區,屏山里,65,1078,6.03,26,839,3.1,莊貽量,,106,927,11.43,151,943,16.01,5.4
64000030026,高雄市,左營區,路東里,38,545,6.97,14,395,3.54,莊貽量,,57,479,11.9,69,487,14.17,4.93
64000030021,高雄市,左營區,頂西里,51,724,7.04,12,598,2.01,莊貽量,,75,628,11.94,96,631,15.21,4.9
64000030003,高雄市,左營區,頂北里,30,414,7.25,13,357,3.64,莊貽量,,45,376,11.97,63,375,16.8,4.72
64000030005,高雄市,左營區,中南里,26,373,6.97,2,279,0.72,莊貽量,,32,312,10.26,40,316,12.66,3.29
64000030006,高雄市,左營區,廟東里,39,629,6.2,12,489,2.45,莊貽量,,50,549,9.11,70,559,12.52,2.91
