villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10010100010,嘉義縣,義竹鄉,平溪村,16,316,5.06,0,329,0,,,51,281,18.15,55,288,19.1,13.09
10010100006,嘉義縣,義竹鄉,頭竹村,55,874,6.29,0,851,0,,,125,783,15.96,152,799,19.02,9.67
10010100012,嘉義縣,義竹鄉,北華村,19,431,4.41,0,331,0,,,50,355,14.08,69,362,19.06,9.67
10010100005,嘉義縣,義竹鄉,傳芳村,37,511,7.24,0,508,0,,,75,446,16.82,102,482,21.16,9.58
10010100002,嘉義縣,義竹鄉,義竹村,70,1064,6.58,0,990,0,,,143,895,15.98,166,914,18.16,9.4
10010100014,嘉義縣,義竹鄉,東過村,35,555,6.31,0,576,0,,,72,477,15.09,93,498,18.67,8.78
10010100017,嘉義縣,義竹鄉,官順村,10,260,3.85,0,293,0,,,28,224,12.5,30,233,12.88,8.65
10010100009,嘉義縣,義竹鄉,埤前村,34,546,6.23,0,541,0,,,69,471,14.65,78,475,16.42,8.42
10010100015,嘉義縣,義竹鄉,西過村,46,512,8.98,0,565,0,,,82,475,17.26,101,488,20.7,8.28
10010100016,嘉義縣,義竹鄉,官和村,39,540,7.22,0,522,0,,,73,478,15.27,94,494,19.03,8.05
10010100019,嘉義縣,義竹鄉,東光村,16,498,3.21,0,486,0,,,47,452,10.4,67,466,14.38,7.19
10010100013,嘉義縣,義竹鄉,新店村,74,1019,7.26,0,915,0,,,125,877,14.25,168,899,18.69,6.99
10010100001,嘉義縣,義竹鄉,岸腳村,37,449,8.24,0,473,0,,,63,416,15.14,75,433,17.32,6.9
10010100021,嘉義縣,義竹鄉,龍蛟村,22,377,5.84,0,422,0,,,41,323,12.69,56,329,17.02,6.85
10010100007,嘉義縣,義竹鄉,五厝村,23,275,8.36,0,274,0,,,35,238,14.71,47,239,19.67,6.35
10010100018,嘉義縣,義竹鄉,新富村,25,360,6.94,0,359,0,,,37,305,12.13,56,317,17.67,5.19
10010100004,嘉義縣,義竹鄉,仁里村,63,645,9.77,0,605,0,,,82,567,14.46,112,579,19.34,4.69
10010100003,嘉義縣,義竹鄉,六桂村,67,817,8.2,0,765,0,,,87,676,12.87,136,712,19.1,4.67
10010100022,嘉義縣,義竹鄉,溪洲村,21,453,4.64,0,450,0,,,39,427,9.13,66,432,15.28,4.49
10010100008,嘉義縣,義竹鄉,中平村,14,306,4.58,0,254,0,,,20,245,8.16,27,250,10.8,3.58
10010100011,嘉義縣,義竹鄉,後鎮村,28,293,9.56,0,264,0,,,36,275,13.09,38,280,13.57,3.53
10010100020,嘉義縣,義竹鄉,東榮村,19,266,7.14,0,276,0,,,23,229,10.04,35,235,14.89,2.9
