villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10016040008,澎湖縣,西嶼鄉,池西村,3,97,3.09,0,119,0,,,17,100,17,20,104,19.23,13.91
10016040001,澎湖縣,西嶼鄉,橫礁村,7,153,4.58,0,163,0,,,22,126,17.46,26,136,19.12,12.88
10016040011,澎湖縣,西嶼鄉,外垵村,92,972,9.47,0,1171,0,,,192,911,21.08,261,957,27.27,11.61
10016040003,澎湖縣,西嶼鄉,小門村,9,143,6.29,0,119,0,,,24,138,17.39,28,142,19.72,11.1
10016040007,澎湖縣,西嶼鄉,池東村,32,320,10,0,323,0,,,69,358,19.27,79,363,21.76,9.27
10016040010,澎湖縣,西嶼鄉,內垵村,37,590,6.27,0,709,0,,,73,522,13.98,98,548,17.88,7.71
10016040002,澎湖縣,西嶼鄉,合界村,19,206,9.22,0,210,0,,,31,190,16.32,37,200,18.5,7.1
10016040005,澎湖縣,西嶼鄉,大池村,17,321,5.3,0,291,0,,,43,349,12.32,61,361,16.9,7.02
10016040004,澎湖縣,西嶼鄉,竹灣村,27,382,7.07,0,347,0,,,52,370,14.05,78,390,20,6.98
10016040009,澎湖縣,西嶼鄉,赤馬村,19,251,7.57,0,276,0,,,31,254,12.2,45,264,17.05,4.63
10016040006,澎湖縣,西嶼鄉,二崁村,9,72,12.5,0,56,0,,,12,76,15.79,10,77,12.99,3.29
