villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
64000070008,高雄市,前金區,長興里,57,855,6.67,0,622,0,,,148,812,18.23,184,824,22.33,11.56
64000070001,高雄市,前金區,三川里,45,523,8.6,0,476,0,,,130,649,20.03,158,650,24.31,11.43
64000070002,高雄市,前金區,草江里,62,789,7.86,0,613,0,,,172,922,18.66,217,929,23.36,10.8
64000070015,高雄市,前金區,社西里,63,783,8.05,0,593,0,,,148,810,18.27,167,813,20.54,10.22
64000070020,高雄市,前金區,文東里,62,854,7.26,0,635,0,,,129,806,16,163,808,20.17,8.74
64000070007,高雄市,前金區,後金里,45,541,8.32,0,345,0,,,74,436,16.97,83,435,19.08,8.65
64000070004,高雄市,前金區,北金里,35,597,5.86,0,435,0,,,80,554,14.44,93,554,16.79,8.58
64000070006,高雄市,前金區,新生里,259,2724,9.51,0,1882,0,,,445,2516,17.69,546,2530,21.58,8.18
64000070010,高雄市,前金區,民生里,57,615,9.27,0,475,0,,,113,649,17.41,127,649,19.57,8.14
64000070009,高雄市,前金區,青山里,106,1310,8.09,0,970,0,,,208,1303,15.96,271,1308,20.72,7.87
64000070019,高雄市,前金區,文西里,58,704,8.24,0,497,0,,,107,665,16.09,125,670,18.66,7.85
64000070016,高雄市,前金區,博孝里,49,754,6.5,0,543,0,,,98,688,14.24,121,693,17.46,7.74
64000070003,高雄市,前金區,長城里,53,970,5.46,0,736,0,,,112,877,12.77,142,881,16.12,7.31
64000070012,高雄市,前金區,林投里,45,645,6.98,0,520,0,,,85,614,13.84,100,620,16.13,6.86
64000070018,高雄市,前金區,榮復里,54,832,6.49,0,558,0,,,97,730,13.29,114,731,15.6,6.8
64000070013,高雄市,前金區,國民里,55,706,7.79,0,476,0,,,88,609,14.45,114,616,18.51,6.66
64000070005,高雄市,前金區,東金里,42,724,5.8,0,520,0,,,76,628,12.1,128,635,20.16,6.3
64000070011,高雄市,前金區,復元里,47,703,6.69,0,577,0,,,87,710,12.25,118,714,16.53,5.56
64000070017,高雄市,前金區,長生里,106,1225,8.65,0,906,0,,,161,1145,14.06,213,1146,18.59,5.41
64000070014,高雄市,前金區,社東里,99,1127,8.78,0,817,0,,,133,954,13.94,173,956,18.1,5.16
