villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10013260003,屏東縣,三地門鄉,德文村,22,352,6.25,0,10,0,,,68,373,18.23,104,408,25.49,11.98
10013260004,屏東縣,三地門鄉,大社村,14,428,3.27,0,14,0,,,68,468,14.53,128,484,26.45,11.26
10013260010,屏東縣,三地門鄉,青葉村,19,433,4.39,0,25,0,,,68,447,15.21,107,465,23.01,10.82
10013260009,屏東縣,三地門鄉,青山村,23,531,4.33,0,32,0,,,63,462,13.64,107,480,22.29,9.31
10013260002,屏東縣,三地門鄉,達來村,8,217,3.69,0,5,0,,,28,218,12.84,55,231,23.81,9.15
10013260005,屏東縣,三地門鄉,賽嘉村,11,465,2.37,0,31,0,,,54,483,11.18,122,501,24.35,8.81
10013260001,屏東縣,三地門鄉,三地村,33,1116,2.96,0,40,0,,,127,1102,11.52,240,1122,21.39,8.56
10013260008,屏東縣,三地門鄉,安坡村,9,325,2.77,0,25,0,,,36,325,11.08,74,335,22.09,8.31
10013260007,屏東縣,三地門鄉,馬兒村,5,248,2.02,0,3,0,,,24,237,10.13,66,249,26.51,8.11
10013260006,屏東縣,三地門鄉,口社村,16,403,3.97,0,21,0,,,49,420,11.67,92,431,21.35,7.7
