villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10007220018,彰化縣,埤頭鄉,永豐村,0,0,0,0,1018,0,,,240,985,24.37,296,1015,29.16,24.37
10007220008,彰化縣,埤頭鄉,平原村,202,1480,13.65,0,1362,0,,,449,1509,29.75,541,1550,34.9,16.1
10007220013,彰化縣,埤頭鄉,陸嘉村,57,511,11.15,0,551,0,,,145,533,27.2,182,557,32.68,16.05
10007220002,彰化縣,埤頭鄉,興農村,134,1212,11.06,0,1108,0,,,299,1173,25.49,373,1210,30.83,14.43
10007220004,彰化縣,埤頭鄉,豊崙村,166,1471,11.28,0,1511,0,,,325,1356,23.97,433,1405,30.82,12.69
10007220015,彰化縣,埤頭鄉,中和村,104,955,10.89,0,854,0,,,219,943,23.22,247,966,25.57,12.33
10007220017,彰化縣,埤頭鄉,大湖村,53,606,8.75,0,462,0,,,120,577,20.8,155,589,26.32,12.05
10007220016,彰化縣,埤頭鄉,庄內村,66,661,9.98,0,593,0,,,149,678,21.98,191,693,27.56,12
10007220011,彰化縣,埤頭鄉,芙朝村,96,955,10.05,0,980,0,,,199,906,21.96,254,947,26.82,11.91
10007220014,彰化縣,埤頭鄉,竹圍村,79,693,11.4,0,731,0,,,159,684,23.25,204,706,28.9,11.85
10007220001,彰化縣,埤頭鄉,和豊村,171,1581,10.82,0,1341,0,,,337,1509,22.33,447,1545,28.93,11.51
10007220010,彰化縣,埤頭鄉,元埔村,39,390,10,0,380,0,,,82,384,21.35,96,391,24.55,11.35
10007220007,彰化縣,埤頭鄉,合興村,257,2295,11.2,0,1860,0,,,495,2212,22.38,594,2245,26.46,11.18
10007220009,彰化縣,埤頭鄉,崙腳村,61,487,12.53,0,563,0,,,111,480,23.13,143,499,28.66,10.6
10007220005,彰化縣,埤頭鄉,崙子村,85,842,10.1,0,753,0,,,160,792,20.2,193,816,23.65,10.1
10007220003,彰化縣,埤頭鄉,埤頭村,111,1068,10.39,0,893,0,,,198,981,20.18,246,1000,24.6,9.79
10007220012,彰化縣,埤頭鄉,新庄村,71,715,9.93,0,625,0,,,131,667,19.64,152,677,22.45,9.71
