villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10009120008,雲林縣,崙背鄉,五魁村,30,520,5.77,0,495,0,,,95,473,20.08,141,480,29.38,14.31
10009120010,雲林縣,崙背鄉,豐榮村,79,1001,7.89,0,918,0,,,179,896,19.98,225,925,24.32,12.09
10009120003,雲林縣,崙背鄉,南陽村,172,1654,10.4,0,1476,0,,,333,1551,21.47,410,1572,26.08,11.07
10009120002,雲林縣,崙背鄉,西榮村,104,972,10.7,0,901,0,,,199,924,21.54,255,938,27.19,10.84
10009120007,雲林縣,崙背鄉,阿勸村,127,1234,10.29,0,1253,0,,,256,1213,21.1,342,1256,27.23,10.81
10009120012,雲林縣,崙背鄉,舊庄村,54,680,7.94,0,632,0,,,110,608,18.09,157,637,24.65,10.15
10009120004,雲林縣,崙背鄉,崙前村,123,1334,9.22,0,1169,0,,,242,1264,19.15,304,1286,23.64,9.93
10009120005,雲林縣,崙背鄉,羅厝村,108,1373,7.87,0,1283,0,,,229,1312,17.45,320,1348,23.74,9.58
10009120006,雲林縣,崙背鄉,港尾村,74,809,9.15,0,736,0,,,143,765,18.69,192,773,24.84,9.54
10009120009,雲林縣,崙背鄉,大有村,69,903,7.64,0,962,0,,,140,843,16.61,215,884,24.32,8.97
10009120011,雲林縣,崙背鄉,草湖村,89,908,9.8,0,901,0,,,154,824,18.69,211,868,24.31,8.89
10009120013,雲林縣,崙背鄉,水尾村,53,826,6.42,0,652,0,,,106,776,13.66,146,788,18.53,7.24
10009120014,雲林縣,崙背鄉,枋南村,58,542,10.7,0,518,0,,,78,455,17.14,106,468,22.65,6.44
10009120001,雲林縣,崙背鄉,東明村,74,832,8.89,0,702,0,,,10,611,1.64,154,724,21.27,-7.25
