villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
66000110003,臺中市,大甲區,順天里,82,1130,7.26,0,945,0,,,221,1035,21.35,304,1053,28.87,14.09
66000110019,臺中市,大甲區,江南里,129,942,13.69,0,780,0,,,251,911,27.55,318,939,33.87,13.86
66000110015,臺中市,大甲區,武曲里,184,1277,14.41,0,1112,0,,,356,1274,27.94,426,1299,32.79,13.53
66000110012,臺中市,大甲區,義和里,311,2214,14.05,0,2107,0,,,632,2296,27.53,804,2326,34.57,13.48
66000110009,臺中市,大甲區,中山里,446,3162,14.1,0,2576,0,,,908,3298,27.53,1100,3353,32.81,13.43
66000110026,臺中市,大甲區,西岐里,137,1208,11.34,0,1022,0,,,290,1172,24.74,356,1198,29.72,13.4
66000110018,臺中市,大甲區,德化里,165,1213,13.6,0,1133,0,,,329,1223,26.9,418,1246,33.55,13.3
66000110028,臺中市,大甲區,福德里,77,751,10.25,0,689,0,,,169,718,23.54,214,737,29.04,13.29
66000110017,臺中市,大甲區,奉化里,207,1433,14.45,0,1353,0,,,401,1452,27.62,488,1473,33.13,13.17
66000110022,臺中市,大甲區,孟春里,304,2710,11.22,0,2288,0,,,630,2624,24.01,844,2695,31.32,12.79
66000110029,臺中市,大甲區,建興里,97,1023,9.48,0,995,0,,,211,954,22.12,290,985,29.44,12.64
66000110006,臺中市,大甲區,庄美里,185,1487,12.44,0,1245,0,,,367,1481,24.78,427,1514,28.2,12.34
66000110024,臺中市,大甲區,日南里,507,3704,13.69,0,3120,0,,,971,3736,25.99,1273,3808,33.43,12.3
66000110027,臺中市,大甲區,銅安里,123,936,13.14,0,867,0,,,221,878,25.17,288,912,31.58,12.03
66000110001,臺中市,大甲區,朝陽里,116,972,11.93,0,826,0,,,218,915,23.83,281,932,30.15,11.9
66000110007,臺中市,大甲區,新美里,320,2480,12.9,0,1995,0,,,568,2341,24.26,742,2377,31.22,11.36
66000110016,臺中市,大甲區,文武里,559,3772,14.82,0,3041,0,,,981,3749,26.17,1181,3797,31.1,11.35
66000110020,臺中市,大甲區,頂店里,456,3132,14.56,0,2865,0,,,825,3187,25.89,1054,3241,32.52,11.33
66000110004,臺中市,大甲區,孔門里,64,505,12.67,0,412,0,,,108,455,23.74,128,461,27.77,11.07
66000110023,臺中市,大甲區,幸福里,218,1728,12.62,0,1518,0,,,389,1642,23.69,491,1685,29.14,11.07
66000110005,臺中市,大甲區,平安里,187,1518,12.32,0,1235,0,,,317,1381,22.95,432,1412,30.59,10.63
66000110014,臺中市,大甲區,文曲里,76,729,10.43,0,610,0,,,143,679,21.06,193,706,27.34,10.63
66000110013,臺中市,大甲區,武陵里,119,833,14.29,0,844,0,,,193,804,24,229,826,27.72,9.71
66000110002,臺中市,大甲區,大甲里,93,744,12.5,0,565,0,,,152,687,22.13,188,701,26.82,9.63
66000110008,臺中市,大甲區,岷山里,235,1492,15.75,0,1297,0,,,359,1430,25.1,445,1453,30.63,9.35
66000110011,臺中市,大甲區,薰風里,66,620,10.65,0,576,0,,,131,661,19.82,166,671,24.74,9.17
66000110025,臺中市,大甲區,龍泉里,146,1028,14.2,0,886,0,,,231,1004,23.01,301,1034,29.11,8.81
66000110021,臺中市,大甲區,太白里,106,833,12.73,0,814,0,,,169,816,20.71,211,839,25.15,7.98
66000110010,臺中市,大甲區,南陽里,90,585,15.38,0,524,0,,,128,555,23.06,157,564,27.84,7.68
