villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
66000090033,臺中市,豐原區,翁明里,221,1570,14.08,0,1340,0,,,463,1676,27.63,551,1689,32.62,13.55
66000090014,臺中市,豐原區,北湳里,252,2168,11.62,0,1750,0,,,566,2269,24.94,692,2290,30.22,13.32
66000090005,臺中市,豐原區,下街里,71,543,13.08,0,514,0,,,146,554,26.35,156,566,27.56,13.27
66000090016,臺中市,豐原區,西湳里,927,6686,13.86,0,5404,0,,,1778,6706,26.51,2089,6825,30.61,12.65
66000090030,臺中市,豐原區,南村里,510,3953,12.9,0,3109,0,,,988,3869,25.54,1149,3895,29.5,12.64
66000090019,臺中市,豐原區,社皮里,922,7194,12.82,0,5422,0,,,1778,6993,25.43,2168,7073,30.65,12.61
66000090034,臺中市,豐原區,翁子里,279,2223,12.55,0,1926,0,,,585,2365,24.74,701,2381,29.44,12.19
66000090022,臺中市,豐原區,田心里,535,4344,12.32,0,3540,0,,,1023,4190,24.42,1187,4234,28.03,12.1
66000090013,臺中市,豐原區,大湳里,232,1828,12.69,0,1434,0,,,429,1754,24.46,515,1779,28.95,11.77
66000090009,臺中市,豐原區,西安里,480,3737,12.84,0,2874,0,,,863,3516,24.54,997,3550,28.08,11.7
66000090010,臺中市,豐原區,西勢里,182,1677,10.85,0,1389,0,,,360,1604,22.44,405,1610,25.16,11.59
66000090035,臺中市,豐原區,翁社里,167,1586,10.53,0,1296,0,,,326,1475,22.1,405,1508,26.86,11.57
66000090020,臺中市,豐原區,三村里,634,4657,13.61,0,3772,0,,,1140,4540,25.11,1303,4596,28.35,11.5
66000090008,臺中市,豐原區,豐西里,141,1197,11.78,0,999,0,,,274,1184,23.14,329,1196,27.51,11.36
66000090025,臺中市,豐原區,南陽里,1103,7835,14.08,0,5828,0,,,1939,7646,25.36,2313,7717,29.97,11.28
66000090001,臺中市,豐原區,豐原里,197,1705,11.55,0,1295,0,,,349,1538,22.69,412,1546,26.65,11.14
66000090021,臺中市,豐原區,中興里,302,2219,13.61,0,1723,0,,,509,2059,24.72,626,2083,30.05,11.11
66000090015,臺中市,豐原區,東湳里,389,3002,12.96,0,2526,0,,,698,2904,24.04,866,2948,29.38,11.08
66000090031,臺中市,豐原區,南田里,313,2388,13.11,0,1929,0,,,544,2263,24.04,675,2314,29.17,10.93
66000090023,臺中市,豐原區,豐田里,963,7582,12.7,0,5748,0,,,1715,7270,23.59,2059,7343,28.04,10.89
66000090032,臺中市,豐原區,南嵩里,309,2495,12.38,0,2113,0,,,552,2380,23.19,668,2408,27.74,10.81
66000090027,臺中市,豐原區,北陽里,1300,9676,13.44,0,7674,0,,,2309,9530,24.23,2805,9624,29.15,10.79
66000090036,臺中市,豐原區,朴子里,318,2470,12.87,0,2024,0,,,560,2371,23.62,684,2404,28.45,10.75
66000090024,臺中市,豐原區,鎌村里,427,3482,12.26,0,2822,0,,,758,3334,22.74,937,3392,27.62,10.48
66000090017,臺中市,豐原區,圳寮里,126,989,12.74,0,896,0,,,213,919,23.18,253,933,27.12,10.44
66000090028,臺中市,豐原區,中陽里,497,3828,12.98,0,3122,0,,,906,3870,23.41,1129,3911,28.87,10.43
66000090018,臺中市,豐原區,豐圳里,364,2568,14.17,0,2133,0,,,593,2456,24.14,699,2476,28.23,9.97
66000090004,臺中市,豐原區,豐榮里,93,825,11.27,0,613,0,,,162,765,21.18,204,777,26.25,9.91
66000090012,臺中市,豐原區,民生里,117,892,13.12,0,692,0,,,175,771,22.7,191,783,24.39,9.58
66000090026,臺中市,豐原區,陽明里,271,1983,13.67,0,1591,0,,,456,1966,23.19,544,1977,27.52,9.52
66000090029,臺中市,豐原區,東陽里,116,1199,9.67,0,1003,0,,,214,1153,18.56,287,1162,24.7,8.89
66000090002,臺中市,豐原區,頂街里,89,714,12.46,0,525,0,,,135,637,21.19,147,642,22.9,8.73
66000090011,臺中市,豐原區,東勢里,122,1107,11.02,0,822,0,,,189,984,19.21,218,992,21.98,8.19
66000090003,臺中市,豐原區,中山里,78,649,12.02,0,562,0,,,121,605,20,140,608,23.03,7.98
66000090007,臺中市,豐原區,葫蘆里,59,473,12.47,0,372,0,,,85,422,20.14,102,423,24.11,7.67
66000090006,臺中市,豐原區,富春里,61,576,10.59,0,473,0,,,91,523,17.4,109,528,20.64,6.81
