villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
64000050079,高雄市,三民區,德西里,56,648,8.64,41,856,4.79,李佳玲,,362,1383,26.17,447,1390,32.16,17.53
64000050041,高雄市,三民區,灣成里,132,1677,7.87,45,1588,2.83,李佳玲,,383,1847,20.74,470,1853,25.36,12.87
64000050034,高雄市,三民區,灣華里,138,1898,7.27,44,1291,3.41,李佳玲,,320,1706,18.76,399,1723,23.16,11.49
64000050077,高雄市,三民區,鳳南里,33,647,5.1,13,595,2.18,李佳玲,,111,682,16.28,134,685,19.56,11.18
64000050021,高雄市,三民區,寶華里,184,2331,7.89,46,1508,3.05,李佳玲,,390,2121,18.39,482,2139,22.53,10.5
64000050005,高雄市,三民區,鼎西里,466,5328,8.75,86,3310,2.6,李佳玲,,905,4751,19.05,1125,4775,23.56,10.3
64000050083,高雄市,三民區,裕民里,82,950,8.63,21,753,2.79,李佳玲,,161,851,18.92,192,860,22.33,10.29
64000050038,高雄市,三民區,正興里,889,8645,10.28,176,5626,3.13,李佳玲,,1656,8088,20.47,2013,8122,24.78,10.19
64000050055,高雄市,三民區,安生里,82,1097,7.47,10,932,1.07,李佳玲,,208,1180,17.63,264,1184,22.3,10.16
64000050018,高雄市,三民區,寶泰里,287,3020,9.5,65,1872,3.47,李佳玲,,529,2728,19.39,650,2749,23.64,9.89
64000050006,高雄市,三民區,鼎中里,203,2616,7.76,35,1807,1.94,李佳玲,,454,2601,17.45,567,2618,21.66,9.69
64000050010,高雄市,三民區,本文里,126,1616,7.8,27,1109,2.43,李佳玲,,250,1431,17.47,322,1439,22.38,9.67
64000050044,高雄市,三民區,安吉里,302,3285,9.19,78,2492,3.13,李佳玲,,594,3152,18.85,768,3177,24.17,9.66
64000050022,高雄市,三民區,寶國里,575,5725,10.04,126,3875,3.25,李佳玲,,1015,5185,19.58,1228,5226,23.5,9.54
64000050014,高雄市,三民區,本上里,334,3536,9.45,81,2332,3.47,李佳玲,,607,3198,18.98,697,3220,21.65,9.53
64000050030,高雄市,三民區,寶玉里,648,6114,10.6,139,4233,3.28,李佳玲,,1108,5532,20.03,1318,5557,23.72,9.43
64000050011,高雄市,三民區,本武里,85,1237,6.87,20,884,2.26,李佳玲,,184,1130,16.28,234,1139,20.54,9.41
64000050046,高雄市,三民區,安東里,175,2224,7.87,50,1760,2.84,李佳玲,,388,2248,17.26,464,2257,20.56,9.39
64000050025,高雄市,三民區,寶業里,425,4102,10.36,113,2849,3.97,李佳玲,,819,4152,19.73,993,4160,23.87,9.37
64000050047,高雄市,三民區,安和里,134,1878,7.14,39,1394,2.8,李佳玲,,297,1803,16.47,387,1806,21.43,9.33
