villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10004050019,新竹縣,湖口鄉,東興村,350,2861,12.23,0,2209,0,,,1024,3352,30.55,1328,3402,39.04,18.32
10004050018,新竹縣,湖口鄉,中正村,303,2265,13.38,0,2122,0,,,944,2980,31.68,1174,3013,38.96,18.3
10004050016,新竹縣,湖口鄉,中興村,511,4004,12.76,0,2834,0,,,1278,4162,30.71,1641,4204,39.03,17.95
10004050005,新竹縣,湖口鄉,中勢村,284,2206,12.87,0,2124,0,,,791,2576,30.71,984,2616,37.61,17.84
10004050017,新竹縣,湖口鄉,信義村,336,2457,13.68,0,2274,0,,,926,2963,31.25,1203,2995,40.17,17.57
10004050014,新竹縣,湖口鄉,鳳凰村,410,3339,12.28,0,2449,0,,,1001,3396,29.48,1302,3459,37.64,17.2
10004050013,新竹縣,湖口鄉,波羅村,181,1498,12.08,0,1189,0,,,436,1490,29.26,542,1520,35.66,17.18
10004050008,新竹縣,湖口鄉,長嶺村,252,2161,11.66,0,1774,0,,,610,2171,28.1,800,2198,36.4,16.44
10004050004,新竹縣,湖口鄉,信勢村,444,3518,12.62,0,2818,0,,,1048,3611,29.02,1314,3655,35.95,16.4
10004050020,新竹縣,湖口鄉,勝利村,348,2735,12.72,0,2045,0,,,800,2792,28.65,1006,2832,35.52,15.93
10004050015,新竹縣,湖口鄉,鳳山村,237,2192,10.81,0,1606,0,,,561,2150,26.09,741,2177,34.04,15.28
10004050012,新竹縣,湖口鄉,湖南村,105,1085,9.68,0,866,0,,,258,1043,24.74,349,1068,32.68,15.06
10004050006,新竹縣,湖口鄉,德盛村,440,3221,13.66,0,2742,0,,,990,3466,28.56,1280,3519,36.37,14.9
10004050003,新竹縣,湖口鄉,愛勢村,383,2902,13.2,0,2285,0,,,818,2954,27.69,1019,2983,34.16,14.49
10004050001,新竹縣,湖口鄉,孝勢村,112,941,11.9,0,707,0,,,224,868,25.81,288,879,32.76,13.91
10004050002,新竹縣,湖口鄉,仁勢村,73,633,11.53,0,520,0,,,151,600,25.17,178,614,28.99,13.64
10004050009,新竹縣,湖口鄉,長安村,92,774,11.89,0,701,0,,,174,684,25.44,228,695,32.81,13.55
10004050010,新竹縣,湖口鄉,湖口村,224,2001,11.19,0,1642,0,,,480,1946,24.67,636,1961,32.43,13.48
10004050011,新竹縣,湖口鄉,湖鏡村,202,1709,11.82,0,1547,0,,,451,1793,25.15,589,1813,32.49,13.33
10004050007,新竹縣,湖口鄉,和興村,206,2005,10.27,0,1815,0,,,458,1982,23.11,617,2007,30.74,12.84
