villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
67000330004,臺南市,南區,大成里,117,1104,10.6,0,1012,0,,,371,1513,24.52,425,1526,27.85,13.92
67000330003,臺南市,南區,明德里,126,959,13.14,0,656,0,,,260,1023,25.42,319,1030,30.97,12.28
67000330017,臺南市,南區,省躬里,229,2614,8.76,0,2058,0,,,574,2797,20.52,726,2839,25.57,11.76
67000330018,臺南市,南區,興農里,199,1898,10.48,0,1410,0,,,430,2003,21.47,505,2032,24.85,10.99
67000330006,臺南市,南區,新昌里,143,1663,8.6,0,1164,0,,,290,1519,19.09,364,1547,23.53,10.49
67000330028,臺南市,南區,金華里,310,3667,8.45,0,2433,0,,,631,3363,18.76,776,3402,22.81,10.31
67000330024,臺南市,南區,新生里,215,2522,8.52,0,1784,0,,,432,2303,18.76,540,2320,23.28,10.24
67000330034,臺南市,南區,府南里,307,3525,8.71,0,2575,0,,,617,3282,18.8,728,3309,22,10.09
67000330039,臺南市,南區,南華里,151,1730,8.73,0,1319,0,,,302,1606,18.8,358,1623,22.06,10.07
67000330022,臺南市,南區,大忠里,279,3398,8.21,0,2365,0,,,569,3142,18.11,705,3176,22.2,9.9
67000330011,臺南市,南區,光明里,257,3106,8.27,0,2081,0,,,511,2824,18.09,612,2871,21.32,9.82
67000330025,臺南市,南區,再興里,135,1695,7.96,0,1268,0,,,271,1538,17.62,314,1545,20.32,9.66
67000330029,臺南市,南區,南都里,164,1731,9.47,0,1443,0,,,306,1605,19.07,401,1626,24.66,9.6
67000330030,臺南市,南區,開南里,381,4126,9.23,0,2804,0,,,712,3790,18.79,874,3841,22.75,9.56
67000330035,臺南市,南區,文南里,344,3837,8.97,0,2579,0,,,653,3549,18.4,748,3571,20.95,9.43
67000330032,臺南市,南區,建南里,345,3931,8.78,0,3072,0,,,669,3678,18.19,826,3705,22.29,9.41
67000330037,臺南市,南區,松安里,87,1325,6.57,0,1119,0,,,198,1252,15.81,251,1270,19.76,9.24
67000330019,臺南市,南區,同安里,116,1581,7.34,0,1274,0,,,251,1516,16.56,293,1526,19.2,9.22
67000330008,臺南市,南區,田寮里,182,2409,7.56,0,1729,0,,,366,2186,16.74,452,2217,20.39,9.18
67000330007,臺南市,南區,新興里,175,1970,8.88,0,1323,0,,,325,1810,17.96,386,1825,21.15,9.08
67000330033,臺南市,南區,郡南里,239,2626,9.1,0,2129,0,,,453,2498,18.13,541,2512,21.54,9.03
67000330001,臺南市,南區,竹溪里,117,1228,9.53,0,890,0,,,215,1164,18.47,230,1176,19.56,8.94
67000330009,臺南市,南區,國宅里,187,2172,8.61,0,1653,0,,,352,2006,17.55,419,2036,20.58,8.94
67000330040,臺南市,南區,鹽埕里,190,2788,6.81,0,2216,0,,,395,2554,15.47,485,2573,18.85,8.66
67000330021,臺南市,南區,大林里,155,1654,9.37,0,1157,0,,,283,1576,17.96,333,1582,21.05,8.59
67000330013,臺南市,南區,明亮里,248,2688,9.23,0,2039,0,,,435,2459,17.69,557,2491,22.36,8.46
67000330026,臺南市,南區,明興里,226,2446,9.24,0,1801,0,,,391,2214,17.66,475,2235,21.25,8.42
67000330038,臺南市,南區,永寧里,76,1298,5.86,0,996,0,,,158,1150,13.74,179,1162,15.4,7.88
67000330023,臺南市,南區,大恩里,227,2509,9.05,0,1802,0,,,399,2358,16.92,511,2380,21.47,7.87
67000330014,臺南市,南區,喜東里,125,1553,8.05,0,1105,0,,,232,1459,15.9,298,1476,20.19,7.85
67000330005,臺南市,南區,廣州里,128,1731,7.39,0,1229,0,,,241,1582,15.23,292,1595,18.31,7.84
67000330027,臺南市,南區,文華里,226,2505,9.02,0,1701,0,,,378,2249,16.81,471,2284,20.62,7.79
67000330020,臺南市,南區,佛壇里,155,1863,8.32,0,1364,0,,,281,1753,16.03,368,1778,20.7,7.71
67000330031,臺南市,南區,彰南里,107,1196,8.95,0,768,0,,,165,994,16.6,195,998,19.54,7.65
67000330015,臺南市,南區,喜北里,96,1590,6.04,0,1218,0,,,200,1468,13.62,270,1489,18.13,7.58
67000330036,臺南市,南區,鯤鯓里,78,1267,6.16,0,1034,0,,,151,1152,13.11,195,1177,16.57,6.95
67000330016,臺南市,南區,喜南里,53,896,5.92,0,684,0,,,94,801,11.74,115,809,14.22,5.82
