villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
65000050049,新北市,新莊區,自信里,120,1511,7.94,85,1157,7.35,陳世軒,Y,361,1546,23.35,401,1558,25.74,15.41
65000050057,新北市,新莊區,中宏里,328,2335,14.05,136,1619,8.4,陳世軒,Y,634,2283,27.77,678,2309,29.36,13.72
65000050053,新北市,新莊區,中原里,1068,7340,14.55,572,5963,9.59,陳世軒,Y,2470,8908,27.73,2810,8982,31.28,13.18
65000050075,新北市,新莊區,中平里,815,5429,15.01,422,4140,10.19,陳世軒,Y,1693,6009,28.17,1852,6057,30.58,13.16
65000050048,新北市,新莊區,雙鳳里,938,6684,14.03,490,4713,10.4,陳世軒,Y,1916,7072,27.09,2164,7137,30.32,13.06
65000050011,新北市,新莊區,中美里,453,3739,12.12,236,2886,8.18,陳世軒,Y,959,3810,25.17,1060,3844,27.58,13.05
65000050064,新北市,新莊區,昌平里,779,4622,16.85,362,3696,9.79,陳世軒,Y,1777,5943,29.9,1948,5986,32.54,13.05
65000050084,新北市,新莊區,光和里,200,1709,11.7,76,1144,6.64,陳世軒,Y,399,1613,24.74,485,1638,29.61,13.04
65000050005,新北市,新莊區,福基里,459,3031,15.14,236,2262,10.43,陳世軒,Y,1065,3782,28.16,1132,3800,29.79,13.02
65000050073,新北市,新莊區,昌信里,357,2427,14.71,132,1633,8.08,陳世軒,Y,667,2412,27.65,741,2422,30.59,12.94
65000050050,新北市,新莊區,龍鳳里,905,5912,15.31,406,4533,8.96,陳世軒,Y,1796,6361,28.23,2014,6409,31.42,12.92
65000050035,新北市,新莊區,民本里,211,1803,11.7,118,1393,8.47,陳世軒,Y,427,1749,24.41,513,1765,29.07,12.71
65000050027,新北市,新莊區,南港里,426,3371,12.64,188,2352,7.99,陳世軒,Y,822,3247,25.32,954,3295,28.95,12.68
65000050051,新北市,新莊區,中華里,212,1899,11.16,119,1426,8.35,陳世軒,Y,437,1840,23.75,473,1847,25.61,12.59
65000050078,新北市,新莊區,富民里,328,2491,13.17,129,1767,7.3,陳世軒,Y,620,2407,25.76,712,2437,29.22,12.59
65000050015,新北市,新莊區,西盛里,1086,7375,14.73,522,5264,9.92,陳世軒,Y,2201,8058,27.31,2533,8129,31.16,12.58
65000050016,新北市,新莊區,榮和里,212,2078,10.2,96,1542,6.23,陳世軒,Y,508,2230,22.78,512,2245,22.81,12.58
65000050083,新北市,新莊區,光正里,375,2749,13.64,219,2071,10.57,陳世軒,Y,686,2621,26.17,802,2655,30.21,12.53
65000050066,新北市,新莊區,萬安里,266,2339,11.37,101,1804,5.6,陳世軒,Y,536,2255,23.77,628,2281,27.53,12.4
65000050032,新北市,新莊區,民安里,515,3769,13.66,293,2767,10.59,陳世軒,Y,925,3560,25.98,1081,3589,30.12,12.32
65000050076,新北市,新莊區,立廷里,1101,7071,15.57,610,5180,11.78,陳世軒,Y,2121,7605,27.89,2311,7657,30.18,12.32
65000050063,新北市,新莊區,昌明里,298,2458,12.12,152,1795,8.47,陳世軒,Y,553,2265,24.42,610,2288,26.66,12.3
65000050079,新北市,新莊區,龍福里,186,1412,13.17,85,884,9.62,陳世軒,Y,342,1344,25.45,419,1364,30.72,12.28
65000050002,新北市,新莊區,頭前里,779,5452,14.29,509,4469,11.39,陳世軒,Y,1828,6885,26.55,2014,6924,29.09,12.26
65000050024,新北市,新莊區,富國里,161,1507,10.68,63,1113,5.66,陳世軒,Y,324,1415,22.9,388,1423,27.27,12.22
65000050077,新北市,新莊區,泰豐里,203,1611,12.6,60,1227,4.89,陳世軒,Y,389,1576,24.68,470,1593,29.5,12.08
65000050043,新北市,新莊區,丹鳳里,715,5412,13.21,274,3419,8.01,陳世軒,Y,1328,5253,25.28,1582,5310,29.79,12.07
65000050046,新北市,新莊區,合鳳里,342,2799,12.22,142,2114,6.72,陳世軒,Y,642,2649,24.24,774,2695,28.72,12.02
65000050010,新北市,新莊區,文衡里,138,1422,9.7,51,1042,4.89,陳世軒,Y,305,1405,21.71,360,1416,25.42,12.01
65000050072,新北市,新莊區,福興里,489,3755,13.02,216,2898,7.45,陳世軒,Y,970,3881,24.99,1116,3915,28.51,11.97
65000050030,新北市,新莊區,信義里,402,3428,11.73,166,2297,7.23,陳世軒,Y,748,3159,23.68,878,3194,27.49,11.95
65000050047,新北市,新莊區,幸福里,311,2731,11.39,158,2084,7.58,陳世軒,Y,602,2579,23.34,695,2612,26.61,11.95
65000050070,新北市,新莊區,建安里,565,4262,13.26,236,2922,8.08,陳世軒,Y,1065,4227,25.2,1249,4259,29.33,11.94
65000050039,新北市,新莊區,思賢里,338,2817,12,184,2123,8.67,陳世軒,Y,647,2705,23.92,704,2732,25.77,11.92
65000050054,新北市,新莊區,中信里,759,5456,13.91,305,3755,8.12,陳世軒,Y,1346,5213,25.82,1515,5265,28.77,11.91
65000050023,新北市,新莊區,中港里,527,4067,12.96,202,2889,6.99,陳世軒,Y,963,3881,24.81,1071,3904,27.43,11.85
65000050044,新北市,新莊區,光明里,390,2935,13.29,177,1975,8.96,陳世軒,Y,721,2872,25.1,855,2892,29.56,11.81
65000050082,新北市,新莊區,民有里,365,2578,14.16,233,2002,11.64,陳世軒,Y,659,2544,25.9,779,2571,30.3,11.74
65000050025,新北市,新莊區,思源里,399,3439,11.6,216,2317,9.32,陳世軒,Y,765,3283,23.3,841,3305,25.45,11.7
65000050058,新北市,新莊區,中全里,284,2226,12.76,136,1706,7.97,陳世軒,Y,507,2084,24.33,604,2107,28.67,11.57
65000050014,新北市,新莊區,中和里,338,2987,11.32,205,2182,9.4,陳世軒,Y,653,2866,22.78,751,2897,25.92,11.46
65000050055,新北市,新莊區,四維里,356,2842,12.53,123,1777,6.92,陳世軒,Y,637,2657,23.97,764,2691,28.39,11.44
65000050009,新北市,新莊區,後港里,660,4728,13.96,256,3448,7.42,陳世軒,Y,1161,4573,25.39,1305,4597,28.39,11.43
65000050036,新北市,新莊區,化成里,343,2424,14.15,198,1869,10.59,陳世軒,Y,649,2538,25.57,739,2572,28.73,11.42
65000050021,新北市,新莊區,裕民里,495,4266,11.6,213,3211,6.63,陳世軒,Y,933,4072,22.91,1091,4110,26.55,11.31
65000050038,新北市,新莊區,光華里,551,4310,12.78,237,2995,7.91,陳世軒,Y,986,4109,24,1182,4161,28.41,11.22
65000050012,新北市,新莊區,八德里,213,1925,11.06,99,1323,7.48,陳世軒,Y,420,1890,22.22,511,1919,26.63,11.16
65000050067,新北市,新莊區,龍安里,184,1484,12.4,67,1116,6,陳世軒,Y,315,1338,23.54,391,1354,28.88,11.14
65000050056,新北市,新莊區,建福里,209,1651,12.66,70,1139,6.15,陳世軒,Y,372,1566,23.75,421,1580,26.65,11.09
65000050006,新北市,新莊區,豐年里,277,2381,11.63,96,1830,5.25,陳世軒,Y,512,2259,22.66,625,2283,27.38,11.03
65000050033,新北市,新莊區,和平里,422,3109,13.57,194,2145,9.04,陳世軒,Y,714,2904,24.59,807,2935,27.5,11.02
