villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
66000180013,臺中市,大雅區,文雅里,610,4346,14.04,582,3439,16.92,張睿倉,,1117,4214,26.51,1365,4260,32.04,12.47
66000180006,臺中市,大雅區,橫山里,459,3179,14.44,259,2363,10.96,張睿倉,,827,3110,26.59,1026,3195,32.11,12.15
66000180009,臺中市,大雅區,上楓里,693,4432,15.64,457,3325,13.74,張睿倉,,1274,4617,27.59,1532,4683,32.71,11.95
66000180011,臺中市,大雅區,四德里,512,3263,15.69,342,2376,14.39,張睿倉,,896,3272,27.38,1088,3312,32.85,11.69
66000180002,臺中市,大雅區,員林里,1063,6816,15.6,1022,5632,18.15,張睿倉,,1830,6795,26.93,2247,6904,32.55,11.33
66000180003,臺中市,大雅區,六寶里,559,4398,12.71,423,3336,12.68,張睿倉,,1013,4226,23.97,1318,4309,30.59,11.26
66000180010,臺中市,大雅區,二和里,694,4364,15.9,468,3289,14.23,張睿倉,,1168,4332,26.96,1414,4384,32.25,11.06
66000180014,臺中市,大雅區,大楓里,506,3520,14.37,329,2691,12.23,張睿倉,,886,3491,25.38,1138,3546,32.09,11.01
66000180005,臺中市,大雅區,忠義里,246,2509,9.8,140,1920,7.29,張睿倉,,504,2433,20.72,684,2467,27.73,10.92
66000180007,臺中市,大雅區,三和里,584,3859,15.13,243,2835,8.57,張睿倉,,1003,3853,26.03,1251,3917,31.94,10.9
66000180015,臺中市,大雅區,雅楓里,367,2561,14.33,296,1789,16.55,張睿倉,,566,2368,23.9,729,2404,30.32,9.57
66000180004,臺中市,大雅區,秀山里,358,2512,14.25,298,2195,13.58,張睿倉,,574,2429,23.63,712,2472,28.8,9.38
66000180008,臺中市,大雅區,西寶里,538,3393,15.86,193,2408,8.01,張睿倉,,825,3287,25.1,1013,3356,30.18,9.24
66000180012,臺中市,大雅區,上雅里,877,4326,20.27,1362,3290,41.4,張睿倉,,1237,4244,29.15,1467,4293,34.17,8.88
66000180001,臺中市,大雅區,大雅里,496,3324,14.92,356,2390,14.9,張睿倉,,722,3146,22.95,863,3179,27.15,8.03
