villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
65000280002,新北市,萬里區,龜吼里,152,1627,9.34,36,1345,2.68,彭立信,,305,1549,19.69,341,1588,21.47,10.35
65000280004,新北市,萬里區,大鵬里,156,1858,8.4,28,1195,2.34,彭立信,,300,1678,17.88,340,1709,19.89,9.48
65000280009,新北市,萬里區,中幅里,66,704,9.38,15,660,2.27,彭立信,,130,691,18.81,147,716,20.53,9.43
65000280005,新北市,萬里區,磺潭里,29,387,7.49,9,272,3.31,彭立信,,61,363,16.8,82,371,22.1,9.31
65000280001,新北市,萬里區,萬里里,256,2909,8.8,50,2206,2.27,彭立信,,486,2788,17.43,552,2824,19.55,8.63
65000280003,新北市,萬里區,野柳里,202,2102,9.61,37,1755,2.11,彭立信,,344,1957,17.58,397,2003,19.82,7.97
65000280007,新北市,萬里區,溪底里,30,433,6.93,5,256,1.95,彭立信,,60,403,14.89,67,408,16.42,7.96
65000280010,新北市,萬里區,北基里,145,1726,8.4,31,1020,3.04,彭立信,,264,1614,16.36,315,1637,19.24,7.96
65000280006,新北市,萬里區,雙興里,36,675,5.33,20,622,3.22,彭立信,,80,657,12.18,81,662,12.24,6.85
65000280008,新北市,萬里區,崁脚里,22,274,8.03,5,240,2.08,彭立信,,32,252,12.7,42,257,16.34,4.67
