villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
65000230004,新北市,八里區,埤頭里,263,2458,10.7,42,2166,1.94,陳靜儀,,702,2947,23.82,842,2987,28.19,13.12
65000230002,新北市,八里區,米倉里,247,2199,11.23,43,1762,2.44,陳靜儀,,573,2385,24.03,636,2415,26.34,12.8
65000230007,新北市,八里區,訊塘里,323,2700,11.96,46,2360,1.95,陳靜儀,,815,3366,24.21,972,3413,28.48,12.25
65000230003,新北市,八里區,大崁里,234,2136,10.96,29,1806,1.61,陳靜儀,,500,2192,22.81,558,2237,24.94,11.85
65000230008,新北市,八里區,荖阡里,129,1100,11.73,14,828,1.69,陳靜儀,,250,1062,23.54,312,1089,28.65,11.81
65000230006,新北市,八里區,舊城里,547,4312,12.69,63,3135,2.01,陳靜儀,,1009,4285,23.55,1225,4347,28.18,10.86
65000230010,新北市,八里區,下罟里,133,1028,12.94,7,843,0.83,陳靜儀,,241,1032,23.35,306,1051,29.12,10.41
65000230005,新北市,八里區,頂罟里,171,1354,12.63,25,1178,2.12,陳靜儀,,328,1439,22.79,392,1456,26.92,10.16
65000230009,新北市,八里區,長坑里,116,1024,11.33,11,843,1.3,陳靜儀,,210,1002,20.96,262,1024,25.59,9.63
65000230001,新北市,八里區,龍源里,544,4748,11.46,94,3391,2.77,陳靜儀,,992,4838,20.5,1134,4898,23.15,9.04
