villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10005060020,苗栗縣,後龍鎮,龍坑里,68,793,8.58,5,758,0.66,謝端容,,179,753,23.77,214,769,27.83,15.19
10005060007,苗栗縣,後龍鎮,校椅里,71,688,10.32,3,761,0.39,謝端容,,213,881,24.18,264,892,29.6,13.86
10005060013,苗栗縣,後龍鎮,灣寶里,63,824,7.65,6,728,0.82,謝端容,,153,719,21.28,207,744,27.82,13.63
10005060011,苗栗縣,後龍鎮,東明里,98,941,10.41,3,857,0.35,謝端容,,216,915,23.61,295,944,31.25,13.2
10005060008,苗栗縣,後龍鎮,埔頂里,188,1783,10.54,3,1839,0.16,謝端容,,411,1737,23.66,561,1786,31.41,13.12
10005060012,苗栗縣,後龍鎮,大山里,98,959,10.22,5,967,0.52,謝端容,,207,902,22.95,277,943,29.37,12.73
10005060001,苗栗縣,後龍鎮,南龍里,94,956,9.83,7,931,0.75,謝端容,,201,901,22.31,262,923,28.39,12.48
10005060004,苗栗縣,後龍鎮,大庄里,345,2857,12.08,34,2664,1.28,謝端容,,678,2819,24.05,894,2874,31.11,11.97
10005060006,苗栗縣,後龍鎮,豐富里,80,890,8.99,6,811,0.74,謝端容,,175,839,20.86,235,858,27.39,11.87
10005060005,苗栗縣,後龍鎮,溪洲里,168,1506,11.16,5,1555,0.32,謝端容,,322,1413,22.79,469,1458,32.17,11.63
10005060015,苗栗縣,後龍鎮,外埔里,47,635,7.4,4,725,0.55,謝端容,,100,527,18.98,131,547,23.95,11.58
10005060014,苗栗縣,後龍鎮,海寶里,65,634,10.25,13,662,1.96,謝端容,,127,590,21.53,182,613,29.69,11.28
10005060017,苗栗縣,後龍鎮,秀水里,41,484,8.47,1,469,0.21,謝端容,,83,438,18.95,103,446,23.09,10.48
10005060009,苗栗縣,後龍鎮,新民里,80,922,8.68,10,890,1.12,謝端容,,159,852,18.66,220,876,25.11,9.98
10005060019,苗栗縣,後龍鎮,龍津里,44,403,10.92,2,394,0.51,謝端容,,74,354,20.9,100,362,27.62,9.98
10005060021,苗栗縣,後龍鎮,福寧里,36,469,7.68,0,444,0,謝端容,,76,433,17.55,108,447,24.16,9.87
10005060010,苗栗縣,後龍鎮,復興里,41,476,8.61,8,515,1.55,謝端容,,82,451,18.18,119,458,25.98,9.57
10005060018,苗栗縣,後龍鎮,水尾里,63,668,9.43,11,747,1.47,謝端容,,118,624,18.91,162,648,25,9.48
10005060022,苗栗縣,後龍鎮,中和里,44,658,6.69,5,623,0.8,謝端容,,85,540,15.74,115,571,20.14,9.05
10005060016,苗栗縣,後龍鎮,海埔里,53,546,9.71,3,640,0.47,謝端容,,96,523,18.36,128,543,23.57,8.65
10005060003,苗栗縣,後龍鎮,北龍里,119,936,12.71,5,830,0.6,謝端容,,182,883,20.61,251,896,28.01,7.9
10005060002,苗栗縣,後龍鎮,中龍里,58,557,10.41,5,525,0.95,謝端容,,96,532,18.05,122,542,22.51,7.64
10005060023,苗栗縣,後龍鎮,南港里,86,759,11.33,4,791,0.51,謝端容,,124,688,18.02,169,720,23.47,6.69
