villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
63000070036,臺北市,萬華區,騰雲里,236,2080,11.35,128,1731,7.39,吳怡萱,,437,1964,22.25,491,1972,24.9,10.9
63000070012,臺北市,萬華區,雙園里,442,2937,15.05,160,2342,6.83,吳怡萱,,744,2907,25.59,831,2944,28.23,10.54
63000070022,臺北市,萬華區,忠德里,392,2853,13.74,180,2439,7.38,吳怡萱,,659,2747,23.99,744,2768,26.88,10.25
63000070017,臺北市,萬華區,綠堤里,374,2686,13.92,154,2282,6.75,吳怡萱,,594,2465,24.1,667,2503,26.65,10.18
63000070019,臺北市,萬華區,柳鄉里,416,3250,12.8,158,2575,6.14,吳怡萱,,668,2931,22.79,727,2975,24.44,9.99
63000070025,臺北市,萬華區,錦德里,488,3584,13.62,188,3004,6.26,吳怡萱,,777,3309,23.48,892,3340,26.71,9.86
63000070004,臺北市,萬華區,新起里,614,4367,14.06,282,3541,7.96,吳怡萱,,1025,4293,23.88,1138,4321,26.34,9.82
63000070032,臺北市,萬華區,華中里,522,4089,12.77,214,3403,6.29,吳怡萱,,839,3732,22.48,896,3767,23.79,9.71
63000070033,臺北市,萬華區,日祥里,493,3896,12.65,237,3323,7.13,吳怡萱,,828,3705,22.35,958,3734,25.66,9.7
63000070024,臺北市,萬華區,和德里,550,4108,13.39,214,3123,6.85,吳怡萱,,823,3567,23.07,947,3628,26.1,9.68
63000070007,臺北市,萬華區,富民里,368,3191,11.53,176,2563,6.87,吳怡萱,,628,2962,21.2,661,2993,22.08,9.67
63000070031,臺北市,萬華區,興德里,413,2898,14.25,174,2313,7.52,吳怡萱,,623,2608,23.89,730,2643,27.62,9.64
63000070006,臺北市,萬華區,青山里,444,3679,12.07,214,3039,7.04,吳怡萱,,776,3589,21.62,848,3610,23.49,9.55
63000070005,臺北市,萬華區,菜園里,529,4023,13.15,240,3198,7.5,吳怡萱,,845,3725,22.68,959,3770,25.44,9.53
63000070008,臺北市,萬華區,福音里,374,2586,14.46,160,2002,7.99,吳怡萱,,574,2394,23.98,633,2412,26.24,9.52
63000070021,臺北市,萬華區,新安里,456,3833,11.9,202,2914,6.93,吳怡萱,,706,3307,21.35,843,3344,25.21,9.45
63000070018,臺北市,萬華區,華江里,786,5438,14.45,328,4494,7.3,吳怡萱,,1192,4992,23.88,1364,5060,26.96,9.43
63000070009,臺北市,萬華區,仁德里,421,3146,13.38,190,2585,7.35,吳怡萱,,664,2932,22.65,726,2956,24.56,9.27
63000070029,臺北市,萬華區,榮德里,303,2413,12.56,103,1878,5.48,吳怡萱,,463,2125,21.79,537,2160,24.86,9.23
63000070001,臺北市,萬華區,福星里,430,3379,12.73,221,2714,8.14,吳怡萱,,678,3096,21.9,762,3127,24.37,9.17
63000070027,臺北市,萬華區,保德里,282,2142,13.17,124,1728,7.18,吳怡萱,,441,1974,22.34,493,1998,24.67,9.17
63000070003,臺北市,萬華區,西門里,278,2327,11.95,137,1756,7.8,吳怡萱,,437,2075,21.06,494,2090,23.64,9.11
63000070002,臺北市,萬華區,萬壽里,221,1963,11.26,104,1484,7.01,吳怡萱,,370,1823,20.3,418,1845,22.66,9.04
63000070028,臺北市,萬華區,銘德里,467,3070,15.21,177,2549,6.94,吳怡萱,,672,2789,24.09,774,2817,27.48,8.88
63000070014,臺北市,萬華區,新和里,726,5747,12.63,307,4633,6.63,吳怡萱,,1119,5238,21.36,1277,5282,24.18,8.73
63000070016,臺北市,萬華區,和平里,642,4494,14.29,222,3557,6.24,吳怡萱,,901,3926,22.95,980,3976,24.65,8.66
63000070035,臺北市,萬華區,凌霄里,320,2437,13.13,125,1903,6.57,吳怡萱,,476,2197,21.67,570,2230,25.56,8.54
63000070030,臺北市,萬華區,壽德里,447,3258,13.72,169,2660,6.35,吳怡萱,,657,2955,22.23,756,2984,25.34,8.51
63000070020,臺北市,萬華區,日善里,345,2380,14.5,140,1989,7.04,吳怡萱,,499,2184,22.85,600,2213,27.11,8.35
63000070010,臺北市,萬華區,富福里,450,3166,14.21,172,2579,6.67,吳怡萱,,655,2918,22.45,719,2938,24.47,8.24
63000070015,臺北市,萬華區,糖廍里,459,3491,13.15,191,3023,6.32,吳怡萱,,707,3307,21.38,763,3347,22.8,8.23
63000070026,臺北市,萬華區,全德里,403,2723,14.8,193,2280,8.46,吳怡萱,,592,2572,23.02,666,2607,25.55,8.22
63000070023,臺北市,萬華區,孝德里,323,2179,14.82,120,1775,6.76,吳怡萱,,465,2019,23.03,525,2039,25.75,8.21
63000070011,臺北市,萬華區,頂碩里,628,4657,13.49,285,3868,7.37,吳怡萱,,924,4306,21.46,1042,4349,23.96,7.97
63000070013,臺北市,萬華區,新忠里,242,2287,10.58,89,1840,4.84,吳怡萱,,389,2115,18.39,455,2131,21.35,7.81
63000070034,臺北市,萬華區,忠貞里,310,3146,9.85,122,2621,4.65,吳怡萱,,507,2872,17.65,611,2898,21.08,7.8
