villcode,county,town,name,2020_tpp_votes,2020_total_votes,2020_tpp_rate,2022_tpp_votes,2022_total_votes,2022_tpp_rate,2022_tpp_candidates,2022_tpp_elected,2024_tpp_votes,2024_total_votes,2024_tpp_rate,2024pres_tpp_votes,2024pres_total_votes,2024pres_tpp_rate,party_rate_change
10005090005,苗栗縣,公館鄉,中義村,148,1563,9.47,73,1412,5.17,楊喬安,,348,1464,23.77,452,1491,30.32,14.3
10005090012,苗栗縣,公館鄉,五谷村,147,1544,9.52,87,1396,6.23,楊喬安,,356,1520,23.42,488,1552,31.44,13.9
10005090002,苗栗縣,公館鄉,館東村,162,1646,9.84,44,1460,3.01,楊喬安,,371,1609,23.06,525,1633,32.15,13.22
10005090004,苗栗縣,公館鄉,大坑村,47,645,7.29,18,557,3.23,楊喬安,,121,593,20.4,170,614,27.69,13.11
10005090014,苗栗縣,公館鄉,鶴岡村,115,1177,9.77,52,1021,5.09,楊喬安,,253,1108,22.83,359,1125,31.91,13.06
10005090006,苗栗縣,公館鄉,玉泉村,188,1693,11.1,67,1440,4.65,楊喬安,,394,1645,23.95,516,1669,30.92,12.85
10005090018,苗栗縣,公館鄉,南河村,10,144,6.94,12,170,7.06,楊喬安,,28,143,19.58,44,148,29.73,12.64
10005090007,苗栗縣,公館鄉,石墻村,89,1006,8.85,24,838,2.86,楊喬安,,189,882,21.43,273,911,29.97,12.58
10005090013,苗栗縣,公館鄉,玉谷村,118,1020,11.57,34,904,3.76,楊喬安,,230,961,23.93,299,973,30.73,12.36
10005090003,苗栗縣,公館鄉,館南村,263,2411,10.91,95,2113,4.5,楊喬安,,538,2344,22.95,730,2367,30.84,12.04
10005090009,苗栗縣,公館鄉,福星村,161,1487,10.83,53,1224,4.33,楊喬安,,318,1396,22.78,463,1422,32.56,11.95
10005090008,苗栗縣,公館鄉,福基村,53,716,7.4,24,597,4.02,楊喬安,,123,653,18.84,166,657,25.27,11.44
10005090001,苗栗縣,公館鄉,館中村,108,1147,9.42,33,1029,3.21,楊喬安,,224,1082,20.7,301,1087,27.69,11.28
10005090019,苗栗縣,公館鄉,北河村,13,215,6.05,7,215,3.26,楊喬安,,35,202,17.33,107,207,51.69,11.28
10005090015,苗栗縣,公館鄉,鶴山村,125,996,12.55,31,864,3.59,楊喬安,,223,968,23.04,294,985,29.85,10.49
10005090017,苗栗縣,公館鄉,尖山村,101,1016,9.94,36,906,3.97,楊喬安,,193,947,20.38,261,956,27.3,10.44
10005090016,苗栗縣,公館鄉,仁安村,72,908,7.93,20,866,2.31,楊喬安,,154,852,18.08,214,875,24.46,10.15
10005090011,苗栗縣,公館鄉,福德村,17,261,6.51,17,205,8.29,楊喬安,,31,219,14.16,47,226,20.8,7.65
10005090010,苗栗縣,公館鄉,開礦村,24,208,11.54,3,161,1.86,楊喬安,,29,174,16.67,44,179,24.58,5.13
