prv_code,city_code,area_code,dept_code,li_code,cand_no,cand_name,party_code,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,is_vice
09,007,00,010,0000,1,陳其平,1,1,0571024,54,金馬地區,高中(職),N, , 
09,007,00,010,0000,2,林志東,1,1,0550819,56,金馬地區,專科,N,*, 
09,007,00,020,0000,1,王建華,1,1,0640228,47,金馬地區,大學,N, , 
09,007,00,020,0000,2,吳金平,1,1,0541106,56,金馬地區,碩士,N,*, 
09,007,00,030,0000,1,陳樂禮,1,1,0610518,50,金馬地區,高中(職),N,*, 
09,007,00,040,0000,1,林德建,1,1,0600504,51,金馬地區,高中(職),Y,*, 
09,007,00,040,0000,2,曹恆勇,16,1,0640308,47,金馬地區,高中(職),N, , 
09,007,00,040,0000,3,劉家發,999,1,0430314,68,金馬地區,高中(職),N, , 
09,020,00,010,0000,1,李誠智,1,1,0650617,46,金馬地區,碩士,Y,*, 
09,020,00,010,0000,2,歐陽彥木,999,1,0500105,61,金馬地區,大學,N, , 
09,020,00,020,0000,1,吳有家,1,1,0531209,57,金馬地區,高中(職),Y,*, 
09,020,00,030,0000,1,陳文顧,1,1,0510401,60,金馬地區,大學,Y,*, 
09,020,00,030,0000,2,黃秀珍,999,2,0450918,66,金馬地區,大學,N, , 
09,020,00,040,0000,1,陳成泉,1,1,0550212,56,金馬地區,大學,N, , 
09,020,00,040,0000,2,楊忠俊,1,1,0570720,54,金馬地區,碩士,Y,*, 
09,020,00,050,0000,1,洪若珊,1,2,0671120,43,金馬地區,碩士,Y,*, 
09,020,00,050,0000,2,洪燕玉,1,2,0520807,59,金馬地區,碩士,N, , 
09,020,00,060,0000,1,陳宗龍,999,1,0590602,52,高雄市,高中(職),N, , 
09,020,00,060,0000,2,蔡燕明,999,2,0500314,61,金馬地區,專科,N,*, 
10,002,00,010,0000,1,陳美玲,1,2,0540128,57,臺灣省,高中(職),N,*, 
10,002,00,010,0000,2,李家豪,350,1,0730919,38,新北市,碩士,N, , 
10,002,00,010,0000,3,賴瑞鼎,16,1,0440221,67,臺灣省,大學,N, , 
10,002,00,010,0000,4,陳俊冀,999,1,0580810,53,臺灣省,高中(職),N, , 
10,002,00,020,0000,1,黃適超,16,1,0500415,61,臺灣省,碩士,N, , 
10,002,00,020,0000,2,吳秋齡,1,2,0460909,65,臺灣省,碩士,Y,*, 
10,002,00,030,0000,1,簡銘翔,1,1,0781103,32,臺北市,博士,N, , 
10,002,00,030,0000,2,李明哲,16,1,0551007,56,臺灣省,碩士,Y,*, 
