"'10","'004","'01","'010","'0002","1","楊淑惠","'999","'2","'0581225","44","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0002","2","范明忠","'1","'1","'0561228","46","臺灣省","專科","Y"," "," "
"'10","'004","'01","'010","'0002","3","邱加雄","'999","'1","'0370801","66","臺灣省","其他","N","*"," "
"'10","'004","'01","'010","'0003","1","林顥峰","'1","'1","'0460501","57","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0004","1","林礽三","'999","'1","'0290503","74","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0005","1","林洪文","'1","'1","'0391110","64","臺灣省","其他","Y"," "," "
"'10","'004","'01","'010","'0005","2","蔡家邦","'999","'1","'0641030","39","臺灣省","大學","N","*"," "
"'10","'004","'01","'010","'0006","1","郭仁達","'1","'1","'0460410","57","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0027","1","高林淦","'999","'1","'0620301","41","新北市","大學","N"," "," "
"'10","'004","'01","'010","'0027","2","劉涂發","'999","'1","'0460601","57","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0027","3","林章鈺","'1","'1","'0520420","51","臺灣省","其他","N","*"," "
"'10","'004","'01","'010","'0028","1","田祺煥","'999","'1","'0260815","77","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0021","1","張淑君","'999","'2","'0650404","38","臺灣省","專科","N"," "," "
"'10","'004","'01","'010","'0021","2","呂紹民","'999","'1","'0550914","48","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0021","3","毛振福","'999","'1","'0520105","51","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0029","1","彭垣均","'1","'1","'0570117","46","臺灣省","專科","N","*"," "
"'10","'004","'01","'010","'0029","2","吳媛美","'1","'2","'0440518","59","臺灣省","其他","Y"," "," "
"'10","'004","'01","'010","'0030","1","謝棋鈞","'999","'2","'0540425","49","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0030","2","張鳳玉","'999","'2","'0530606","50","臺灣省","其他","N"," "," "
"'10","'004","'01","'010","'0001","1","鄭建村","'1","'1","'0501113","53","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0024","1","劉福登","'1","'1","'0330203","70","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0025","1","蔡玉泉","'1","'1","'0341220","68","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0007","1","陳瑞鑑","'1","'1","'0350528","68","臺灣省","專科","Y","*"," "
"'10","'004","'01","'010","'0008","1","劉堂隆","'1","'1","'0510808","52","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0008","2","魏嘉慧","'999","'2","'0460601","57","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0026","1","曾文忠","'1","'1","'0440606","59","臺灣省","其他","N","*"," "
"'10","'004","'01","'010","'0026","2","官秀玉","'1","'2","'0500302","53","臺灣省","其他","N"," "," "
"'10","'004","'01","'010","'0009","1","徐明兆","'999","'1","'0500120","53","臺灣省","大學","Y","*"," "
"'10","'004","'01","'010","'0009","2","黃震騰","'1","'1","'0410710","62","臺灣省","專科","N"," "," "
"'10","'004","'01","'010","'0010","1","羅敏功","'1","'1","'0470213","56","臺灣省","大學","N","*"," "
"'10","'004","'01","'010","'0010","2","陳信源","'999","'1","'0500701","53","臺灣省","大學","Y"," "," "
"'10","'004","'01","'010","'0011","1","范植雄","'999","'1","'0430824","60","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0022","1","郭傳庚","'999","'1","'0370315","66","臺灣省","其他","N","*"," "
"'10","'004","'01","'010","'0022","2","吳茂雄","'1","'1","'0310928","72","臺灣省","其他","Y"," "," "
"'10","'004","'01","'010","'0012","1","林慶榮","'999","'1","'0520201","51","臺灣省","其他","N"," "," "
"'10","'004","'01","'010","'0012","2","何萬欽","'1","'1","'0540801","49","臺灣省","高中","Y"," "," "
"'10","'004","'01","'010","'0012","3","陳威男","'999","'1","'0750205","28","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0013","1","許榮生","'999","'1","'0401201","62","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0014","1","楊明哲","'999","'1","'0530921","50","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0023","1","李月仙","'999","'2","'0450102","58","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0015","1","陳相進","'999","'1","'0450426","58","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0015","2","曾金菊","'999","'2","'0520420","51","臺灣省","專科","N"," "," "
"'10","'004","'01","'010","'0016","1","戴章興","'999","'1","'0490205","54","臺灣省","高中","Y","*"," "
"'10","'004","'01","'010","'0019","1","張文和","'1","'1","'0300324","73","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0019","2","彭美珠","'999","'2","'0411128","62","臺灣省","高中","N"," "," "
"'10","'004","'01","'010","'0017","1","曾聰榮","'999","'1","'0551023","48","臺灣省","高中","N","*"," "
"'10","'004","'01","'010","'0017","2","陳文和","'999","'1","'0220822","81","臺灣省","其他","Y"," "," "
"'10","'004","'01","'010","'0017","3","曾台安","'999","'1","'0720706","31","臺灣省","大學","N"," "," "
"'10","'004","'01","'010","'0020","1","曾福","'999","'1","'0520825","51","臺灣省","其他","Y","*"," "
"'10","'004","'01","'010","'0020","2","曾朝慶","'999","'1","'0321128","71","臺灣省","其他","N"," "," "
"'10","'004","'01","'010","'0018","1","林秋榮","'999","'1","'0470220","56","臺灣省","專科","Y","*"," "
"'10","'004","'01","'010","'0018","2","曾翊沛","'999","'1","'0380210","65","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0001","1","曾瑞琴","'999","'2","'0490101","54","臺灣省","其他","N","*"," "
"'10","'004","'01","'020","'0001","2","范秉松","'1","'1","'0460517","57","臺灣省","大學","N"," "," "
"'10","'004","'01","'020","'0002","1","彭康麟","'1","'1","'0510220","52","臺灣省","其他","Y","*"," "
"'10","'004","'01","'020","'0003","1","彭學澧","'999","'1","'0390303","64","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0003","2","彭松擧","'1","'1","'0480102","55","臺灣省","高中","Y"," "," "
"'10","'004","'01","'020","'0003","3","徐福亮","'999","'1","'0520107","51","臺灣省","其他","N","*"," "
"'10","'004","'01","'020","'0004","1","陳正國","'999","'1","'0550527","48","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0004","2","施金河","'1","'1","'0370430","66","臺灣省","高中","N"," "," "
"'10","'004","'01","'020","'0004","3","徐鵬桓","'1","'1","'0510919","52","臺灣省","高中","Y","*"," "
"'10","'004","'01","'020","'0006","1","陳月生","'999","'1","'0421002","61","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0006","2","徐璋龍","'999","'1","'0460204","57","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0006","3","彭誠吉","'1","'1","'0320819","71","臺灣省","高中","N","*"," "
"'10","'004","'01","'020","'0006","4","蔡家陞","'1","'1","'0380404","65","臺灣省","其他","Y"," "," "
"'10","'004","'01","'020","'0006","5","彭照夫","'999","'1","'0321030","71","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0005","1","劉錦湘","'1","'1","'0261117","77","臺灣省","高中","Y"," "," "
"'10","'004","'01","'020","'0005","2","彭立傑","'999","'1","'0670121","36","臺灣省","高中","N","*"," "
"'10","'004","'01","'020","'0021","1","葉國治","'999","'1","'0510408","52","臺灣省","高中","N","*"," "
"'10","'004","'01","'020","'0021","2","賴錦煥","'1","'1","'0271204","75","臺灣省","其他","Y"," "," "
"'10","'004","'01","'020","'0021","3","温永財","'1","'1","'0310510","72","臺灣省","其他","N"," "," "
"'10","'004","'01","'020","'0007","1","馮榮宏","'1","'1","'0281217","74","臺灣省","其他","Y"," "," "
"'10","'004","'01","'020","'0007","2","孔維新","'999","'1","'0650814","38","臺灣省","專科","N","*"," "
