"1","33.3578","38.6487","31","13"
"15","0.1408","0.0000","2","0"
"16","33.9774","39.3665","33","13"
"74","1.0408","0.0000","10","0"
"79","2.4115","0.0000","6","0"
"90","3.6647","0.0000","22","0"
"95","0.3562","0.0000","7","0"
"113","0.2328","0.0000","7","0"
"267","7.7549","8.9849","11","3"
"303","3.1588","0.0000","6","0"
"319","0.2198","0.0000","8","0"
"341","0.2848","0.0000","6","0"
"342","0.1237","0.0000","8","0"
"346","0.6678","0.0000","10","0"
"348","0.2071","0.0000","6","0"
"350","11.2203","12.9999","28","5"
"352","1.0142","0.0000","5","0"
"355","0.0825","0.0000","4","0"
"356","0.0844","0.0000","6","0"
