area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
臺北市,1,張家豪,台灣動物保護黨,m,0740111,37,臺灣省,大學,N,N,2367
臺北市,2,王文娟,無黨籍及未經政黨推薦,f,0521028,59,臺灣省,大學,N,N,451
臺北市,3,鄭匡宇,無黨籍及未經政黨推薦,m,0650515,46,臺北市,博士,N,N,386
臺北市,4,黃聖峰,台澎黨,m,0680630,43,臺北市,碩士,N,N,256
臺北市,5,童文薰,無黨籍及未經政黨推薦,f,0541111,56,新北市,其他,N,N,2425
臺北市,6,蔣萬安,中國國民黨,m,0671226,43,臺北市,博士,N,Y,575590
臺北市,7,蘇煥智,台灣維新,m,0450720,66,臺南市,碩士,N,N,1851
臺北市,8,黃珊珊,無黨籍及未經政黨推薦,f,0581018,53,臺中市,大學,N,N,342141
臺北市,9,施奉先,無黨籍及未經政黨推薦,m,0471209,63,臺北市,大學,N,N,383
臺北市,10,唐新民,共和黨,m,0391225,71,臺灣省,博士,N,N,316
臺北市,11,謝立康,無黨籍及未經政黨推薦,m,0591023,52,新北市,高中(職),N,N,227
臺北市,12,陳時中,民主進步黨,m,0411227,69,臺北市,大學,N,N,434558
高雄市,1,鄭宇翔,無黨籍及未經政黨推薦,m,0701030,41,臺南市,其他,N,N,8394
高雄市,2,曾尹儷,無黨籍及未經政黨推薦,f,0521031,59,高雄市,博士,N,N,14585
高雄市,3,柯志恩,中國國民黨,f,0510429,60,臺灣省,博士,N,N,529607
高雄市,4,陳其邁,民主進步黨,m,0531223,57,臺灣省,碩士,Y,Y,766147
新北市,1,林佳龍,民主進步黨,m,0530213,58,臺北市,博士,N,N,693976
新北市,2,侯友宜,中國國民黨,m,0460607,65,臺灣省,博士,Y,Y,1152555
臺中市,1,陳美妃,無黨籍及未經政黨推薦,f,0600417,51,臺北市,高中(職),N,N,23140
臺中市,2,蔡其昌,民主進步黨,m,0580416,53,臺中市,碩士,N,N,524224
臺中市,3,盧秀燕,中國國民黨,f,0500831,61,臺灣省,碩士,Y,Y,799107
臺南市,1,許忠信,無黨籍及未經政黨推薦,m,0540601,57,臺南市,博士,N,N,38697
臺南市,2,林義豐,無黨籍及未經政黨推薦,m,0370204,74,臺南市,碩士,N,N,24606
臺南市,3,謝龍介,中國國民黨,m,0501003,61,臺南市,碩士,N,N,387731
臺南市,4,吳炳輝,無黨籍及未經政黨推薦,m,0561201,54,臺灣省,大學,N,N,3956
臺南市,5,黃偉哲,民主進步黨,m,0520926,59,臺北市,碩士,Y,Y,433684
桃園市,1,張善政,中國國民黨,m,0430624,68,臺北市,博士,N,Y,557572
桃園市,2,賴香伶,台灣民眾黨,f,0570105,54,臺灣省,碩士,N,N,54926
桃園市,3,鄭運鵬,民主進步黨,m,0620602,49,臺北市,大學,N,N,428983
桃園市,4,鄭寶清,無黨籍及未經政黨推薦,m,0440110,67,桃園市,博士,N,N,30282
