area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
連江縣南竿鄉選舉區,1,李忠堅,中國國民黨,m,0590222,52,金馬地區,高中(職),Y,Y,495,09,007,01,010,0000
連江縣南竿鄉選舉區,2,曹爾淼,中國國民黨,m,0650925,46,金馬地區,專科,Y,Y,568,09,007,01,010,0000
連江縣南竿鄉選舉區,3,陳錦泰,中國國民黨,m,0591108,51,金馬地區,高中(職),Y,Y,517,09,007,01,010,0000
連江縣南竿鄉選舉區,4,李哲宇,民主進步黨,m,0740602,37,臺灣省,專科,N,N,148,09,007,01,010,0000
連江縣南竿鄉選舉區,5,陳聖泓,無黨籍及未經政黨推薦,f,0790523,32,新北市,大學,N,Y,591,09,007,01,010,0000
連江縣南竿鄉選舉區,6,陳彥錡,中國國民黨,m,0770614,34,金馬地區,大學,N,Y,583,09,007,01,010,0000
連江縣南竿鄉選舉區,7,林紹馨,無黨籍及未經政黨推薦,m,0620713,49,金馬地區,高中(職),Y,Y,538,09,007,01,010,0000
連江縣南竿鄉選舉區,8,陳則汎,中國國民黨,m,0800311,31,金馬地區,大學,N,Y,556,09,007,01,010,0000
連江縣南竿鄉選舉區,9,楊水英,中國國民黨,f,0500411,61,金馬地區,高中(職),Y,N,480,09,007,01,010,0000
連江縣北竿鄉選舉區,1,王冠予,中國國民黨,m,0610403,50,金馬地區,大學,N,Y,430,09,007,01,020,0000
連江縣北竿鄉選舉區,2,鄭禮頤,無黨籍及未經政黨推薦,f,0671106,43,臺北市,專科,N,N,257,09,007,01,020,0000
連江縣北竿鄉選舉區,3,林加友,中國國民黨,m,0520225,59,金馬地區,高中(職)以下,Y,Y,369,09,007,01,020,0000
連江縣北竿鄉選舉區,4,詹庭語,民主進步黨,m,0760209,35,臺灣省,專科,N,Y,294,09,007,01,020,0000
連江縣北竿鄉選舉區,5,王芳瑤,無黨籍及未經政黨推薦,f,0720306,39,金馬地區,大學,N,Y,393,09,007,01,020,0000
連江縣北竿鄉選舉區,6,王長源,無黨籍及未經政黨推薦,m,0710212,40,金馬地區,大學,N,Y,301,09,007,01,020,0000
連江縣莒光鄉選舉區,1,陳飛汎,無黨籍及未經政黨推薦,m,0790217,32,臺北市,大學,N,Y,121,09,007,01,030,0000
連江縣莒光鄉選舉區,2,陳竑任,民主進步黨,m,0501004,61,臺南市,高中(職),N,N,5,09,007,01,030,0000
連江縣莒光鄉選舉區,3,林宏豫,中國國民黨,m,0610408,50,金馬地區,高中(職),Y,N,95,09,007,01,030,0000
連江縣莒光鄉選舉區,4,陳彥岑,無黨籍及未經政黨推薦,f,0750118,36,金馬地區,大學,N,Y,151,09,007,01,030,0000
連江縣莒光鄉選舉區,5,史麗彬,中國國民黨,f,0500301,61,高雄市,高中(職),N,Y,124,09,007,01,030,0000
連江縣莒光鄉選舉區,6,劉秋富,中國國民黨,m,0460321,65,金馬地區,大學,N,N,85,09,007,01,030,0000
連江縣莒光鄉選舉區,7,曹端陽,中國國民黨,m,0540603,57,金馬地區,高中(職)以下,Y,N,108,09,007,01,030,0000
連江縣莒光鄉選舉區,8,王秀金,中國國民黨,f,0440921,67,金馬地區,高中(職)以下,Y,Y,138,09,007,01,030,0000
連江縣莒光鄉選舉區,9,劉玉應,無黨籍及未經政黨推薦,m,0531227,57,金馬地區,高中(職)以下,Y,Y,129,09,007,01,030,0000
連江縣東引鄉選舉區,1,王維德,中國國民黨,m,0611123,49,金馬地區,高中(職),Y,Y,168,09,007,01,040,0000
連江縣東引鄉選舉區,2,王禮翼,中國國民黨,m,0590302,52,金馬地區,高中(職)以下,Y,N,109,09,007,01,040,0000
連江縣東引鄉選舉區,3,陳子驎,無黨籍及未經政黨推薦,m,0730518,38,臺北市,大學,Y,Y,131,09,007,01,040,0000
連江縣東引鄉選舉區,4,張雪華,中國國民黨,f,0500102,61,金馬地區,高中(職),Y,Y,200,09,007,01,040,0000
連江縣東引鄉選舉區,5,劉家宏,中國國民黨,m,0681013,43,金馬地區,高中(職),N,Y,126,09,007,01,040,0000
連江縣東引鄉選舉區,6,劉淑娥,中國國民黨,f,0490506,62,金馬地區,高中(職),Y,N,108,09,007,01,040,0000
連江縣東引鄉選舉區,7,林宇超,無黨籍及未經政黨推薦,m,0710218,40,金馬地區,專科,N,Y,131,09,007,01,040,0000
金門縣金城鎮選舉區,1,郭永隆,中國國民黨,m,0460415,65,金馬地區,專科,Y,Y,932,09,020,01,010,0000
金門縣金城鎮選舉區,2,翁沂杰,無黨籍及未經政黨推薦,f,0631010,48,金馬地區,碩士,Y,N,560,09,020,01,010,0000
金門縣金城鎮選舉區,3,蔡云豪,無黨籍及未經政黨推薦,m,0740316,37,高雄市,高中(職),N,Y,670,09,020,01,010,0000
金門縣金城鎮選舉區,4,蘇碧浯,無黨籍及未經政黨推薦,f,0451028,66,金馬地區,高中(職)以下,Y,Y,1207,09,020,01,010,0000
金門縣金城鎮選舉區,5,陳天成,中國國民黨,m,0361111,74,金馬地區,大學,Y,Y,1300,09,020,01,010,0000
金門縣金城鎮選舉區,6,黃文麟,無黨籍及未經政黨推薦,m,0620128,49,金馬地區,碩士,N,N,536,09,020,01,010,0000
金門縣金城鎮選舉區,7,汪松威,中國國民黨,m,0760108,35,新北市,碩士,N,N,523,09,020,01,010,0000
金門縣金城鎮選舉區,8,許燕輝,中國國民黨,m,0670928,44,金馬地區,碩士,N,Y,1299,09,020,01,010,0000
金門縣金城鎮選舉區,9,翁裕凱,無黨籍及未經政黨推薦,m,0810906,30,新北市,高中(職),N,Y,1149,09,020,01,010,0000
金門縣金城鎮選舉區,10,陳子芸,中國國民黨,f,0600808,51,臺中市,高中(職),Y,Y,817,09,020,01,010,0000
金門縣金城鎮選舉區,11,林金英,中國國民黨,f,0540605,57,金馬地區,高中(職)以下,Y,Y,1219,09,020,01,010,0000
金門縣金城鎮選舉區,12,莊嘉銘,中國國民黨,m,0730926,38,金馬地區,高中(職),N,N,613,09,020,01,010,0000
金門縣金城鎮選舉區,13,蔡宗儒,無黨籍及未經政黨推薦,m,0710303,40,金馬地區,大學,N,Y,1091,09,020,01,010,0000
金門縣金城鎮選舉區,14,蔡培榮,民主進步黨,m,0740426,37,金馬地區,高中(職),N,N,303,09,020,01,010,0000
金門縣金城鎮選舉區,15,倪于媃,中國國民黨,f,0510112,60,金馬地區,高中(職),Y,Y,627,09,020,01,010,0000
金門縣金城鎮選舉區,16,李錫瑜,中國國民黨,m,0530618,58,金馬地區,高中(職),Y,Y,1015,09,020,01,010,0000
金門縣金沙鎮選舉區,1,蔡連進,中國國民黨,m,0510816,60,金馬地區,專科,N,Y,743,09,020,01,020,0000
金門縣金沙鎮選舉區,2,蔡寶愛,中國國民黨,f,0361102,74,金馬地區,高中(職),Y,Y,810,09,020,01,020,0000
金門縣金沙鎮選舉區,3,張成爵,無黨籍及未經政黨推薦,m,0520503,59,金馬地區,高中(職),Y,Y,661,09,020,01,020,0000
金門縣金沙鎮選舉區,4,周水土,無黨籍及未經政黨推薦,m,0400506,71,金馬地區,專科,Y,Y,896,09,020,01,020,0000
金門縣金沙鎮選舉區,5,黃聰成,無黨籍及未經政黨推薦,m,0441204,66,金馬地區,高中(職),Y,Y,708,09,020,01,020,0000
金門縣金沙鎮選舉區,6,何開忠,無黨籍及未經政黨推薦,m,0520802,59,金馬地區,大學,Y,Y,544,09,020,01,020,0000
金門縣金沙鎮選舉區,7,周欣怡,無黨籍及未經政黨推薦,f,0700220,41,新北市,其他,N,N,269,09,020,01,020,0000
金門縣金沙鎮選舉區,8,黃奕焮,中國國民黨,m,0480526,63,金馬地區,高中(職),Y,Y,1041,09,020,01,020,0000
金門縣金沙鎮選舉區,9,黃秀花,無黨籍及未經政黨推薦,f,0591006,52,高雄市,高中(職),N,N,484,09,020,01,020,0000
金門縣金沙鎮選舉區,10,呂寶玉,中國國民黨,f,0471215,63,金馬地區,高中(職)以下,Y,Y,722,09,020,01,020,0000
金門縣金湖鎮選舉區,1,李志鴻,無黨籍及未經政黨推薦,m,0630112,48,金馬地區,碩士,N,Y,656,09,020,01,030,0000
金門縣金湖鎮選舉區,2,呂錦同,中國國民黨,m,0530301,58,金馬地區,大學,N,N,495,09,020,01,030,0000
金門縣金湖鎮選舉區,3,林慧君,無黨籍及未經政黨推薦,f,0720515,39,桃園市,高中(職),N,N,422,09,020,01,030,0000
金門縣金湖鎮選舉區,4,陳威彰,無黨籍及未經政黨推薦,m,0780207,33,金馬地區,高中(職),N,Y,818,09,020,01,030,0000
金門縣金湖鎮選舉區,5,陳淑亭,無黨籍及未經政黨推薦,f,0750118,36,金馬地區,大學,N,N,568,09,020,01,030,0000
金門縣金湖鎮選舉區,6,蔡乃靖,無黨籍及未經政黨推薦,m,0620814,49,金馬地區,專科,Y,Y,1275,09,020,01,030,0000
金門縣金湖鎮選舉區,7,李秀華,中國國民黨,f,0470412,64,金馬地區,高中(職)以下,Y,Y,738,09,020,01,030,0000
金門縣金湖鎮選舉區,8,蔡建偉,無黨籍及未經政黨推薦,m,0750527,36,金馬地區,碩士,Y,Y,1094,09,020,01,030,0000
金門縣金湖鎮選舉區,9,洪海水,無黨籍及未經政黨推薦,m,0600221,51,金馬地區,大學,Y,N,528,09,020,01,030,0000
金門縣金湖鎮選舉區,10,林麗芬,無黨籍及未經政黨推薦,f,0511218,59,金馬地區,大學,Y,Y,882,09,020,01,030,0000
金門縣金湖鎮選舉區,11,張中法,無黨籍及未經政黨推薦,m,0500530,61,金馬地區,高中(職),N,Y,999,09,020,01,030,0000
金門縣金湖鎮選舉區,12,林嘉森,無黨籍及未經政黨推薦,m,0650312,46,金馬地區,碩士,Y,Y,661,09,020,01,030,0000
金門縣金湖鎮選舉區,13,陳秀卿,中國國民黨,f,0520502,59,金馬地區,專科,Y,Y,1147,09,020,01,030,0000
金門縣金湖鎮選舉區,14,劉時榮,無黨籍及未經政黨推薦,m,0730831,38,金馬地區,高中(職),N,N,135,09,020,01,030,0000
