area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
高雄市茂林區,1,何忠勇,民主進步黨,m,0501220,60,高雄市,專科,N,N,454,64,000,00,360,0000
高雄市茂林區,2,"趙文耀 Ase‧Takilawdru",中國國民黨,m,0470126,64,高雄市,專科,N,N,446,64,000,00,360,0000
高雄市茂林區,3,駱韋志,無黨籍及未經政黨推薦,m,0531001,58,高雄市,專科,N,Y,524,64,000,00,360,0000
高雄市桃源區,1,"張志誠Haisul ·Ispalavi",無黨籍及未經政黨推薦,m,0560313,55,高雄市,碩士,N,N,895,64,000,00,370,0000
高雄市桃源區,2,"杜司偉Andrew Isbabanal",無黨籍及未經政黨推薦,m,0651114,45,高雄市,高中(職),N,Y,977,64,000,00,370,0000
高雄市桃源區,3,謝正忠,無黨籍及未經政黨推薦,m,0480618,63,高雄市,專科,N,N,624,64,000,00,370,0000
高雄市桃源區,4,賴金龍,無黨籍及未經政黨推薦,m,0460818,65,高雄市,碩士,N,N,194,64,000,00,370,0000
高雄市那瑪夏區,1,孔賢傑,無黨籍及未經政黨推薦,m,0620710,49,高雄市,碩士,Y,Y,1236,64,000,00,380,0000
高雄市那瑪夏區,2,"孫榮貴 Istanda．Vachi",無黨籍及未經政黨推薦,m,0480313,63,高雄市,高中(職),N,N,772,64,000,00,380,0000
新北市烏來區,1,周至剛,無黨籍及未經政黨推薦,m,0660108,45,新北市,專科,N,Y,1020,65,000,00,290,0000
新北市烏來區,2,蔡馬新,無黨籍及未經政黨推薦,m,0401120,70,新北市,高中(職),N,N,901,65,000,00,290,0000
新北市烏來區,3,林東暭,無黨籍及未經政黨推薦,m,0661017,45,新北市,高中(職),N,N,279,65,000,00,290,0000
新北市烏來區,4,周守信,無黨籍及未經政黨推薦,m,0460922,65,新北市,專科,Y,N,980,65,000,00,290,0000
新北市烏來區,5,王子瑋,無黨籍及未經政黨推薦,m,0690419,42,新北市,高中(職),N,N,375,65,000,00,290,0000
臺中市和平區,1,吳萬福,無黨籍及未經政黨推薦,m,0471121,63,臺中市,專科,Y,Y,5638,66,000,00,290,0000
桃園市復興區,1,游正英,中國國民黨,m,0450914,66,桃園市,專科,Y,Y,2299,68,000,00,130,0000
桃園市復興區,2,林秋霖,台灣民眾黨,m,0570921,54,桃園市,碩士,N,N,429,68,000,00,130,0000
桃園市復興區,3,蘇佐璽,民主進步黨,m,0610703,50,桃園市,碩士,N,N,1829,68,000,00,130,0000
桃園市復興區,4,曾志湘,無黨籍及未經政黨推薦,m,0460415,65,桃園市,專科,N,N,1719,68,000,00,130,0000
桃園市復興區,5,楊春樹,無黨籍及未經政黨推薦,m,0530102,58,桃園市,其他,N,N,737,68,000,00,130,0000
