area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num
連江縣第01選舉區,1,曹爾章,無黨籍及未經政黨推薦,m,0591213,51,金馬地區,大學,Y,Y,593
連江縣第01選舉區,2,曹丞君,中國國民黨,f,0650723,46,金馬地區,高中(職),N,Y,644
連江縣第01選舉區,3,劉浩晨,民主進步黨,m,0800821,31,臺北市,大學,N,N,151
連江縣第01選舉區,4,陳書建,中國國民黨,m,0461220,64,金馬地區,高中(職),Y,Y,604
連江縣第01選舉區,5,曹以標,無黨籍及未經政黨推薦,m,0521005,59,金馬地區,高中(職),Y,Y,925
連江縣第01選舉區,6,林惠萍,無黨籍及未經政黨推薦,f,0620808,49,新北市,碩士,Y,N,535
連江縣第01選舉區,7,林明揚,中國國民黨,m,0521031,59,金馬地區,高中(職),Y,Y,816
連江縣第01選舉區,8,楊清宇,中國國民黨,m,0630616,48,金馬地區,碩士,N,N,238
連江縣第02選舉區,1,周瑞國,中國國民黨,m,0580405,53,金馬地區,高中(職),Y,Y,821
連江縣第02選舉區,2,陳如嵐,中國國民黨,m,0591201,51,金馬地區,專科,N,N,519
連江縣第02選舉區,3,陳玉發,中國國民黨,m,0491105,61,金馬地區,高中(職),Y,Y,709
連江縣第03選舉區,1,陳善澔,無黨籍及未經政黨推薦,m,0591005,52,金馬地區,高中(職),N,N,301
連江縣第03選舉區,2,陳貽斌,中國國民黨,m,0581116,52,金馬地區,高中(職),Y,Y,640
連江縣第04選舉區,1,馮印才,無黨籍及未經政黨推薦,m,0511107,59,金馬地區,高中(職),N,N,446
連江縣第04選舉區,2,張永江,中國國民黨,m,0490623,62,金馬地區,高中(職)以下,Y,Y,517
金門縣第01選舉區,1,歐陽儀雄,中國國民黨,m,0620403,49,臺北市,碩士,Y,Y,1781
金門縣第01選舉區,2,石永城,無黨籍及未經政黨推薦,m,0620801,49,金馬地區,高中(職),Y,Y,1835
金門縣第01選舉區,3,許玉昭,中國國民黨,f,0540814,57,金馬地區,碩士,Y,Y,2044
金門縣第01選舉區,4,楊霈璿,無黨籍及未經政黨推薦,m,0830221,28,高雄市,碩士,N,N,1221
金門縣第01選舉區,5,蔡其雍,民主進步黨,m,0600205,51,金馬地區,大學,N,Y,1963
金門縣第01選舉區,6,周曉芸,台灣民眾黨,f,0650308,46,金馬地區,大學,N,N,1157
金門縣第01選舉區,7,楊永立,無黨籍及未經政黨推薦,m,0480404,63,金馬地區,高中(職),Y,N,1687
金門縣第01選舉區,8,陳泱瑚,無黨籍及未經政黨推薦,m,0631107,47,金馬地區,大學,N,Y,2113
金門縣第01選舉區,9,洪允典,中國國民黨,m,0410903,70,金馬地區,高中(職),Y,Y,2194
金門縣第01選舉區,10,李養生,無黨籍及未經政黨推薦,m,0411119,69,金馬地區,大學,Y,Y,2241
金門縣第01選舉區,11,唐麗輝,無黨籍及未經政黨推薦,f,0460507,65,金馬地區,碩士,Y,N,1468
金門縣第01選舉區,12,王碧珍,無黨籍及未經政黨推薦,f,0480108,63,金馬地區,大學,Y,N,236
金門縣第01選舉區,13,許大鴻,無黨籍及未經政黨推薦,m,0860613,25,金馬地區,大學,N,Y,2018
金門縣第01選舉區,14,翁文奧,無黨籍及未經政黨推薦,m,0580301,53,金馬地區,高中(職),N,N,648
金門縣第01選舉區,15,董森堡,無黨籍及未經政黨推薦,m,0671002,44,金馬地區,碩士,Y,Y,1699
金門縣第01選舉區,16,胡凱宇,無黨籍及未經政黨推薦,m,0750904,36,金馬地區,碩士,N,N,823
金門縣第02選舉區,1,陳錦偉,無黨籍及未經政黨推薦,m,0630227,48,金馬地區,高中(職),N,Y,2175
金門縣第02選舉區,2,黃子誠,無黨籍及未經政黨推薦,m,0840307,27,臺北市,碩士,N,N,382
金門縣第02選舉區,3,吳金鏷,無黨籍及未經政黨推薦,m,0550921,56,金馬地區,其他,N,N,98
金門縣第02選舉區,4,歐陽豪,無黨籍及未經政黨推薦,m,0690111,42,金馬地區,碩士,N,N,304
金門縣第02選舉區,5,王國代,中國國民黨,m,0590102,52,金馬地區,碩士,N,Y,1700
金門縣第02選舉區,6,馬自壯,中國國民黨,m,0651024,46,金馬地區,專科,N,N,1035
金門縣第02選舉區,7,楊育菡,無黨籍及未經政黨推薦,f,0820630,29,高雄市,碩士,N,Y,1920
金門縣第02選舉區,8,周子傑,中國國民黨,m,0620118,49,金馬地區,大學,Y,Y,1985
金門縣第02選舉區,9,王秀玉,中國國民黨,f,0570214,54,金馬地區,專科,Y,Y,1752
金門縣第02選舉區,10,蔡水游,無黨籍及未經政黨推薦,m,0461215,64,金馬地區,高中(職),Y,Y,1695
金門縣第02選舉區,11,林長鴻,中國國民黨,m,0560330,55,金馬地區,大學,N,N,812
金門縣第02選舉區,12,吳佩雯,無黨籍及未經政黨推薦,f,0710906,40,臺灣省,碩士,N,N,1464
金門縣第02選舉區,13,張雲量,無黨籍及未經政黨推薦,m,0610222,50,金馬地區,高中(職),N,Y,2282
金門縣第03選舉區,1,洪成發,中國國民黨,m,0410728,70,金馬地區,高中(職)以下,Y,Y,1529
金門縣第03選舉區,2,吳嘉將,無黨籍及未經政黨推薦,m,0510218,60,金馬地區,高中(職),N,N,1000
金門縣第03選舉區,3,洪鴻斌,無黨籍及未經政黨推薦,m,0580124,53,金馬地區,其他,Y,Y,1619
宜蘭縣第01選舉區,1,陳漢澤,台灣基進,m,0670829,44,臺灣省,大學,N,N,2186
宜蘭縣第01選舉區,2,魯秀傑,無黨籍及未經政黨推薦,m,0680224,43,臺灣省,高中(職)以下,N,N,427
宜蘭縣第01選舉區,3,張勝德,中國國民黨,m,0610921,50,臺灣省,碩士,N,Y,4285
宜蘭縣第01選舉區,4,尤文瀚,台灣民眾黨,m,0780624,33,臺灣省,大學,N,N,2085
宜蘭縣第01選舉區,5,林麗,民主進步黨,f,0591012,52,臺灣省,碩士,Y,Y,4181
宜蘭縣第01選舉區,6,林錫明,無黨籍及未經政黨推薦,m,0430915,68,臺灣省,高中(職)以下,Y,Y,4664
宜蘭縣第01選舉區,7,吳福田,民主進步黨,m,0381203,72,臺灣省,高中(職),N,N,1953
宜蘭縣第01選舉區,8,林正芳,時代力量,m,0521028,59,臺灣省,碩士,N,N,1929
宜蘭縣第01選舉區,9,胡健森,無黨籍及未經政黨推薦,m,0600619,51,臺灣省,大學,N,N,248
