area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,prv_code,city_code,area_code,dept_code,li_code
高雄市茂林區第01選舉區,1,林惠娟,無黨籍及未經政黨推薦,f,0640519,47,高雄市,碩士,N,N,29,64,000,01,360,0000
高雄市茂林區第01選舉區,2,"江魯金雲 Malereleve‧Maabaivi",無黨籍及未經政黨推薦,f,0641004,47,臺灣省,高中(職),N,Y,159,64,000,01,360,0000
高雄市茂林區第01選舉區,3,孫佩馨,無黨籍及未經政黨推薦,f,0750103,36,臺灣省,大學,Y,Y,130,64,000,01,360,0000
高雄市茂林區第01選舉區,4,巫榮輝,無黨籍及未經政黨推薦,m,0620311,49,高雄市,專科,N,N,111,64,000,01,360,0000
高雄市茂林區第01選舉區,5,"鄭善雄 Wvake‧Larangae",中國國民黨,m,0460609,65,高雄市,高中(職),N,N,104,64,000,01,360,0000
高雄市茂林區第01選舉區,6,金泰華,無黨籍及未經政黨推薦,m,0510124,60,高雄市,高中(職),N,Y,122,64,000,01,360,0000
高雄市茂林區第01選舉區,7,藍建雄,中國國民黨,m,0640205,47,高雄市,大學,N,Y,140,64,000,01,360,0000
高雄市茂林區第02選舉區,1,江世平,無黨籍及未經政黨推薦,m,0610925,50,高雄市,高中(職),Y,Y,192,64,000,02,360,0000
高雄市茂林區第02選舉區,2,"詹淑靜 Arui‧Kadrava",無黨籍及未經政黨推薦,f,0570129,54,高雄市,高中(職),Y,Y,142,64,000,02,360,0000
高雄市茂林區第02選舉區,3,陳奕蓁,中國國民黨,f,0600513,51,高雄市,碩士,Y,Y,168,64,000,02,360,0000
高雄市茂林區第02選舉區,4,謝曉俊,無黨籍及未經政黨推薦,m,0591012,52,高雄市,高中(職),N,N,132,64,000,02,360,0000
高雄市桃源區第01選舉區,1,呂江玉英,無黨籍及未經政黨推薦,f,0570331,54,高雄市,高中(職)以下,N,N,176,64,000,01,370,0000
高雄市桃源區第01選舉區,2,顏莉華,無黨籍及未經政黨推薦,f,0641120,46,高雄市,高中(職),N,Y,310,64,000,01,370,0000
高雄市桃源區第01選舉區,3,張明雄,無黨籍及未經政黨推薦,m,0491028,62,高雄市,專科,N,N,23,64,000,01,370,0000
高雄市桃源區第01選舉區,4,高清源Talum·Takiludun,無黨籍及未經政黨推薦,m,0480822,63,高雄市,大學,Y,Y,242,64,000,01,370,0000
高雄市桃源區第01選舉區,5,石永貴,無黨籍及未經政黨推薦,m,0581221,52,高雄市,專科,N,Y,223,64,000,01,370,0000
高雄市桃源區第01選舉區,6,余金鐘,無黨籍及未經政黨推薦,m,0461103,64,高雄市,專科,Y,Y,276,64,000,01,370,0000
高雄市桃源區第01選舉區,7,顏金得,無黨籍及未經政黨推薦,m,0440227,67,高雄市,高中(職),N,N,170,64,000,01,370,0000
高雄市桃源區第01選舉區,8,王正國,無黨籍及未經政黨推薦,m,0531004,58,高雄市,高中(職)以下,Y,Y,184,64,000,01,370,0000
高雄市桃源區第01選舉區,9,謝翠華,無黨籍及未經政黨推薦,f,0651023,46,高雄市,高中(職),N,N,103,64,000,01,370,0000
高雄市桃源區第01選舉區,10,蘇國定,無黨籍及未經政黨推薦,m,0570327,54,高雄市,大學,N,N,161,64,000,01,370,0000
高雄市桃源區第02選舉區,1,張瑞雄Tahai·Balavian,無黨籍及未經政黨推薦,m,0630929,48,高雄市,專科,N,N,54,64,000,02,370,0000
高雄市桃源區第02選舉區,2,陳啟明,無黨籍及未經政黨推薦,m,0600214,51,高雄市,大學,Y,N,161,64,000,02,370,0000
高雄市桃源區第02選舉區,3,陳英敏,無黨籍及未經政黨推薦,m,0450725,66,高雄市,專科,N,Y,204,64,000,02,370,0000
高雄市桃源區第02選舉區,4,陳武松,無黨籍及未經政黨推薦,m,0530501,58,高雄市,高中(職)以下,N,N,160,64,000,02,370,0000
高雄市桃源區第02選舉區,5,顏清順,無黨籍及未經政黨推薦,m,0620606,49,高雄市,大學,N,Y,245,64,000,02,370,0000
高雄市那瑪夏區第01選舉區,1,李義雄,無黨籍及未經政黨推薦,m,0661116,44,高雄市,高中(職)以下,Y,N,87,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,2,周孔義,無黨籍及未經政黨推薦,m,0530218,58,高雄市,高中(職),Y,Y,170,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,3,林正萍,無黨籍及未經政黨推薦,m,0630527,48,臺中市,大學,N,Y,189,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,4,翁大勇,無黨籍及未經政黨推薦,m,0590625,52,高雄市,高中(職)以下,N,N,162,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,5,徐惠美,無黨籍及未經政黨推薦,f,0590915,52,高雄市,高中(職),Y,N,139,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,6,盧林秀英,無黨籍及未經政黨推薦,f,0580220,53,高雄市,高中(職)以下,N,Y,171,64,000,01,380,0000
高雄市那瑪夏區第01選舉區,7,彭孫美雲,無黨籍及未經政黨推薦,f,0561010,55,高雄市,高中(職)以下,Y,Y,200,64,000,01,380,0000
高雄市那瑪夏區第02選舉區,1,柯正漢,無黨籍及未經政黨推薦,m,0561018,55,高雄市,高中(職)以下,N,N,68,64,000,02,380,0000
高雄市那瑪夏區第02選舉區,2,李惠民,無黨籍及未經政黨推薦,m,0630310,48,高雄市,高中(職),N,Y,195,64,000,02,380,0000
高雄市那瑪夏區第02選舉區,3,葉銓卿,無黨籍及未經政黨推薦,m,0710708,40,高雄市,高中(職)以下,N,N,117,64,000,02,380,0000
高雄市那瑪夏區第02選舉區,4,李順德,無黨籍及未經政黨推薦,m,0700331,41,高雄市,高中(職)以下,Y,Y,238,64,000,02,380,0000
高雄市那瑪夏區第02選舉區,5,"蔡運福 Kanakanavu．Kacopuana．Upa",無黨籍及未經政黨推薦,m,0590426,52,高雄市,大學,N,N,94,64,000,02,380,0000
高雄市那瑪夏區第02選舉區,6,"趙文彬 Umas．Sukluman",無黨籍及未經政黨推薦,m,0460901,65,高雄市,高中(職)以下,Y,Y,186,64,000,02,380,0000
新北市烏來區第01選舉區,1,黃銘治,無黨籍及未經政黨推薦,m,0621026,49,新北市,高中(職),N,N,105,65,000,01,290,0000
新北市烏來區第01選舉區,2,王月裡,無黨籍及未經政黨推薦,f,0450211,66,新北市,高中(職)以下,Y,Y,301,65,000,01,290,0000
新北市烏來區第01選舉區,3,布落.馬信,無黨籍及未經政黨推薦,m,0700208,41,新北市,高中(職),N,Y,369,65,000,01,290,0000
新北市烏來區第01選舉區,4,李啓民,無黨籍及未經政黨推薦,m,0560723,55,新北市,高中(職),Y,N,281,65,000,01,290,0000
新北市烏來區第02選舉區,1,王國權,無黨籍及未經政黨推薦,m,0550216,56,新北市,高中(職)以下,N,Y,303,65,000,02,290,0000
新北市烏來區第02選舉區,2,吳承翰,無黨籍及未經政黨推薦,m,0480725,63,新北市,高中(職),Y,Y,283,65,000,02,290,0000
新北市烏來區第02選舉區,3,張德勝,無黨籍及未經政黨推薦,m,0480330,63,新北市,專科,N,N,176,65,000,02,290,0000
新北市烏來區第02選舉區,4,陳冠憲,無黨籍及未經政黨推薦,m,0600519,51,新北市,高中(職)以下,N,N,190,65,000,02,290,0000
新北市烏來區第02選舉區,5,洪葉麗芳,無黨籍及未經政黨推薦,f,0421204,68,臺灣省,高中(職),N,N,223,65,000,02,290,0000
新北市烏來區第02選舉區,6,沈常福,無黨籍及未經政黨推薦,m,0560704,55,新北市,高中(職),Y,Y,292,65,000,02,290,0000
新北市烏來區第02選舉區,7,王文炳,無黨籍及未經政黨推薦,m,0411210,69,臺灣省,高中(職),Y,N,276,65,000,02,290,0000
新北市烏來區第03選舉區,1,黃清波,無黨籍及未經政黨推薦,m,0400515,71,新北市,高中(職)以下,Y,Y,276,65,000,03,290,0000
新北市烏來區第04選舉區,1,王俊雄,無黨籍及未經政黨推薦,m,0590102,52,新北市,專科,N,N,215,65,000,04,290,0000
新北市烏來區第04選舉區,2,蔡成雄,無黨籍及未經政黨推薦,m,0540415,57,新北市,高中(職),Y,Y,252,65,000,04,290,0000
臺中市和平區第01選舉區,1,蕭有祥,無黨籍及未經政黨推薦,m,0540825,57,臺中市,高中(職),Y,Y,449,66,000,01,290,0000
臺中市和平區第01選舉區,2,陳志勇,無黨籍及未經政黨推薦,m,0620724,49,臺中市,高中(職),Y,Y,462,66,000,01,290,0000
臺中市和平區第01選舉區,3,陳宥彤,無黨籍及未經政黨推薦,f,0701023,41,臺中市,高中(職),N,Y,333,66,000,01,290,0000
臺中市和平區第01選舉區,4,張鵬瑜,無黨籍及未經政黨推薦,m,0590525,52,臺中市,高中(職)以下,N,N,15,66,000,01,290,0000
臺中市和平區第01選舉區,5,彭瑞華,無黨籍及未經政黨推薦,m,0540415,57,臺灣省,高中(職)以下,N,N,58,66,000,01,290,0000
臺中市和平區第01選舉區,6,許萬福,無黨籍及未經政黨推薦,m,0510625,60,臺中市,高中(職)以下,N,N,227,66,000,01,290,0000
臺中市和平區第01選舉區,7,管慧莉,無黨籍及未經政黨推薦,f,0510408,60,臺中市,高中(職),Y,N,255,66,000,01,290,0000
臺中市和平區第01選舉區,8,王秋助,中國國民黨,m,0320718,79,臺中市,高中(職),Y,N,300,66,000,01,290,0000
臺中市和平區第01選舉區,9,葛榮正,無黨籍及未經政黨推薦,m,0580208,53,臺中市,專科,N,Y,315,66,000,01,290,0000
臺中市和平區第01選舉區,10,徐裕傑,無黨籍及未經政黨推薦,m,0460405,65,臺中市,高中(職),Y,Y,382,66,000,01,290,0000
臺中市和平區第01選舉區,11,傅靜如,無黨籍及未經政黨推薦,f,0520717,59,臺灣省,高中(職),N,N,28,66,000,01,290,0000
臺中市和平區第02選舉區,1,楊淑青,無黨籍及未經政黨推薦,f,0441120,66,臺灣省,大學,Y,Y,648,66,000,02,290,0000
臺中市和平區第02選舉區,2,吳天祐,無黨籍及未經政黨推薦,m,0410912,70,臺灣省,大學,Y,Y,358,66,000,02,290,0000
臺中市和平區第02選舉區,3,羅清輝,中國國民黨,m,0500608,61,臺中市,碩士,Y,Y,822,66,000,02,290,0000
